family,fold,test_start,test_end,selected_config,trading_days,total_return,annualized_return,maximum_drawdown,sharpe,sortino,calmar,annualized_volatility,longest_underwater_trading_days
trix,4,2024-10-11,2025-01-08,trix__period-9-signal-9,63,-0.14820225978465873,-0.47356357124041903,0.16879106109877495,-1.7453109592251215,-2.8334612449424057,-2.805619966825696,0.3361984682876171,56
trix,5,2025-01-09,2025-04-16,trix__period-9-signal-9,63,0.12268937807358382,0.5886874140310734,0.05602406372695212,2.272132025586291,4.107966392329923,10.507759967220425,0.2137330541924406,34
trix,6,2025-04-17,2025-07-18,trix__period-9-signal-9,63,-0.03290996866724716,-0.12528288008832988,0.0781374863265566,-1.2083251531540682,-1.8125628945777952,-1.603364607414431,0.10615179816544028,51
trix,7,2025-07-21,2025-10-23,trix__period-9-signal-9,63,0.13300600652697447,0.6478923930420089,0.1045519824558575,1.5960102682612949,2.8786356228463426,6.19684464917299,0.3506363700595144,34
trix,8,2025-10-24,2026-01-22,trix__period-9-signal-9,63,0.16889858331024565,0.8668409944227149,0.04116042371116202,3.3217410131855263,6.804865209639094,21.06006003499041,0.1936734651997044,11
trix,9,2026-01-23,2026-04-30,trix__period-9-signal-9,63,0.19773591595093598,1.0579948846726404,0.014931124864738021,4.340970015570843,13.308946588622147,70.85835087825473,0.16970590383978315,43
trix,10,2026-05-06,2026-08-03,trix__period-9-signal-9,63,0.20257881447490478,1.0914823064686319,0.10238541321417738,2.4509196149926713,4.218813447700524,10.660525481158029,0.32234367097104394,24
trix,11,2026-08-04,2026-09-01,trix__period-9-signal-9,21,-0.06481907585386448,-0.5525467427623874,0.10338613083872616,-2.38980903637889,-3.0076049578506683,-5.344495806930958,0.31570732212115915,10
adx-dmi,1,2023-12-25,2024-03-29,adx-dmi__period-10-threshold-30,63,0.06155377975450005,0.2698955578864437,0.03318929168260498,1.5987761859859189,3.0361080205880406,8.132007168682666,0.15701942065807503,14
adx-dmi,2,2024-04-01,2024-07-04,adx-dmi__period-10-threshold-30,63,0.0,0.0,-0.0,,,,0.0,0
adx-dmi,3,2024-07-05,2024-10-10,adx-dmi__period-10-threshold-30,63,0.16548157482799986,0.845107390849982,0.09928526688561812,1.475205572882351,4.561208201981591,8.511911357639704,0.4883499344037162,18
adx-dmi,4,2024-10-11,2025-01-08,adx-dmi__period-20-threshold-20,63,-0.02817411847051099,-0.10802261439858152,0.12387909049549173,-0.07398461588601728,-0.14149621038468602,-0.8720003833295235,0.41628431425669726,41
adx-dmi,5,2025-01-09,2025-04-16,adx-dmi__period-20-threshold-20,63,0.011157350238845343,0.04538189099470591,0.0781837983861472,0.30391746806189396,0.5416963062781434,0.5804513458218831,0.23396158920412757,34
adx-dmi,6,2025-04-17,2025-07-18,adx-dmi__period-20-threshold-20,63,0.0,0.0,-0.0,,,,0.0,0
adx-dmi,7,2025-07-21,2025-10-23,adx-dmi__period-20-threshold-20,63,0.32799346911668015,2.110167343159147,0.1135885392101943,3.0761144697077367,5.930594864951881,18.577290964665956,0.39426198776600985,13
adx-dmi,8,2025-10-24,2026-01-22,adx-dmi__period-10-threshold-30,63,0.0790525286427255,0.35572107465027014,0.027974313200212375,2.4337897216894255,4.816693284810338,12.715989561722987,0.12842992949586754,6
adx-dmi,9,2026-01-23,2026-04-30,adx-dmi__period-10-threshold-30,63,0.13894765060941072,0.6827323823530351,0.03915579468909869,3.0974165678954515,6.9280802219276625,17.43630509287336,0.1728729673225468,47
adx-dmi,10,2026-05-06,2026-08-03,adx-dmi__period-10-threshold-30,63,0.0632107520237346,0.2778428272497533,0.17901464058659844,0.7420675104599335,1.2514241420950032,1.552067620499155,0.4889735122423908,24
adx-dmi,11,2026-08-04,2026-09-01,adx-dmi__period-10-threshold-30,21,0.0,0.0,-0.0,,,,0.0,0
aroon,1,2023-12-25,2024-03-29,aroon__period-25-threshold-70,63,-0.0069080310552603885,-0.027347115215040296,0.038318980626694366,-0.10916273183884143,-0.1777163951272577,-0.7136702168947919,0.15141962127408878,9
aroon,2,2024-04-01,2024-07-04,aroon__period-25-threshold-70,63,-0.07885861353630352,-0.28004528280381136,0.09072404689276037,-3.1774676223197447,-3.651963189598815,-3.0867812051510075,0.10172081323298768,39
aroon,3,2024-07-05,2024-10-10,aroon__period-25-threshold-80,63,0.20975917160569568,1.1418827506602338,0.09928876459537206,1.7941175897404646,5.900638498616751,11.500624016359833,0.48366151432396226,41
aroon,4,2024-10-11,2025-01-08,aroon__period-14-threshold-80,63,-0.16815995247844884,-0.5211943135342646,0.16815995247844884,-3.1268321480315913,-3.6046613376820216,-3.0993961752044394,0.22690355380536253,63
aroon,5,2025-01-09,2025-04-16,aroon__period-25-threshold-70,63,0.07399217328254482,0.33046809900947904,0.055996327358119324,1.5289620922207856,2.7128761983411103,5.901603097931779,0.19954293264792905,34
aroon,6,2025-04-17,2025-07-18,aroon__period-25-threshold-70,63,-0.021777018834244988,-0.08430372914621664,0.04556579487731549,-1.1253293493733318,-1.51290418206666,-1.8501538132540396,0.0757340630714608,51
aroon,7,2025-07-21,2025-10-23,aroon__period-25-threshold-70,63,0.3238215518820087,2.0712685218139093,0.11337939201392089,3.0421076033092795,5.880642315131011,18.2684744116426,0.39454860716384,16
aroon,8,2025-10-24,2026-01-22,aroon__period-25-threshold-70,63,0.1451320629574866,0.7195796591280015,0.027992066446530295,3.5303538563919328,8.150527638758495,25.706557266950032,0.1571119804542359,6
aroon,9,2026-01-23,2026-04-30,aroon__period-25-threshold-70,63,0.05044220408672562,0.21755516991336288,0.06773107846581083,1.1562351886149742,2.009681052746598,3.2120434937881575,0.184721679058772,59
aroon,10,2026-05-06,2026-08-03,aroon__period-25-threshold-70,63,0.07314101152915731,0.3262554126578918,0.15652899606154935,0.8386273968252582,1.4045713254781986,2.0843129443544357,0.46172256768558356,49
aroon,11,2026-08-04,2026-09-01,aroon__period-25-threshold-80,21,0.0,0.0,-0.0,,,,0.0,0
supertrend,1,2023-12-25,2024-03-29,supertrend__multiplier-2-period-10,63,0.0697794458482881,0.3097155908313942,0.06358952951905705,1.530466554826251,2.9125163917108723,4.870543832826692,0.18759537744273325,9
supertrend,2,2024-04-01,2024-07-04,supertrend__multiplier-2-period-7,63,-0.09469838899962679,-0.32830336468191434,0.09975418430100502,-3.5541692818219577,-4.25355420147105,-3.2911237456593256,0.11018467125950218,39
supertrend,3,2024-07-05,2024-10-10,supertrend__multiplier-2-period-7,63,0.29064205165749146,1.77474606824312,0.10552029299727872,1.9512904658130676,6.693071775643233,16.819002467031524,0.6086703156360476,47
supertrend,4,2024-10-11,2025-01-08,supertrend__multiplier-2-period-7,63,-0.20167747014911286,-0.5938246685628157,0.20167747014911286,-3.8631954783907205,-4.343350228849426,-2.94442739748651,0.22613999855873387,63
supertrend,5,2025-01-09,2025-04-16,supertrend__multiplier-2-period-14,63,0.06318839125455122,0.2777353315455946,0.0639927102215121,1.3438415071548295,2.3086492513097228,4.3401089059083136,0.19648396759330583,34
supertrend,6,2025-04-17,2025-07-18,supertrend__multiplier-2-period-14,63,-0.010422316737102366,-0.04104203551561503,0.056705473828430386,-0.37981543151245506,-0.6027394425136318,-0.7237755501310671,0.09790830781171457,51
supertrend,7,2025-07-21,2025-10-23,supertrend__multiplier-2-period-14,63,0.24572019778542376,1.4081416227027956,0.1191437762397014,2.5911440072418586,4.831354913255555,11.818843309698378,0.3647018994044144,23
supertrend,8,2025-10-24,2026-01-22,supertrend__multiplier-3-period-7,63,0.09375413886114248,0.4311291830052173,0.02797996323864671,2.8704341608393404,5.649565260833146,15.408497120887192,0.12774842852773505,6
supertrend,9,2026-01-23,2026-04-30,supertrend__multiplier-3-period-7,63,0.05553507884459763,0.24133981016135175,0.08523274660617308,1.2223810259611614,2.1425148371623206,2.8315385784349747,0.1916076031571258,56
supertrend,10,2026-05-06,2026-08-03,supertrend__multiplier-3-period-7,63,0.1600761759300653,0.8111150176694544,0.17935749359388464,1.4171487314684899,2.49381536028054,4.5223369340009,0.5096097074624049,24
supertrend,11,2026-08-04,2026-09-01,supertrend__multiplier-3-period-7,21,0.0,0.0,-0.0,,,,0.0,0
tsmom-monthly,1,2023-12-25,2024-03-29,tsmom-monthly__lookback-126,63,0.0,0.0,-0.0,,,,0.0,0
tsmom-monthly,2,2024-04-01,2024-07-04,tsmom-monthly__lookback-126,63,0.0,0.0,-0.0,,,,0.0,0
tsmom-monthly,3,2024-07-05,2024-10-10,tsmom-monthly__lookback-126,63,0.0,0.0,-0.0,,,,0.0,0
tsmom-monthly,4,2024-10-11,2025-01-08,tsmom-monthly__lookback-126,63,0.0,0.0,-0.0,,,,0.0,0
tsmom-monthly,5,2025-01-09,2025-04-16,tsmom-monthly__lookback-126,63,0.0,0.0,-0.0,,,,0.0,0
tsmom-monthly,6,2025-04-17,2025-07-18,tsmom-monthly__lookback-126,63,0.004196487355610179,0.016891908378390497,0.02489081264438986,0.32871279735326264,0.5423481942580615,0.6786402926944116,0.05557180375409663,12
tsmom-monthly,7,2025-07-21,2025-10-23,tsmom-monthly__lookback-126,63,0.3858984819001561,2.6891445828475327,0.1136203355474742,3.5059553314592424,6.768871885299081,23.667810607053898,0.39494217714882796,13
tsmom-monthly,8,2025-10-24,2026-01-22,tsmom-monthly__lookback-126,63,0.10045645950793514,0.4665317034981056,0.13585320656017041,1.5672016000174172,3.062107769126751,3.4340868008255305,0.26674443180266133,50
tsmom-monthly,9,2026-01-23,2026-04-30,tsmom-monthly__lookback-126,63,-0.1646073011686663,-0.5129621639098421,0.1914884989615191,-2.9061130974188965,-3.846548537760879,-2.678814480722026,0.2375352838739761,60
tsmom-monthly,10,2026-05-06,2026-08-03,tsmom-monthly__lookback-126,63,-0.04829350915882091,-0.17962555168661476,0.29992407602807436,-0.022085135419501547,-0.03874619611156431,-0.5989034093741809,0.6132341220008474,24
tsmom-monthly,11,2026-08-04,2026-09-01,tsmom-monthly__lookback-126,21,0.06293123706692971,1.0799938060508598,0.10343393199774842,1.9079922671008622,3.231061533029256,10.441387900388138,0.4310045258775324,10
donchian,1,2023-12-25,2024-03-29,donchian__entry-20-exit-10,63,-0.02111132670788418,-0.08180861577109177,0.052073033895486676,-0.4786130076401002,-0.7669652486566497,-1.5710360939461676,0.15406732631376252,9
donchian,2,2024-04-01,2024-07-04,donchian__entry-20-exit-10,63,0.0,0.0,-0.0,,,,0.0,0
donchian,3,2024-07-05,2024-10-10,donchian__entry-20-exit-10,63,0.20449005572992807,1.1048098877063226,0.09928809494261492,1.758039899259097,5.779951438453826,11.12731479383167,0.4836069646663378,2
donchian,4,2024-10-11,2025-01-08,donchian__entry-20-exit-10,63,-0.02079189924555358,-0.08060954525869513,0.11026648810405326,-0.037014006445555234,-0.06718660926700781,-0.7310430090294316,0.3816894717766902,41
donchian,5,2025-01-09,2025-04-16,donchian__entry-20-exit-10,63,0.03392026136654791,0.14274198655489867,0.05980938547171577,0.7240445830366472,1.2740491677653507,2.3866151679890146,0.215675738419447,34
donchian,6,2025-04-17,2025-07-18,donchian__entry-20-exit-10,63,0.0,0.0,-0.0,,,,0.0,0
donchian,7,2025-07-21,2025-10-23,donchian__entry-20-exit-10,63,0.355952307348703,2.38047444947662,0.11361321440933425,3.297880315675457,6.327645462515869,20.952443444651315,0.39300126636140686,13
donchian,8,2025-10-24,2026-01-22,donchian__entry-20-exit-10,63,0.09375105242447068,0.43111302920706884,0.02797910641538881,2.870431579527946,5.6495566823967165,15.40839163362101,0.12774443227303842,6
donchian,9,2026-01-23,2026-04-30,donchian__entry-200-exit-80,63,-0.1696908404860047,-0.524709301269032,0.18799003571830408,-3.350530453347333,-4.147144759572991,-2.791154857033428,0.2148012864792414,60
donchian,10,2026-05-06,2026-08-03,donchian__entry-20-exit-10,63,-0.03252367998280803,-0.12388447531683633,0.1789438874788427,-0.07646539614925606,-0.12336536435842436,-0.6923090643790988,0.4467027007195523,24
donchian,11,2026-08-04,2026-09-01,donchian__entry-20-exit-10,21,0.0,0.0,-0.0,,,,0.0,0
bollinger-breakout,1,2023-12-25,2024-03-29,bollinger-breakout__period-20-width-1p5,63,-0.0069080310552603885,-0.027347115215040296,0.038318980626694366,-0.10916273183884143,-0.1777163951272577,-0.7136702168947919,0.15141962127408878,9
bollinger-breakout,2,2024-04-01,2024-07-04,bollinger-breakout__period-20-width-1p5,63,-0.05664408339781901,-0.20804170767026653,0.061912090394472874,-2.453518457889533,-3.1235893382388635,-3.36027593875007,0.0932709194542077,39
bollinger-breakout,3,2024-07-05,2024-10-10,bollinger-breakout__period-20-width-2,63,0.3109863927632943,1.9538792360943864,0.09937855964631692,2.070760967634411,7.490530444510397,19.660973584726325,0.6019540939297997,46
bollinger-breakout,4,2024-10-11,2025-01-08,bollinger-breakout__period-20-width-2,63,-0.11675683338738219,-0.3914151394258958,0.13680910855692818,-1.3320837121487614,-2.24174668994489,-2.8610312833302505,0.3327756167683412,56
bollinger-breakout,5,2025-01-09,2025-04-16,bollinger-breakout__period-20-width-2,63,0.05372483666935679,0.23284610265588612,0.056008570705041394,1.0989017109422685,1.9196736783442163,4.157329846571631,0.21017183269528456,34
bollinger-breakout,6,2025-04-17,2025-07-18,bollinger-breakout__period-20-width-1,63,-0.03698446201750749,-0.13993123132008545,0.049583751119355535,-2.2043979996855927,-2.664571906817185,-2.822118701411879,0.06734516183100499,52
bollinger-breakout,7,2025-07-21,2025-10-23,bollinger-breakout__period-20-width-2,63,0.3743379388892185,2.56758346019571,0.10462090656027223,3.5029868832179827,6.892942570191253,24.541781796896608,0.38450001670391815,13
bollinger-breakout,8,2025-10-24,2026-01-22,bollinger-breakout__period-20-width-2,63,0.09375005002387504,0.4311077828703356,0.02797882813890029,2.870430741178222,5.649553896323033,15.408357374015461,0.12774313438258164,6
bollinger-breakout,9,2026-01-23,2026-04-30,bollinger-breakout__period-20-width-2,63,-0.04386287300839231,-0.16424164085622772,0.06769993702266974,-1.623932972752098,-1.822968086657387,-2.4260235397446586,0.10692298871583779,60
bollinger-breakout,10,2026-05-06,2026-08-03,bollinger-breakout__period-20-width-1,63,0.10224738715638959,0.4761018076284407,0.12111462806160778,1.107547058820529,1.8568984215328075,3.9310016902851768,0.43616033580254615,24
bollinger-breakout,11,2026-08-04,2026-09-01,bollinger-breakout__period-20-width-1,21,0.0,0.0,-0.0,,,,0.0,0
keltner-breakout,1,2023-12-25,2024-03-29,keltner-breakout__multiplier-2p5-period-20,63,0.0,0.0,-0.0,,,,0.0,0
keltner-breakout,2,2024-04-01,2024-07-04,keltner-breakout__multiplier-2p5-period-20,63,0.0,0.0,-0.0,,,,0.0,0
keltner-breakout,3,2024-07-05,2024-10-10,keltner-breakout__multiplier-2p5-period-20,63,0.20449214310029995,1.1048244782102392,0.09928885283242106,1.758041837842892,5.779965901435486,11.127376807091862,0.4836114412319811,2
keltner-breakout,4,2024-10-11,2025-01-08,keltner-breakout__multiplier-1p5-period-20,63,-0.0014624729028245298,-0.00583707115668064,0.0995972457663511,0.159529349758697,0.29342793016246616,-0.05860675274468978,0.36668351887041356,41
keltner-breakout,5,2025-01-09,2025-04-16,keltner-breakout__multiplier-1p5-period-20,63,0.02888288003490813,0.12063391941100488,0.05599267523150786,0.6511081945087377,1.1222514643570027,2.154458934355801,0.20707514271131872,34
keltner-breakout,6,2025-04-17,2025-07-18,keltner-breakout__multiplier-1p5-period-20,63,0.0,0.0,-0.0,,,,0.0,0
keltner-breakout,7,2025-07-21,2025-10-23,keltner-breakout__multiplier-1p5-period-20,63,0.3559567494692568,2.38051874763886,0.11361415555065257,3.297884665165464,6.327659026895226,20.95265978170787,0.39300519188570776,13
keltner-breakout,8,2025-10-24,2026-01-22,keltner-breakout__multiplier-1p5-period-20,63,0.09375401408235029,0.43112852993508377,0.027979928598980797,2.8704340564819524,5.649564914023453,15.408492856225093,0.1277482669669741,6
keltner-breakout,9,2026-01-23,2026-04-30,keltner-breakout__multiplier-1p5-period-20,63,0.05914081225613321,0.2583887085847545,0.06770252574695113,1.3351994197238137,2.34454726038532,3.8165298226911513,0.1846829827429498,56
keltner-breakout,10,2026-05-06,2026-08-03,keltner-breakout__multiplier-1p5-period-20,63,0.14579109223399667,0.7235415847093629,0.12125054754365538,1.4359851967550143,2.4718701977854556,5.967326328558285,0.44803477813216575,24
keltner-breakout,11,2026-08-04,2026-09-01,keltner-breakout__multiplier-1p5-period-20,21,0.0,0.0,-0.0,,,,0.0,0
rsi-reversion,1,2023-12-25,2024-03-29,rsi-reversion__entry-10-exit-70-period-2,63,-0.04904632062346992,-0.1822181783152631,0.10722618555111141,-0.8009619860554803,-1.3362632692225445,-1.6993813346871818,0.2212974755495214,59
rsi-reversion,2,2024-04-01,2024-07-04,rsi-reversion__entry-30-exit-50-period-14,63,0.003215962479946599,0.012926037558056658,-0.0,2.0000000000000004,,,0.0064319249598931965,0
rsi-reversion,3,2024-07-05,2024-10-10,rsi-reversion__entry-30-exit-50-period-14,63,0.05664903854252601,0.2465883067795076,0.009485757828131103,2.939893630488626,10.257008223455863,25.995635904621317,0.07595961300512132,55
rsi-reversion,4,2024-10-11,2025-01-08,rsi-reversion__entry-30-exit-50-period-14,63,0.0,0.0,-0.0,,,,0.0,0
rsi-reversion,5,2025-01-09,2025-04-16,rsi-reversion__entry-10-exit-70-period-2,63,-0.0123927846638332,-0.048657241588414224,0.15214028338277885,-0.07560639411216714,-0.09827589355072498,-0.3198182657908856,0.24797495663672858,28
rsi-reversion,6,2025-04-17,2025-07-18,rsi-reversion__entry-30-exit-50-period-14,63,0.03555267993600508,0.14997602908772634,0.017589582212498067,2.377500047390539,5.447796309184336,8.52641224082984,0.05952217470565359,7
rsi-reversion,7,2025-07-21,2025-10-23,rsi-reversion__entry-30-exit-50-period-14,63,0.0,0.0,-0.0,,,,0.0,0
rsi-reversion,8,2025-10-24,2026-01-22,rsi-reversion__entry-10-exit-70-period-2,63,0.026087995909480632,0.10850696825674966,0.02511988840913948,1.2310506134785775,2.3683857106669204,4.319564103528067,0.08666758994691891,14
rsi-reversion,9,2026-01-23,2026-04-30,rsi-reversion__entry-10-exit-70-period-2,63,-0.04127457948932667,-0.1551551302572487,0.11330992430697973,-0.6043018378084124,-1.009707559655628,-1.3692986841726393,0.23447273495970655,36
rsi-reversion,10,2026-05-06,2026-08-03,rsi-reversion__entry-30-exit-50-period-14,63,0.0,0.0,-0.0,,,,0.0,0
rsi-reversion,11,2026-08-04,2026-09-01,rsi-reversion__entry-30-exit-50-period-14,21,0.0,0.0,-0.0,,,,0.0,0
stochastic-reversion,1,2023-12-25,2024-03-29,stochastic-reversion__entry-20-exit-80-period-5,63,-0.09182083525659013,-0.3197224534434874,0.14736057746399578,-1.5541893694924032,-2.4932934126265756,-2.169660698578657,0.2309614954803215,59
stochastic-reversion,2,2024-04-01,2024-07-04,stochastic-reversion__entry-30-exit-70-period-5,63,-0.04800175445918342,-0.17861911456667667,0.09124913765721432,-1.001897334331739,-1.5719126959736154,-1.9574882475895348,0.18032779226758808,39
