family,fold,test_start,test_end,selected_config,trading_days,total_return,annualized_return,maximum_drawdown,sharpe,sortino,calmar,annualized_volatility,longest_underwater_trading_days
sma-price,1,2023-12-25,2024-03-29,sma-price__period-50,63,-0.10918503903783205,-0.3702763427211727,0.10918503903783205,-3.501541767630269,-4.184727551597811,-3.3912736212227195,0.12957634494461157,23
sma-price,2,2024-04-01,2024-07-04,sma-price__period-250,63,0.0,0.0,-0.0,,,,0.0,0
sma-price,3,2024-07-05,2024-10-10,sma-price__period-250,63,0.0,0.0,-0.0,,,,0.0,0
sma-price,4,2024-10-11,2025-01-08,sma-price__period-200,63,0.0,0.0,-0.0,,,,0.0,0
sma-price,5,2025-01-09,2025-04-16,sma-price__period-200,63,0.0,0.0,-0.0,,,,0.0,0
sma-price,6,2025-04-17,2025-07-18,sma-price__period-200,63,0.04441462135381902,0.18984878787454895,0.025333763392980546,2.25180776195308,4.90239514033893,7.493903883508759,0.07856187965076819,12
sma-price,7,2025-07-21,2025-10-23,sma-price__period-200,63,0.386063795773117,2.6909051040270766,0.11365232375204537,3.5061098907929336,6.7693575653659925,23.6766395546633,0.395076108271166,13
sma-price,8,2025-10-24,2026-01-22,sma-price__period-200,63,0.10048750731124789,0.46669721487106397,0.13589274136378615,1.5672198071642072,3.062149339982308,3.434305689821292,0.2668272268111097,50
sma-price,9,2026-01-23,2026-04-30,sma-price__period-200,63,-0.05496151537486371,-0.20237643141067918,0.20532266272551192,-0.6342563385294973,-1.0098499182846434,-0.9856507251770281,0.2906066454134083,60
sma-price,10,2026-05-06,2026-08-03,sma-price__period-200,63,-0.01079340062355616,-0.0424796335570623,0.30029447797137365,0.2356814151997965,0.4194592425889277,-0.1414599224202577,0.6230116259295098,24
sma-price,11,2026-08-04,2026-09-01,sma-price__period-50,21,0.007380556704849273,0.09225180790303011,-0.0,3.464101615137755,,,0.025566998401884148,0
ema-price,1,2023-12-25,2024-03-29,ema-price__period-250,63,0.0,0.0,-0.0,,,,0.0,0
ema-price,2,2024-04-01,2024-07-04,ema-price__period-250,63,0.0,0.0,-0.0,,,,0.0,0
ema-price,3,2024-07-05,2024-10-10,ema-price__period-250,63,0.0,0.0,-0.0,,,,0.0,0
ema-price,4,2024-10-11,2025-01-08,ema-price__period-150,63,0.0,0.0,-0.0,,,,0.0,0
ema-price,5,2025-01-09,2025-04-16,ema-price__period-150,63,0.009875770603599898,0.040092129765763485,0.009309727631891418,0.8721522751026471,1.6539968143279489,4.306477197939048,0.0462762094715798,2
ema-price,6,2025-04-17,2025-07-18,ema-price__period-150,63,-0.03399263077893211,-0.1291933080505948,0.07562732718662823,-1.1580361966250523,-1.8247759765346865,-1.708288694796524,0.11390431013193905,51
ema-price,7,2025-07-21,2025-10-23,ema-price__period-250,63,0.3859700573753244,2.689906753342179,0.11363418654186641,3.5060222539174344,6.769082176303205,23.671632940771154,0.39500016767924434,13
ema-price,8,2025-10-24,2026-01-22,ema-price__period-250,63,0.10046990309579273,0.466603367611343,0.13587032516402497,1.5672094836469963,3.06212576921235,3.4341815775302775,0.2667802816979901,50
ema-price,9,2026-01-23,2026-04-30,ema-price__period-250,63,-0.029252897056039395,-0.11197659458869413,0.19755452592710931,-0.2476968374941552,-0.4097943886555421,-0.5668136129162111,0.30003824810742785,60
ema-price,10,2026-05-06,2026-08-03,ema-price__period-250,63,-0.010795786992365053,-0.042488873238517244,0.30034143783300893,0.23573692001967253,0.4195600763893539,-0.14146856839029062,0.6231299974528517,24
ema-price,11,2026-08-04,2026-09-01,ema-price__period-250,21,0.0630564016589179,1.0829348458044734,0.1036123866442249,1.9085461707173235,3.2322410184851287,10.451789413199792,0.43179275069014766,10
dual-ma,1,2023-12-25,2024-03-29,dual-ma__fast-20-slow-100,63,0.0,0.0,-0.0,,,,0.0,0
dual-ma,2,2024-04-01,2024-07-04,dual-ma__fast-20-slow-100,63,0.0,0.0,-0.0,,,,0.0,0
dual-ma,3,2024-07-05,2024-10-10,dual-ma__fast-20-slow-100,63,0.0,0.0,-0.0,,,,0.0,0
dual-ma,4,2024-10-11,2025-01-08,dual-ma__fast-20-slow-100,63,0.016334940599999292,0.066958249932215,0.12372752057419989,0.3541540360687588,0.7436233915423852,0.5411750726230699,0.40550402980808936,41
dual-ma,5,2025-01-09,2025-04-16,dual-ma__fast-50-slow-100,63,0.042859886303115546,0.1827796680705267,0.18066228534006368,0.670363135158475,1.024325423305726,1.011720114834579,0.33297733616380704,34
dual-ma,6,2025-04-17,2025-07-18,dual-ma__fast-50-slow-100,63,-0.024768741235936864,-0.09545442687260786,0.04676320884854934,-1.2765656427426166,-1.7213640391395897,-2.041229188992427,0.07632055607296512,51
dual-ma,7,2025-07-21,2025-10-23,dual-ma__fast-50-slow-100,63,0.2954290116681866,1.816141522839846,0.11356679754504417,2.8628026668261377,5.42971245101124,15.991835308374414,0.3879388949687617,13
dual-ma,8,2025-10-24,2026-01-22,dual-ma__fast-20-slow-100,63,0.10040449925953698,0.4662547422276775,0.13578703964537187,1.5671711293295854,3.06203819697843,3.4337205041465766,0.26660587055382295,50
dual-ma,9,2026-01-23,2026-04-30,dual-ma__fast-20-slow-100,63,-0.17003851086450184,-0.5255048639167228,0.18837099909151722,-3.3504362376478185,-4.147045122645191,-2.7897333796133563,0.21527526199319455,60
dual-ma,10,2026-05-06,2026-08-03,dual-ma__fast-50-slow-100,63,-0.11830413568223119,-0.39566852378948625,0.2997475886945521,-0.5586760137592043,-0.9404731721065476,-1.3200056938328844,0.5925765310683683,24
dual-ma,11,2026-08-04,2026-09-01,dual-ma__fast-50-slow-200,21,0.06287835433680677,1.0787523448508547,0.10335850569815497,1.9077581886688455,3.230563139434722,10.436996331982684,0.4306714237674986,10
macd-cross,1,2023-12-25,2024-03-29,macd-cross__fast-12-signal-9-slow-26,63,0.041615120315315446,0.1771426691863207,0.03319342161092487,1.0167903040626816,1.8766836993241853,5.33667999830479,0.1751525390051091,34
macd-cross,2,2024-04-01,2024-07-04,macd-cross__fast-12-signal-9-slow-26,63,-0.01954962658638193,-0.07593511940283248,0.04887628662559751,-0.5635257827262257,-0.9305170035993239,-1.553618833290492,0.12624803903379928,39
macd-cross,3,2024-07-05,2024-10-10,macd-cross__fast-12-signal-9-slow-26,63,0.3681900156838147,2.504174035944265,0.1114900349886776,2.294600480288895,7.976056455225891,22.460967351912455,0.6236020783676373,46
macd-cross,4,2024-10-11,2025-01-08,macd-cross__fast-12-signal-9-slow-26,63,-0.05147881229294693,-0.1905535070564598,0.09972949336425807,-0.5024727589287561,-0.8940689132705782,-1.9107036507291837,0.3222229846132583,56
macd-cross,5,2025-01-09,2025-04-16,macd-cross__fast-12-signal-9-slow-26,63,0.1309991347185977,0.6362478566087177,0.05602323880902427,2.3147931315895622,4.32213634690827,11.356856014297954,0.22344764769009384,34
macd-cross,6,2025-04-17,2025-07-18,macd-cross__fast-12-signal-9-slow-26,63,-0.021519392044953567,-0.08333870949362387,0.07117335406897374,-0.7447328725344639,-1.14842868578103,-1.1709257008298464,0.1089675158811943,51
macd-cross,7,2025-07-21,2025-10-23,macd-cross__fast-12-signal-9-slow-26,63,0.22374090923691137,1.2426314815035697,0.10457430738562168,2.386913226527449,4.49616503893388,11.882760809701752,0.3661728098733328,23
macd-cross,8,2025-10-24,2026-01-22,macd-cross__fast-12-signal-9-slow-26,63,0.16473555133092077,0.8403877198613301,0.04116078229860509,3.2852302406066825,6.683774529975232,20.4171950320247,0.19133650433686344,11
macd-cross,9,2026-01-23,2026-04-30,macd-cross__fast-12-signal-9-slow-26,63,0.1410737773232047,0.695332549664192,0.03737104330745955,3.1456733860361132,7.052718832483906,18.60618511352607,0.17258173923897888,47
macd-cross,10,2026-05-06,2026-08-03,macd-cross__fast-12-signal-9-slow-26,63,0.13634003768654024,0.6673748071756878,0.15427856401984386,1.490811943517788,2.487264203240839,4.32577792913504,0.3947478885860782,24
macd-cross,11,2026-08-04,2026-09-01,macd-cross__fast-12-signal-9-slow-26,21,-0.10407859485069526,-0.7325522470674692,0.13750452343494224,-3.999737829456676,-5.021143602027666,-5.327477444144323,0.3167018646550257,10
trix,1,2023-12-25,2024-03-29,trix__period-9-signal-9,63,0.01245572031392217,0.050761504906226884,0.05459880771794201,0.37745299476394933,0.6659540867774327,0.9297181940027213,0.1673430278788801,35
trix,2,2024-04-01,2024-07-04,trix__period-9-signal-9,63,-0.02618168635666851,-0.10068517950282352,0.08493698469341926,-0.6094687117719301,-0.9755554479738215,-1.1854103352767642,0.1547825411871634,39
trix,3,2024-07-05,2024-10-10,trix__period-9-signal-9,63,0.37552220709493245,2.5798961226904797,0.10671734670976096,2.3295955888710975,8.093670113772339,24.175039974588387,0.6234153905257815,46
