order_id,trade_date,symbol,side,execution,requested_shares,filled_shares,unfilled_shares,price,gross_value,commission,tax,reason,family,config
2,2021-12-03,SH588000,sell,open,657800,657800,0,1.4827034000000001,975322.2965200001,292.596688956,0.0,filled,macd-cross,macd-cross__fast-12-signal-9-slow-26
3,2022-01-19,SH588000,buy,open,701200,701200,0,1.390278,974862.9336,292.45888008,0.0,filled,macd-cross,macd-cross__fast-12-signal-9-slow-26
4,2022-01-26,SH588000,sell,open,701200,701200,0,1.3337332000000002,935213.7198400002,280.564115952,0.0,filled,macd-cross,macd-cross__fast-12-signal-9-slow-26
5,2022-02-21,SH588000,buy,open,746700,746700,0,1.2522503999999999,935055.37368,280.516612104,0.0,filled,macd-cross,macd-cross__fast-12-signal-9-slow-26
6,2022-03-09,SH588000,sell,open,746700,746700,0,1.1907618,889141.83606,266.742550818,0.0,filled,macd-cross,macd-cross__fast-12-signal-9-slow-26
7,2022-03-22,SH588000,buy,open,744400,744400,0,1.1942388,888991.36272,266.69740881599995,0.0,filled,macd-cross,macd-cross__fast-12-signal-9-slow-26
8,2022-03-29,SH588000,sell,open,744400,744400,0,1.139772,848446.2768,254.53388303999998,0.0,filled,macd-cross,macd-cross__fast-12-signal-9-slow-26
9,2022-05-06,SH588000,buy,open,873500,873500,0,0.9711942,848338.1337,254.50144010999998,0.0,filled,macd-cross,macd-cross__fast-12-signal-9-slow-26
10,2022-06-22,SH588000,sell,open,873500,873500,0,1.1307738,987730.9143000001,296.31927429,0.0,filled,macd-cross,macd-cross__fast-12-signal-9-slow-26
11,2022-06-29,SH588000,buy,open,849700,849700,0,1.160232,985849.1303999999,295.75473911999995,0.0,filled,macd-cross,macd-cross__fast-12-signal-9-slow-26
12,2022-06-30,SH588000,sell,open,849700,849700,0,1.1387722,967614.73834,290.284421502,0.0,filled,macd-cross,macd-cross__fast-12-signal-9-slow-26
13,2022-07-28,SH588000,buy,open,837900,837900,0,1.1542308,967129.98732,290.13899619599994,0.0,filled,macd-cross,macd-cross__fast-12-signal-9-slow-26
14,2022-08-19,SH588000,sell,open,837900,837900,0,1.1967606000000002,1002765.7067400002,300.829712022,0.0,filled,macd-cross,macd-cross__fast-12-signal-9-slow-26
15,2022-10-17,SH588000,buy,open,1010800,1010800,0,0.9911981999999999,1001903.14056,300.570942168,0.0,filled,macd-cross,macd-cross__fast-12-signal-9-slow-26
16,2022-11-21,SH588000,sell,open,1010800,1010800,0,1.0667866,1078307.8952799998,323.4923685839999,0.0,filled,macd-cross,macd-cross__fast-12-signal-9-slow-26
17,2023-01-03,SH588000,buy,open,1075600,1075600,0,1.0012001999999998,1076890.9351199998,323.06728053599994,0.0,filled,macd-cross,macd-cross__fast-12-signal-9-slow-26
18,2023-02-15,SH588000,sell,open,1075600,1075600,0,1.064787,1145284.8972,343.58546915999995,0.0,filled,macd-cross,macd-cross__fast-12-signal-9-slow-26
19,2023-03-15,SH588000,buy,open,1083100,1083100,0,1.0562112000000001,1143982.3507200002,343.19470521600005,0.0,filled,macd-cross,macd-cross__fast-12-signal-9-slow-26
20,2023-04-20,SH588000,sell,open,1083100,1083100,0,1.1767646,1274553.73826,382.36612147799997,0.0,filled,macd-cross,macd-cross__fast-12-signal-9-slow-26
21,2023-04-21,SH588000,buy,open,1050600,1050600,0,1.2112422,1272531.05532,381.75931659599996,0.0,filled,macd-cross,macd-cross__fast-12-signal-9-slow-26
22,2023-04-24,SH588000,sell,open,1050600,1050600,0,1.1557688,1214250.70128,364.27521038399993,0.0,filled,macd-cross,macd-cross__fast-12-signal-9-slow-26
23,2023-05-30,SH588000,buy,open,1134500,1134500,0,1.070214,1214157.783,364.2473349,0.0,filled,macd-cross,macd-cross__fast-12-signal-9-slow-26
24,2023-06-09,SH588000,sell,open,1134500,1134500,0,1.0527894,1194389.5743,358.31687228999994,0.0,filled,macd-cross,macd-cross__fast-12-signal-9-slow-26
25,2023-06-12,SH588000,buy,open,1109300,1109300,0,1.0762152,1193845.5213600001,358.153656408,0.0,filled,macd-cross,macd-cross__fast-12-signal-9-slow-26
26,2023-06-27,SH588000,sell,open,1109300,1109300,0,1.0567886,1172295.59398,351.6886781939999,0.0,filled,macd-cross,macd-cross__fast-12-signal-9-slow-26
27,2023-08-01,SH588000,buy,open,1153100,1153100,0,1.0162032,1171783.90992,351.53517297599996,0.0,filled,macd-cross,macd-cross__fast-12-signal-9-slow-26
28,2023-08-15,SH588000,sell,open,1153100,1153100,0,0.9738052,1122894.77612,336.868432836,0.0,filled,macd-cross,macd-cross__fast-12-signal-9-slow-26
29,2023-08-30,SH588000,buy,open,1148900,1148900,0,0.9771953999999999,1122699.79506,336.80993851799997,0.0,filled,macd-cross,macd-cross__fast-12-signal-9-slow-26
30,2023-09-14,SH588000,sell,open,1148900,1148900,0,0.929814,1068263.3046000001,320.47899138,0.0,filled,macd-cross,macd-cross__fast-12-signal-9-slow-26
31,2023-09-28,SH588000,buy,open,1153300,1153300,0,0.9261852,1068169.39116,320.450817348,0.0,filled,macd-cross,macd-cross__fast-12-signal-9-slow-26
32,2023-10-23,SH588000,sell,open,1153300,1153300,0,0.9008198000000001,1038915.4753400001,311.674642602,0.0,filled,macd-cross,macd-cross__fast-12-signal-9-slow-26
33,2023-10-31,SH588000,buy,open,1128600,1128600,0,0.920184,1038519.6624,311.55589871999996,0.0,filled,macd-cross,macd-cross__fast-12-signal-9-slow-26
34,2023-11-23,SH588000,sell,open,1128600,1128600,0,0.9118176,1029077.34336,308.723203008,0.0,filled,macd-cross,macd-cross__fast-12-signal-9-slow-26
35,2023-12-12,SH588000,buy,open,1116600,1116600,0,0.9211842,1028594.27772,308.57828331599995,0.0,filled,macd-cross,macd-cross__fast-12-signal-9-slow-26
36,2023-12-18,SH588000,sell,open,1116600,1116600,0,0.8918216,995807.99856,298.74239956799994,0.0,filled,macd-cross,macd-cross__fast-12-signal-9-slow-26
37,2024-01-02,SH588000,buy,open,1108400,1108400,0,0.8981796,995542.2686399999,298.66268059199996,0.0,filled,macd-cross,macd-cross__fast-12-signal-9-slow-26
38,2024-01-04,SH588000,sell,open,1108400,1108400,0,0.8728254,967439.67336,290.23190200799996,0.0,filled,macd-cross,macd-cross__fast-12-signal-9-slow-26
39,2024-02-08,SH588000,buy,open,1233300,1233300,0,0.7841568,967100.58144,290.130174432,0.0,filled,macd-cross,macd-cross__fast-12-signal-9-slow-26
40,2024-03-22,SH588000,sell,open,1233300,1233300,0,0.8418316,1038230.91228,311.469273684,0.0,filled,macd-cross,macd-cross__fast-12-signal-9-slow-26
41,2024-04-29,SH588000,buy,open,1312300,1312300,0,0.790158,1036924.3434,311.07730302,0.0,filled,macd-cross,macd-cross__fast-12-signal-9-slow-26
42,2024-05-21,SH588000,sell,open,1312300,1312300,0,0.7868426000000001,1032573.5439800001,309.772063194,0.0,filled,macd-cross,macd-cross__fast-12-signal-9-slow-26
43,2024-06-04,SH588000,buy,open,1316100,1316100,0,0.7841568,1032028.76448,309.60862934399995,0.0,filled,macd-cross,macd-cross__fast-12-signal-9-slow-26
44,2024-06-25,SH588000,sell,open,1316100,1316100,0,0.7728454,1017141.83094,305.142549282,0.0,filled,macd-cross,macd-cross__fast-12-signal-9-slow-26
45,2024-07-15,SH588000,buy,open,1357100,1357100,0,0.7491498,1016671.19358,305.00135807399994,0.0,filled,macd-cross,macd-cross__fast-12-signal-9-slow-26
46,2024-07-30,SH588000,sell,open,1357100,1357100,0,0.7378524,1001339.4920399999,300.4018476119999,0.0,filled,macd-cross,macd-cross__fast-12-signal-9-slow-26
47,2024-08-01,SH588000,buy,open,1284600,1284600,0,0.7791558,1000903.54068,300.271062204,0.0,filled,macd-cross,macd-cross__fast-12-signal-9-slow-26
48,2024-08-07,SH588000,sell,open,1284600,1284600,0,0.7478504,960688.62384,288.206587152,0.0,filled,macd-cross,macd-cross__fast-12-signal-9-slow-26
49,2024-09-25,SH588000,buy,open,1360200,1360200,0,0.7061411999999999,960493.2602399999,288.14797807199994,0.0,filled,macd-cross,macd-cross__fast-12-signal-9-slow-26
50,2024-10-30,SH588000,sell,open,1360200,1360200,0,1.0197960000000001,1387126.5192000002,416.13795576,0.0,filled,macd-cross,macd-cross__fast-12-signal-9-slow-26
51,2024-11-13,SH588000,buy,open,1262100,1262100,0,1.095219,1382275.8998999998,414.6827699699999,0.0,filled,macd-cross,macd-cross__fast-12-signal-9-slow-26
52,2024-11-15,SH588000,sell,open,1262100,1262100,0,1.0757848,1357747.9960800002,407.324398824,0.0,filled,macd-cross,macd-cross__fast-12-signal-9-slow-26
53,2024-12-26,SH588000,buy,open,1268100,1268100,0,1.070214,1357138.3734,407.14151201999994,0.0,filled,macd-cross,macd-cross__fast-12-signal-9-slow-26
54,2025-01-02,SH588000,sell,open,1268100,1268100,0,1.0407918,1319828.08158,395.948424474,0.0,filled,macd-cross,macd-cross__fast-12-signal-9-slow-26
55,2025-01-22,SH588000,buy,open,1284500,1284500,0,1.0272054,1319445.3362999998,395.8336008899999,0.0,filled,macd-cross,macd-cross__fast-12-signal-9-slow-26
56,2025-03-12,SH588000,sell,open,1284500,1284500,0,1.1637672,1494858.9684,448.4576905199999,0.0,filled,macd-cross,macd-cross__fast-12-signal-9-slow-26
57,2025-04-17,SH588000,buy,open,1412800,1412800,0,1.0562112000000001,1492215.1833600001,447.664555008,0.0,filled,macd-cross,macd-cross__fast-12-signal-9-slow-26
58,2025-05-19,SH588000,sell,open,1412800,1412800,0,1.0437912,1474668.2073600001,442.400462208,0.0,filled,macd-cross,macd-cross__fast-12-signal-9-slow-26
59,2025-06-05,SH588000,buy,open,1415700,1415700,0,1.0412081999999998,1474038.4487399997,442.2115346219999,0.0,filled,macd-cross,macd-cross__fast-12-signal-9-slow-26
60,2025-06-16,SH588000,sell,open,1415700,1415700,0,1.0197960000000001,1443725.1972000003,433.11755916000004,0.0,filled,macd-cross,macd-cross__fast-12-signal-9-slow-26
61,2025-06-26,SH588000,buy,open,1378100,1378100,0,1.0472093999999998,1443159.2741399999,432.9477822419999,0.0,filled,macd-cross,macd-cross__fast-12-signal-9-slow-26
62,2025-08-11,SH588000,sell,open,1378100,1378100,0,1.0957808,1510095.52048,453.02865614399997,0.0,filled,macd-cross,macd-cross__fast-12-signal-9-slow-26
63,2025-08-14,SH588000,buy,open,1330000,1330000,0,1.1342268,1508521.644,452.5564932,0.0,filled,macd-cross,macd-cross__fast-12-signal-9-slow-26
64,2025-09-08,SH588000,sell,open,1330000,1330000,0,1.3267346,1764557.018,529.3671053999999,0.0,filled,macd-cross,macd-cross__fast-12-signal-9-slow-26
65,2025-09-18,SH588000,buy,open,1209300,1209300,0,1.4562912,1761092.94816,528.327884448,0.0,filled,macd-cross,macd-cross__fast-12-signal-9-slow-26
66,2025-10-15,SH588000,sell,open,1209300,1209300,0,1.4787042000000001,1788196.98906,536.459096718,0.0,filled,macd-cross,macd-cross__fast-12-signal-9-slow-26
67,2025-12-05,SH588000,buy,open,1285200,1285200,0,1.390278,1786785.2855999998,536.0355856799999,0.0,filled,macd-cross,macd-cross__fast-12-signal-9-slow-26
68,2026-01-30,SH588000,sell,open,1285200,1285200,0,1.5786842,2028924.93384,608.6774801519999,0.0,filled,macd-cross,macd-cross__fast-12-signal-9-slow-26
69,2026-04-09,SH588000,buy,open,1438300,1438300,0,1.4082815999999998,2025531.4252799996,607.6594275839998,0.0,filled,macd-cross,macd-cross__fast-12-signal-9-slow-26
70,2026-06-01,SH588000,sell,open,1438300,1438300,0,1.8406318,2647380.71794,794.2142153819999,0.0,filled,macd-cross,macd-cross__fast-12-signal-9-slow-26
71,2026-06-18,SH588000,buy,open,1364000,1364000,0,1.935387,2639867.868,791.9603603999999,0.0,filled,macd-cross,macd-cross__fast-12-signal-9-slow-26
72,2026-07-08,SH588000,sell,open,1364000,1364000,0,2.1415716,2921103.6624,876.3310987199999,0.0,filled,macd-cross,macd-cross__fast-12-signal-9-slow-26
73,2026-07-10,SH588000,buy,open,1249400,1249400,0,2.3344668,2916682.81992,875.004845976,0.0,filled,macd-cross,macd-cross__fast-12-signal-9-slow-26
74,2026-07-13,SH588000,sell,open,1249400,1249400,0,2.159568,2698164.2592,809.44927776,0.0,filled,macd-cross,macd-cross__fast-12-signal-9-slow-26
75,2026-08-11,SH588000,buy,open,1485700,1485700,0,1.8163632,2698570.8062400003,809.571241872,0.0,filled,macd-cross,macd-cross__fast-12-signal-9-slow-26
76,2026-08-25,SH588000,sell,open,1485700,1485700,0,1.6656668,2474681.1647599996,742.4043494279998,0.0,filled,macd-cross,macd-cross__fast-12-signal-9-slow-26
77,2026-08-28,SH588000,buy,open,1389600,1389600,0,1.7813561999999998,2475372.57552,742.611772656,0.0,filled,macd-cross,macd-cross__fast-12-signal-9-slow-26
1,2021-11-29,SH588000,buy,open,657800,657800,0,1.5053009999999998,990186.9977999999,297.05609933999995,0.0,filled,trix,trix__period-15-signal-9
2,2021-12-08,SH588000,sell,open,657800,657800,0,1.4517096,954934.57488,286.48037246399997,0.0,filled,trix,trix__period-15-signal-9
3,2022-02-28,SH588000,buy,open,739900,739900,0,1.290258,954661.8942,286.39856826,0.0,filled,trix,trix__period-15-signal-9
4,2022-03-16,SH588000,sell,open,739900,739900,0,1.1547690000000002,854413.5831000002,256.32407493000005,0.0,filled,trix,trix__period-15-signal-9
5,2022-05-11,SH588000,buy,open,843700,843700,0,1.0132025999999998,854839.0336199999,256.45171008599993,0.0,filled,trix,trix__period-15-signal-9
6,2022-06-30,SH588000,sell,open,843700,843700,0,1.1387722,960782.10514,288.234631542,0.0,filled,trix,trix__period-15-signal-9
7,2022-08-05,SH588000,buy,open,821800,821800,0,1.1672334,959232.40812,287.769722436,0.0,filled,trix,trix__period-15-signal-9
8,2022-08-24,SH588000,sell,open,821800,821800,0,1.159768,953097.3424,285.92920272,0.0,filled,trix,trix__period-15-signal-9
9,2022-10-21,SH588000,buy,open,946700,946700,0,1.0062012,952570.67604,285.771202812,0.0,filled,trix,trix__period-15-signal-9
10,2022-11-28,SH588000,sell,open,946700,946700,0,1.029794,974905.9798000001,292.47179394,0.0,filled,trix,trix__period-15-signal-9
11,2023-01-09,SH588000,buy,open,941000,941000,0,1.035207,974129.787,292.2389361,0.0,filled,trix,trix__period-15-signal-9
12,2023-02-21,SH588000,sell,open,941000,941000,0,1.039792,978444.272,293.53328159999995,0.0,filled,trix,trix__period-15-signal-9
13,2023-03-21,SH588000,buy,open,915400,915400,0,1.0682136,977842.72944,293.35281883199997,0.0,filled,trix,trix__period-15-signal-9
14,2023-04-26,SH588000,sell,open,915400,915400,0,1.114777,1020466.8657999999,306.14005973999997,0.0,filled,trix,trix__period-15-signal-9
15,2023-06-05,SH588000,buy,open,922400,922400,0,1.105221,1019455.8504,305.83675511999996,0.0,filled,trix,trix__period-15-signal-9
16,2023-07-03,SH588000,sell,open,922400,922400,0,1.0527894,971092.94256,291.327882768,0.0,filled,trix,trix__period-15-signal-9
17,2023-08-07,SH588000,buy,open,952700,952700,0,1.0192037999999999,970995.4602599998,291.29863807799995,0.0,filled,trix,trix__period-15-signal-9
18,2023-08-17,SH588000,sell,open,952700,952700,0,0.939812,895358.8924,268.60766772,0.0,filled,trix,trix__period-15-signal-9
19,2023-09-04,SH588000,buy,open,913600,913600,0,0.980196,895507.0656,268.65211967999994,0.0,filled,trix,trix__period-15-signal-9
20,2023-09-21,SH588000,sell,open,913600,913600,0,0.9058188,827556.05568,248.26681670399998,0.0,filled,trix,trix__period-15-signal-9
21,2023-10-11,SH588000,buy,open,892700,892700,0,0.9271854,827698.4065800001,248.309521974,0.0,filled,trix,trix__period-15-signal-9
22,2023-10-26,SH588000,sell,open,892700,892700,0,0.884823,789881.4921,236.96444763,0.0,filled,trix,trix__period-15-signal-9
23,2023-11-02,SH588000,buy,open,864900,864900,0,0.9131826000000001,789811.63074,236.94348922199998,0.0,filled,trix,trix__period-15-signal-9
24,2023-11-29,SH588000,sell,open,864900,864900,0,0.9128174,789495.76926,236.84873077799998,0.0,filled,trix,trix__period-15-signal-9
25,2024-02-21,SH588000,buy,open,1007500,1007500,0,0.7831566,789030.2744999999,236.70908234999996,0.0,filled,trix,trix__period-15-signal-9
26,2024-03-27,SH588000,sell,open,1007500,1007500,0,0.8088382000000001,814904.4865000001,244.47134595,0.0,filled,trix,trix__period-15-signal-9
27,2024-05-07,SH588000,buy,open,1002400,1002400,0,0.8121624000000001,814111.5897600001,244.23347692800002,0.0,filled,trix,trix__period-15-signal-9
28,2024-05-28,SH588000,sell,open,1002400,1002400,0,0.769846,771693.6304,231.50808912,0.0,filled,trix,trix__period-15-signal-9
29,2024-06-11,SH588000,buy,open,996800,996800,0,0.7741548,771677.50464,231.503251392,0.0,filled,trix,trix__period-15-signal-9
30,2024-06-28,SH588000,sell,open,996800,996800,0,0.7488502,746453.87936,223.93616380799998,0.0,filled,trix,trix__period-15-signal-9
31,2024-07-19,SH588000,buy,open,975300,975300,0,0.765153,746253.7209,223.87611626999995,0.0,filled,trix,trix__period-15-signal-9
32,2024-08-14,SH588000,sell,open,975300,975300,0,0.7458508,727428.28524,218.22848557199998,0.0,filled,trix,trix__period-15-signal-9
33,2024-09-27,SH588000,buy,open,983800,983800,0,0.7391478,727173.60564,218.15208169199997,0.0,filled,trix,trix__period-15-signal-9
34,2024-11-04,SH588000,sell,open,983800,983800,0,0.984803,968849.1914,290.65475741999995,0.0,filled,trix,trix__period-15-signal-9
35,2025-02-06,SH588000,buy,open,936700,936700,0,1.0312062,965930.84754,289.779254262,0.0,filled,trix,trix__period-15-signal-9
36,2025-03-17,SH588000,sell,open,936700,936700,0,1.1457708,1073243.50836,321.973052508,0.0,filled,trix,trix__period-15-signal-9
37,2025-04-24,SH588000,buy,open,1007900,1007900,0,1.0632126,1071611.97954,321.48359386199996,0.0,filled,trix,trix__period-15-signal-9
38,2025-05-27,SH588000,sell,open,1007900,1007900,0,1.0337932,1041960.1662800001,312.588049884,0.0,filled,trix,trix__period-15-signal-9
