family,config,canonical,params,total_return,annualized_return,maximum_drawdown,sharpe,annualized_volatility,turnover,average_cash_ratio,maximum_cash_ratio,longest_underwater_trading_days,yearly_returns,calmar,average_exposure,invested_session_ratio,filled_trade_count,rejected_order_count,maximum_volume_participation,exposure_matched_beta_annualized,timing_value_add
tsmom-monthly,tsmom-monthly__lookback-63,False,"{""lookback"": 63}",-0.24657537801982532,-0.05990374646881125,0.3797885205622016,-0.1726191173946633,0.21907083121315102,17.85944239487739,0.6182643285632622,1.0,1130,"{""2021"": 0.0, ""2022"": -0.16349903730228788, ""2023"": -0.09111912983523285, ""2024"": -0.0482210139936341, ""2025"": 0.16465270536467402, ""2026"": -0.10600755353474}",-0.15772921830321684,0.3817356714367377,0.3852813852813853,18,1,0.0016483068174967478,0.025263883129987397,-0.08516762959879864
tsmom-monthly,tsmom-monthly__lookback-126,False,"{""lookback"": 126}",0.06261282440777838,0.013338532207843867,0.2999141948960363,0.1679386798566659,0.2116128709982527,9.043734947622545,0.6437713247528049,1.0,679,"{""2021"": -0.03535845389933945, ""2022"": -0.05113559473024443, ""2023"": -0.10303108314472098, ""2024"": 0.0, ""2025"": 0.3391907104071885, ""2026"": -0.033537263907957415}",0.044474494488223874,0.3562286752471951,0.3593073593073593,9,1,0.0018628507960727775,0.02407894718347592,-0.010740414975632051
tsmom-monthly,tsmom-monthly__lookback-189,False,"{""lookback"": 189}",-0.2443924204635758,-0.059310131230337904,0.30087584300825765,-0.8975949305092591,0.06570673554511884,8.456836525611633,0.8920094968905105,1.0,1153,"{""2021"": -0.04973545499947174, ""2022"": -0.10407826429401845, ""2023"": -0.11247272806154851, ""2024"": 0.0, ""2025"": 0.0, ""2026"": 0.0}",-0.1971249357786099,0.1079905031094896,0.10909090909090909,8,1,0.0021141345508451153,0.008767116893777072,-0.06807724812411498
tsmom-monthly,tsmom-monthly__lookback-252,True,"{""lookback"": 252}",-0.20338831259938384,-0.04840134453047196,0.20748855877752193,-0.8832649579121382,0.05447392881282342,4.2423634053303045,0.9297282375568441,1.0,1153,"{""2021"": -0.04973545499947174, ""2022"": -0.10407826429401845, ""2023"": -0.06430981257927726, ""2024"": 0.0, ""2025"": 0.0, ""2026"": 0.0}",-0.23327235398251497,0.07027176244315601,0.070995670995671,4,1,0.0021141345508451153,0.0058479985888593156,-0.05424934311933127
donchian,donchian__entry-20-exit-10,False,"{""entry"": 20, ""exit"": 10}",0.7361686406074381,0.12791039190776554,0.1889972901328285,0.631586395077833,0.2319585646797299,26.51520630278247,0.7185102944986427,1.0,566,"{""2021"": -0.02531642116031596, ""2022"": -0.055450462792138056, ""2023"": 6.537420918428793e-05, ""2024"": 0.15455068770611136, ""2025"": 0.4019406679763786, ""2026"": 0.16501760874230742}",0.6767842640382267,0.28148970550135716,0.283982683982684,26,0,0.0018628507960727775,0.020187688016658933,0.10772270389110661
donchian,donchian__entry-55-exit-20,False,"{""entry"": 55, ""exit"": 20}",-0.08848822060951178,-0.020011764203954674,0.28663140901914275,-0.0326426083140662,0.17123334867028653,14.020743734804324,0.8197996177843269,1.0,734,"{""2021"": 0.0, ""2022"": -0.08642771047882991, ""2023"": -0.00458811617362509, ""2024"": 0.0, ""2025"": 0.2027212950413626, ""2026"": -0.16660374326388205}",-0.06981706670750164,0.18020038221567306,0.18181818181818182,14,1,0.0009929088913094677,0.013922937958055215,-0.03393470216200989
donchian,donchian__entry-100-exit-40,False,"{""entry"": 100, ""exit"": 40}",-0.13684684325480978,-0.03159832090481085,0.2998910357824002,-0.08264087628417854,0.1842925656506328,8.042063684057652,0.813818573594606,1.0,757,"{""2021"": 0.0, ""2022"": -0.14338622039804982, ""2023"": -0.11102185083026872, ""2024"": 0.0, ""2025"": 0.2047494792033704, ""2026"": -0.059161732633810415}",-0.10536600676433182,0.18618142640539412,0.18787878787878787,8,1,0.0007828920441781528,0.01432435246621444,-0.04592267337102529
donchian,donchian__entry-120-exit-40,True,"{""entry"": 120, ""exit"": 40}",-0.053549825442564036,-0.011936253082976411,0.299880898371501,0.022424814196721217,0.1797004178819521,5.944482404206738,0.8412733253563471,1.0,571,"{""2021"": 0.0, ""2022"": 0.0, ""2023"": -0.1110188738050405, ""2024"": 0.0, ""2025"": 0.13158976341364204, ""2026"": -0.05915906478371569}",-0.0398033124076794,0.1587266746436528,0.16017316017316016,6,1,0.0005477002056721639,0.0124493478383505,-0.02438560092132691
donchian,donchian__entry-200-exit-80,False,"{""entry"": 200, ""exit"": 80}",0.10223273072911976,0.021464472735612583,0.2998950168284418,0.20594236247626874,0.19439019156451937,3.0620626785645135,0.8093866373237388,1.0,95,"{""2021"": 0.0, ""2022"": 0.0, ""2023"": 0.0, ""2024"": 0.0, ""2025"": 0.169815376004248, ""2026"": -0.05777206101185928}",0.0715732890883331,0.19061336267626122,0.19220779220779222,3,1,0.0002665960956122209,0.01461926003612013,0.006845212699492453
bollinger-breakout,bollinger-breakout__period-20-width-1,False,"{""period"": 20, ""width"": 1.0}",1.1697058115110694,0.18412227145209514,0.23939560149013805,0.7942631483093273,0.2509425471774414,57.08096631948167,0.6490084050845054,1.0,351,"{""2021"": -0.015454354068295761, ""2022"": -0.00945128451555688, ""2023"": -0.02991844035851199, ""2024"": 0.16771023297873144, ""2025"": 0.3562504836635785, ""2026"": 0.4481245492259509}",0.7691130092032209,0.35099159491549453,0.3541125541125541,60,0,0.002073531238198871,0.023826629833735513,0.16029564161835963
bollinger-breakout,bollinger-breakout__period-20-width-1p5,False,"{""period"": 20, ""width"": 1.5}",1.0019323734506638,0.16351176416812407,0.22048931401356497,0.7384213540292635,0.24372238346472933,42.04158901021458,0.70221906207386,1.0,350,"{""2021"": -0.015454354068295761, ""2022"": 0.01955740697561348, ""2023"": -0.008306240341867666, ""2024"": 0.06911443808627227, ""2025"": 0.4189731213105252, ""2026"": 0.32564097257699287}",0.7415858899994785,0.29778093792613997,0.30043290043290044,44,0,0.002073531238198871,0.02108903358253822,0.14242273058558585
bollinger-breakout,bollinger-breakout__period-20-width-2,True,"{""period"": 20, ""width"": 2.0}",0.6530226644000043,0.1158979178596451,0.20566036514132213,0.5943699025512397,0.22524996804407052,26.680368847346315,0.8060308940936032,1.0,350,"{""2021"": -0.015454354068295761, ""2022"": -0.07141494479762434, ""2023"": 0.052660832299213034, ""2024"": 0.15792063008459678, ""2025"": 0.45024445387596224, ""2026"": 0.022851988330178097}",0.5635403680237773,0.19396910590639685,0.19567099567099566,26,0,0.002073531238198871,0.01484111725490922,0.10105680060473587
bollinger-breakout,bollinger-breakout__period-50-width-1,False,"{""period"": 50, ""width"": 1.0}",0.4346148236644889,0.08192410229130953,0.23772781352088002,0.4444221086900035,0.24046152918639035,23.494071263125647,0.6695566492242034,1.0,689,"{""2021"": -0.03583595939180395, ""2022"": -0.10566536306323804, ""2023"": -0.016820260669275333, ""2024"": 0.06046678513418291, ""2025"": 0.37223568840926746, ""2026"": 0.16285518074100347}",0.3446130306671668,0.33044335077579656,0.3333333333333333,24,0,0.0018628507960727775,0.022806970947722105,0.059117131343587426
bollinger-breakout,bollinger-breakout__period-50-width-1p5,False,"{""period"": 50, ""width"": 1.5}",0.6752875550066249,0.11916011571473861,0.18899651573344312,0.5897128804295966,0.23736898721590707,18.331176345546915,0.7055674374369795,1.0,689,"{""2021"": -0.03583595939180395, ""2022"": -0.038328416124908116, ""2023"": -0.05390725037756039, ""2024"": 0.19923728491765647, ""2025"": 0.3667651126992706, ""2026"": 0.16514218725268126}",0.6304884259496066,0.2944325625630206,0.296969696969697,18,0,0.0018628507960727775,0.020906192123902878,0.09825392359083573
bollinger-breakout,bollinger-breakout__period-50-width-2,False,"{""period"": 50, ""width"": 2.0}",0.5101424759361728,0.09410362253270921,0.18899612804802657,0.5026720386088133,0.2300375580057018,16.665000364097022,0.7544816849456166,1.0,689,"{""2021"": -0.03583595939180395, ""2022"": -0.07747452651284947, ""2023"": -0.004588089601641032, ""2024"": 0.19923673838781175, ""2025"": 0.33318694916577196, ""2026"": 0.06681672321991439}",0.49791296522644185,0.2455183150543834,0.24761904761904763,16,0,0.0018628507960727775,0.018092947341988852,0.07601067519072036
keltner-breakout,keltner-breakout__multiplier-1p5-period-20,False,"{""multiplier"": 1.5, ""period"": 20}",1.1425724656779197,0.1808755029575746,0.1891731953593847,0.8089375590056337,0.2395679016132338,29.759089093664375,0.7596650973054838,1.0,688,"{""2021"": -0.015454354068295761, ""2022"": -0.11954588502932506, ""2023"": 0.01187252256675042, ""2024"": 0.3190900288808667, ""2025"": 0.3951231211756985, ""2026"": 0.32733381778311954}",0.9561370606123851,0.24033490269451632,0.24242424242424243,30,0,0.002073531238198871,0.017779259999802344,0.16309624295777225
keltner-breakout,keltner-breakout__multiplier-2-period-20,True,"{""multiplier"": 2.0, ""period"": 20}",0.6446437328658265,0.1146613580177489,0.18898629727522198,0.6048497941282801,0.21719896176605605,26.488688352962733,0.7828785961419482,1.0,689,"{""2021"": -0.015454354068295761, ""2022"": -0.10251458381410927, ""2023"": 0.011875621252285029, ""2024"": 0.1654212346925945, ""2025"": 0.3015954243672063, ""2026"": 0.21261379754686516}",0.606717839710711,0.2171214038580518,0.21904761904761905,26,0,0.002073531238198871,0.01633794191748361,0.09832341610026529
keltner-breakout,keltner-breakout__multiplier-2p5-period-20,False,"{""multiplier"": 2.5, ""period"": 20}",0.6644727128135486,0.11757981263755446,0.18899579623667662,0.6283866362164143,0.211185311323678,19.531526769677658,0.8291994269810097,1.0,565,"{""2021"": 0.0, ""2022"": -0.09829265028454004, ""2023"": 0.03588993286624742, ""2024"": 0.20272858904034208, ""2025"": 0.27253097225438516, ""2026"": 0.16429078970131128}",0.622129248262808,0.1708005730189904,0.1722943722943723,18,0,0.0006501918219041124,0.0132841265334116,0.10429568610414286
keltner-breakout,keltner-breakout__multiplier-1p5-period-40,False,"{""multiplier"": 1.5, ""period"": 40}",0.6166012200282365,0.11048669743413742,0.1889855983245231,0.5602888763532781,0.2348931699280133,26.300848755506628,0.706448619708073,1.0,689,"{""2021"": -0.015454354068295761, ""2022"": -0.0919278609763694, ""2023"": -0.010969725415049814, ""2024"": 0.15476033406936018, ""2025"": 0.3428849310722024, ""2026"": 0.17898003711260624}",0.5846302491495219,0.2935513802919269,0.2961038961038961,26,0,0.002073531238198871,0.020857866560060945,0.08962883087407647
keltner-breakout,keltner-breakout__multiplier-2-period-40,False,"{""multiplier"": 2.0, ""period"": 40}",0.41468505531599265,0.07862683690639383,0.22738321106315185,0.43896289325735,0.23190320861637473,24.748017461292296,0.727911185833747,1.0,689,"{""2021"": -0.015454354068295761, ""2022"": -0.15173147661473485, ""2023"": -0.029821063742386356, ""2024"": 0.19923771623628395, ""2025"": 0.32570347595325133, ""2026"": 0.0982141694439338}",0.3457899839604101,0.27208881416625297,0.27445887445887446,24,0,0.002073531238198871,0.019654119859037644,0.05897271704735618
keltner-breakout,keltner-breakout__multiplier-2p5-period-40,False,"{""multiplier"": 2.5, ""period"": 40}",0.3419226433439648,0.06627153146088838,0.1889929279839705,0.3932584236083511,0.22638117092322133,20.827835666175325,0.7570943146019835,1.0,550,"{""2021"": 0.0, ""2022"": -0.15173178809000565, ""2023"": 0.01250257293407242, ""2024"": 0.19923222720621836, ""2025"": 0.22716530342494323, ""2026"": 0.0616754981603862}",0.3506561444802274,0.24290568539801644,0.24502164502164503,20,0,0.0013308360221765407,0.01793520964924955,0.04833632181163883
rsi-reversion,rsi-reversion__entry-10-exit-70-period-2,False,"{""entry"": 10, ""exit"": 70, ""period"": 2}",0.18349553490961412,0.03744152445851068,0.18603216638269005,0.29646102813425523,0.17567958208727685,118.7621212582036,0.6690536143192632,1.0,750,"{""2021"": -0.008139916419845572, ""2022"": -0.08384024585897876, ""2023"": 0.029621622999714825, ""2024"": 0.0732081943464975, ""2025"": 0.10107774037413586, ""2026"": 0.07044752799799836}",0.2012637125425345,0.3309463856807369,0.3341991341991342,120,0,0.0021168465301841075,0.022832497033905996,0.014609027424604681
rsi-reversion,rsi-reversion__entry-15-exit-70-period-2,False,"{""entry"": 15, ""exit"": 70, ""period"": 2}",-0.028390487737573578,-0.006264215643681292,0.2710092566493012,0.06307259326518996,0.19236194374378782,147.05750922895518,0.5918993189676923,1.0,1119,"{""2021"": -0.03008804178739155, ""2022"": -0.1352267198851549, ""2023"": 0.014174147932257686, ""2024"": 0.06375082075460115, ""2025"": 0.08538462174979822, ""2026"": -0.010715797981123432}",-0.023114397349856885,0.40810068103230773,0.4121212121212121,148,0,0.0036723411723411726,0.026411893330729352,-0.032676108974410645
rsi-reversion,rsi-reversion__entry-20-exit-60-period-5,False,"{""entry"": 20, ""exit"": 60, ""period"": 5}",-0.09254127564639603,-0.020964156469300055,0.31149698756381405,-0.057188953916322116,0.1568766430684438,43.83992187319046,0.7479712581331867,1.0,1112,"{""2021"": 0.022525793406336092, ""2022"": -0.28182882308625623, ""2023"": 0.147192337829398, ""2024"": -0.06972317118062432, ""2025"": 0.20483334276075893, ""2026"": -0.03894284131480008}",-0.06730131367644537,0.2520287418668134,0.2545454545454545,44,0,0.0024501118109367848,0.018482721777180355,-0.03944687824648041
rsi-reversion,rsi-reversion__entry-25-exit-60-period-5,True,"{""entry"": 25, ""exit"": 60, ""period"": 5}",-0.05175911774952635,-0.011528676242308578,0.3059747062508087,0.02189065147842303,0.17607120366008286,65.1163545369335,0.6330964090069411,1.0,1145,"{""2021"": -0.0004950461984162269, ""2022"": -0.2535083700624583, ""2023"": 0.15817261806412297, ""2024"": -0.02805750249873984, ""2025"": 0.053577827576604786, ""2026"": 0.07158911845665794}",-0.037678527037651524,0.366903590993059,0.37056277056277054,65,0,0.002422421582591059,0.024583734514069144,-0.03611241075637772
rsi-reversion,rsi-reversion__entry-30-exit-50-period-14,False,"{""entry"": 30, ""exit"": 50, ""period"": 14}",0.10408809516206019,0.021839369911064832,0.24764083442212093,0.24147901937436286,0.11822682658709349,17.696900384466634,0.8499779763743924,1.0,761,"{""2021"": 0.0, ""2022"": -0.06581912427140824, ""2023"": -0.0019322044036971242, ""2024"": 0.013784411637155047, ""2025"": 0.11738318352937283, ""2026"": 0.0453578195755866}",0.08818969602500255,0.1500220236256076,0.15151515151515152,18,0,0.002155443520379087,0.011837598674923289,0.010001771236141543
rsi-reversion,rsi-reversion__entry-35-exit-55-period-14,False,"{""entry"": 35, ""exit"": 55, ""period"": 14}",-0.11815841643563996,-0.02706188739781268,0.4377418374995572,-0.11085763806272293,0.14845187346898542,19.700338101009205,0.6657779464643736,1.0,1130,"{""2021"": 0.026828366703132156, ""2022"": -0.2645348004710032, ""2023"": -0.03247353234863348, ""2024"": -0.008638025057829624, ""2025"": 0.1308849104836678, ""2026"": 0.07650752042253939}",-0.06182156942638606,0.33422205353562645,0.33766233766233766,20,0,0.002890882990211188,0.022998025887711826,-0.050059913285524504
stochastic-reversion,stochastic-reversion__entry-20-exit-80-period-5,False,"{""entry"": 20, ""exit"": 80, ""period"": 5}",-0.2551532200506733,-0.062249437416597386,0.4557883948609732,-0.1679514980926175,0.22846732402617365,121.71835795143137,0.45823116771882694,1.0,1150,"{""2021"": -0.02813082811990586, ""2022"": -0.2853303475562201, ""2023"": -0.01456023277678653, ""2024"": -0.06446686687430259, ""2025"": 0.2385446811145242, ""2026"": -0.06081129364444304}",-0.13657530143036004,0.541768832281173,0.5471861471861472,122,0,0.0021041077857977294,0.03102665224266077,-0.09327608965925815
stochastic-reversion,stochastic-reversion__entry-30-exit-70-period-5,False,"{""entry"": 30, ""exit"": 70, ""period"": 5}",-0.20806123305783109,-0.04962205394764485,0.4478379485133226,-0.10664717434814913,0.230311791156313,166.87626618590224,0.4762084092702944,1.0,1150,"{""2021"": -0.03008804178739155, ""2022"": -0.3003614080206992, ""2023"": -0.039635602600840536, ""2024"": 0.05604929887943988, ""2025"": 0.07785063348064747, ""2026"": 0.06759543155293235}",-0.11080359338098536,0.5237915907297057,0.529004329004329,168,0,0.0036723411723411726,0.03052348419912243,-0.08014553814676728
stochastic-reversion,stochastic-reversion__entry-20-exit-80-period-9,False,"{""entry"": 20, ""exit"": 80, ""period"": 9}",-0.3780337949899516,-0.09842125868875251,0.5175642112067564,-0.3818976299299279,0.21232695737802093,80.49506111945709,0.466831722490556,1.0,1145,"{""2021"": -0.02118751064414981, ""2022"": -0.2816387610396862, ""2023"": -0.08065282745414071, ""2024"": -0.073810230985624, ""2025"": 0.20801899240189847, ""2026"": -0.14005414347795286}",-0.1901624118469722,0.533168277509444,0.5385281385281385,81,0,0.0021041077857977294,0.030790492092666932,-0.12921175078141944
stochastic-reversion,stochastic-reversion__entry-30-exit-70-period-9,False,"{""entry"": 30, ""exit"": 70, ""period"": 9}",-0.347808701151455,-0.08903854754741714,0.5284379250657109,-0.3126532039365901,0.22085097341719745,97.43740289315734,0.47196587816245794,1.0,1115,"{""2021"": 0.008017388466636355, ""2022"": -0.32344091128270325, ""2023"": -0.08612576264102001, ""2024"": -0.04365844042794775, ""2025"": 0.14991098588705443, ""2026"": -0.04843697748754294}",-0.16849386337353675,0.528034121837542,0.5333333333333333,97,0,0.0030125457297672012,0.030645525402942297,-0.11968407295035943
stochastic-reversion,stochastic-reversion__entry-20-exit-80-period-14,True,"{""entry"": 20, ""exit"": 80, ""period"": 14}",-0.3770884935882478,-0.09812246744669861,0.508358366148237,-0.39062180979207106,0.2086795128883839,56.202624199945575,0.46002760046994395,1.0,1145,"{""2021"": -0.02118751064414981, ""2022"": -0.3399208525293641, ""2023"": 0.004441547286612391, ""2024"": -0.10817469439141925, ""2025"": 0.08345934834417612, ""2026"": -0.006623785442506525}",-0.1930182996498304,0.539972399530056,0.5454545454545454,57,0,0.0021041077857977294,0.03097801610223616,-0.12910048354893477
stochastic-reversion,stochastic-reversion__entry-30-exit-70-period-14,False,"{""entry"": 30, ""exit"": 70, ""period"": 14}",-0.40295228231363334,-0.10642862981006729,0.5187626299256048,-0.43493295121179654,0.20867804411289884,65.50575097450918,0.4600232861787217,1.0,1145,"{""2021"": -0.02118751064414981, ""2022"": -0.3756287013330254, ""2023"": 0.02399795669266802, ""2024"": -0.07713787256411331, ""2025"": 0.04173443913865649, ""2026"": -0.007629892974254537}",-0.20515862876500973,0.5399767138212783,0.5454545454545454,67,0,0.0021041077857977294,0.030978133343692038,-0.13740676315375933
cci-reversion,cci-reversion__entry-m100-exit-0-period-10,False,"{""entry"": -100, ""exit"": 0, ""period"": 10}",-0.3403948803773774,-0.08678915911377227,0.45302068584085875,-0.3645087140066706,0.1962635309960479,96.07533901192951,0.5936719593038441,1.0,1120,"{""2021"": 0.031066732414709364, ""2022"": -0.30403150768314924, ""2023"": -0.02827083760684579, ""2024"": -0.024955968832892195, ""2025"": 0.151053221690699, ""2026"": -0.1571645473653901}",-0.19157879943756115,0.40632804069615597,0.4103896103896104,96,0,0.002470833800163458,0.02633715782365398,-0.11312631693742625
cci-reversion,cci-reversion__entry-m150-exit-0-period-10,False,"{""entry"": -150, ""exit"": 0, ""period"": 10}",-0.2921468752166615,-0.07261445056341453,0.37174688916084453,-0.33555705267838215,0.17765184311433402,74.80734196941582,0.6733820552422677,1.0,1120,"{""2021"": 0.031066732414709364, ""2022"": -0.23505929753521515, ""2023"": -0.005486485227569005, ""2024"": -0.01521090355680299, ""2025"": 0.017532741881663316, ""2026"": -0.09941171080576505}",-0.1953330415953966,0.3266179447577323,0.32987012987012987,74,0,0.002470833800163458,0.022611928180636065,-0.0952263787440506
cci-reversion,cci-reversion__entry-m100-exit-0-period-20,True,"{""entry"": -100, ""exit"": 0, ""period"": 20}",-0.31167208028097104,-0.07825688498555206,0.4352763507600885,-0.33602925758442415,0.189244249501529,58.423202350554405,0.5551447738923376,1.0,1145,"{""2021"": -0.0004950461984162269, ""2022"": -0.3236282111054082, ""2023"": 0.07990360623090598, ""2024"": -0.05047148347720665, ""2025"": 0.011827413016249677, ""2026"": -0.018646434777614185}",-0.1797866685127696,0.4448552261076624,0.44935064935064933,59,0,0.0015579662621926056,0.027881778891395204,-0.10613866387694726
cci-reversion,cci-reversion__entry-m150-exit-0-period-20,False,"{""entry"": -150, ""exit"": 0, ""period"": 20}",-0.27636616482543996,-0.06814235921536105,0.40281600033937026,-0.30731325748612986,0.17811516510528103,43.854884561420384,0.6408476783019269,1.0,1145,"{""2021"": -0.0004950461984162269, ""2022"": -0.30891603673045953, ""2023"": 0.10588355046840858, ""2024"": -0.09901513812363538, ""2025"": 0.04784209410031259, ""2026"": 0.003414483991381223}",-0.1691649764605961,0.35915232169807304,0.36277056277056274,44,0,0.0015579662621926056,0.02421846870061528,-0.09236082791597633
cci-reversion,cci-reversion__entry-m100-exit-0-period-40,False,"{""entry"": -100, ""exit"": 0, ""period"": 40}",0.019034405768584284,0.004122405013363917,0.455473221575717,0.11288801450356875,0.1815684655844237,34.4100564636355,0.562107159406148,1.0,825,"{""2021"": 0.022525793406336092, ""2022"": -0.30153197225650874, ""2023"": -0.013399435738160381, ""2024"": 0.22808231754864128, ""2025"": 0.2106295452097473, ""2026"": -0.027279792927662583}",0.0090508175191999,0.43789284059385203,0.44242424242424244,35,0,0.0024501118109367848,0.027615022468194583,-0.023492617454830667
cci-reversion,cci-reversion__entry-m150-exit-0-period-40,False,"{""entry"": -150, ""exit"": 0, ""period"": 40}",0.09658193397325854,0.02031961810495475,0.4174530323325325,0.20499239385682402,0.1600233530297462,23.965453948134954,0.6666605829530518,1.0,805,"{""2021"": 0.026828366703132156, ""2022"": -0.22470870834995127, ""2023"": -0.049060138772316964, ""2024"": 0.14916545434182082, ""2025"": 0.2609105018347484, ""2026"": -0.00032588523386589685}",0.04867521979998137,0.33333941704694825,0.3367965367965368,24,0,0.002431381830713218,0.022953541869447314,-0.002633923764492563
bollinger-reversion,bollinger-reversion__period-10-width-1p5,False,"{""period"": 10, ""width"": 1.5}",-0.2758104731631902,-0.06798627721829065,0.41253370043587123,-0.284682662875333,0.1863884624740936,94.18863540839469,0.6313653193549159,1.0,1120,"{""2021"": 0.018602531736059413, ""2022"": -0.2991990217831668, ""2023"": -0.0014651134475013317, ""2024"": -0.0221405339854579, ""2025"": 0.16246790932203736, ""2026"": -0.10621691886973228}",-0.164801753520884,0.3686346806450841,0.3722943722943723,94,0,0.002470833800163458,0.024664388819282568,-0.09265066603757321
bollinger-reversion,bollinger-reversion__period-10-width-2,False,"{""period"": 10, ""width"": 2.0}",-0.1547459932298232,-0.03601573978969719,0.2551787644070429,-0.14822386986841396,0.16062128871284498,58.08417470075143,0.7565138123752407,1.0,1062,"{""2021"": 0.018602531736059413, ""2022"": -0.1396752996839432, ""2023"": -0.006481165365866293, ""2024"": 0.020151961988307487, ""2025"": 0.025942546545052236, ""2026"": -0.07240995202389222}",-0.14113925143178238,0.2434861876247593,0.24588744588744588,58,0,0.002470833800163458,0.01797032289264555,-0.05398606268234274
bollinger-reversion,bollinger-reversion__period-10-width-2p5,False,"{""period"": 10, ""width"": 2.5}",-0.019948530819076216,-0.004386754858824116,0.11330820050005719,-0.056243839835555386,0.05310933699151766,5.928126174500553,0.9691374462028061,1.0,191,"{""2021"": 0.0, ""2022"": 0.0, ""2023"": 0.0, ""2024"": -0.04323195208578634, ""2025"": 0.09310331521670623, ""2026"": -0.06291063448849787}",-0.03871524602336176,0.030862553797193982,0.03116883116883117,6,0,0.0006596328831653519,0.0026337174555934872,-0.007020472314417603
bollinger-reversion,bollinger-reversion__period-20-width-1p5,False,"{""period"": 20, ""width"": 1.5}",-0.3509861368333076,-0.09000872023039741,0.44241526949568477,-0.4292872873651471,0.1814021264572699,54.42796799192047,0.5988462092626925,1.0,1145,"{""2021"": -0.011283795592344159, ""2022"": -0.2988240558359432, ""2023"": 0.032123977667223524, ""2024"": -0.10524989314808364, ""2025"": -0.017424737753007014, ""2026"": 0.031705774467446046}",-0.20344849383928268,0.4011537907373075,0.4051948051948052,54,0,0.0016325694580464998,0.02611698713233568,-0.11612570736273309
bollinger-reversion,bollinger-reversion__period-20-width-2,True,"{""period"": 20, ""width"": 2.0}",-0.04439661240840154,-0.009859218302433415,0.29259733417127765,0.02354673072816136,0.16656736488279086,46.10366686888831,0.7213994435064476,1.0,1114,"{""2021"": -0.0004950461984162269, ""2022"": -0.206330914940271, ""2023"": 0.16270638103188406, ""2024"": -0.04832296829149607, ""2025"": 0.049334464666167976, ""2026"": 0.037479883579233375}",-0.03369551650344882,0.27860055649355236,0.2813852813852814,46,0,0.001650727949719863,0.020024754602522288,-0.029883972904955702
bollinger-reversion,bollinger-reversion__period-20-width-2p5,False,"{""period"": 20, ""width"": 2.5}",0.11938013015964843,0.024910684088626844,0.18681903756022045,0.271715783729366,0.11427901467115491,15.810923453949663,0.906547554799914,1.0,304,"{""2021"": 0.0, ""2022"": 0.008468078304523896, ""2023"": 0.05792804343456637, ""2024"": -0.0346199036742304, ""2025"": 0.08500270549540079, ""2026"": 0.0016826388785691204}",0.1333412505168108,0.09345244520008594,0.09437229437229437,16,0,0.0007349122890779961,0.007660275689333362,0.017250408399293482
bollinger-reversion,bollinger-reversion__period-30-width-1p5,False,"{""period"": 30, ""width"": 1.5}",-0.2442668287612797,-0.059276019680755465,0.40493597161461625,-0.25767289416560113,0.17651317800053187,40.205535754760525,0.5980879999847086,1.0,1130,"{""2021"": 0.004989009608280526, ""2022"": -0.315307448048448, ""2023"": 0.09987715585568124, ""2024"": -0.0331663246103141, ""2025"": 0.07815116851677328, ""2026"": -0.04206517866118553}",-0.14638368491789452,0.40191200001529137,0.40606060606060607,41,0,0.0013327005840747432,0.026149438138886927,-0.08542545781964239
bollinger-reversion,bollinger-reversion__period-30-width-2,False,"{""period"": 30, ""width"": 2.0}",-0.04321861237996105,-0.009593039205012754,0.3704520731336427,0.014015514846439484,0.15379805159503085,26.863305583247787,0.7180367061667607,1.0,1007,"{""2021"": 0.022525793406336092, ""2022"": -0.18969870301671543, ""2023"": 0.06187253355408373, ""2024"": -0.06289563651663, ""2025"": 0.2161309056779519, ""2026"": -0.04577401394130842}",-0.025895493373449176,0.2819632938332393,0.28484848484848485,27,0,0.0024501118109367848,0.020214307385377772,-0.029807346590390527
bollinger-reversion,bollinger-reversion__period-30-width-2p5,False,"{""period"": 30, ""width"": 2.5}",-0.12863333959258771,-0.02959520860520959,0.3704520731336427,-0.1923757127951385,0.11933225035595023,13.878155150895905,0.8397959622079897,1.0,1130,"{""2021"": 0.022525793406336092, ""2022"": -0.27672442606255565, ""2023"": 0.04341333235709999, ""2024"": -0.04669190278188029, ""2025"": 0.11737527932427105, ""2026"": 0.060069028924211176}",-0.07988943982649262,0.16020403779201026,0.1619047619047619,14,0,0.0024501118109367848,0.012552350209659169,-0.04214755881486876
mfi-reversion,mfi-reversion__entry-20-exit-60-period-7,False,"{""entry"": 20, ""exit"": 60, ""period"": 7}",-0.3550534741348891,-0.09125604230347395,0.48726652989046726,-0.42811367523583216,0.184215498615181,51.770105928053134,0.6742916111890598,1.0,1130,"{""2021"": 0.0126301824050159, ""2022"": -0.3656693360261982, ""2023"": 0.004621746320928821, ""2024"": -0.0749024082611428, ""2025"": 0.04213252391511424, ""2026"": 0.036678421361114655}",-0.18728157323669947,0.3257083888109403,0.329004329004329,52,0,0.003215501435292223,0.022565312670831394,-0.11382135497430534
