family,case,total_return,annualized_return,maximum_drawdown,sharpe,annualized_volatility,turnover,average_cash_ratio,maximum_cash_ratio,longest_underwater_trading_days,yearly_returns,calmar,average_exposure,invested_session_ratio,filled_trade_count,rejected_order_count,maximum_volume_participation
dual-ma,next-close,0.1626947149638298,0.06008712677614092,0.299653690911879,0.3431306966317006,0.30170266582956007,4.892598953258739,0.4394697948955266,1.0,121,"{""2023"": 0.0, ""2024"": 0.09735894510053988, ""2025"": 0.2255492753023367, ""2026"": -0.1354577684274223}",0.20052189777235585,0.5605302051044734,0.565284178187404,5,0,0.0006360871098383123
dual-ma,second-next-open,0.15326762412325579,0.05675166800591458,0.3071605052956463,0.3326042675330266,0.3029212522841208,4.906634428182328,0.44100843763919206,1.0,144,"{""2023"": 0.0, ""2024"": 0.09965214220019147, ""2025"": 0.2318481685584286, ""2026"": -0.14863146892942225}",0.1847622563040463,0.5589915623608079,0.5637480798771122,5,0,0.0006101010082106308
macd-cross,base,1.4285642508305405,0.40983272194630405,0.24230006271177107,1.2592559365018665,0.30922934331821855,40.65175930317773,0.5265295702084748,1.0,197,"{""2023"": 0.0, ""2024"": 0.33103869688116583, ""2025"": 0.3737275303180221, ""2026"": 0.3281842139802409}",1.6914263965082916,0.4734704297915252,0.47772657450076805,41,0,0.0009948662639719357
macd-cross,slippage-10bp,1.3522471836210035,0.3925149114053976,0.24605845926202075,1.21825309877095,0.3095586462746072,40.67266464527344,0.5261786293303256,1.0,211,"{""2023"": 0.0, ""2024"": 0.31343134538920214, ""2025"": 0.3588884851502716, ""2026"": 0.3179282341274636}",1.5952099862066498,0.47382137066967456,0.47772657450076805,41,0,0.000977908316290596
macd-cross,slippage-20bp,1.2601040919234614,0.3711405581078946,0.25073867558124663,1.1669279598258882,0.3100192782347489,40.699314859404616,0.5257400127501183,1.0,213,"{""2023"": 0.0, ""2024"": 0.2917360807015601, ""2025"": 0.34052700726222684, ""2026"": 0.3052060647849224}",1.4801887153927884,0.4742599872498817,0.47772657450076805,41,0,0.0009570641722656157
macd-cross,next-close,0.9867347574150451,0.3043945920250901,0.2463129810678344,1.0042143774768033,0.31076166813116207,40.359864389283345,0.5265493874635677,1.0,216,"{""2023"": 0.0, ""2024"": 0.16221949520987722, ""2025"": 0.3197735715541816, ""2026"": 0.2952461387007721}",1.235804100561229,0.4734506125364323,0.47772657450076805,41,0,0.0008158185997031228
macd-cross,second-next-open,0.9678774048450627,0.299588000121106,0.2517260394220726,0.9935537128190227,0.31017177167308135,40.42108550057383,0.5280726850146551,1.0,216,"{""2023"": 0.0, ""2024"": 0.16334303650435555, ""2025"": 0.2765684597610203, ""2026"": 0.325092312683402}",1.1901351199459447,0.4719273149853449,0.47619047619047616,41,0,0.0007646260574430062
trix,base,1.2375043677985906,0.36581687501062565,0.24583813236946028,1.1798107357613223,0.30102531761315066,37.792553074281116,0.5463922802051482,1.0,219,"{""2023"": 0.0, ""2024"": 0.21325421325095317, ""2025"": 0.19750112604525927, ""2026"": 0.5400547236408568}",1.4880395953417598,0.45360771979485187,0.4577572964669739,39,0,0.0008350368679254399
trix,slippage-10bp,1.1705215206382134,0.34984181031416517,0.24957347723201662,1.1396946320440573,0.30137345724705866,37.844753736654255,0.5460462082023444,1.0,219,"{""2023"": 0.0, ""2024"": 0.19712159852949163, ""2025"": 0.18443014205509645, ""2026"": 0.5307926867263817}",1.4017587693781013,0.45395379179765555,0.4577572964669739,39,0,0.00082978224255748
trix,slippage-20bp,1.0894372554295004,0.33009396473452846,0.2542157566574237,1.0894851699187096,0.3018448297505482,37.91002802337361,0.5456165589307131,1.0,219,"{""2023"": 0.0, ""2024"": 0.17722668027739874, ""2025"": 0.1682629313641142, ""2026"": 0.5192478868258101}",1.298479563481019,0.45438344106928674,0.4577572964669739,39,0,0.0008231819204489449
