family,case,total_return,annualized_return,maximum_drawdown,sharpe,annualized_volatility,turnover,average_cash_ratio,maximum_cash_ratio,longest_underwater_trading_days,yearly_returns,calmar,average_exposure,invested_session_ratio,filled_trade_count,rejected_order_count,maximum_volume_participation
cci-reversion,next-close,0.6120225584731558,0.20301956288520562,0.17660996515008032,1.0603842200633147,0.190517342157166,18.448045040936538,0.7368278053082554,1.0,179,"{""2023"": 0.015200374954122076, ""2024"": 0.2810867784531712, ""2025"": 0.25149054457460807, ""2026"": -0.009594088858797423}",1.1495362830329696,0.26317219469174447,0.26574500768049153,20,0,0.001050898149435696
cci-reversion,second-next-open,0.9375146869524988,0.2917890954974798,0.1746037007643806,1.22874178148499,0.2280714978741254,17.96842771433895,0.7368260099054967,1.0,179,"{""2023"": 0.01634096220259229, ""2024"": 0.5335541567637487, ""2025"": 0.2542912927687102, ""2026"": -0.008921513857653607}",1.6711506927979454,0.26317399009450315,0.26574500768049153,20,0,0.0007750440270044836
bollinger-reversion,base,0.04920584824585639,0.01876756745140451,0.1868386100947712,0.2006339892897233,0.14282337949019527,9.735506841880342,0.873740902822955,1.0,304,"{""2023"": 0.0, ""2024"": -0.034621593605923984, ""2025"": 0.08500788068199272, ""2026"": 0.001682830633463528}",0.10044801468970964,0.12625909717704495,0.12749615975422426,10,0,0.0006269249570826372
bollinger-reversion,slippage-10bp,0.040950344778071024,0.01565708393139409,0.18695203701315144,0.17921230807994662,0.1428620108437599,9.753604238415026,0.8736459639628166,1.0,304,"{""2023"": 0.0, ""2024"": -0.03923253554558037, ""2025"": 0.08335231313669156, ""2026"": 9.673805858123607e-05}",0.0837492021030649,0.1263540360371834,0.12749615975422426,10,0,0.0006248752024382682
bollinger-reversion,slippage-20bp,0.030709862548559785,0.011777623555182748,0.18714773271672724,0.15241494905610165,0.14296380214625856,9.777413252436755,0.8735129800722572,1.0,304,"{""2023"": 0.0, ""2024"": -0.044974243570039873, ""2025"": 0.0812874092337561, ""2026"": -0.0018858757152202532}",0.06293222677193601,0.1264870199277428,0.12749615975422426,10,0,0.0006223755016524522
bollinger-reversion,next-close,0.03129281807086026,0.011999100413256691,0.18687551091411048,0.15391658737338149,0.14302463936801224,9.786590973412148,0.87374758901267,1.0,304,"{""2023"": 0.0, ""2024"": -0.03568098756833549, ""2025"": 0.07226718424329936, ""2026"": -0.002625526173164028}",0.06420905743380992,0.1262524109873299,0.12749615975422426,10,0,0.0006269249570826372
bollinger-reversion,second-next-open,0.07118333012097477,0.026975735969275938,0.186851897553184,0.2572163481589007,0.14251960899886146,9.74131704387988,0.8737438777224743,1.0,304,"{""2023"": 0.0, ""2024"": -0.018857493806201386, ""2025"": 0.09285326458904986, ""2026"": -0.0009899426035803183}",0.14436961209664884,0.1262561222775257,0.12749615975422426,10,0,0.0005709006053733469
mfi-reversion,base,0.2872107009576079,0.10266863784409686,0.11949344115618588,0.8533534541593215,0.12337365384904138,10.041733611678374,0.8935065898632761,1.0,228,"{""2023"": 0.0, ""2024"": 0.026935833135679488, ""2025"": 0.077924862277434, ""2026"": 0.16283432893892136}",0.8591989388765038,0.10649341013672387,0.10752688172043011,10,0,0.0005507486359910443
mfi-reversion,slippage-10bp,0.2772894296274704,0.09937093806052855,0.11963601690151993,0.8273205126611194,0.12368084312789043,10.049432592153854,0.8934210766416061,1.0,228,"{""2023"": 0.0, ""2024"": 0.023704519903999355, ""2025"": 0.0762756270866154, ""2026"": 0.15928760325786295}",0.8306105521912113,0.10657892335839385,0.10752688172043011,10,0,0.0005498721362122728
mfi-reversion,slippage-20bp,0.26496908319916024,0.09525388996734985,0.12062625228304014,0.7947634374633998,0.12408970702933475,10.058988377286038,0.8933156777407742,1.0,228,"{""2023"": 0.0, ""2024"": 0.019672560332000044, ""2025"": 0.07421546977555304, ""2026"": 0.1548558438379437}",0.7896613561685063,0.10668432225922583,0.10752688172043011,10,0,0.0005487765114888085
mfi-reversion,next-close,0.46131608637438615,0.15816899630928938,0.11949344115618588,1.2733452810572896,0.12102523909875264,10.093660581025745,0.8934898781246382,1.0,227,"{""2023"": 0.0, ""2024"": 0.07989873756753263, ""2025"": 0.07928856014502572, ""2026"": 0.25378640906907135}",1.323662577451025,0.10651012187536175,0.10752688172043011,10,0,0.0005835297277170967
mfi-reversion,second-next-open,0.3746318838770415,0.13107528997790552,0.11949839197903789,1.0528122549614447,0.12425162538780471,9.979104095121395,0.8934979182853386,1.0,224,"{""2023"": 0.0, ""2024"": 0.10273959133882293, ""2025"": 0.09387369238647891, ""2026"": 0.13958380321168518}",1.0968791111507041,0.10650208171466134,0.10752688172043011,10,0,0.0006361595723813814
obv-trend,base,0.19275964349294505,0.07061517490880864,0.32613758043483043,0.3802560998966919,0.2777722563380864,77.76091387045119,0.6574853218389368,1.0,380,"{""2023"": 0.0, ""2024"": -0.21163858395547763, ""2025"": 0.24613471607628745, ""2026"": 0.21412270389712318}",0.21651958910917085,0.34251467816106324,0.3456221198156682,80,0,0.0006235787527882063
obv-trend,slippage-10bp,0.11954768770191304,0.04468228719275835,0.3358772844812755,0.2919525243869026,0.2780346772445518,78.03171026730762,0.6572403550572947,1.0,383,"{""2023"": 0.0, ""2024"": -0.23578785423507864, ""2025"": 0.22283365562516932, ""2026"": 0.19801230396760072}",0.13303158402559165,0.3427596449427054,0.3456221198156682,80,0,0.0006215994967487044
obv-trend,slippage-20bp,0.03419885073344053,0.013102019247997143,0.34787416865970144,0.18168952950857947,0.27845284625706324,78.37120119370852,0.6569127990264272,1.0,390,"{""2023"": 0.0, ""2024"": -0.26500144239284007, ""2025"": 0.1942892691667919, ""2026"": 0.178170200412896}",0.03766309898339661,0.3430872009735728,0.3456221198156682,80,0,0.0006191112891561877
obv-trend,next-close,0.1481646459195205,0.054939176377802434,0.3073834158903881,0.32807059661952065,0.2768619603660163,79.02777236320873,0.6575210439953535,1.0,242,"{""2023"": 0.0, ""2024"": -0.17785030745332153, ""2025"": 0.2001467464889768, ""2026"": 0.16364074357593683}",0.17873175173963698,0.34247895600464645,0.3456221198156682,80,0,0.0006849326746876703
obv-trend,second-next-open,0.24884780211168356,0.08982940484962532,0.25356321822828065,0.4742677231734092,0.24346916052815015,77.1431282325796,0.6651352122321474,1.0,363,"{""2023"": 0.0, ""2024"": -0.1750635214846531, ""2025"": 0.23515157952154708, ""2026"": 0.22565642824967402}",0.3542682786458118,0.3348647877678525,0.3379416282642089,78,1,0.0007286816699343334
vol-target-trend,base,0.5954757927201928,0.19822437326286924,0.11340448933350278,1.259808707705103,0.15270008115922182,5.632196356800572,0.6800181848072877,1.0,115,"{""2023"": 0.0, ""2024"": 0.10779785433055378, ""2025"": 0.3271835854335212, ""2026"": 0.0851722961257646}",1.7479411479022318,0.3199818151927124,0.7019969278033794,96,0,0.0002885432245284924
vol-target-trend,slippage-10bp,0.5884468625229111,0.19617819228738043,0.11351459549637266,1.2492358180536807,0.15261329153382075,5.631754528456834,0.6800083914840936,1.0,115,"{""2023"": 0.0, ""2024"": 0.10705551343943043, ""2025"": 0.32385616631719616, ""2026"": 0.08383329772054093}",1.7282199828976994,0.31999160851590636,0.7019969278033794,96,0,0.00028818655799631876
vol-target-trend,slippage-20bp,0.5796584077156004,0.19361197640026617,0.11363852078979375,1.2358670893951769,0.1525135263198001,5.629045898059401,0.6799864596912403,1.0,115,"{""2023"": 0.0, ""2024"": 0.10608368222393949, ""2025"": 0.3197049273841328, ""2026"": 0.0821771504064237}",1.7037530500630653,0.3200135403087597,0.7019969278033794,96,0,0.0002877407248311017
vol-target-trend,next-close,0.5522204784231446,0.18554337662889764,0.11223049344832603,1.2154100283413687,0.14908341272929304,5.696839277508207,0.680517902742933,1.0,115,"{""2023"": 0.0, ""2024"": 0.06634959713783783, ""2025"": 0.33653446028763967, ""2026"": 0.08911474749656167}",1.6532349714235806,0.31948209725706694,0.7019969278033794,96,0,0.0002783782283615431
vol-target-trend,second-next-open,0.44638710503042045,0.15357445104919787,0.1121732418470951,1.0725311087413107,0.14260441850351419,5.267059000009639,0.6814019915156776,1.0,114,"{""2023"": 0.0, ""2024"": -0.0064454791679079415, ""2025"": 0.3288460730060412, ""2026"": 0.09551457566791388}",1.3690827555696157,0.31859800848432235,0.6989247311827957,95,1,0.0002600452270216049
indicator-vote,base,0.8289519574435351,0.2632743077098447,0.3003051947202573,1.022968953666437,0.26178108300659436,11.774041979314582,0.5779809574545828,1.0,125,"{""2023"": 0.0, ""2024"": 0.0, ""2025"": 0.4320184685164936, ""2026"": 0.2771846157391027}",0.8766891560270614,0.42201904254541717,0.4254992319508449,12,1,0.0007391545445603992
indicator-vote,slippage-10bp,0.8124141057223115,0.25884024682146856,0.3004574030376831,1.0090573745567029,0.26194382857005805,11.77335069093401,0.5776933935270783,1.0,125,"{""2023"": 0.0, ""2024"": 0.0, ""2025"": 0.4221863917055195, ""2026"": 0.27438577410997445}",0.8614873329947708,0.4223066064729216,0.4254992319508449,12,1,0.0007368934848695538
indicator-vote,slippage-20bp,0.7919339215246599,0.2533146768349148,0.30062724694260146,0.9916540015236283,0.2621557797025969,11.772428142627493,0.5773287860763533,1.0,127,"{""2023"": 0.0, ""2024"": 0.0, ""2025"": 0.4099996019544194, ""2026"": 0.270875480419168}",0.8426204857049435,0.42267121392364676,0.4254992319508449,12,1,0.0007339965021406583
indicator-vote,next-close,0.8127997614147844,0.25894392901265606,0.30030090358779526,1.0052244665391739,0.2634002082613771,11.743180627618006,0.577979101294029,1.0,131,"{""2023"": 0.0, ""2024"": 0.0, ""2025"": 0.3817425192369308, ""2026"": 0.3119664019718429}",0.8622815513339,0.422020898705971,0.4254992319508449,12,1,0.0007208540926876199
indicator-vote,second-next-open,0.5640881530443629,0.18904391340068472,0.30027737673776767,0.7298148884789581,0.29728381266332254,13.02460781301868,0.48071867056226003,1.0,132,"{""2023"": 0.0, ""2024"": -0.08139573249677112, ""2025"": 0.3287107377436205, ""2026"": 0.2814519408324785}",0.6295642897059702,0.51928132943774,0.5238095238095238,14,0,0.0006032988000828239
