family,fold,selection_date,train_start,train_end,test_start,test_end,test_sessions,selected_config,train_sharpe,train_target_changes
vol-target-trend,7,2025-07-18,2021-11-29,2025-07-18,2025-07-21,2025-10-23,63,vol-target-trend__target_vol-0p15-trend_period-200-vol_period-60,0.19381120950577338,64
vol-target-trend,8,2025-10-23,2021-11-29,2025-10-23,2025-10-24,2026-01-22,63,vol-target-trend__target_vol-0p15-trend_period-200-vol_period-60,0.7941705681008372,73
vol-target-trend,9,2026-01-22,2021-11-29,2026-01-22,2026-01-23,2026-04-30,63,vol-target-trend__target_vol-0p15-trend_period-200-vol_period-60,0.8776680870230609,86
vol-target-trend,10,2026-04-30,2021-11-29,2026-04-30,2026-05-06,2026-08-03,63,vol-target-trend__target_vol-0p15-trend_period-200-vol_period-60,0.7357348190559825,100
vol-target-trend,11,2026-08-03,2021-11-29,2026-08-03,2026-08-04,2026-09-01,21,vol-target-trend__target_vol-0p15-trend_period-200-vol_period-60,0.7309474701707056,113
indicator-vote,1,2023-12-22,2021-11-29,2023-12-22,2023-12-25,2024-03-29,63,indicator-vote__threshold-4,-0.3973784181316096,3
indicator-vote,2,2024-03-29,2021-11-29,2024-03-29,2024-04-01,2024-07-04,63,indicator-vote__threshold-4,-0.37468027370752366,3
indicator-vote,3,2024-07-04,2021-11-29,2024-07-04,2024-07-05,2024-10-10,63,indicator-vote__threshold-4,-0.3554743980027451,3
indicator-vote,4,2024-10-10,2021-11-29,2024-10-10,2024-10-11,2025-01-08,63,indicator-vote__threshold-3,0.2532750737035742,11
indicator-vote,5,2025-01-08,2021-11-29,2025-01-08,2025-01-09,2025-04-16,63,indicator-vote__threshold-3,0.1678308063734872,12
indicator-vote,6,2025-04-16,2021-11-29,2025-04-16,2025-04-17,2025-07-18,63,indicator-vote__threshold-3,0.33020074309226044,15
indicator-vote,7,2025-07-18,2021-11-29,2025-07-18,2025-07-21,2025-10-23,63,indicator-vote__threshold-3,0.28453910588038356,19
indicator-vote,8,2025-10-23,2021-11-29,2025-10-23,2025-10-24,2026-01-22,63,indicator-vote__threshold-3,0.6735864571494806,19
indicator-vote,9,2026-01-22,2021-11-29,2026-01-22,2026-01-23,2026-04-30,63,indicator-vote__threshold-3,0.7261550394833857,21
indicator-vote,10,2026-04-30,2021-11-29,2026-04-30,2026-05-06,2026-08-03,63,indicator-vote__threshold-3,0.8182712052261315,23
indicator-vote,11,2026-08-03,2021-11-29,2026-08-03,2026-08-04,2026-09-01,21,indicator-vote__threshold-4,0.7781773565575011,21
