trade_date,cash,positions_value,total_value,cash_ratio,daily_return
2021-09-01,1000000.0,0.0,1000000.0,1.0,0.0
2021-09-02,1000000.0,0.0,1000000.0,1.0,0.0
2021-09-03,1000000.0,0.0,1000000.0,1.0,0.0
2021-09-06,1000000.0,0.0,1000000.0,1.0,0.0
2021-09-07,1000000.0,0.0,1000000.0,1.0,0.0
2021-09-08,1000000.0,0.0,1000000.0,1.0,0.0
2021-09-09,1000000.0,0.0,1000000.0,1.0,0.0
2021-09-10,1000000.0,0.0,1000000.0,1.0,0.0
2021-09-13,1000000.0,0.0,1000000.0,1.0,0.0
2021-09-14,1000000.0,0.0,1000000.0,1.0,0.0
2021-09-15,1000000.0,0.0,1000000.0,1.0,0.0
2021-09-16,1000000.0,0.0,1000000.0,1.0,0.0
2021-09-17,1000000.0,0.0,1000000.0,1.0,0.0
2021-09-22,1000000.0,0.0,1000000.0,1.0,0.0
2021-09-23,1000000.0,0.0,1000000.0,1.0,0.0
2021-09-24,1000000.0,0.0,1000000.0,1.0,0.0
2021-09-27,1000000.0,0.0,1000000.0,1.0,0.0
2021-09-28,1000000.0,0.0,1000000.0,1.0,0.0
2021-09-29,1000000.0,0.0,1000000.0,1.0,0.0
2021-09-30,1000000.0,0.0,1000000.0,1.0,0.0
2021-10-08,48.828767244995106,982095.8,982144.628767245,4.971647333273445e-05,-0.017855371232755046
2021-10-11,48.828767244995106,969358.3999999999,969407.2287672448,5.0369716457642506e-05,-0.012968965697025436
2021-10-12,48.828767244995106,958949.1,958997.928767245,5.0916447033167846e-05,-0.010737799029244766
2021-10-13,48.828767244995106,976834.8,976883.628767245,4.998422105467506e-05,0.018650405244348578
2021-10-14,48.828767244995106,991798.6,991847.428767245,4.923011929938033e-05,0.015317894127147236
2021-10-15,48.828767244995106,1009449.8,1009498.628767245,4.836932498325692e-05,0.01779628548509571
2021-10-18,48.828767244995106,1015057.8,1015106.628767245,4.810210657799882e-05,0.0055552329049206595
2021-10-19,48.828767244995106,1022245.4999999999,1022294.3287672449,4.7763903086380515e-05,0.007080733980359133
2021-10-20,48.828767244995106,1032112.4000000001,1032161.2287672451,4.73073061495571e-05,0.00965172135103054
2021-10-21,48.828767244995106,1023254.2999999999,1023303.128767245,4.77168161342556e-05,-0.008582089457651598
2021-10-22,48.828767244995106,1020503.2,1020552.0287672449,4.784544625713676e-05,-0.0026884506874461644
2021-10-25,48.828767244995106,1033941.5,1033990.3287672449,4.722362084683158e-05,0.013167677512955889
2021-10-26,48.828767244995106,1038393.0,1038441.8287672449,4.702118683235315e-05,0.004305165992516846
