annualized_return,maximum_drawdown
0.32095599887446236,0.1800060015567515
0.1788872935471555,0.2064365786167328
0.22703453553796482,0.1907087182492655
0.1761055067932027,0.3636172088181775
0.462013784250624,0.18043337919921265
0.4395775610621786,0.17870011332685243
0.48578904153606817,0.19214928229616934
0.7296765100573255,0.13322765571070028
0.14849698455485738,0.19850168469381002
0.321061683099263,0.20103572785866208
0.3004528997363518,0.13322765571070017
0.33366103139925274,0.19392953435915372
0.34098182636147345,0.19219472982187336
0.4042758973843301,0.13322765571070017
0.333319930222745,0.1855978491382334
0.29112764481174036,0.15540889599628627
0.3319864964278638,0.1579414638540404
0.5004724378995671,0.2560843005898815
0.29264193576776654,0.18021955454876415
0.3550480527102886,0.17231936324297348
0.4352619336020749,0.16238948486811722
0.37857922636440144,0.1481769242238581
0.27798442467841666,0.2267143171665319
0.22033661078806244,0.2854121311639931
0.42934765045354917,0.14690835854602757
0.25278307026747604,0.2381039718307757
0.321161907559538,0.19510749334303312
0.18122382533080494,0.14811723350703354
0.3887527246671276,0.1765740821488131
0.5825439975856392,0.13322765571070028
0.2787353299562483,0.19617354110333507
0.5009204017263664,0.17822700127371394
0.20538047458377306,0.20311282397175334
0.4594504317530461,0.13322765571070017
0.2696429658435484,0.1885927163364498
0.13679368921394697,0.28771073494658284
0.22838516728653557,0.2217721057737625
0.2914373037203437,0.18829694035578437
0.4053022926286465,0.18931302293231
0.3718682653787262,0.15357060804916156
0.5508405725078336,0.12664328734123098
0.4485974022808996,0.19278577695198484
0.6143709422373811,0.18751885641495158
0.5564880680445623,0.19607668526577526
0.2016332910174079,0.17442608432132423
0.37413260968660533,0.15536196282391346
0.1670044348826929,0.26857155947413813
0.37005960460218046,0.15924718313870478
0.2425822754537441,0.17283467918077988
0.45727010011134617,0.1741041790296819
0.4885969411693256,0.15004468380871183
0.3325890310858277,0.1832859864699331
0.3150818657427015,0.29899784232141857
0.04635981410198031,0.2884536798636088
0.4678059835063242,0.1655827305671388
0.29081912128601317,0.18875261469696658
0.26462433015053777,0.22982838854964893
