trade_date,cash,positions_value,total_value,cash_ratio,daily_return
2024-03-25,100000.0,0.0,100000.0,1.0,0.0
2024-03-26,100000.0,0.0,100000.0,1.0,0.0
2024-03-27,100000.0,0.0,100000.0,1.0,0.0
2024-03-28,100000.0,0.0,100000.0,1.0,0.0
2024-03-29,100000.0,0.0,100000.0,1.0,0.0
2024-04-01,25.069015750003018,101032.5,101057.56901575,0.00024806668114187437,0.01057569015750004
2024-04-02,25.069015750003018,99959.5,99984.56901575,0.00025072884742898715,-0.010617710384788426
2024-04-03,25.069015750003018,98788.50000000001,98813.56901575002,0.00025370013450285594,-0.0117118072471315
2024-04-08,25.069015750003018,99480.5,99505.56901575,0.00025193580618623496,0.007003086791548707
2024-04-09,25.069015750003018,99801.0,99826.06901575,0.0002511269450673027,0.0032209252524275644
2024-04-10,25.069015750003018,98943.49999999999,98968.56901574999,0.0002533028010742835,-0.008589940568176857
2024-04-11,25.069015750003018,98183.0,98208.06901575,0.0002552643179042916,-0.007684257816023998
2024-04-12,25.069015750003018,99514.5,99539.56901575,0.0002518497517910328,0.013557949090583055
2024-04-15,25.069015750003018,100768.5,100793.56901575,0.00024871642104553054,0.012598005118965139
2024-04-16,25.069015750003018,100910.0,100935.06901575,0.00024836774764667,0.0014038594067236065
2024-04-17,25.069015750003018,99305.5,99330.56901575,0.0002523796651766692,-0.015896358080952355
2024-04-18,25.069015750003018,99960.0,99985.06901575,0.0002507275935975406,0.006589109540852567
2024-04-19,25.069015750003018,100322.5,100347.56901575,0.00024982185414046577,0.0036255413290047223
2024-04-22,25.069015750003018,99618.0,99643.06901575,0.0002515881535728341,-0.007020598574634329
2024-04-23,25.069015750003018,99945.5,99970.56901575,0.00025076395980154405,0.0032867313626021577
2024-04-24,25.069015750003018,101556.0,101581.06901575,0.0002467882647121591,0.016109741255411647
2024-04-25,25.069015750003018,100933.0,100958.06901575,0.00024831116516394657,-0.006133032523052195
2024-04-26,25.069015750003018,102123.5,102148.56901575,0.0002454171995903114,0.011792024269147605
2024-04-29,25.069015750003018,102105.5,102130.56901575,0.00024546045313952,-0.0001762139222647452
2024-04-30,25.069015750003018,102263.0,102288.06901575,0.00024508250073762723,0.001542143566983567
2024-05-06,234.75658216001466,104709.79999999999,104944.55658216,0.0022369581596757347,0.02597064928462922
2024-05-07,234.75658216001466,106211.2,106445.95658216001,0.002205406289705504,0.014306601970580424
2024-05-08,234.75658216001466,106259.5,106494.25658216001,0.00220440603741762,0.00045375138286929406
2024-05-09,234.75658216001466,105903.0,106137.75658216001,0.002211810289944204,-0.003347598372358762
2024-05-10,234.75658216001466,106661.1,106895.85658216002,0.00219612424340864,0.007142604332447622
2024-05-13,234.75658216001466,106675.09999999999,106909.85658216,0.0021958366577697606,0.00013096859361638735
2024-05-14,234.75658216001466,106410.7,106645.45658216001,0.0022012806703974063,-0.0024731115395033587
2024-05-15,234.75658216001466,107180.6,107415.35658216002,0.002185502982345487,0.007219248008065726
2024-05-16,234.75658216001466,107664.7,107899.45658216001,0.002175697539136903,0.004506804384433627
2024-05-17,234.75658216001466,108160.4,108395.15658216001,0.002165747894667939,0.00459409171929015
2024-05-20,234.75658216001466,109604.6,109839.35658216002,0.0021372720076379575,0.013323473534588848
2024-05-21,234.75658216001466,108821.1,109055.85658216002,0.0021526270070892964,-0.007133144479173459
2024-05-22,234.75658216001466,109309.20000000001,109543.95658216003,0.0021430354488240783,0.00447568810421739
2024-05-23,234.75658216001466,107866.2,108100.95658216001,0.0021716420426084993,-0.013172794237331864
2024-05-24,234.75658216001466,106949.7,107184.45658216001,0.0021902110590080463,-0.00847818584568616
2024-05-27,234.75658216001466,107138.20000000001,107372.95658216003,0.002186366005302115,0.0017586505171627298
2024-05-28,234.75658216001466,106677.0,106911.75658216001,0.0021957976340946928,-0.004295308750738469
2024-05-29,234.75658216001466,106485.0,106719.75658216001,0.0021997481036164406,-0.0017958735890046817
2024-05-30,234.75658216001466,105497.1,105731.85658216002,0.0022203013334736506,-0.00925695514718905
2024-05-31,234.75658216001466,105994.5,106229.25658216001,0.0022099051590222588,0.004704353220294388
2024-06-03,666.7634579750302,104549.0,105215.76345797503,0.006337106114725355,-0.00954062145206791
2024-06-04,666.7634579750302,104705.0,105371.76345797503,0.006327724203277214,0.0014826675668453415
2024-06-05,666.7634579750302,105526.0,106192.76345797503,0.006278803152522693,0.0077914611377594145
2024-06-06,666.7634579750302,106723.0,107389.76345797503,0.006208817642437173,0.011271954519515903
2024-06-07,666.7634579750302,106784.0,107450.76345797503,0.006205292885013399,0.0005680243445538302
2024-06-11,666.7634579750302,106395.0,107061.76345797503,0.006227839299851949,-0.0036202627834481804
2024-06-12,666.7634579750302,106987.99999999999,107654.76345797502,0.006193534187972215,0.005538858887120357
2024-06-13,666.7634579750302,106996.0,107662.76345797503,0.006193073970605389,7.431162117721435e-05
2024-06-14,666.7634579750302,107460.00000000001,108126.76345797504,0.006166497883145989,0.004309753763483304
2024-06-17,666.7634579750302,106726.0,107392.76345797503,0.006208644200090337,-0.006788328592534754
2024-06-18,666.7634579750302,106885.0,107551.76345797503,0.00619946560184076,0.0014805466856453453
2024-06-19,666.7634579750302,107157.0,107823.76345797503,0.006183826612905283,0.0025290147855761003
2024-06-20,666.7634579750302,107617.0,108283.76345797503,0.006157557113664611,0.004266220963241363
2024-06-21,666.7634579750302,106100.0,106766.76345797503,0.0062450470200633,-0.014009487217247929
2024-06-24,666.7634579750302,106109.0,106775.76345797503,0.006244520632600824,8.429589610581267e-05
2024-06-25,666.7634579750302,105719.0,106385.76345797503,0.006267412446012271,-0.00365251427261859
2024-06-26,666.7634579750302,106790.99999999999,107457.76345797502,0.006204888660611204,0.010076536231499178
2024-06-27,666.7634579750302,106755.0,107421.76345797503,0.006206968090184796,-0.0003350153478121065
2024-06-28,666.7634579750302,107650.0,108316.76345797503,0.006155681140100927,0.008331645014840294
2024-07-01,245.49060387503232,107951.0,108196.49060387503,0.002268933146582484,-0.0011103807966590384
2024-07-02,245.49060387503232,107928.0,108173.49060387503,0.0022694155703452752,-0.00021257621085146727
2024-07-03,245.49060387503232,109666.49999999999,109911.99060387502,0.00223351976910131,0.01607140520560879
2024-07-04,245.49060387503232,110233.0,110478.49060387503,0.0022220669610272695,0.005154123739253169
2024-07-05,245.49060387503232,111512.0,111757.49060387503,0.002196636686709215,0.011576914139657335
2024-07-08,245.49060387503232,113063.0,113308.49060387503,0.002166568476613674,0.013878264370640991
2024-07-09,245.49060387503232,114593.0,114838.49060387503,0.0021377031567040524,0.013502959856281693
2024-07-10,245.49060387503232,113265.5,113510.99060387503,0.0021627033873022317,-0.011559713063271526
2024-07-11,245.49060387503232,113748.0,113993.49060387503,0.002153549317373805,0.004250689712362865
2024-07-12,245.49060387503232,109282.0,109527.49060387503,0.0022413606166043847,-0.039177675640438614
2024-07-15,245.49060387503232,112393.49999999999,112638.99060387502,0.0021794460564580637,0.02840839302393272
2024-07-16,245.49060387503232,112267.5,112512.99060387503,0.002181886754208962,-0.0011186179787698869
2024-07-17,245.49060387503232,111101.0,111346.49060387503,0.0022047448693141734,-0.010367691710434612
2024-07-18,245.49060387503232,109193.5,109438.99060387503,0.0022431731371098736,-0.017131208982473445
2024-07-19,245.49060387503232,107496.5,107741.99060387503,0.0022785044391615598,-0.015506356469811133
2024-07-22,245.49060387503232,106985.0,107230.49060387503,0.002289373129718395,-0.004747452661057472
2024-07-23,245.49060387503232,107735.50000000001,107980.99060387505,0.002273461305570043,0.006998942145779008
2024-07-24,245.49060387503232,105711.5,105956.99060387503,0.0023168891686704274,-0.01874403993407503
2024-07-25,245.49060387503232,102741.5,102986.99060387503,0.002383704994539333,-0.028030241167413705
2024-07-26,245.49060387503232,103007.5,103252.99060387503,0.0023775641019139564,0.002582850498303424
2024-07-29,245.49060387503232,104963.5,105208.99060387503,0.002333361459567035,0.018943761227256717
2024-07-30,245.49060387503232,103755.5,104000.99060387503,0.0023604640922130354,-0.011481908466817958
2024-07-31,245.49060387503232,104582.0,104827.49060387503,0.002341853291162896,0.0079470396887662
2024-08-01,161.82579892504873,106621.2,106783.02579892505,0.0015154636957916,0.018654793544945703
2024-08-02,161.82579892504873,106914.8,107076.62579892506,0.0015113083524777385,0.0027495006608340145
2024-08-05,161.82579892504873,104128.4,104290.22579892504,0.0015516871085987881,-0.026022486039413484
2024-08-06,161.82579892504873,103786.6,103948.42579892505,0.0015567893181766895,-0.0032773924630193907
2024-08-07,161.82579892504873,104299.2,104461.02579892505,0.001549150007741107,0.004931291609856281
2024-08-08,161.82579892504873,103824.8,103986.62579892506,0.0015562174239403157,-0.0045414066765260275
2024-08-09,161.82579892504873,104477.8,104639.62579892506,0.001546505902419914,0.006279653705301369
2024-08-12,161.82579892504873,105058.0,105219.82579892504,0.0015379782060682902,0.005544744599095708
2024-08-13,161.82579892504873,105833.0,105994.82579892504,0.0015267330051755216,0.007365532057437729
2024-08-14,161.82579892504873,105366.4,105528.22579892504,0.0015334835557019018,-0.004402101673200098
2024-08-15,161.82579892504873,105189.2,105351.02579892505,0.0015360628688505843,-0.0016791716022747094
2024-08-16,161.82579892504873,105198.6,105360.42579892505,0.0015359258250710276,8.922551943579826e-05
2024-08-19,161.82579892504873,106174.8,106336.62579892506,0.001521825595924491,0.009265338409537582
2024-08-20,161.82579892504873,105970.4,106132.22579892504,0.0015247564790701656,-0.0019221975350857123
2024-08-21,161.82579892504873,106305.4,106467.22579892504,0.0015199588202915552,0.003156439973610592
2024-08-22,161.82579892504873,106023.6,106185.42579892505,0.0015239925602547892,-0.002646823920557484
2024-08-23,161.82579892504873,105715.19999999998,105877.02579892502,0.001528431665925128,-0.002904353376931512
2024-08-26,161.82579892504873,106191.0,106352.82579892504,0.0015215937866192963,0.0044938927629458725
2024-08-27,161.82579892504873,105918.6,106080.42579892505,0.0015255010309987705,-0.002561285964465143
2024-08-28,161.82579892504873,105933.4,106095.22579892504,0.001525288227688454,0.00013951678538726142
2024-08-29,161.82579892504873,106256.8,106418.62579892506,0.001520652965683037,0.00304820502114711
2024-08-30,161.82579892504873,106181.8,106343.62579892506,0.0015217254227444677,-0.0007047638459616312
2024-09-02,292.63829892505055,105427.2,105719.83829892505,0.002768054734416162,-0.0058657723517859806
2024-09-03,292.63829892505055,105619.20000000001,105911.83829892507,0.002763036725876758,0.0018161208254701133
2024-09-04,292.63829892505055,104889.6,105182.23829892506,0.002782202619546662,-0.006888748337468997
2024-09-05,292.63829892505055,105638.4,105931.03829892505,0.0027625359254882347,0.00711907268860279
2024-09-06,292.63829892505055,105926.40000000001,106219.03829892506,0.0027550456454096144,0.002718749902057116
2024-09-09,292.63829892505055,105158.40000000001,105451.03829892506,0.002775110645146048,-0.007230342246544064
2024-09-10,292.63829892505055,105849.59999999999,106142.23829892505,0.0027570390790224576,0.006554700751647546
2024-09-11,292.63829892505055,106406.4,106699.03829892505,0.0027426517013696343,0.005245791015183743
2024-09-12,292.63829892505055,106195.2,106487.83829892505,0.002748091271264022,-0.001979399283883909
2024-09-13,292.63829892505055,107731.2,108023.83829892505,0.0027090159314211537,0.014424182371777006
2024-09-18,292.63829892505055,107692.8,107985.43829892506,0.002709979266972736,-0.000355477092877754
2024-09-19,292.63829892505055,107520.0,107812.63829892506,0.0027143227690400403,-0.0016002157579956267
2024-09-20,292.63829892505055,108729.6,109022.23829892506,0.0026842074010870486,0.011219463868848312
2024-09-23,292.63829892505055,109651.20000000001,109943.83829892507,0.0026617071356868547,0.008453321215742271
