trade_date,cash,positions_value,total_value,daily_return
2015-01-05,817106.1057895976,9153274.19219017,9970380.297979768,-0.0029619702020231564
2015-01-06,817106.1057895976,9210280.707716942,10027386.81350654,0.005717586874627312
2015-01-07,817106.1057895976,9241068.97096634,10058175.076755937,0.0030704174299855946
2015-01-08,817106.1057895976,9201710.357785225,10018816.463574823,-0.003913096847167674
2015-01-09,817106.1057895976,9138242.284536362,9955348.39032596,-0.006334887307259507
2015-01-12,817106.1057895976,8965050.808620453,9782156.914410051,-0.017396827225474754
2015-01-13,817106.1057895976,9099317.479753494,9916423.585543092,0.013725671373687964
2015-01-14,817106.1057895976,9055729.814314842,9872835.92010444,-0.004395502578388943
2015-01-15,817106.1057895976,9163319.335961342,9980425.44175094,0.010897529597084787
2015-01-16,817106.1057895976,9237868.750429153,10054974.856218752,0.007469562785966
2015-01-19,817106.1057895976,8865041.679215431,9682147.78500503,-0.03707886658544335
2015-01-20,817106.1057895976,9129401.216626167,9946507.322415765,0.027303811435325898
2015-01-21,817106.1057895976,9439121.033477783,10256227.139267381,0.031138550127402187
2015-01-22,817106.1057895976,9595595.094370842,10412701.20016044,0.01525649332530632
2015-01-23,817106.1057895976,9548280.3429842,10365386.448773798,-0.004543945944200711
2015-01-26,817106.1057895976,9733102.254009247,10550208.359798845,0.017830682139874376
2015-01-27,817106.1057895976,9782501.749134064,10599607.854923662,0.004682324124806181
2015-01-28,817106.1057895976,9778783.61222744,10595889.718017038,-0.0003507806097653443
2015-01-29,817106.1057895976,9710558.874893188,10527664.980682787,-0.006438792696968454
2015-01-30,817106.1057895976,9566681.35881424,10383787.464603838,-0.013666612334544248
2015-02-02,526674.9794356872,9859505.782938004,10386180.762373691,0.00023048408666026532
2015-02-03,526674.9794356872,10046715.572309494,10573390.551745182,0.018024892273173165
2015-02-04,526674.9794356872,9944965.613031387,10471640.592467075,-0.009623210150060402
2015-02-05,526674.9794356872,9921605.514240265,10448280.493675953,-0.0022307964625836174
2015-02-06,526674.9794356872,9703688.288354874,10230363.267790562,-0.020856754948078815
2015-02-09,526674.9794356872,9712767.189979553,10239442.169415241,0.0008874466514070534
2015-02-10,526674.9794356872,9814967.620801926,10341642.600237614,0.009981054546861934
2015-02-11,526674.9794356872,9948398.784780502,10475073.76421619,0.012902318242511202
2015-02-12,526674.9794356872,10026796.763038635,10553471.742474323,0.007484241163622896
2015-02-13,526674.9794356872,10142283.220005035,10668958.199440723,0.01094298253546322
2015-02-16,526674.9794356872,10343598.96235466,10870273.941790348,0.018869297131577367
2015-02-17,526674.9794356872,10426368.172883987,10953043.152319675,0.007614270898097963
2015-02-25,526674.9794356872,10332587.619972229,10859262.599407917,-0.008562054545717457
2015-02-26,526674.9794356872,10467675.451231003,10994350.43066669,0.012439871494233756
2015-02-27,526674.9794356872,10506103.891515732,11032778.87095142,0.0034952897424063156
2015-03-02,72.72818948491476,11259497.482585907,11259570.210775392,0.020556139344104718
2015-03-03,72.72818948491476,11126389.292645454,11126462.02083494,-0.011821782488026789
2015-03-04,72.72818948491476,11313380.567479134,11313453.295668619,0.01680599587573539
2015-03-05,72.72818948491476,11369049.924015999,11369122.652205484,0.004920633433664223
2015-03-06,72.72818948491476,11289506.511855125,11289579.24004461,-0.006996442433967687
2015-03-09,72.72818948491476,11388481.442117691,11388554.170307176,0.008766928169607668
2015-03-10,72.72818948491476,11504046.711754799,11504119.439944284,0.010147492641200628
2015-03-11,72.72818948491476,11565091.812205315,11565164.5403948,0.005306368798515537
2015-03-12,72.72818948491476,11594849.193143845,11594921.92133333,0.0025730183807237683
2015-03-13,72.72818948491476,11690108.383727074,11690181.111916559,0.008215595691762445
2015-03-16,72.72818948491476,12004282.357263565,12004355.08545305,0.02687503046605788
2015-03-17,72.72818948491476,12213124.01881218,12213196.747001665,0.017397157953257247
2015-03-18,72.72818948491476,12437557.142448425,12437629.87063791,0.018376280042433857
2015-03-19,72.72818948491476,12564948.81196022,12565021.540149705,0.010242439342284637
2015-03-20,72.72818948491476,12791123.894262314,12791196.622451799,0.018000373622869104
2015-03-23,72.72818948491476,13247464.520931244,13247537.249120729,0.03567614822431353
2015-03-24,72.72818948491476,13314279.039478302,13314351.767667787,0.005043542606494089
2015-03-25,72.72818948491476,13478053.379058838,13478126.107248323,0.012300586798242863
2015-03-26,72.72818948491476,13382471.660375595,13382544.38856508,-0.007091617775548231
2015-03-27,72.72818948491476,13437029.308843613,13437102.037033098,0.004076776947934846
2015-03-30,72.72818948491476,13448252.245855331,13448324.974044817,0.0008352200482506511
2015-03-31,72.72818948491476,13411040.36769867,13411113.095888155,-0.0027670269887499765
2015-04-01,45.77261355682276,13632313.405418396,13632359.178031953,0.016497219922157802
2015-04-02,45.77261355682276,13824277.444171906,13824323.216785463,0.014081498018541971
2015-04-03,45.77261355682276,14099843.58177185,14099889.354385408,0.019933426995207393
2015-04-07,45.77261355682276,14373976.114177704,14374021.88679126,0.01944217614165833
2015-04-08,45.77261355682276,14737601.00865364,14737646.781267198,0.02529736613314082
2015-04-09,45.77261355682276,14801325.734233856,14801371.506847413,0.004323941706976919
2015-04-10,45.77261355682276,15074380.49736023,15074426.269973787,0.018447936598311454
2015-04-13,45.77261355682276,15311255.962753296,15311301.735366853,0.015713730071763354
2015-04-14,45.77261355682276,15368021.088171005,15368066.860784562,0.0037074003503301256
2015-04-15,45.77261355682276,14811866.73502922,14811912.507642778,-0.036188959755306005
2015-04-16,45.77261355682276,15025633.038377762,15025678.810991319,0.0144320527979247
2015-04-17,45.77261355682276,15220079.25915718,15220125.031770738,0.012940927543132474
2015-04-20,45.77261355682276,14837835.673189163,14837881.44580272,-0.025114352554273744
2015-04-21,45.77261355682276,15211670.357084274,15211716.129697831,0.025194613210827388
2015-04-22,45.77261355682276,15739127.624368668,15739173.396982225,0.03467440904018959
2015-04-23,45.77261355682276,16039324.043893814,16039369.816507371,0.0190732011112289
2015-04-24,45.77261355682276,16153686.701631546,16153732.474245103,0.007130121634830733
2015-04-27,45.77261355682276,16274601.64308548,16274647.415699037,0.007485263337542403
2015-04-28,45.77261355682276,15895127.167701721,15895172.940315278,-0.023316909158824894
2015-04-29,45.77261355682276,16278455.373239517,16278501.145853074,0.02411601352040349
2015-04-30,45.77261355682276,16314116.446876526,16314162.219490083,0.002190685328918862
2015-05-04,489535.1169489114,15890630.000066757,16380165.11701567,0.004045742382451811
2015-05-05,489535.1169489114,15344162.931203842,15833698.048152754,-0.033361511618417494
2015-05-06,489535.1169489114,15338147.75466919,15827682.871618101,-0.0003798971356129277
2015-05-07,489535.1169489114,15314682.879829407,15804217.996778319,-0.0014825211643493263
2015-05-08,489535.1169489114,15743163.830280304,16232698.947229216,0.02711180967879856
2015-05-11,489535.1169489114,16363236.390209198,16852771.507158108,0.03819898107792685
2015-05-12,489535.1169489114,16849191.306114197,17338726.423063107,0.02883531149156049
2015-05-13,489535.1169489114,16896749.25699234,17386284.37394125,0.002742874517870142
2015-05-14,489535.1169489114,16853892.02156067,17343427.13850958,-0.0024650025566075318
2015-05-15,489535.1169489114,16754906.647205353,17244441.764154263,-0.005707371072902201
