model,year,strategy_return,benchmark_return,excess_return
growth-momentum,2015,0.5641498786987322,0.40624988079071045,0.15789999790802178
growth-momentum,2016,-0.19002200084575782,-0.17775171995162964,-0.012270280894128183
growth-momentum,2017,0.056593658364733956,-0.0020447373390197754,0.05863839570375373
growth-momentum,2018,-0.30733831159764446,-0.33320152759552,0.025863215997875555
growth-momentum,2019,0.4060730769569998,0.2638216018676758,0.142251475089324
growth-momentum,2020,0.5281919458903224,0.20871734619140625,0.3194745996989161
growth-momentum,2021,0.025151688831474228,0.15584468841552734,-0.13069299958405312
growth-momentum,2022,-0.0882058863679982,-0.20313197374343872,0.11492608737544052
growth-momentum,2023,-0.21986894753929165,-0.07421618700027466,-0.145652760539017
