model,total_return,annualized_return,maximum_drawdown,sharpe,annualized_volatility,longest_underwater_trading_days,yearly_returns,benchmark_total_return,benchmark_annualized_return,annualized_excess_return,positive_excess_year_ratio
pure-growth,0.1029521660442172,0.011344623156033684,0.5582640597787287,0.1802072949881773,0.2761176732807377,2081,"{'2015': 0.5003708157471054, '2016': -0.16270430278410897, '2017': 0.12266852505142878, '2018': -0.31572423498498114, '2019': 0.3113644133125899, '2020': 0.031422558886294416, '2021': 0.16401237954739245, '2022': -0.23769546116451734, '2023': -0.04775131842016811}",0.002251148223876953,0.000258896816755394,0.01108572633927829,0.7777777777777778
pure-momentum,-0.5047019216313464,-0.07769890436563753,0.8288392517056244,-0.09189464545288835,0.3198560626751271,2086,"{'2015': 0.5148222162497069, '2016': -0.34292537675458334, '2017': -0.22214386040049794, '2018': -0.3775472592576513, '2019': 0.28431798914413786, '2020': 0.272981905264406, '2021': 0.18934528651184657, '2022': -0.17009726505555356, '2023': -0.36312431661167666}",0.002251148223876953,0.000258896816755394,-0.07795780118239293,0.5555555555555556
growth-momentum,0.45284416844569164,0.043938290170921546,0.6002009100064352,0.29435944175530554,0.29888785028590814,1240,"{'2015': 0.5641498786987322, '2016': -0.19002200084575782, '2017': 0.056593658364733956, '2018': -0.30733831159764446, '2019': 0.4060730769569998, '2020': 0.5281919458903224, '2021': 0.025151688831474228, '2022': -0.0882058863679982, '2023': -0.21986894753929165}",0.002251148223876953,0.000258896816755394,0.04367939335416615,0.6666666666666666
huachuang-2-lite,0.48592539186694683,0.04664758908800137,0.594753992958903,0.30303433831494136,0.29913265680323886,1239,"{'2015': 0.5813932107285937, '2016': -0.18990748009421388, '2017': 0.07127864200978085, '2018': -0.3075286375075589, '2019': 0.40632219768639377, '2020': 0.5261056647424998, '2021': 0.024881674300273104, '2022': -0.08803739005354938, '2023': -0.220532429481629}",0.002251148223876953,0.000258896816755394,0.04638869227124598,0.6666666666666666
huachuang-2-risk-scaled,0.40154252328996587,0.03962680906376148,0.544279897275985,0.2819599507488023,0.2448421294057039,1241,"{'2015': 0.4091691682621701, '2016': -0.10318977242229144, '2017': 0.016397823654978216, '2018': -0.17963038762966732, '2019': 0.2529868433961384, '2020': 0.4700523203117086, '2021': -0.017659986904337233, '2022': -0.09399392276137308, '2023': -0.18867089738979315}",0.002251148223876953,0.000258896816755394,0.03936791224700609,0.6666666666666666
