model,year,strategy_return,benchmark_return,excess_return
huachuang-2-risk-scaled,2015,0.4091691682621701,0.40624988079071045,0.0029192874714596417
huachuang-2-risk-scaled,2016,-0.10318977242229144,-0.17775171995162964,0.0745619475293382
huachuang-2-risk-scaled,2017,0.016397823654978216,-0.0020447373390197754,0.018442560993997992
huachuang-2-risk-scaled,2018,-0.17963038762966732,-0.33320152759552,0.1535711399658527
huachuang-2-risk-scaled,2019,0.2529868433961384,0.2638216018676758,-0.010834758471537365
huachuang-2-risk-scaled,2020,0.4700523203117086,0.20871734619140625,0.2613349741203024
huachuang-2-risk-scaled,2021,-0.017659986904337233,0.15584468841552734,-0.17350467531986458
huachuang-2-risk-scaled,2022,-0.09399392276137308,-0.20313197374343872,0.10913805098206564
huachuang-2-risk-scaled,2023,-0.18867089738979315,-0.07421618700027466,-0.11445471038951849
