model,year,strategy_return,benchmark_return,excess_return
pure-momentum,2015,0.5148222162497069,0.40624988079071045,0.10857233545899647
pure-momentum,2016,-0.34292537675458334,-0.17775171995162964,-0.1651736568029537
pure-momentum,2017,-0.22214386040049794,-0.0020447373390197754,-0.22009912306147816
pure-momentum,2018,-0.3775472592576513,-0.33320152759552,-0.044345731662131294
pure-momentum,2019,0.28431798914413786,0.2638216018676758,0.02049638727646208
pure-momentum,2020,0.272981905264406,0.20871734619140625,0.06426455907299977
pure-momentum,2021,0.18934528651184657,0.15584468841552734,0.03350059809631922
pure-momentum,2022,-0.17009726505555356,-0.20313197374343872,0.03303470868788516
pure-momentum,2023,-0.36312431661167666,-0.07421618700027466,-0.288908129611402
