year,strategy_return,benchmark_return,excess_return
2019,0.25839200407535445,0.3606961965560913,-0.07518518295242371
2020,0.43264462296900463,0.2721074626520459,0.12619779777274198
2021,0.12291491267241184,-0.05198716608417131,0.18449336601714417
2022,-0.042583639261693396,-0.21632791414537078,0.22170532550512068
2023,-0.1744610457200232,-0.11378155183477212,-0.06847013172754202
2024,0.03688150730928541,0.14683299616951362,-0.09587401934498951
2025,0.38788820554007564,0.17663174838405737,0.17954339362859284
