year,strategy_return,benchmark_return,excess_return
2019,-0.076844327003464,0.3606961965560913,-0.3215563655332955
2020,0.12179038096514794,0.2721074626520459,-0.11816382349768006
2021,-0.2041175246191722,-0.05198716608417131,-0.16047288928211711
2022,-0.2575135225013503,-0.21632791414537078,-0.05255464511162822
2023,-0.2547118695839026,-0.11378155183477212,-0.15902435572279483
2024,-0.12706290322555747,0.14683299616951362,-0.23882805980460864
2025,-0.025928672273138997,0.17663174838405737,-0.17215277501680992
