total_return,annualized_return,maximum_drawdown,sharpe,annualized_volatility,turnover,average_cash_ratio,maximum_cash_ratio,longest_underwater_trading_days,switch_event_count,rebalance_attempt_count,trade_count,order_count,rejected_order_count,commission,minimum_commission,slippage,maximum_volume_ratio,scenario,period_start,period_end,yearly_returns_json
3.9460476521566834,0.12504216969654958,0.43217893152054054,0.6420021497768201,0.22196151842325962,1778.5197383479274,0.2624822281311535,1.0,1106,932,1682,1601,1601,0,0.0003,5.0,0.0,1.0,causal-daily-source-cost-calibration,2006-01-04,2019-12-13,"{""2006"": 0.8434321103220892, ""2007"": 0.13495534950073673, ""2008"": 0.01135614527533102, ""2009"": 0.376160369967645, ""2010"": 0.057552579854546204, ""2011"": -0.09234291457440624, ""2012"": 0.0036903244790664758, ""2013"": -0.0784119955965824, ""2014"": 0.8332092926827896, ""2015"": 0.33749945137067017, ""2016"": -0.23514379538850894, ""2017"": 0.08826447794669479, ""2018"": -0.17464715760172878, ""2019"": 0.13568874936224096}"
