period,trial,use_absolute_momentum,use_inverse_vol,use_vol_target,use_rank_buffer,use_correlation_guard,use_capacity,trading_days,total_return,annualized_return,maximum_drawdown,sharpe,sortino,calmar,annualized_volatility,turnover,annualized_turnover,transaction_cost,average_cash_ratio,average_risk_weight,longest_underwater_trading_days,worst_rolling_three_year_return,positive_day_ratio
full,factorial_001010,False,False,True,False,True,False,3053,1.2800463320601798,0.07039803084487106,0.423677877187874,0.4668902623219207,0.7674832012243995,0.16615932677942033,0.18069828388960427,321.9456505155029,26.573961326533485,683353.4407499975,0.008155049074289936,0.7603341882247567,1226,-0.38982111206721914,0.5198165738617753
full,factorial_001011,False,False,True,False,True,True,3053,1.1502910559111355,0.06523372792173898,0.3427308556610109,0.4798661738969385,0.7885655519512706,0.19033514737365964,0.15758536087399183,299.00138694108597,24.68010137869429,589027.4227143645,0.00983946176674018,0.63903830171371,1148,-0.29309961030960174,0.5204716672125778
full,factorial_001100,False,False,True,True,False,False,3053,1.0176833485386276,0.059651615687253745,0.5043046885081459,0.4132554042436638,0.6689601825868527,0.11828487231343716,0.17906239456286685,189.92872065005108,15.677051295058261,382486.79660036304,0.010046662914672629,0.7328480631190994,1203,-0.5014751354729983,0.5175237471339665
full,factorial_001101,False,False,True,True,False,True,3053,0.902406246254021,0.05451845222479923,0.42135923234102335,0.4094391670855061,0.6604303415002192,0.12938710734282713,0.16158556841837934,184.94791391436354,15.265926729911435,354339.8582902749,0.010485425205385859,0.6365980196924373,1203,-0.4182392891332034,0.5162135604323617
full,factorial_001110,False,False,True,True,True,False,3053,1.2378141602530817,0.06874744840161195,0.4774767599874854,0.45926979468981816,0.7486230332567982,0.143980721498181,0.18014424940056767,228.17418145032318,18.833899025706334,515110.4046912488,0.00828735862953767,0.7619999907282344,1177,-0.4479060706252467,0.523419587291189
full,factorial_001111,False,False,True,True,True,True,3053,0.9357817253423157,0.05603334499182466,0.39549044395224053,0.4225636983615015,0.6841897932300804,0.14168065461169843,0.1589618752861542,218.167924119687,18.007964912597814,430825.9764752445,0.01002932128358696,0.6461207181736688,1177,-0.3651854693234895,0.5224369472649852
full,factorial_010000,False,True,False,False,False,False,3053,0.16790027854979472,0.012893514500993408,0.6190045967395472,0.19656953455132384,0.3069516665933178,0.02082943255818582,0.30898458631293196,356.3537596154439,29.414067285650788,507022.2710865161,0.006589050126389779,0.9934109498736102,1529,-0.5570712697936289,0.5149033737307567
full,factorial_010001,False,True,False,False,False,True,3053,0.019444808155627102,0.0015908676568787694,0.5596333558636606,0.14552366702670022,0.22602183827621963,0.002842696276428421,0.27872078161110986,354.9020197283693,29.294238117114006,470158.36887690326,0.01083805400876181,0.8630680652911297,1529,-0.5055918728406245,0.5145758270553554
full,factorial_010010,False,True,False,False,True,False,3053,0.38634206523941783,0.027330620663512883,0.5942245037836122,0.23885099903731996,0.37357006126376063,0.045993762440778393,0.2922836143089941,370.6289420523526,30.592365999735623,573353.7295886846,0.005853956090259021,0.9941460439097408,1362,-0.5494542005427068,0.5224369472649852
full,factorial_010011,False,True,False,False,True,True,3053,0.3489555607220247,0.02501503219168555,0.5273214649333118,0.2253702250894959,0.352579755098282,0.047437917580027016,0.260641143022529,365.18387610339425,30.14292066100732,518662.713436509,0.009276171973330577,0.8626140846951281,1362,-0.49724247588410175,0.5198165738617753
full,factorial_010100,False,True,False,True,False,False,3053,-0.07621034496166579,-0.006521798223728781,0.7038952989490057,0.13273298525594054,0.2051592323943635,-0.009265295894810711,0.3066182118632872,198.367395450719,16.37359438374752,270404.2073191685,0.005830225334137495,0.9941697746658626,1388,-0.6568701428136168,0.522109400589584
full,factorial_010101,False,True,False,True,False,True,3053,-0.08954207563442007,-0.007713143846217907,0.6679927256238998,0.1144526753917306,0.17665977203961059,-0.011546748265879533,0.28254037179448876,207.35029333144777,17.115058604495523,273003.9570824295,0.009313219174169711,0.8960279168611346,1486,-0.6057148944263091,0.5171962004585653
full,factorial_010110,False,True,False,True,True,False,3053,0.40362644773855405,0.028381846899592444,0.6220296101175574,0.2423737333544966,0.378753596530765,0.04562780684062381,0.29229067658630165,253.3133277473039,20.908928461290724,429093.9135331533,0.006220317211334867,0.9937796827886651,1360,-0.5458735753136827,0.523419587291189
full,factorial_010111,False,True,False,True,True,True,3053,0.1994761607940052,0.015126365264566566,0.5423192007804747,0.1888574619320987,0.2940605042423857,0.027891996526764253,0.262910190858275,256.7894519888351,21.195853881816717,370495.19834895764,0.010000059040638247,0.8702943650364823,1361,-0.4766197604520185,0.5217818539141827
full,factorial_011000,False,True,True,False,False,False,3053,1.1213590569107712,0.06404332146459923,0.43967320659689946,0.43370864274295273,0.7063278118374957,0.14566118768141206,0.1809087895354864,311.25635314460305,25.69164788484768,637215.3699829554,0.0090559726994821,0.7459251115325205,1177,-0.40801313864935174,0.5175237471339665
