symbol,entry_date,exit_date,status,entry_kind,entry_score,entry_gross,exit_gross,gross_pnl,total_costs,net_pnl,net_return,holding_days,had_partial_exit,partial_exit_count,exit_reason
SH600158,2019-01-02,2019-01-16,closed,right,204.52161917886832,94521.0,95946.6238526752,1425.6238526751986,153.08691100847773,1272.5369416667208,0.013441238074605115,14.0,True,1,exit_resonance
SH600820,2019-01-02,2019-01-23,closed,right,202.1424677179964,94405.2,98425.87879061916,4020.6787906191603,156.2752024278049,3864.4035881913555,0.040866574679792426,21.0,False,0,exit_resonance
SH600900,2019-01-02,2019-01-11,closed,right,200.0,94751.99977111816,92623.05131296543,-2128.948458152736,148.8355666381905,-2277.784024790926,-0.024001727873987515,9.0,True,1,exit_resonance
SZ000625,2019-01-02,2019-01-24,closed,right,200.5742590757415,94408.59863624572,106526.1285010434,12117.529864797674,166.8065466422301,11950.723318155444,0.12636185163621963,22.0,True,1,exit_resonance
SH600277,2019-01-07,2019-01-15,closed,right,207.0306709547815,95625.59295043944,94723.27032697247,-902.322623466971,151.82792931019605,-1054.150552777167,-0.011006253280725452,8.0,True,1,exit_resonance
SH600388,2019-01-07,2019-03-11,closed,right,205.32592497572207,95901.59503326417,109917.97390729754,14016.37887403337,171.66384458946604,13844.715029443903,0.144105812493005,63.0,True,1,exit_resonance
SH600869,2019-01-07,2019-01-29,closed,right,203.97374306872143,95959.605153656,98375.05222685364,2415.447073197647,156.67544944100655,2258.7716237566406,0.02350040606631484,22.0,True,1,exit_resonance
SZ000895,2019-01-07,2019-01-28,closed,right,202.71076518695472,94231.79940490723,96313.69747465957,2081.8980697523366,153.47734653852962,1928.420723213807,0.02043137223925413,21.0,True,1,exit_resonance
SZ002174,2019-01-07,2019-01-17,closed,right,209.93780100046777,95890.20583648681,95549.96049268424,-340.24534380256955,152.98201039143555,-493.2273541940051,-0.005135474626064661,10.0,True,1,exit_resonance
SH600171,2019-01-14,2019-01-31,closed,right,203.9800215901974,97310.40666046143,100892.74731732345,3582.340656862012,160.3536935106589,3421.986963351353,0.03510783080920023,17.0,True,1,exit_resonance
SZ002093,2019-01-14,2019-01-18,closed,right,208.3487213007807,97584.00137329103,93457.8232764444,-4126.178096846634,150.77037067136501,-4276.948467517998,-0.04376076590962324,4.0,True,1,exit_resonance
SH601012,2019-01-21,2019-03-06,closed,right,207.1619930185574,95898.59671936034,105844.31055509715,9945.71383573681,166.36718273743438,9779.346652999375,0.1017993059672177,44.0,True,1,exit_resonance
SZ002439,2019-01-21,2019-01-23,closed,right,204.89246127355636,94808.00305175781,89874.5452159695,-4933.457835788315,145.2793096962877,-5078.7371454846025,-0.05348669386858706,2.0,False,0,exit_resonance
SZ300134,2019-01-21,2019-01-29,closed,right,203.58048755640857,96201.60268554688,90625.63400261584,-5575.968682931038,146.67380500906467,-5722.642487940102,-0.059395379931897745,8.0,True,1,exit_resonance
SZ300251,2019-01-21,2019-01-28,closed,right,206.26889016166496,96642.39714279176,93282.17164535433,-3360.2254974374227,150.25954228179813,-3510.485039719221,-0.03626809264199662,7.0,True,1,exit_resonance
SH600872,2019-01-28,2019-02-13,closed,right,202.84766076786133,94956.00457763672,93487.81793781645,-1468.1866398202692,150.0209646924524,-1618.2076045127217,-0.017014774776730635,16.0,True,1,exit_resonance
SH600875,2019-01-28,2019-02-21,closed,right,204.86970702318433,96057.19433898927,99640.43132937874,3583.2369903894723,158.34971902988917,3424.8872713595833,0.03559598716496717,24.0,True,1,exit_resonance
SH601688,2019-01-28,2019-03-11,closed,right,202.9609517229263,95160.00343322754,103107.82820004757,7947.824766820035,162.58817769003008,7785.236589130005,0.08167252335005062,42.0,True,1,exit_resonance
SZ000338,2019-01-28,2019-02-28,closed,right,203.12113470984602,96148.19830627443,102739.06239258862,6590.864086314192,162.40524060224752,6428.458845711944,0.0667471556502401,31.0,True,1,exit_resonance
SZ002223,2019-01-28,2019-02-18,closed,right,205.0519721920802,95048.7932861328,94087.80127235313,-960.9920137796726,150.8287796398989,-1111.8207934195714,-0.011678836210625109,21.0,True,1,exit_resonance
SH600570,2019-02-11,2019-03-14,closed,right,205.58554704967128,93802.78931884764,123407.46307453566,29604.67375568801,188.57053879255065,29416.10321689546,0.3129660349786325,31.0,True,1,exit_resonance
SZ002268,2019-02-11,2019-03-25,closed,right,207.207859096635,96027.59967193603,114144.36227983687,18116.762607900848,177.19595086536873,17939.56665703548,0.18647268611611337,42.0,True,1,exit_resonance
SZ002916,2019-02-11,2019-03-11,closed,right,208.54989384882958,90343.79752807617,97726.10645700528,7382.308928929109,154.14707765252973,7228.16185127658,0.07987100572026719,28.0,True,1,exit_resonance
SZ000600,2019-02-18,2019-03-15,closed,right,209.54770753651732,97219.20029754638,101686.1524584017,4466.952160855319,161.35775828518612,4305.594402570133,0.044214106886731844,25.0,True,1,exit_resonance
SZ002714,2019-02-18,2019-03-15,closed,right,213.52440692567146,93174.39664306641,107059.71201983321,13885.315376766797,167.12994461870306,13718.185432148095,0.14696765666523803,25.0,True,1,exit_resonance
SZ000547,2019-02-25,2019-03-12,closed,right,209.45667062795107,103646.20231170655,108349.46396709482,4703.261655388269,171.94816385073523,4531.313491537534,0.04364664050342889,15.0,False,0,exit_resonance
SZ000723,2019-03-04,2019-03-11,closed,right,219.15296165499026,105661.19489974975,96411.75127959826,-9249.44362015149,157.03363513340267,-9406.477255284894,-0.08889278705118403,7.0,False,0,exit_hard_stop
SH600640,2019-03-11,2019-03-21,closed,right,208.3933971698716,103965.39265670777,103923.73180536617,-41.66085134159948,166.29046914398836,-207.95132048558784,-0.0019970033542458104,10.0,True,1,exit_resonance
SH603160,2019-03-11,2019-03-26,closed,right,208.84337625162013,96002.00762939453,102156.02894205194,6154.021312657409,161.6034399134859,5992.417872743923,0.062314817487719,15.0,False,0,exit_resonance
SZ002049,2019-03-11,2019-03-15,closed,right,211.93594578495606,102699.59473571778,91076.35439546076,-11623.24034025702,149.20913913481434,-11772.449479391835,-0.11446364990026199,4.0,False,0,exit_hard_stop
SZ002242,2019-03-11,2019-03-28,closed,right,206.92249682935835,103519.60363922118,114892.03874721998,11372.435107998797,180.41553146315232,11192.019576535646,0.10792688049665852,17.0,False,0,exit_resonance
SZ002273,2019-03-11,2019-03-20,closed,right,213.9124803833589,104270.39670410157,99165.75152016111,-5104.645183940462,160.1965959874399,-5264.841779927901,-0.05041474546447314,9.0,True,1,exit_resonance
SH600648,2019-03-18,2019-03-29,closed,right,208.88328509296375,104441.80450134276,102470.99900267264,-1970.8054986701172,164.54484005387727,-2135.3503387239944,-0.02041320007980583,11.0,False,0,exit_resonance
SH600748,2019-03-18,2019-03-25,closed,right,220.0,104917.19788284303,99545.11819323144,-5372.0796896115935,160.88381301605378,-5532.963502627647,-0.052655733844118036,7.0,False,0,exit_resonance
SZ000401,2019-03-18,2019-03-27,closed,right,211.92391415866706,104322.19069213867,102644.12363877994,-1678.0670533587254,164.73401793805553,-1842.801071296781,-0.017636666754333723,9.0,False,0,exit_resonance
SZ002422,2019-03-18,2019-04-16,closed,right,208.0307884164048,104640.20187683105,113206.12834426627,8565.926467435216,178.56002741059547,8387.36644002462,0.08001779726884192,29.0,True,1,exit_resonance
SZ002444,2019-03-18,2019-03-26,closed,right,211.16095103963502,104482.00778198242,102145.92862479665,-2336.07915718577,164.13430954683037,-2500.2134667326004,-0.023892074918020166,8.0,False,0,exit_resonance
SH600064,2019-03-25,2019-03-27,closed,right,220.0,105006.79969863892,93596.15707573594,-11410.642622902975,153.1770441080484,-11563.819667011023,-0.1099640759269053,2.0,False,0,exit_hard_stop
SH600259,2019-03-25,2019-03-28,closed,right,220.0,104360.39382019044,97078.34934760282,-7282.044472587615,157.5099722979408,-7439.554444885556,-0.07117971347431704,3.0,True,1,exit_hard_stop
SH600895,2019-03-25,2019-03-27,closed,right,220.0,103527.9966430664,93471.22705863655,-10056.769584429858,152.5709941691474,-10209.340578599005,-0.09846918097825355,2.0,False,0,exit_hard_stop
SZ002831,2019-03-25,2019-03-28,closed,right,213.60903327775017,104403.60686645508,100785.79103770775,-3617.8158287473343,162.3426104089566,-3780.158439156291,-0.03615095026696695,3.0,False,0,exit_resonance
SH600655,2019-04-01,2019-04-16,closed,right,208.41616568764485,100716.00160217285,105455.16474604401,4739.163143871163,167.3065146505091,4571.856629220654,0.04531826636698335,15.0,True,1,exit_resonance
SH603233,2019-04-01,2019-04-09,closed,right,207.47247344473254,99603.9984741211,94926.87701480254,-4677.121459318558,153.2861396614796,-4830.407598980038,-0.04842160266973289,8.0,True,1,exit_resonance
SH603833,2019-04-01,2019-04-12,closed,right,213.6136302447802,100025.59902343749,98790.21629594383,-1235.382727493663,158.4349608917582,-1393.8176883854212,-0.013912573021400214,11.0,True,1,exit_resonance
SH603899,2019-04-01,2019-04-09,closed,right,207.68482816232228,99959.40123596192,95681.30258127642,-4278.098654685498,154.37351372644792,-4432.472168411946,-0.04427434865476135,8.0,True,1,exit_resonance
SZ000090,2019-04-01,2019-04-18,closed,right,214.10908981855675,101238.99336242676,114693.0758424549,13454.08248002814,179.4726966039194,13274.609783424221,0.1308894750557332,17.0,True,1,exit_resonance
SZ000596,2019-04-01,2019-04-10,closed,right,220.0,96031.79725341797,95586.91191916438,-444.88533425358764,153.0725246709391,-597.9578589245267,-0.006216755923297436,9.0,False,0,exit_resonance
SZ000600,2019-04-01,2019-04-08,closed,right,200.0,101498.39103736877,100556.58343923808,-941.8075981306902,161.17307578222014,-1102.9806739129103,-0.010849748211444726,7.0,False,0,exit_resonance
SZ002004,2019-04-01,2019-04-15,closed,right,208.18702132039084,101183.99675750732,100782.8309917414,-401.1657657659234,161.372879316516,-562.5386450824394,-0.005550708898673166,14.0,False,0,exit_resonance
SH601021,2019-04-08,2019-04-15,closed,right,209.76647380151468,99824.59473571778,97062.89458247906,-2761.700153238722,156.12914137793808,-2917.8292946166603,-0.029183918474159968,7.0,True,1,exit_resonance
SZ000858,2019-04-08,2019-04-16,closed,right,220.0,94186.80137329102,88388.30666044046,-5798.494712850559,143.1608390705599,-5941.655551921119,-0.06298799885602506,8.0,True,1,exit_resonance
SH600575,2019-04-15,2019-04-19,closed,right,212.4275492056049,101683.20568199157,99231.20338606431,-2452.002295927261,159.50552610648106,-2611.507822033742,-0.025642559895107022,4.0,False,0,exit_resonance
SH600705,2019-04-15,2019-04-18,closed,right,213.49817627715333,101260.80302124024,92707.55972941042,-8553.243291829815,150.8980685546056,-8704.14136038442,-0.08582975403082282,3.0,False,0,exit_resonance
SH601018,2019-04-15,2019-04-30,closed,right,212.99766159852044,101393.20157165527,105752.14922635365,4358.947654698379,167.8957544657563,4191.051900232623,0.04126631171357681,15.0,False,0,exit_resonance
SZ000031,2019-04-15,2019-04-23,closed,right,212.56320403485853,101689.20053787231,100092.39709156778,-1596.8034463045333,160.62687638039978,-1757.4303226849331,-0.017255113408655626,8.0,True,1,exit_resonance
SZ002002,2019-04-15,2019-04-26,closed,right,220.0,101200.20432014465,91790.30938423176,-9409.89493591289,149.68746349554468,-9559.582399408433,-0.0943225713532684,11.0,False,0,exit_resonance
SZ002048,2019-04-15,2019-04-17,closed,right,209.95512186694262,101098.79736785889,95419.15178757072,-5679.645580288168,154.3745365341996,-5834.0201168223675,-0.057618146741428115,2.0,False,0,exit_resonance
