date,equity,cash,market_value,positions,gross_traded,benchmark_value,daily_return,drawdown
2019-01-02,996718.782963169,621799.775553114,374919.007410055,4,378086.7984073639,0.986345112323761,-0.00328121703683093,0.0
2019-01-03,1002842.3156095389,621799.775553114,381042.540056425,4,0.0,0.9847840070724487,0.006143691431363507,0.0
2019-01-04,1009958.8535048021,668383.1389245747,341575.7145802274,4,46644.00057220459,1.0083768367767334,0.007096367778355761,0.0
2019-01-07,1024711.9644141785,190631.0579063074,834080.9065078711,9,477608.79837875365,1.0144984722137451,0.014607635606321612,0.0
2019-01-08,1020331.9476635233,190631.0579063074,829700.8897572159,9,0.0,1.0123063325881958,-0.004274388221044423,-0.004274388221044423
2019-01-09,1025942.701416056,237844.8011063614,788097.9003096946,9,47275.200961303715,1.02252995967865,0.005498949401105069,0.0
2019-01-10,1028297.2362634393,286257.0383069318,742040.1979565076,9,48475.25503211212,1.0206068754196167,0.0022949964399896494,0.0
2019-01-11,1032198.8270168758,381688.66564930405,650510.1613675718,8,95555.8499473038,1.0279440879821777,0.0037942246811961677,0.0
2019-01-14,1024794.3635224534,236247.33851207758,788547.0250103758,10,244470.4060501099,1.0189759731292725,-0.007173485670219026,-0.007173485670219026
2019-01-15,1029383.3247922063,283633.725387571,745749.5994046354,9,47448.069365668765,1.0389750003814697,0.004477933752464969,-0.0027276743113596735
2019-01-16,1019661.1858815787,432903.9497404328,586757.2361411459,8,149464.52823957324,1.039194107055664,-0.009444624443076255,-0.012146536894962146
2019-01-17,1016810.9322867068,527520.5234055879,489290.4088811189,7,94739.73532107245,1.0334711074829102,-0.002795294784519675,-0.014907878528249374
2019-01-18,1022048.6179248546,573350.6880830986,448697.929841756,6,45889.8214453897,1.052320957183838,0.00515109099620803,-0.009833579370900902
2019-01-21,1021045.6567847717,189685.02330376202,831360.6334810096,10,383550.59959945676,1.0581237077713013,-0.0009813242956282497,-0.010805253736179465
2019-01-22,1012845.790259077,189685.02330376202,823160.7669553149,10,0.0,1.0440667867660522,-0.008030851971415065,-0.018749330314325574
2019-01-23,1015688.3527935919,472925.5572011528,542762.7955924391,8,283609.2258910491,1.0433127880096436,0.002806510686871544,-0.01599543982335294
