trade_date,observation_date,temperature,market_height,recent_60d_gain,rank,buy_eligible,symbol,report_date,notice_date,quarter_operating_cash_flow,quarter_deducted_parent_net_profit,quarter_net_profit,quarter_roe,quarter_roa,previous_quarter_net_profit,net_profit_yoy,pb,paused,is_st,cash_profit_ratio,score
2018-09-28,2018-09-28,cold,0.17508326965391985,0.11857829352464311,3,True,SZ000415,2018-06-30,2018-08-31,4659030000.0,700218000.0,804844000.0,2.0770213900143815,0.27562693351886,718777000.0,11.974089321166371,0.72946109,False,False,6.653684995244338,0.37785008316051505
2018-10-31,2018-10-31,cold,0.07238492008049101,0.13237466184371782,1,True,SZ000898,2018-09-30,2018-10-30,5329000000.0,2410000000.0,2418000000.0,4.669877933182443,2.6211240047479416,1974000000.0,22.49240121580547,0.83054092,False,False,2.211203319502075,3.155923978734174
2018-10-31,2018-10-31,cold,0.07238492008049101,0.13237466184371782,2,True,SH600682,2018-09-30,2018-10-30,2281863811.79,378191199.08000016,563852486.22,5.161297511513903,2.5801346578745767,299005277.02,88.5760986694174,0.92069771,False,False,6.033624836698828,2.8023689315731835
2018-10-31,2018-10-31,cold,0.07238492008049101,0.13237466184371782,3,True,SH600019,2018-09-30,2018-10-30,17282575696.72,5519000000.0,6280810648.18,3.191176624315359,1.7902456848386334,5780918786.68,8.647273555404666,0.99657646,False,False,3.1314686893857586,1.7963957174330945
2018-10-31,2018-10-31,cold,0.07238492008049101,0.13237466184371782,4,True,SH600297,2018-09-30,2018-10-30,3623404606.8600006,952094793.5999999,1214234714.58,2.2811725490650208,0.9046014175554768,1071588873.5100002,13.311620211468034,0.946034574508667,False,False,3.8057183289065315,0.956203337521032
2018-10-31,2018-10-31,cold,0.07238492008049101,0.13237466184371782,5,True,SZ000959,2018-09-30,2018-10-18,3128142963.9699993,713095664.56,1045131342.0500002,1.9336360965487145,0.7627821782163245,1168589796.6299999,-10.564738365509552,0.83171641,False,False,4.386708711656733,0.9171181054565517
2018-10-31,2018-10-31,cold,0.07238492008049101,0.13237466184371782,6,False,SH600820,2018-09-30,2018-10-27,2156732569.31,424057141.63,444848679.13,2.129091200927056,0.6228644230267288,404237818.74,10.04627932057003,0.89986475,False,False,5.08594799516854,0.6921755997517726
2018-11-30,2018-11-30,cold,0.08112963309061402,0.12957277832104475,1,True,SZ000898,2018-09-30,2018-10-30,5329000000.0,2410000000.0,2418000000.0,4.669877933182443,2.6211240047479416,1974000000.0,22.49240121580547,0.78503183,False,False,2.211203319502075,3.338876087034511
2018-11-30,2018-11-30,cold,0.08112963309061402,0.12957277832104475,2,True,SH600019,2018-09-30,2018-10-30,17282575696.72,5519000000.0,6280810648.18,3.191176624315359,1.7902456848386334,5780918786.68,8.647273555404666,0.87542403,False,False,3.1314686893857586,2.0450040477397375
2018-11-30,2018-11-30,cold,0.08112963309061402,0.12957277832104475,3,True,SH600023,2018-09-30,2018-10-27,3522001271.04,1187176124.9,1551275728.9700003,2.046178570321144,1.3966812573703304,1616828555.58,-4.054408018943234,0.9893554,False,False,2.9667049371774303,1.4117083278368223
2018-11-30,2018-11-30,cold,0.08112963309061402,0.12957277832104475,4,True,SH600028,2018-09-30,2018-10-31,66299000000.0,17359000000.0,22498000000.0,2.137164570974096,1.3718025014146067,15712000000.0,43.189918533604896,0.98892887,False,False,3.819286825277954,1.3871599293229318
