annualized_return,maximum_drawdown
0.13963133917398318,0.23082079696555358
0.03780837823785621,0.41087962317306204
0.15982273064254793,0.24000789636997533
0.19635872069716376,0.23932812651409974
0.1439283777670557,0.3143094178794943
0.17534315444880155,0.1987391405829052
-0.001450877843656384,0.5623953616372639
0.058941555917292776,0.35387154863411785
0.1438174795376852,0.2418530413596397
0.20130867918155504,0.19370690581234318
0.07596180609096992,0.261939689486298
0.049316505078865314,0.2854376660999425
0.19302046294422848,0.26173417372406294
0.14313607529369565,0.23712553223266342
0.18153667207041924,0.2329813446592801
0.078443925531128,0.2679442097851703
0.24719912017271284,0.3048807234346508
0.10448832970446476,0.3448595731326163
0.11769013900396841,0.19352423167799437
0.21725243277550765,0.22217543158663544
0.15311095534921249,0.19954941669115023
0.14729686820213495,0.20444355250402457
0.1289753432995988,0.3970188752698808
0.1437039990697837,0.237553500197065
0.19537601244945568,0.2326489120718549
0.10887442058064756,0.2165481519756116
0.07299745291969506,0.309083080592632
0.08046127680543269,0.21138698769447595
0.09173590143371846,0.2210554130780451
0.14403912202748748,0.17812548305616271
0.1121810375500798,0.22764109091892049
0.16893327134743474,0.32581605963259275
0.12370761131407604,0.22582977540687832
0.14869342611283565,0.3457994009898936
0.19816731173309843,0.17447246425430907
0.0423109228492089,0.30607642828412884
0.13365589704299063,0.24261247325971536
0.18178605437947493,0.1931524976490725
0.11888034454886376,0.19528547220459314
0.07695572452161925,0.22168610899212748
0.04205088849172878,0.2997707763698223
0.11055058072947133,0.3370495646776879
0.18435091417572624,0.12499857990674135
0.16082613973670346,0.1861671074978679
0.12935354991964787,0.2587077257109879
0.12923889805249944,0.20510553002485254
0.08449513694465294,0.2486324551689686
0.07658472304086095,0.20871994254611115
0.13090215220236145,0.23887306695266453
0.16851172255163638,0.21383034021387204
0.04364954858367076,0.37941339477738867
0.08013149664861419,0.32255704571099375
0.04261661766881231,0.3777584991766265
0.13875524244835558,0.37994676622290924
0.11983923732075974,0.19530289917928445
0.08246102154080726,0.2922348112076256
0.10002397509795014,0.22669630783999373
0.11661712021839743,0.29748708879835917
0.15384942997136908,0.18846883492917765
0.17601660170012634,0.18039965710190675
0.15776257117788406,0.20334862231723605
0.14555269832023998,0.2530760386262674
0.12174106178730204,0.2469910301489473
0.21281096532021837,0.22739708115074442
0.1509799741237643,0.19881244828477462
0.15719128659842885,0.24499179928550707
0.1772154315298473,0.19007782193940204
0.08403164304583544,0.3113240916701159
0.09597800739354256,0.2501054690224902
0.2099260148658717,0.22111349628342647
0.15392613900599939,0.23836113027005557
0.15912007037955056,0.25771900039602325
0.2000218170529593,0.16665134007436067
0.1578870652011639,0.33563474014749894
0.08703670814653952,0.3111695590641964
0.07122317831567937,0.3606838498455127
0.11499778852774223,0.19203236214010644
0.16281065505061143,0.35695180291584916
0.08975239655121192,0.28499293944198933
0.10493471064408122,0.22157595438240785
0.1096318951381634,0.20079494416725363
0.0939287513100231,0.2717684918599107
0.12518602787475497,0.24314222987391698
0.1284191791422682,0.1933020743095003
0.18726741140940328,0.15972139093244275
0.02661030671998743,0.2196062126763193
0.05955832656321669,0.25420003650091416
0.10269391508653025,0.17918162488919243
0.19910968370904136,0.163377642998354
0.1510646481270308,0.17574360957892154
0.0839097879527082,0.24355336828597562
0.14184870172402886,0.2094543908176444
0.10513264143648726,0.22658013064836124
0.18337566289029272,0.2094149631266986
0.18304906055608972,0.22684670104736304
0.10791451183890888,0.32933911112631387
0.08194030406955255,0.2284120437941376
0.12935027651393116,0.22205980983782092
0.13235810085120736,0.20532933430010347
0.0902204156965436,0.32483645558248864
0.21684755565710256,0.21369769563659424
0.179741559568813,0.19130015774523434
0.11913514725745733,0.38600360337217765
0.11210922353171604,0.2509671203290812
0.13807164636989233,0.2322942914504076
0.16910975672088502,0.18712381296881542
0.11230762641265923,0.19477612248754228
0.09164525433809256,0.3096228217132414
0.29758815092671487,0.20589016271122662
0.03863172302500173,0.332842169936588
0.08279888091903054,0.2616833905517424
0.19636335348514677,0.2061031480832941
0.19934556417058813,0.2566642726144289
0.0759310821006618,0.26418565568167574
0.07143293818513974,0.24049604725552698
0.09937774109283404,0.25692465593132385
0.1570332903180185,0.1999526597684952
0.061276606905278364,0.237827978748959
0.16308209307918942,0.20454619833154586
0.14985525860497062,0.24447535759600192
0.2305265000954071,0.18924841463192887
0.21547608739217283,0.1777303335501026
0.11221545785304277,0.30930788200048265
0.11907859118349617,0.22670613641912674
0.0507284307052438,0.37159829679084533
0.14310917238553622,0.2285612510730658
0.3012873481067804,0.21025600664619115
0.06992521674017316,0.25743359375897146
0.2378637534789878,0.24920505341300525
0.10363038252185608,0.22556386887016244
0.15280940412650557,0.3004301463765513
0.06090998031296779,0.3047293577343627
0.13714301011003527,0.28519420724055555
0.1520091933057124,0.20977452777721406
0.16409971799336098,0.23082580851506762
0.1553179853204465,0.19536590482653693
0.1289244576909967,0.19613146861235986
0.1722224499314846,0.23442805280931878
0.10541667213944383,0.26894287302709263
0.1936177649752706,0.20157158729737767
0.14537357622736224,0.21532504586348544
0.11738575888070657,0.17885509225579999
0.10863837362437634,0.3653928274379583
0.08153475286413814,0.29785404403851146
0.11835891659753428,0.283305080098873
0.08187419917225025,0.2987951920201928
0.091562913992975,0.17952606414334737
0.09748483323789503,0.2624641389646172
0.18190179857826538,0.22402899536123988
0.11911988164744813,0.23743832676226373
0.09954849180293612,0.3366724740048229
0.15997210809044127,0.2047026850995043
0.17283396334880075,0.1769896734851527
0.12897008308931368,0.2759407739183344
0.08738576613862348,0.30416721008933445
0.14741706021444778,0.29685797806705294
0.10143150697411607,0.3185630344876228
0.10214036782249214,0.29782889786304356
0.14792780097604075,0.30170395474935896
0.15180164517940353,0.23912224515036418
