trade_date,symbol,shares,available_shares,average_cost,close,market_value
2020-05-15,SH510300,224900,224900,4.445601257093946,4.412644402108277,992403.7260341514
2020-05-18,SH510300,224900,224900,4.445601257093946,4.426214810315683,995455.710839997
2020-05-19,SH510300,224900,224900,4.445601257093946,4.459009963483581,1002831.3407874573
2020-05-20,SH510300,224900,224900,4.445601257093946,4.440916085873706,998762.0277129965
2020-05-21,SH510300,224900,224900,4.445601257093946,4.411513534757659,992149.3939669975
2020-05-22,SH510300,224900,224900,4.445601257093946,4.314258942604581,970276.8361917702
2020-05-25,SH510300,224900,224900,4.445601257093946,4.316520677305816,970785.5003260779
2020-05-26,SH510300,224900,224900,4.445601257093946,4.3685405754342055,982484.7754151528
2020-05-27,SH510300,224900,224900,4.445601257093946,4.348184963123097,977906.7982063844
2020-05-28,SH510300,224900,224900,4.445601257093946,4.353839299876182,979178.4585421534
2020-05-29,SH510300,224900,224900,4.445601257093946,4.371933177486057,983247.7716166143
2020-06-01,SH510300,224900,224900,4.445601257093946,4.487281647249011,1009189.6424663026
2020-06-02,SH510300,224900,224900,4.445601257093946,4.4997211881058,1011987.2952049945
2020-06-03,SH510300,224900,224900,4.445601257093946,4.498590320755183,1011732.9631378407
2020-06-04,SH510300,224900,224900,4.445601257093946,4.500852055456417,1012241.6272721483
2020-06-05,SH510300,224900,224900,4.445601257093946,4.526862004520613,1018091.2648166858
2020-06-08,SH510300,224900,224900,4.445601257093946,4.548348484182339,1022923.5740926082
2020-06-09,SH510300,224900,224900,4.445601257093946,4.5788819026490035,1029790.5399057609
2020-06-10,SH510300,224900,224900,4.445601257093946,4.568704096493448,1027501.5513013765
2020-06-11,SH510300,224900,224900,4.445601257093946,4.526862004520613,1018091.2648166858
2020-06-12,SH510300,224900,224900,4.445601257093946,4.538170678026784,1020634.5854882237
2020-06-15,SH510300,224900,224900,4.445601257093946,4.473711239041605,1006137.657660457
2020-06-16,SH510300,224900,224900,4.445601257093946,4.54382501477987,1021906.2458239928
2020-06-17,SH510300,224900,224900,4.445601257093946,4.548348484182339,1022923.5740926082
2020-06-18,SH510300,224900,224900,4.445601257093946,4.583405372051472,1030807.8681743761
2020-06-19,SH510300,224900,224900,4.445601257093946,4.642210474283567,1044033.1356663741
2020-06-22,SH510300,224900,224900,4.445601257093946,4.646733943686034,1045050.4639349892
2020-06-23,SH510300,224900,224900,4.445601257093946,4.668220423347761,1049882.7732109115
2020-06-24,SH510300,224900,224900,4.445601257093946,4.70893164796998,1059038.7276284485
2020-06-29,SH510300,224900,224900,4.445601257093946,4.668220423347761,1049882.7732109115
2020-06-30,SH510300,224900,224900,4.445601257093946,4.724763790878621,1062599.3765686017
2020-07-01,SH510300,224900,224900,4.445601257093946,4.831065321836637,1086506.5908810596
2020-07-02,SH510300,224900,224900,4.445601257093946,4.941890322197121,1111431.1334621327
2020-07-03,SH510300,224900,224900,4.445601257093946,5.040275781700816,1133558.0233045137
2020-07-06,SH510300,224900,224900,4.445601257093946,5.410069405352638,1216724.6092638082
2020-07-07,SH510300,224900,224900,4.445601257093946,5.355787772523013,1204516.6700404256
2020-07-08,SH510300,224900,224900,4.445601257093946,5.425901548261279,1220285.2582039617
2020-07-09,SH510300,224900,224900,4.445601257093946,5.509585732206951,1239105.8311733431
2020-07-10,SH510300,224900,224900,4.445601257093946,5.4112002727032555,1216978.941330962
2020-07-13,SH510300,224900,224900,4.445601257093946,5.524287007764974,1242412.1480463427
2020-07-14,SH510300,224900,224900,4.445601257093946,5.475659711688435,1231475.869158729
2020-07-15,SH510300,224900,224900,4.445601257093946,5.410069405352638,1216724.6092638082
2020-07-16,SH510300,224900,224900,4.445601257093946,5.1522316494119185,1158736.8979527405
2020-07-17,SH510300,224900,224900,4.445601257093946,5.207644149592162,1171199.1692432773
2020-07-20,SH510300,224900,224900,4.445601257093946,5.3456099663674586,1202227.6814360414
2020-07-21,SH510300,224900,224900,4.445601257093946,5.359180374574865,1205279.666241887
2020-07-22,SH510300,224900,224900,4.445601257093946,5.419116344157575,1218759.2658010386
2020-07-23,SH510300,224900,224900,4.445601257093946,5.389713793041529,1212146.6320550398
2020-07-24,SH510300,224900,224900,4.445601257093946,5.1499699147106845,1158228.233818433
2020-07-27,SH510300,224900,224900,4.445601257093946,5.181634200527966,1165349.5316987394
2020-07-28,SH510300,224900,224900,4.445601257093946,5.221214557799567,1174251.1540491227
2020-07-29,SH510300,224900,224900,4.445601257093946,5.370489048081036,1207822.986913425
2020-07-30,SH510300,224900,224900,4.445601257093946,5.330908690809435,1198921.364563042
2020-07-31,SH510300,224900,224900,4.445601257093946,5.371619915431654,1208077.318980579
2020-08-03,SH510300,224900,224900,4.445601257093946,5.456434966727943,1227152.2240171144
2020-08-04,SH510300,224900,224900,4.445601257093946,5.4609584361304115,1228169.5522857294
2020-08-05,SH510300,224900,224900,4.445601257093946,5.463220170831646,1228678.2164200372
2020-08-06,SH510300,224900,224900,4.445601257093946,5.442864558520537,1224100.2392112687
2020-08-07,SH510300,224900,224900,4.445601257093946,5.388582925690911,1211892.2999878859
2020-08-10,SH510300,224900,224900,4.445601257093946,5.406676803300786,1215961.6130623468
2020-08-11,SH510300,224900,224900,4.445601257093946,5.353526037821778,1204008.0059061178
2020-08-12,SH510300,224900,224900,4.445601257093946,5.317338282602028,1195869.3797571962
2020-08-13,SH510300,224900,224900,4.445601257093946,5.300375272342771,1192054.3987498893
2020-08-14,SH510300,224900,224900,4.445601257093946,5.403284201248934,1215198.6168608854
2020-08-17,SH510300,224900,224900,4.445601257093946,5.515240068960036,1240377.491509112
2020-08-18,SH510300,224900,224900,4.445601257093946,5.507323997505717,1238597.1670390356
2020-08-19,SH510300,224900,224900,4.445601257093946,5.42137807885881,1219267.9299353464
2020-08-20,SH510300,224900,224900,4.445601257093946,5.3637038439773335,1206296.9945105023
2020-08-21,SH510300,224900,224900,4.445601257093946,5.408938538002022,1216470.2771966546
2020-08-24,SH510300,224900,224900,4.445601257093946,5.442864558520537,1224100.2392112687
2020-08-25,SH510300,224900,224900,4.445601257093946,5.453042364676091,1226389.227815653
2020-08-26,SH510300,224900,224900,4.445601257093946,5.386321190989677,1211383.6358535783
2020-08-27,SH510300,224900,224900,4.445601257093946,5.4270324156118965,1220539.5902711155
2020-08-28,SH510300,224900,224900,4.445601257093946,5.560474762984724,1250550.7741952646
2020-08-31,SH510300,224900,224900,4.445601257093946,5.5118474669081845,1239614.4953076506
2020-09-01,SH510300,224900,224900,4.445601257093946,5.55029695682917,1248261.7855908803
2020-09-02,SH510300,224900,224900,4.445601257093946,5.5457734874267,1247244.457322265
2020-09-03,SH510300,224900,224900,4.445601257093946,5.523156140414358,1242157.815979189
2020-09-04,SH510300,224900,224900,4.445601257093946,5.4609584361304115,1228169.5522857294
2020-09-07,SH510300,224900,224900,4.445601257093946,5.351264303120544,1203499.3417718103
2020-09-08,SH510300,224900,224900,4.445601257093946,5.378405119535357,1209603.3113835016
2020-09-09,SH510300,224900,224900,4.445601257093946,5.252878843616848,1181372.451929429
2020-09-10,SH510300,224900,224900,4.445601257093946,5.257402313019317,1182389.7801980444
2020-09-11,SH510300,224900,224900,4.445601257093946,5.298113537641536,1191545.7346155813
