window_end,window_start,trading_days,total_return,annualized_return,maximum_drawdown,sharpe,sortino,calmar,annualized_volatility,turnover,annualized_turnover,transaction_cost,average_cash_ratio,average_risk_weight,longest_underwater_trading_days,worst_rolling_three_year_return,positive_day_ratio
2023-03-31,2020-02-24,756,-0.045763589961632434,-0.015493333685115962,0.3562416294073725,-0.007674416648961468,-0.012091968004307153,-0.04349108135085159,0.16906093759017216,71.20935592540239,23.73645197513413,177768.85488900405,0.009542772159990833,0.5740147615293588,375,,0.5238095238095238
2023-04-28,2020-03-20,756,0.07342870612671937,0.023900452831680186,0.3562416294073729,0.22331398081937126,0.3582147100205319,0.0670905667915338,0.17236691034154938,73.03252348374332,24.344174494581107,182415.50522003713,0.009529507616244106,0.5752265228665736,394,,0.5291005291005291
2023-05-31,2020-04-20,756,0.02421877516986415,0.008008615909161909,0.3562416294073725,0.1328229849148687,0.2136570707415605,0.022480853578187035,0.17353986637998187,73.6858208402353,24.56194028007843,184184.7186400371,0.009750734126729497,0.5757851340523319,414,,0.5264550264550265
2023-06-30,2020-05-21,756,0.030172284577170805,0.009957938508206032,0.35624162940737225,0.14443085734931865,0.23286029622056897,0.027952764882564724,0.1762174338743669,73.0871039505112,24.362367983503734,182859.14341482156,0.009658012849678701,0.5713590887922989,434,,0.5264550264550265
2023-07-31,2020-06-19,756,-0.031166593290052114,-0.010498701429880852,0.35624162940737336,0.028817598844390807,0.04641393885869257,-0.029470731557527382,0.1768269422627333,73.81114822586066,24.603716075286886,184683.65278968454,0.009349029091564277,0.5689101284432284,455,,0.5238095238095238
2023-08-31,2020-07-24,756,-0.20491461826315172,-0.0735871091139888,0.3562416294073719,-0.36287533864265226,-0.5822104315958538,-0.20656515982257637,0.1705175393175105,73.2816298971009,24.4272099657003,182629.90567968192,0.009146204526436538,0.568120074972903,478,,0.5132275132275133
2023-09-28,2020-08-21,756,-0.17104187582186237,-0.06061375353329279,0.35624162940737214,-0.29007069803341406,-0.46936761941164223,-0.170147867429551,0.16728890103726826,71.85543336139115,23.951811120463717,178174.68039102788,0.009098776170822755,0.5760423589462668,498,,0.5119047619047619
2023-10-31,2020-09-15,756,-0.16776858133298422,-0.059378930633444016,0.35624162940737325,-0.2836311206063398,-0.45892006512465067,-0.16668161644169435,0.16676559080709338,73.28791484473504,24.429304948245015,180986.0775725013,0.008991316850155721,0.5811285647062713,515,,0.5132275132275133
2023-11-30,2020-10-23,756,-0.19432438053962064,-0.06949208017957864,0.35624162940737236,-0.3499633888024593,-0.5646986953782157,-0.19507007166788046,0.16627032294809255,73.78420428397439,24.594734761324798,181256.65270034305,0.009091476376984537,0.5909503386408581,537,,0.5119047619047619
2023-12-29,2020-11-23,756,-0.21566849886242212,-0.07778279690193957,0.3562416294073729,-0.4093261014804933,-0.6565463624385828,-0.21834280578419604,0.16466312557073534,74.15817022149214,24.719390073830713,181036.0323802731,0.009103759248926903,0.5981959121901477,558,,0.5119047619047619
2024-01-31,2020-12-23,756,-0.24313528380999938,-0.0886761143694692,0.36301544537562913,-0.48058921998674264,-0.7709640570249182,-0.24427642266766877,0.1648866235568108,74.82460401747628,24.941534672492093,181382.1447647533,0.009318500774742257,0.6078313997212079,580,,0.5092592592592593
2024-02-29,2021-01-14,756,-0.25984563464798394,-0.09543294098092803,0.36301544537562735,-0.5330140461322019,-0.8495771851540541,-0.2628894781107166,0.16315483900044467,74.50680801659419,24.835602672198064,179537.097418169,0.009333300026948656,0.6115659274005999,595,,0.5105820105820106
2024-03-29,2021-02-19,756,-0.26238794617677186,-0.09646980996844945,0.36301544537562835,-0.5544909789555015,-0.885269148902589,-0.26574574497409553,0.15986595611801213,72.40657053413706,24.13552351137902,173076.51510574232,0.009099414119298634,0.6162208593712151,616,,0.5119047619047619
2024-04-30,2021-03-19,756,-0.1974778418703036,-0.0707076882920038,0.36301544537562735,-0.3908703160610545,-0.6315342786493209,-0.19477873240032412,0.15633028231556342,70.63127749412958,23.543759164709858,167812.85568975587,0.009152594342355264,0.621066084931625,636,,0.5171957671957672
2024-05-31,2021-04-19,756,-0.21413447470972657,-0.07718195310360254,0.3630154453756277,-0.4400534079322313,-0.7120880289272707,-0.2126134138004488,0.15515760137449544,71.39539118783047,23.798463729276822,168695.05145958217,0.008864516344339216,0.6251732493497023,656,,0.5145502645502645
2024-06-28,2021-05-19,756,-0.2444696492033046,-0.08921198925893092,0.36301544537562846,-0.5355572286449839,-0.8631746662544412,-0.24575259922238088,0.1526886281885702,69.90036998632173,23.30012332877391,164029.46228140802,0.00869317533139756,0.6311411748025064,675,,0.5092592592592593
2024-07-31,2021-06-22,756,-0.2705126205982692,-0.09979947702546632,0.363015445375629,-0.6256508762051805,-1.0095704527554443,-0.2749179912226576,0.15002918157749254,70.48498985584348,23.494996618614493,163950.4729784992,0.009349225739927846,0.6292753840395743,698,,0.5026455026455027
2024-08-30,2021-07-22,756,-0.3253014603284641,-0.12292528692206328,0.3630154453756276,-0.8237887893325857,-1.3093993621639195,-0.3386227459133791,0.14620430822344554,69.18885348586322,23.062951161954405,159223.07590161034,0.009563259372677426,0.6295123415838334,720,,0.49603174603174605
2024-09-30,2021-08-18,756,-0.2529377873582227,-0.0926275478641253,0.3707520054393636,-0.613103090084501,-0.9764673922506145,-0.24983694357730055,0.14205319280511902,68.37931698405222,22.79310566135074,155834.8774374242,0.009265133322572346,0.6301115337690059,739,,0.503968253968254
2024-10-31,2021-09-13,756,-0.31300924723058754,-0.11763088758560536,0.3674373854694496,-0.7923771617899003,-1.273282368196561,-0.32013859296140057,0.1447053283858604,68.10410752935404,22.701369176451347,153876.3802177494,0.008881261305756267,0.6257677762602825,755,,0.49603174603174605
2024-11-29,2021-10-21,756,-0.2598924448083272,-0.09545201079650967,0.3358286688154455,-0.6148069382230932,-1.0004238128132352,-0.2842282975220477,0.1458713343311417,68.3653247429567,22.788441580985566,152948.7390877494,0.008915649942250558,0.6244994846197787,755,,0.4947089947089947
2024-12-31,2021-11-22,756,-0.23442193134847866,-0.08519226524643331,0.32525426755559805,-0.543916814684607,-0.8877454390573408,-0.2619251267221906,0.14451730041549765,67.7840450983857,22.5946816994619,150279.3651077494,0.009134925093768138,0.6191783235355752,750,,0.4947089947089947
2025-01-27,2021-12-16,756,-0.23397549925650896,-0.08501448230055009,0.30842699249182404,-0.5440983591382662,-0.8899287506030045,-0.2756389173778417,0.14419781306363327,68.65560324391875,22.88520108130625,151076.0576277494,0.009340334541593427,0.6161940427019181,755,,0.4947089947089947
2025-02-28,2022-01-12,756,-0.1271724854153602,-0.04432664847206014,0.23589045797870956,-0.2457462273871463,-0.40912427578964083,-0.18791200310468203,0.14298588096755124,67.24759029219861,22.41586343073287,147272.15440774936,0.008758752078695807,0.6084654453317301,751,,0.4973544973544973
2025-03-31,2022-02-17,756,-0.08804889802406402,-0.030255814801875003,0.21110601678415608,-0.14600163539213337,-0.2444579355178522,-0.14332047595218406,0.14176792574974517,66.07544187979273,22.025147293264244,144268.027135179,0.008783806337623871,0.603565550103277,717,,0.4973544973544973
2025-04-30,2022-03-18,756,-0.09183773727208577,-0.03160066210998069,0.21110601678415575,-0.15852864158305977,-0.2678229873353942,-0.14969095903263915,0.14048959037940065,66.15424794778826,22.051415982596087,143931.9764355151,0.008909385284652552,0.6002714367196496,738,,0.4933862433862434
