single_side_total_cost_bp,trial,top_k,lookbacks,max_pair_corr,target_portfolio_vol,min_adv20,rank_buffer,initial_cash,trading_days,total_return,annualized_return,maximum_drawdown,sharpe,sortino,calmar,annualized_volatility,turnover,annualized_turnover,transaction_cost,average_cash_ratio,average_risk_weight,longest_underwater_trading_days,worst_rolling_three_year_return,positive_day_ratio
5,all_in_5bp,3,63/126/252,0.9,0.18,20000000.0,2,1000000.0,3053,1.461814408444834,0.07719642322803577,0.3315431409164429,0.5653415456556548,0.8999088228418125,0.23283975356766975,0.15203146959881636,229.3856970788472,18.933899660618895,196672.34329824385,0.009314005351218941,0.5683959688418909,1155,-0.2805245927831147,0.5280052407468064
10,all_in_10bp,3,63/126/252,0.9,0.18,20000000.0,2,1000000.0,3053,1.167848518760811,0.06594898453237463,0.3496709092193474,0.49324873339576514,0.7826688025146071,0.18860300583656806,0.15339320483258304,229.52403602876544,18.9453184013262,370874.1441884523,0.009450597935549143,0.5744401866497529,1177,-0.30884307071212347,0.5266950540452014
20,all_in_20bp,3,63/126/252,0.9,0.18,20000000.0,2,1000000.0,3053,0.7600306234336505,0.04776930639674992,0.4006543815347108,0.3781932128796837,0.598793226819355,0.11922821413750449,0.15537478590547155,230.6939787000475,19.0418875310881,670769.7276794814,0.009279786761416171,0.5852529103536748,1177,-0.36363754367679957,0.524729773992794
30,all_in_30bp,3,63/126/252,0.9,0.18,20000000.0,2,1000000.0,3053,0.40814434450694725,0.0286546645698742,0.4534731777791271,0.25798606994466217,0.40798193762591484,0.06318932623580883,0.15796855542289198,231.8252430808814,19.13526408659748,914120.60682073,0.008453854045221601,0.5985367209266647,1177,-0.4207966827949594,0.5185063871601703
