trade_date,symbol,net_pnl_contribution,return_contribution
2014-03-14,SH511010,94.56348930732617,9.531154274051773e-05
2014-03-17,SZ159902,1186.04923275405,0.0012015062462662654
2014-03-17,SZ159915,10980.00000000001,0.011123095247378596
2014-03-17,SH511010,105.99354773220517,0.00010737489317239406
2014-03-18,SZ159915,1647.0000000000014,0.0016479766799358023
2014-03-18,SH511010,-1131.1518127114653,-0.0011318225918734688
2014-03-19,SZ159915,-4666.499999999974,-0.004666858441754956
2014-03-19,SH511010,-457.27413705353115,-0.00045730926105314404
2014-03-20,SZ159915,-12352.500000000042,-0.0124170759961933
2014-03-20,SH511010,-300.8382480614955,-0.00030241096043240063
2014-03-21,SZ159915,0.0,0.0
2014-03-21,SH511010,1269.5374068197225,0.0012926156610657995
2014-03-24,SZ159915,-6313.4999999999745,-0.006419971247700984
2014-03-24,SH511010,48.13411968979153,4.894585640957641e-05
2014-03-25,SZ159915,0.0,0.0
2014-03-25,SH511010,-318.88854294518865,-0.00032634545388681433
2014-03-26,SZ159915,7137.000000000006,0.007306276453774814
2014-03-26,SH511010,-30.083824806183657,-3.0797357548116314e-05
2014-03-27,SZ159915,-14548.499999999982,-0.014785988390931815
2014-03-27,SH511010,-150.41912403074775,-0.0001528745521320254
2014-03-28,SZ159915,-10980.000000000011,-0.011328470997037212
2014-03-28,SH511010,-974.7159237195149,-0.0010056503708749406
2014-03-31,SZ159915,1372.4999999999707,0.0014337428327389967
2014-03-31,SH511010,-318.88854294518865,-0.00033311778716958523
2014-04-01,SZ159915,6588.000000000006,0.006874399460927391
2014-04-01,SH511010,-306.8550130227834,-0.0003201948901194122
2014-04-02,SZ159915,-7960.499999999976,-0.008252477588953224
2014-04-02,SH511010,-517.4417866658985,-0.0005364206705669563
2014-04-03,SZ159915,549.0000000000005,0.0005741828198309104
2014-04-03,SH511010,-18.05029488369314,-1.8878268151363162e-05
2014-04-04,SZ159915,5490.000000000005,0.005738641504561164
2014-04-04,SH511010,-583.6262012393831,-0.0006100585685941143
2014-04-08,SZ159915,1098.000000000001,0.0011418721150678393
2014-04-08,SH511010,451.2573720923285,0.00046928798716850794
2014-04-09,SZ159915,4941.000000000004,0.0051301590102897695
2014-04-09,SH511010,553.5423764332847,0.0005747339425291288
2014-04-10,SZ159915,3019.499999999972,0.003117313234650739
2014-04-10,SH511010,649.8106158128678,0.0006708604844146443
2014-04-11,SZ159915,-4941.000000000005,-0.005081807251661526
2014-04-11,SH511010,1546.3085950364075,0.001590374869775866
2014-04-14,SZ159915,2745.0000000000023,0.002833117890467548
2014-04-14,SH511010,583.6262012393831,0.0006023613231609866
2014-04-15,SZ159915,-1647.0000000000014,-0.001694050857771824
2014-04-15,SH511010,1955.4486124000618,0.002011311110604156
2014-04-16,SZ159915,-1372.4999999999707,-0.0014112613110228076
2014-04-16,SH511010,-1865.1971379815961,-0.0019178729021959579
2014-04-17,SZ159915,2470.499999999972,0.002548755509007245
2014-04-17,SH511010,3387.438673173108,0.0034947391134079134
2014-04-18,SZ159915,1921.5000000000323,0.001970456949914073
2014-04-18,SH511010,138.3855941083425,0.00014191145234388077
2014-04-21,SZ159915,-4117.500000000035,-0.004213507270195591
2014-04-21,SH511010,782.1794449600077,0.0008004174324071687
2014-04-22,SZ159915,-7137.000000000006,-0.00732842517516465
2014-04-22,SH511010,-2382.6389246474946,-0.002446544917852587
2014-04-23,SZ159915,-1647.0000000000014,-0.0017078694128560585
2014-04-23,SH511010,391.0897224800465,0.00040554351834003356
2014-04-24,SZ159915,-3568.4999999999727,-0.003705209117633252
2014-04-24,SH511010,-1997.565967128736,-0.0020740926536301904
2014-04-25,SZ159915,-6588.0000000000055,-0.006880148517838687
2014-04-25,SH511010,1744.8618387569468,0.0018222387057918764
2014-04-28,SZ159915,-1820.3467500000315,-0.0019107353644835796
2014-04-28,SH511010,-1244.0082730891609,-0.0013057790232006978
2014-04-29,SH511010,1126.3384007423156,0.001186081346526545
2014-04-30,SH511010,3244.2396670958715,0.003412272543080595
2014-05-05,SH511010,100.47937317609092,0.00010532422936046802
2014-05-05,SZ159915,5287.7628400000385,0.005542725124169518
2014-05-06,SH511010,497.28562404574603,0.0005183358675095959
2014-05-06,SZ159915,3957.19999999997,0.004124709413920778
2014-05-07,SH511010,-817.3775199832647,-0.0008480398579857496
2014-05-07,SZ159915,-8523.200000000008,-0.008842931376106523
2014-05-08,SH511010,891.6845672543601,0.0009341875754507335
2014-05-08,SZ159915,-1521.9999999999677,-0.0015945476035477877
2014-05-09,SH511010,2034.869909888448,0.0021332726822424165
2014-05-09,SZ159915,-6696.800000000006,-0.007020645609342267
2014-05-12,SH511010,-525.8652576116206,-0.000554002805860693
2014-05-12,SZ159915,6696.800000000006,0.007055126644300883
2014-05-13,SH511010,-188.62558153459332,-0.00019743484934872893
2014-05-13,SZ159915,-2130.799999999968,-0.002230313479060693
2014-05-14,SH511010,-725.9226925725798,-0.0007616741794975963
2014-05-14,SZ159915,2435.1999999999343,0.002555132910006179
2014-05-15,SH511010,485.85377061946105,0.0005088692950798786
2014-05-15,SZ159915,-9131.99999999994,-0.009564594706642962
2014-05-16,SH511010,40.01148699224041,4.2289848378893024e-05
2014-05-16,SZ159915,-6392.40000000004,-0.0067564004014563205
2014-05-19,SH511010,-365.81930964290166,-0.0003892636011734108
2014-05-19,SZ159915,304.4000000000342,0.0003239081072917299
2014-05-20,SH511010,85.73890069754242,9.1239619535401e-05
2014-05-20,SZ159915,5174.79999999997,0.005506797723443681
2014-05-21,SH511010,-302.9441157980102,-0.0003205853403183982
2014-05-21,SZ159915,4261.600000000004,0.004509764062266234
2014-05-22,SH511010,708.7749124329905,0.000746919740461094
2014-05-22,SZ159915,2435.200000000002,0.0025662575241654326
2014-05-23,SH511010,400.1148699219186,0.00042025585842748043
2014-05-23,SZ159915,8523.200000000008,0.008952240973318757
2014-05-26,SH511010,708.7749124329903,0.0007375406376389952
2014-05-26,SZ159915,5783.599999999971,0.00601832818434041
2014-05-27,SH511010,1594.7435529742888,0.0016483305298528527
2014-05-27,SZ159915,-3652.8000000000034,-0.0037755423109985006
2014-05-28,SH511010,17.147780139508484,1.7761767232477052e-05
2014-05-28,SZ159915,11262.800000000045,0.011666071663995418
2014-05-29,SH511010,965.9916145256176,0.0009890239628546921
2014-05-29,SZ159915,-8218.800000000041,-0.008414762637356847
2014-05-30,SH511010,617.3200850223054,0.0006367674508659067
2014-05-30,SZ159915,1217.600000000001,0.0012559579171092642
2014-06-03,SH511010,931.6960542466006,0.0009592316092137347
2014-06-03,SZ159915,-1217.600000000001,-0.0012535852245538323
2014-06-04,SH511010,2349.2458791126624,0.0024193881764349046
2014-06-04,SZ159915,2435.200000000002,0.0025079086610889987
2014-06-05,SH511010,-3486.715295033365,-0.0035732131527440735
2014-06-05,SZ159915,9132.000000000007,0.009358545149166432
2014-06-06,SH511010,405.8307966350611,0.0004135063087945299
2014-06-06,SZ159915,-1217.6000000000013,-0.0012406285717172266
2014-06-09,SH511010,200.0574349609593,0.0002040098792511473
2014-06-09,SZ159915,-8218.799999999974,-0.008381175115618826
2014-06-10,SH511010,-108.6026075502744,-0.00011166129300838466
2014-06-10,SZ159915,9132.00000000001,0.009389193784141266
2014-06-11,SH511010,468.70599047987156,0.00047747682621432114
2014-06-11,SZ159915,3957.19999999997,0.004031250581544338
2014-06-12,SH511010,-1034.5827350836516,-0.001049212139018533
2014-06-12,SZ159915,-913.199999999967,-0.0009261130046542084
2014-06-13,SH511010,-245.78484866626127,-0.0002497536871567122
2014-06-13,SZ159915,4870.400000000004,0.004949045331837115
2014-06-16,SH511010,2280.654758554628,0.0023066423029019416
2014-06-16,SZ159915,3957.19999999997,0.004002291397593336
2014-06-17,SH511010,-1211.77646319196,-0.0012179007265541706
2014-06-17,SZ159915,-3957.19999999997,-0.003977199509573792
2014-06-18,SH511010,74.30704727125743,7.507260141203643e-05
2014-06-18,SZ159915,-3957.2000000000376,-0.003997969361145982
2014-06-19,SH511010,-205.7733616741018,-0.0002087121138313236
2014-06-19,SZ159915,-14002.400000000012,-0.014202375268283057
2014-06-20,SH511010,508.717477472112,0.0005235273238720442
2014-06-20,SZ159915,4261.600000000003,0.004385664228600073
2014-06-23,SH511010,57.159267131586944,5.853593072036085e-05
2014-06-23,SZ159915,8218.800000000041,0.008416747301832441
2014-06-24,SH511010,1400.4020447265532,0.001422077790597541
2014-06-24,SZ159915,3044.0000000000027,0.00309111573414203
2014-06-25,SH511010,-171.47780139508484,-0.00017334961400344279
2014-06-25,SZ159915,-4261.600000000004,-0.004308118654583168
2014-06-26,SH511010,-1108.889782354909,-0.0011260404852594583
2014-06-26,SZ159915,8218.799999999974,0.008345916508128097
2014-06-27,SH511010,-451.5582103403631,-0.00045525537211586574
2014-06-27,SZ159915,608.8000000000005,0.0006137845890017804
2014-06-30,SH511010,-314.3759692242952,-0.0003168997047502779
2014-06-30,SZ159915,4566.000000000038,0.0046026547622583305
2014-07-01,SH511010,-571.5926713169224,-0.0005737224474832565
2014-07-01,SZ159915,2739.5999999999685,0.0027498078544356207
2014-07-02,SH511010,-445.8422836272206,-0.00044653181766480095
2014-07-02,SZ159915,2435.200000000002,0.002438966249523611
2014-07-03,SH511010,91.45482741068491,9.141413362279993e-05
2014-07-03,SZ159915,0.0,0.0
2014-07-04,SH511010,-11.43185342636599,-1.142572223038165e-05
2014-07-04,SZ159915,-2435.200000000002,-0.0024338939398272368
2014-07-07,SH511010,-581.1668485614521,-0.0005822790122029422
2014-07-07,SZ159915,-4154.054999999982,-0.004162004505287811
2014-07-07,SH510050,-254.15855320351358,-0.00025464492971095953
2014-07-07,SZ159902,-1159.636891686987,-0.0011618560581646642
2014-07-08,SZ159915,3291.1999999999816,0.00331793939207058
2014-07-08,SH510050,-791.7711937802337,-0.0007982039479065996
2014-07-08,SZ159902,1608.5351956516838,0.0016216037582598168
2014-07-09,SZ159915,-5420.800000000005,-0.005442302929173644
2014-07-09,SH510050,-4222.779700161628,-0.004239530388770036
2014-07-09,SZ159902,-6580.3712549389475,-0.006606473907136263
2014-07-10,SZ159915,-4065.599999999982,-0.004149312473216823
2014-07-10,SH510050,-263.9237312600613,-0.0002693580357377267
2014-07-10,SZ159902,-3509.531335967484,-0.0035817941134089057
2014-07-11,SZ159915,-580.800000000022,-0.0005975395185236985
2014-07-11,SH510050,1847.466118820678,0.001900712835965758
2014-07-11,SZ159902,1608.5351956518073,0.001654895568764063
2014-07-14,SZ159915,2468.1755400000347,0.0025318227184462955
2014-07-14,SH510050,-250.3844438464444,-0.0002568411415648175
2014-07-14,SZ159902,-418.59935009751706,-0.0004293938284890925
2014-07-14,SH511010,-123.49550474108901,-0.00012668010012346082
2014-07-15,SZ159915,-7921.80000000004,-0.008112136520854634
2014-07-15,SH511010,-453.66407807682094,-0.00046456423236724084
2014-07-16,SZ159915,-6454.800000000006,-0.006667070485446953
2014-07-16,SH511010,-1372.6246464888704,-0.001417764340987017
2014-07-17,SZ159915,-2053.7999999999693,-0.002138631088107844
2014-07-17,SH511010,-1797.2076939196313,-0.0018714403768639535
2014-07-18,SZ159915,-880.2000000000334,-0.0009202464345857705
2014-07-18,SH511010,-186.11859613410786,-0.00019458642865543651
2014-07-21,SZ159915,-194.81759999996717,-0.0002039085347906217
2014-07-21,SH511010,302.4427187179356,0.0003165558534335541
2014-07-21,SH510050,-743.8651418283805,-0.0007785767361473946
2014-07-22,SH511010,523.4585516270187,0.0005482502268967482
2014-07-22,SH510050,4507.05956406013,0.004720519744978377
2014-07-23,SH511010,52.34585516271011,5.453767621888554e-05
2014-07-23,SH510050,3004.7063760400706,0.003130519177878118
2014-07-24,SH511010,-232.648245167573,-0.00024162009833362201
2014-07-24,SH510050,8763.726930116956,0.009101691530484885
2014-07-25,SH511010,948.0415990579445,0.0009759548708394043
2014-07-25,SH510050,4006.2751680534275,0.004124232278488572
2014-07-28,SH511010,-576.1437523335861,-0.0005900975950910502
2014-07-28,SH510050,12770.002098170336,0.013079283593575988
2014-07-28,SZ159901,7316.109829691014,0.007493301452001164
2014-07-29,SH511010,-45.72741370535596,-4.591736010611274e-05
2014-07-29,SH510050,751.1765940099586,0.0007542968949148887
2014-07-29,SZ159901,3553.993971364015,0.0035687568522809574
2014-07-30,SH511010,335.33436717261935,0.000335293212644689
2014-07-30,SH510050,-2003.1375840267137,-0.0020028917452767363
2014-07-30,SZ159901,-710.7987942728275,-0.0007107115601814387
2014-07-31,SH511010,38.10617808780563,3.819233465187512e-05
2014-07-31,SH510050,6009.4127520801885,0.006022999797036562
2014-07-31,SZ159901,6397.189148455081,0.006411652940532667
2014-08-01,SH511010,931.6960542466275,0.0009222988910596576
2014-08-01,SH510050,-4256.6673660567785,-0.004213734268198132
2014-08-01,SZ159901,-5686.390354182252,-0.005629036952437655
2014-08-04,SH511010,-23.202149881769756,-2.3174861799326802e-05
2014-08-04,SH510050,9014.11912812026,0.009003517609417372
2014-08-04,SZ159901,1612.1627452900393,0.001610266678325163
2014-08-04,SZ159915,2279.724550000002,0.002277043362619323
2014-08-04,SH510500,1360.6389500000014,0.001359038700538986
2014-08-05,SH511010,194.94318474388592,0.00019198263407270232
2014-08-05,SH510050,-3255.098574043469,-0.003205664251521171
2014-08-05,SZ159915,6101.700000000026,0.006009035093278132
2014-08-05,SH510500,470.49999999998994,0.0004633546407373828
2014-08-06,SH511010,233.45048049575325,0.00022911269575158578
2014-08-06,SH510050,-3505.4907720467254,-0.0034403546268586206
2014-08-06,SZ159915,554.69999999998,0.0005443930210103464
2014-08-06,SH510500,846.9000000000112,0.0008311636010342257
2014-08-07,SH511010,-421.1735472861619,-0.00041410781861351615
2014-08-07,SH510050,-6259.804950083492,-0.006154788660228699
2014-08-07,SZ159915,-554.69999999998,-0.0005453941931183017
2014-08-07,SH510500,-1035.1000000000113,-0.00101773486442542
2014-08-08,SH511010,231.0437745112722,0.00022903019705043835
2014-08-08,SH510050,1001.5687920133569,0.0009928399857542889
2014-08-08,SZ159915,2773.499999999982,0.0027493285757777285
2014-08-08,SH510500,564.6000000000006,0.0005596794353286883
2014-08-11,SH511010,108.30176930215885,0.00010687367327166321
2014-08-11,SH510050,4746.407489351004,0.004683820093610999
2014-08-11,SZ159915,-139.11875999997935,-0.00013728430290658552
2014-08-11,SH510500,1787.900000000012,0.0017643242734964165
2014-08-11,SZ159901,2972.245900414474,0.002933053072823667
2014-08-12,SH511010,-161.2493009609807,-0.0001576488835479713
2014-08-12,SH510050,-2470.975638190848,-0.0024158030348874877
2014-08-12,SH510500,658.6999999999902,0.0006439923706594876
2014-08-12,SZ159901,-565.0335342878926,-0.0005524173147839293
2014-08-13,SH511010,178.09624285241625,0.00017455288118320937
2014-08-13,SH510050,823.6585460636159,0.0008072712260736316
2014-08-13,SH510500,0.0,0.0
2014-08-13,SZ159901,-1130.0670685757366,-0.0011075835154682045
2014-08-14,SH511010,146.80906505406028,0.00014390628340929325
2014-08-14,SH510050,-2882.804911222675,-0.002825804662779842
2014-08-14,SH510500,-752.8000000000006,-0.0007379152650459571
2014-08-14,SZ159901,-3390.2012057272095,-0.003323168466104297
2014-08-15,SH511010,303.24495404604477,0.0002992669964222947
2014-08-15,SH510050,3294.6341842544634,0.0032514152782319324
2014-08-15,SH510500,1411.5000000000118,0.001392983988072998
2014-08-15,SZ159901,5085.301808590839,0.005018592981853091
2014-08-18,SH511010,-352.69975364490534,-0.0003446396599013408
2014-08-18,SH510050,205.91463651591368,0.00020120895907684962
2014-08-18,SH510500,1693.7999999999806,0.001655092326853732
2014-08-18,SZ159901,141.93642381308888,0.0001386928125836022
2014-08-18,SH510170,466.2083399999932,0.0004555542840059118
2014-08-19,SH511010,-155.83421249580454,-0.0001519530020066395
2014-08-19,SH510050,-1029.5731825795297,-0.0010039306091574817
2014-08-19,SH510500,282.3000000000107,0.0002752690296916079
2014-08-19,SH510170,397.80000000000035,0.00038789238402875517
2014-08-20,SH511010,-164.25768344160758,-0.00016024563437196248
2014-08-20,SH510050,-823.6585460636159,-0.0008035404095222923
2014-08-20,SH510500,0.0,0.0
2014-08-20,SH510170,-928.2000000000007,-0.0009055284033451725
2014-08-21,SH511010,-244.2806574260203,-0.00023876033849826818
2014-08-21,SH510050,-3294.6341842544634,-0.003220181169271617
2014-08-21,SH510500,-188.20000000000016,-0.0001839470066064582
2014-08-21,SH510170,66.30000000000742,6.480173505849911e-05
2014-08-22,SH511010,-113.71685776726679,-0.00011154617602620889
2014-08-22,SH510050,1235.4878190954432,0.0012119042370051026
2014-08-22,SH510500,752.8000000000006,0.0007384301937395012
2014-08-22,SH510170,-663.0000000000006,-0.0006503443390665374
2014-08-25,SH511010,-274.5179097386265,-0.0002689581389860729
2014-08-25,SH510050,-26.377664937707834,-2.5843441978699594e-05
2014-08-25,SH510500,-941.0000000000009,-0.0009219420657357696
2014-08-25,SH510170,2.625480000000124,2.5723065406461853e-06
2014-08-25,SH510180,-3820.7657838016708,-0.0037433843776946392
2014-08-25,SZ159915,-3408.897460000003,-0.0033398575623313684
2014-08-26,SH511010,175.2884192038536,0.0001731752351895214
2014-08-26,SH510500,-1882.0000000000016,-0.0018593116083022699
2014-08-26,SH510180,-3130.1452630562617,-0.00309240989546911
2014-08-26,SZ159915,-5322.699999999986,-0.0052585323578695315
2014-08-27,SH511010,-182.2076989092693,-0.0001818362040132935
2014-08-27,SH510500,94.10000000001052,9.390814383849489e-05
2014-08-27,SH510180,184.1261919444575,0.00018375078552128056
2014-08-27,SZ159915,1888.6999999999828,0.0018848492164478623
2014-08-28,SH511010,145.3048738136971,0.0001447219716417321
2014-08-28,SH510500,-1035.1000000000113,-0.00103094761321239
2014-08-28,SH510180,-1104.7571516668663,-0.0011003253296205794
2014-08-28,SZ159915,-3090.5999999999644,-0.0030782018098677822
2014-08-29,SH511010,48.43495793790993,4.848622797188522e-05
2014-08-29,SH510500,1411.5000000000114,0.0014129941202808403
2014-08-29,SH510180,3498.3976469452377,0.0035021008186595167
2014-08-29,SZ159915,4120.799999999966,0.00412516200556372
2014-09-01,SH511010,131.46631440289838,0.00013042012093994205
2014-09-01,SH510500,2322.527199999992,0.0023040448017886015
2014-09-01,SH510180,1657.1357275003597,0.0016439484363435612
2014-09-01,SZ159915,3949.1000000000226,0.003917673526813141
2014-09-02,SH511010,-78.41850332800107,-7.717734137720981e-05
2014-09-02,SH510500,2442.0000000000023,0.002403349460201317
2014-09-02,SH510180,5707.911950279031,0.005617570476895882
2014-09-02,SZ159915,2232.099999999983,0.002196771633953855
2014-09-03,SH511010,-48.43495793790993,-4.718982877924778e-05
2014-09-03,SH510500,1221.0000000000011,0.001189611458181189
2014-09-03,SH510180,3314.27145500078,0.0032290706784535344
2014-09-03,SZ159915,1545.3000000000204,0.001505574599776752
2014-09-04,SH511010,-48.43495793790993,-4.691411140759323e-05
2014-09-04,SH510500,1098.8999999999874,0.0010643947929487615
2014-09-04,SH510180,4419.028606667646,0.004280272125606259
