trade_date,selected_model_return,frozen_baseline_return,selected_model_equity,frozen_baseline_equity
2019-01-02,0.001282709563461104,0.0012929089365296687,1.001282709563461,1.0012929089365297
2019-01-03,0.005433666627902234,0.005448115651606855,1.0067233460075116,1.0067480685055497
2019-01-04,-0.0029034188356260593,-0.0029080811980171095,1.0038004064824488,1.0038203633763887
2019-01-07,-0.004387925354709998,-0.004547625585983539,0.9993958052277763,0.999255364208167
2019-01-08,-0.0009344083321551899,-0.0012208831352797933,0.9984619614602505,0.9980353901861674
2019-01-09,0.0006552225467619799,0.0005642031830639382,0.9991161762494835,0.9985984849301208
2019-01-10,-0.005068031015274088,-0.005619368591565421,0.994052624480389,0.9929869919683196
2019-01-11,0.00044899181553081924,0.00039433528331622725,0.9944989459729876,0.9933785617751267
2019-01-14,-0.0008007879717345512,-0.0007927290613701787,0.9937025631791497,0.9925910817202654
2019-01-15,0.00867872100311362,0.009645155929597804,1.0023266304850604,1.0021647774777855
2019-01-16,-0.0032338683009004443,-0.0037438193829837374,0.9990852381675864,0.9984128535589206
2019-01-17,-0.0023168597773801647,-0.0026531978082414698,0.9967704977651016,0.995763866764138
2019-01-18,0.004425029424041549,0.004992426461490229,1.0011812365467287,1.000735144641967
2019-01-21,-0.0038748411792016713,-0.0038520225889616677,0.9973018182635134,0.9968802902592383
2019-01-22,-0.006691362290794034,-0.0066440859472179925,0.9906285104842446,0.9902569319316683
2019-01-23,-0.0002580336643489556,-0.0002521874671350677,0.9903728949796758,0.9900072015441915
2019-01-24,0.006418043971966325,0.00636679538075402,0.996729151768299,0.9963103748218963
2019-01-25,-0.0012118292483105364,-0.0012182683452065524,0.9955212862295424,0.9950966014302499
2019-01-28,0.0011873413901810626,0.0012516112632052767,0.996703309857489,0.9963420755445773
2019-01-29,-0.0014746811921718672,-0.0014323143735728294,0.9952334902322667,0.9949150004687795
2019-01-30,-0.003620742110966857,-0.0035643426877925988,0.9916300064239382,0.9913687824618834
2019-01-31,0.00401435142261275,0.003973869829899668,0.9956107577509316,0.9953083529568131
2019-02-01,0.012997263078535104,0.01294720374176972,1.00855097269324,1.0081948129884302
2019-02-11,0.005645841336917368,0.005579027720355567,1.0142450914652597,1.0138195597976114
2019-02-12,0.004679355350262648,0.0046788993980875215,1.0189911046604851,1.0185631195257179
2019-02-13,0.012926331655801482,0.012822897293064184,1.032162921633638,1.0316240497938993
2019-02-14,-0.0012696656503493609,-0.00127701697792737,1.0308524198264757,1.0303066483674743
2019-02-15,-0.007076408277718382,-0.006970473404455335,1.0235576872297096,1.0231249232765953
2019-02-18,0.023723757393449896,0.02344917303747196,1.047840321479748,1.0471163566414585
2019-02-19,0.0019456202051590932,0.004186958948094732,1.0498790207809994,1.051500589840595
2019-02-20,0.004960560069152464,0.002692392977125202,1.0550870087289266,1.0543316426441247
2019-02-21,-0.00230428270187355,-0.0023067881583054284,1.052655789985741,1.0518995228959465
2019-02-22,0.03148827677819033,0.029032273443925893,1.0858021068529766,1.0824385574801967
2019-02-25,0.05201788029521692,0.036562777569800975,1.1422832308715491,1.1220155176903213
2019-02-26,-0.016739598488474505,-0.009685933163038896,1.123161868226642,1.1111477503780802
2019-02-27,-0.0014581833602101968,-0.0002895521386279132,1.1215240922795713,1.1108260151706266
2019-02-28,-0.01084224411929735,-0.011817441991746724,1.1093642542854028,1.0976988931734246
2019-03-01,0.015824147826510204,0.00905304524337014,1.1269189982386612,1.107636410916921
2019-03-04,0.0004230556082041037,-1.770715723403704e-05,1.1273957476408578,1.1076167978248348
2019-03-05,0.003763328475038241,0.004262044568093204,1.1316385081605917,1.112337509981533
2019-03-06,0.00932137452578341,0.012473816934718052,1.1421869345229554,1.1262126044506626
2019-03-07,0.0017668395968226669,0.005442880302020114,1.144204995625844,1.132342444851314
2019-03-08,-0.026904567550469327,-0.028322666212883818,1.113420655029444,1.1002714877471094
2019-03-11,0.015286930374469598,0.018819035380444493,1.1304414390603756,1.1209775358031164
2019-03-12,0.014380891802333151,0.01945860132591548,1.1466981950843766,1.1427901907676163
2019-03-13,-0.016100593560997356,-0.015155606296296642,1.1282356735081938,1.1254705125570725
2019-03-14,-0.014224311037996706,-0.020263865851687157,1.1121872983640495,1.1026641290705865
2019-03-15,0.002449123163291933,0.00033458738367442287,1.114911182038392,1.103033066576604
2019-03-18,0.012010098674045677,0.006825031587489372,1.12830137534747,1.1105613020980345
2019-03-19,0.0015634255092122906,-0.001986053385903075,1.1300653904997675,1.1083556680637499
2019-03-20,-0.0026869997909914067,0.0011840778533682705,1.127028905031688,1.1096680474639593
2019-03-21,0.0041092542289515865,0.00452332263349331,1.1316601533258401,1.1146874340587174
2019-03-22,-6.30127747534015e-05,0.0017619309700660502,1.1315888442795012,1.116651436370729
2019-03-25,-0.005000045928287622,-0.008562812116008955,1.1259308480861658,1.1070897599220149
2019-03-26,-0.010781025400015687,-0.008334957021642664,1.1137921590142876,1.0978622143539642
2019-03-27,0.0020132430236166066,0.0027112806708839976,1.116034493308182,1.100838826955036
2019-03-28,-0.003773192073564746,-0.002146388414111744,1.1118234808042067,1.0984759992510553
2019-03-29,0.023444328844404394,0.023216533743894985,1.1378894361051108,1.1239788043545262
2019-04-01,0.01404075106003333,0.011471865182621555,1.1538662584113044,1.1368729376662055
2019-04-02,-0.004342803717766741,-0.004245002191459957,1.1488552437344701,1.1320469095544008
2019-04-03,0.0076200313503833605,0.008042478609939119,1.1576095567087792,1.1411513726099398
2019-04-04,-0.002059396630159638,0.00010880907283983277,1.1552255794886526,1.1412755402327635
2019-04-08,-0.010878402807255605,-0.008006580018305232,1.1426585703017298,1.1321378262969553
2019-04-09,0.0008985434478507859,-0.0005195544952399933,1.143685298673205,1.1315496190000713
2019-04-10,-0.0058173834418859816,-0.005755058736499397,1.137032042753975,1.1250374844794624
2019-04-11,-0.007438061132576723,-0.008804670629939504,1.1285747289102723,1.115131899982285
2019-04-12,0.0006850987141542308,0.000641258397772182,1.1293479140058758,1.1158469876777724
2019-04-15,-0.01049038741862185,-0.009740821765608643,1.1175006168575417,1.1049777210531118
2019-04-16,0.011096766275811909,0.012736940747192227,1.1299012600158855,1.1190517568131328
2019-04-17,0.00037434991956697417,-0.0004671036309050747,1.1303242384616912,1.1185290436743547
2019-04-18,-0.004164459383366292,-0.003930521036594858,1.125617049080583,1.1141326417381503
2019-04-19,0.005182442539146237,0.004572490024520759,1.1314504947585264,1.119227002128491
2019-04-22,-0.008855430872661385,-0.008894410573422329,1.1214310131163538,1.1092721376466994
2019-04-23,-0.0025097181348322506,-0.000792886233722756,1.1186165373657724,1.1083926110393072
2019-04-24,0.007115184049400813,0.005597558327192997,1.1265756999098333,1.1145969033290295
2019-04-25,-0.012510461505019554,-0.012469786471479782,1.1124817179836208,1.100698117942744
2019-04-26,0.00018032270825352192,0.0006961300537098314,1.1126823236998902,1.1014643469827057
2019-04-29,-0.014610800452075412,-0.012294219387202876,1.0964251443017594,1.0879227026537182
2019-04-30,0.00252499211939905,0.0033789169298088506,1.0991936091506322,1.0915987030920382
2019-05-06,-0.04006676010351351,-0.03453333374010614,1.0551524825054788,1.0539021607678938
2019-05-07,0.007783670508347829,0.009708417278269321,1.0633654417653666,1.0641338827150981
2019-05-08,-0.006618152441538516,-0.006360959896877572,1.0563279271706996,1.0573649697622387
2019-05-09,-0.00508579020483213,-0.008307460726569071,1.0509556649456042,1.048580951802289
2019-05-10,0.018228561672586796,0.018623673093098203,1.0701130750992196,1.0681093806603046
