trial,top_k,lookbacks,max_pair_corr,target_portfolio_vol,min_adv20,rank_buffer,initial_cash,trading_days,total_return,annualized_return,maximum_drawdown,sharpe,sortino,calmar,annualized_volatility,turnover,annualized_turnover,transaction_cost,average_cash_ratio,average_risk_weight,longest_underwater_trading_days,worst_rolling_three_year_return,positive_day_ratio
grid_0011,2,42/84/168,0.85,0.18,10000000.0,2,1000000.0,3053,0.6792175729803971,0.04371211839135114,0.40053712354766624,0.376214029509319,0.612253799604772,0.10913375021066966,0.13962558720710613,256.7693073765163,21.194191110017066,435754.4862613903,0.007310963497804101,0.4453698346615172,1318,-0.351946657964023,0.5214543072387815
grid_0012,2,42/84/168,0.85,0.18,10000000.0,3,1000000.0,3053,0.5554167422205609,0.03713519068390059,0.37763404278208035,0.3288852058644333,0.5322084829919599,0.09833644872247398,0.14115980358209684,239.35900787473238,19.75711430869065,363685.29621347686,0.008325797065752294,0.4586283654797506,1322,-0.3140610471253358,0.5142482803799542
grid_0013,2,42/84/168,0.85,0.18,20000000.0,1,1000000.0,3053,1.2184281537331358,0.06798018376805848,0.38798265613428395,0.5192643193136429,0.8494632218849726,0.1752144914037858,0.1476655985429148,281.7219238063351,23.25382404166277,534084.1776922037,0.007060032293014657,0.4857588907357181,1147,-0.37160277302054323,0.5204716672125778
grid_0014,2,42/84/168,0.85,0.18,20000000.0,2,1000000.0,3053,1.517443947644209,0.07918507197893754,0.37694743156293287,0.5994063999318539,0.9838366001542949,0.2100692705362479,0.14458910862844604,249.2466270431432,20.57325581882479,505505.94817418285,0.007296208124857903,0.48068253961961604,1128,-0.3452285616295785,0.5230920406157877
grid_0015,2,42/84/168,0.85,0.18,20000000.0,3,1000000.0,3053,1.6229717742884362,0.08284915797509318,0.3651487060016356,0.6234076374972941,1.025689515350453,0.22689155572338812,0.14441893669183667,234.5515746072448,19.360300295127967,486328.5991787501,0.0069664326442437615,0.4816562918437756,957,-0.3142642657969691,0.5201441205371765
grid_0016,2,42/84/168,0.85,0.18,50000000.0,1,1000000.0,3053,1.7828830538109273,0.08815157995573086,0.4054590937981536,0.6170684829443556,1.005456119848434,0.217411771752281,0.15687516476525656,275.8766118261133,22.771341690199982,588862.6201911885,0.006669424372215809,0.5559691097419832,1118,-0.3820054651467608,0.5280052407468064
grid_0017,2,42/84/168,0.85,0.18,50000000.0,2,1000000.0,3053,1.6995115683295516,0.08542304958192548,0.42749317507160656,0.5972947770624722,0.9692758042178796,0.19982318914826377,0.15822084718155058,242.2322841060731,19.99427959211609,517288.41145417636,0.0074297147354248205,0.5622750114549012,1130,-0.40500615976766663,0.5283327874222077
grid_0018,2,42/84/168,0.85,0.18,50000000.0,3,1000000.0,3053,1.8429547409843812,0.09007146445406744,0.37948076750427795,0.6283372580495253,1.021603472461572,0.23735449110224552,0.15686835332997617,219.16278917347918,18.090082827290125,507293.53309132863,0.007642626543887251,0.5598312155514305,1188,-0.3587032738050322,0.5296429741238127
grid_0019,2,42/84/168,0.85,0.2,10000000.0,1,1000000.0,3053,1.0689330164102353,0.061847788191886854,0.3842819679142858,0.4741396567190877,0.7811983337551506,0.16094376878407685,0.15041291859435582,280.6416637685047,23.16465747450481,476915.6363741227,0.008273767514872276,0.46330990734524075,1201,-0.3614446895445057,0.5201441205371765
grid_0020,2,42/84/168,0.85,0.2,10000000.0,2,1000000.0,3053,0.6587585947509513,0.04265658760093993,0.42739237929960205,0.3530575770464606,0.5718680880879561,0.09980661721400902,0.15029684617297362,261.9918536842566,21.62526928543487,437378.0621328562,0.00749239354191185,0.4655246648858853,1318,-0.37106125029908155,0.5217818539141827
grid_0021,2,42/84/168,0.85,0.2,10000000.0,3,1000000.0,3053,0.5270899973780168,0.03556296612599996,0.3961751325686165,0.3054354420273286,0.4921151980837159,0.08976577074746243,0.15246213500582767,244.01506378363385,20.141433368318285,359750.3757591039,0.008151330096302322,0.48093467142736596,1298,-0.33020905849742577,0.5152309204061579
grid_0022,2,42/84/168,0.85,0.2,20000000.0,1,1000000.0,3053,1.2437567424875984,0.06898142452483458,0.40118746444792475,0.4999847590633249,0.8141613794863797,0.17194312045557086,0.1585757338712179,287.47847102065504,23.728979592926652,540667.9223608717,0.007350536947278478,0.5064128623576069,1146,-0.38472748355928477,0.520799213887979
grid_0023,2,42/84/168,0.85,0.2,20000000.0,2,1000000.0,3053,1.5291172729131568,0.07959724769322052,0.3936458311440457,0.5713301432425714,0.9320088044204182,0.20220523474588437,0.15513002809541807,253.59224576891637,20.931950846304265,506209.1349631738,0.007729745525563634,0.501505973117124,1128,-0.3553303238324058,0.5217818539141827
grid_0024,2,42/84/168,0.85,0.2,20000000.0,3,1000000.0,3053,1.6294385894938008,0.08306927206955383,0.38279976006375827,0.5947789308820114,0.974968892588871,0.21700450401462634,0.15415408394645877,239.3388619137511,19.75545142557002,493685.046422629,0.007536931337032891,0.5016166215455938,1121,-0.32754946683967157,0.5185063871601703
grid_0025,2,42/84/168,0.85,0.2,50000000.0,1,1000000.0,3053,1.7998314561282505,0.08869706976510394,0.42311837943305186,0.5894344208440865,0.9548068680729458,0.20962707855884594,0.16821396597564933,281.9289956116711,23.27091611337737,595026.2492144222,0.006919893570727793,0.579611175603095,1125,-0.39809674746820334,0.5276776940714052
grid_0026,2,42/84/168,0.85,0.2,50000000.0,2,1000000.0,3053,1.6722119153073347,0.08451278463219536,0.44560231550200224,0.5625198252623488,0.9070986011380724,0.18965966219674102,0.16993620704718782,246.68953341710335,20.362188804818224,517788.2980600228,0.0072688313800333216,0.5873163079492082,1225,-0.41733519336000136,0.5289878807730102
grid_0027,2,42/84/168,0.85,0.2,50000000.0,3,1000000.0,3053,1.8172272532965161,0.08925381764230855,0.40116717007952873,0.5921309215418145,0.9548258921510023,0.22248534850101162,0.1683601838719832,222.51323985893723,18.36663493103576,507924.6640307845,0.007887050862505135,0.5840491150849363,1189,-0.37406658773126966,0.5302980674746152
grid_0028,2,42/84/168,0.85,0.25,10000000.0,1,1000000.0,3053,1.082974633023864,0.062440793146212537,0.4049446920930688,0.4388221321120324,0.7153409208452536,0.15419585529932495,0.1715346309204113,288.77013039695163,23.835595434009765,481400.3219083814,0.007797033619071356,0.497318559342865,1264,-0.3722378549453943,0.520799213887979
grid_0029,2,42/84/168,0.85,0.25,10000000.0,2,1000000.0,3053,0.6167417362486747,0.040450844165387245,0.4690899759165009,0.31624533144183825,0.5058941994096379,0.08623259127708921,0.1723628653247352,268.6276076154432,22.17299610844798,439265.6403681328,0.007360914975340757,0.5007597999137204,1318,-0.38403406366607906,0.5204716672125778
grid_0030,2,42/84/168,0.85,0.25,10000000.0,3,1000000.0,3053,0.49119400379865974,0.033531730437448726,0.4302651050394938,0.2758646362592585,0.43977287304573565,0.07793272111706774,0.17520480703235589,249.6628270454774,20.60760970044556,352229.0428418375,0.008260631910568056,0.5192034707585055,1298,-0.3553317665787591,0.5162135604323617
grid_0031,2,42/84/168,0.85,0.25,20000000.0,1,1000000.0,3053,1.2183546566655803,0.06797726319432629,0.40499758192789936,0.45443069096012767,0.732055261239345,0.16784609644022047,0.18065466057413085,296.5748715549622,24.479812522715516,549055.0197075373,0.0075172907889533925,0.5434126983826689,1148,-0.3869653186000809,0.5204716672125778
grid_0032,2,42/84/168,0.85,0.25,20000000.0,2,1000000.0,3053,1.4783630367685672,0.07779227714770376,0.4207118477938765,0.5120886374899053,0.8269464550674239,0.1849063142757446,0.1768526254198,262.420351219496,21.660638227092367,505814.2886547899,0.007467927169483359,0.5394924610869088,1146,-0.3669353517779531,0.523419587291189
grid_0033,2,42/84/168,0.85,0.25,20000000.0,3,1000000.0,3053,1.611209610764794,0.08244752411683454,0.4202273297273045,0.5369662169029076,0.8713081175527105,0.19619743477973386,0.1765932872865727,246.8558982003171,20.375920847192894,488028.70163180574,0.007511938311166553,0.5424242036824274,1141,-0.33999688677800377,0.5185063871601703
grid_0034,2,42/84/168,0.85,0.25,50000000.0,1,1000000.0,3053,1.6584797338407,0.08405167626928844,0.45273175905529595,0.51506088730732,0.822424739551471,0.18565447329049098,0.19287195557109943,291.4315357505897,24.055272521830528,590715.2989625457,0.006600705571472278,0.6247546538574901,1148,-0.4234950711655937,0.5296429741238127
grid_0035,2,42/84/168,0.85,0.25,50000000.0,2,1000000.0,3053,1.5084749920397744,0.07886719245992468,0.4806477242597308,0.4868298733060631,0.7731149328878096,0.16408523015768342,0.19511360494739868,253.55129749440957,20.92857090356738,506109.9099302313,0.0067106996796900695,0.634227740871431,1315,-0.4462728993072278,0.5286603340976089
grid_0036,2,42/84/168,0.85,0.25,50000000.0,3,1000000.0,3053,1.6649886699053607,0.08427050940812242,0.440093186586652,0.5166566462062457,0.8210645676595847,0.1914833312047425,0.19256748936957244,228.76393714546603,18.88257850005157,501782.42182682327,0.0073608902948299635,0.6289638570029252,1291,-0.4055120956404811,0.5312807075008189
grid_0037,2,42/84/168,0.9,0.15,10000000.0,1,1000000.0,3053,1.2076068979816221,0.06754921781322465,0.30496313062532976,0.5969176237010381,0.998209042697555,0.22149962087126515,0.12196848839389032,259.90268767377995,21.45282584139946,495009.87343004136,0.007215930635291389,0.3968686360661176,1189,-0.28251369851838815,0.5244022273173927
grid_0038,2,42/84/168,0.9,0.15,10000000.0,2,1000000.0,3053,0.7878514444286355,0.049126557512001234,0.31837892514725574,0.45524139410142433,0.7439243818827476,0.15430216522428222,0.12158916869114197,242.68728676885817,20.031836313708567,445899.65354043234,0.006428357796089106,0.40533729200120666,1299,-0.28332431592789664,0.5240746806419915
grid_0039,2,42/84/168,0.9,0.15,10000000.0,3,1000000.0,3053,0.8202285951884651,0.05068190510183812,0.2821947394757679,0.46449129318583265,0.7655636061504164,0.17959904283116582,0.12261650508092714,223.47230797575855,18.445798103469098,403534.082380675,0.006395142790062041,0.4120689968542912,1296,-0.2508613793874823,0.5188339338355715
grid_0040,2,42/84/168,0.9,0.15,20000000.0,1,1000000.0,3053,1.1370579483913752,0.06469108719851424,0.34718513527505324,0.5399048350579394,0.8990860469073161,0.18633023313991687,0.1323159615798837,268.8153015283107,22.188488694770488,525951.6027189253,0.006945060102243526,0.448269117405862,1148,-0.33076713391567747,0.5178512938093678
grid_0041,2,42/84/168,0.9,0.15,20000000.0,2,1000000.0,3053,1.4511050353757797,0.07680885730187104,0.31009048819021423,0.6362450665978764,1.0692081726248759,0.24769820496640102,0.12948722082438985,235.3278386849917,19.42437450003862,490402.89271812676,0.006853275314850792,0.451192713637969,1058,-0.2856163337415576,0.5188339338355715
grid_0042,2,42/84/168,0.9,0.15,20000000.0,3,1000000.0,3053,1.4656145126829991,0.07733357502707716,0.29900665120479686,0.6408743070129816,1.0695216737817659,0.25863496586271434,0.12927117807907604,217.82587015894688,17.97973117591045,458944.58908081456,0.007144767244958225,0.444604285708454,957,-0.26055136543434776,0.5178512938093678
grid_0043,2,42/84/168,0.9,0.15,50000000.0,1,1000000.0,3053,2.181775041808909,0.10024961161343104,0.3300945783316349,0.7534506974924711,1.272293010894175,0.3036996612307689,0.13975859791369388,258.82089350372434,21.363532644264176,633392.9611806475,0.006614618353090043,0.503746576391554,957,-0.30654726244118813,0.5237471339665902
grid_0044,2,42/84/168,0.9,0.15,50000000.0,2,1000000.0,3053,1.972710307511719,0.0940945343626487,0.35692347253321244,0.704800953099808,1.177185058068436,0.26362663596996416,0.14186778648398754,226.43696743832638,18.690506319835652,540061.2696179876,0.006817378724417304,0.5133554313058926,959,-0.3351181139825894,0.5240746806419915
grid_0045,2,42/84/168,0.9,0.15,50000000.0,3,1000000.0,3053,2.2526179630194343,0.10225129848320336,0.32206402759339137,0.7657362612922091,1.276861236247297,0.31748748609793986,0.1399291774820087,203.44063289154124,16.792348342177657,531090.637860576,0.006499796934948719,0.5119564880365246,1097,-0.3050402365338125,0.5302980674746152
grid_0046,2,42/84/168,0.9,0.18,10000000.0,1,1000000.0,3053,1.1995231856270365,0.06722601036775333,0.3390379591093343,0.5382169752725917,0.8908460729460405,0.19828461256774502,0.1387800553908622,270.64583088995215,22.33958381404125,503808.9970744746,0.0074739114160030165,0.43063410828423393,1201,-0.3167141799685673,0.522109400589584
grid_0047,2,42/84/168,0.9,0.18,10000000.0,2,1000000.0,3053,0.7606354718510773,0.047799022870793406,0.3693379235333827,0.4060912611659956,0.6582620158370309,0.12941812856234647,0.13866051366244772,251.78656475540086,20.7829067534756,448911.7914786018,0.00721307267778876,0.4397704032840176,1318,-0.3255764361340945,0.5211267605633803
grid_0048,2,42/84/168,0.9,0.18,10000000.0,3,1000000.0,3053,0.7665117767183922,0.04808724185001556,0.33559662510892785,0.4056820305431274,0.659766484935796,0.14328881237827532,0.13989071689833357,230.6677161589114,19.039719774662846,398250.90132310824,0.00806271612354795,0.44714003446316564,1298,-0.29487164910250496,0.5188339338355715
grid_0049,2,42/84/168,0.9,0.18,20000000.0,1,1000000.0,3053,1.177305139199405,0.06633202942539485,0.37049257658402635,0.5011724880489038,0.8267260658120782,0.17903740484352454,0.1508524518480973,280.1952905592087,23.12781304321015,537638.6482182578,0.006867138516273991,0.48680498976647596,1148,-0.35365674376926415,0.5185063871601703
grid_0050,2,42/84/168,0.9,0.18,20000000.0,2,1000000.0,3053,1.4704752850061151,0.07750872561354027,0.343553194031481,0.5778142773258991,0.958066030423062,0.2256090962333998,0.14820770334800568,244.23728335231667,20.159775763112936,491938.7212746347,0.007193784751510713,0.4904816390906547,1058,-0.31310318288730443,0.5188339338355715
grid_0051,2,42/84/168,0.9,0.18,20000000.0,3,1000000.0,3053,1.559310621861707,0.08065530937925591,0.3323529184649304,0.6015098993260946,0.9940063838366324,0.24267970852124948,0.14689864004063216,226.86737438571635,18.726032867736823,468481.83612597757,0.007314246129041018,0.4832657990221669,1125,-0.28417999587586673,0.5178512938093678
grid_0052,2,42/84/168,0.9,0.18,50000000.0,1,1000000.0,3053,2.2691676399591834,0.10271314668390552,0.3569578116273856,0.694453398544047,1.1605212700717713,0.2877458997623052,0.1589798417837586,269.1734496757972,22.218050873993086,648216.5110142756,0.006920298962669915,0.5459337013920835,957,-0.33152658633133536,0.524729773992794
grid_0053,2,42/84/168,0.9,0.18,50000000.0,2,1000000.0,3053,2.1076521599098443,0.09811099054187067,0.3802357428957639,0.6601987169289544,1.0936536175216012,0.2580267436056541,0.16150921993856035,234.2946916027714,19.339096719259217,559848.9028935689,0.006958165918341021,0.5545344088839772,1126,-0.3552857059976011,0.5250573206681952
grid_0054,2,42/84/168,0.9,0.18,50000000.0,3,1000000.0,3053,2.2255751292162715,0.1014919597574826,0.36249544530796396,0.6883081947427233,1.132457077735037,0.27998133789311047,0.15875104872385212,208.60501060439785,17.218625179269,534233.7773220511,0.0071820034333289475,0.5534486442491223,1185,-0.3385078718220944,0.5286603340976089
grid_0055,2,42/84/168,0.9,0.2,10000000.0,1,1000000.0,3053,1.2499202275170158,0.06922349834719488,0.3532728966658598,0.5242369334412688,0.863828746988317,0.19594907789563415,0.14879565779370135,276.2098085421602,22.798844334302117,511223.02819732134,0.007260731986104631,0.4491571424329842,1201,-0.32943885219194213,0.5217818539141827
grid_0056,2,42/84/168,0.9,0.2,10000000.0,2,1000000.0,3053,0.7772269461770007,0.04861053883923527,0.39598628365771804,0.3934418925921344,0.6351556082030094,0.12275813795927631,0.14879073469724252,257.01988655426356,21.214874356919232,456504.44656778127,0.007276806273343773,0.4585070302038953,1318,-0.3423853737209417,0.522109400589584
grid_0057,2,42/84/168,0.9,0.2,10000000.0,3,1000000.0,3053,0.7505572070101361,0.047302646466895304,0.3643290531104738,0.3822063352574965,0.6181191120117736,0.12983495568922399,0.1505964795972077,235.97677426269067,19.47793878617689,401934.99902788666,0.006697731050073538,0.46843250985784046,1299,-0.31285615165686187,0.5171962004585653
grid_0058,2,42/84/168,0.9,0.2,20000000.0,1,1000000.0,3053,1.2100027804362288,0.06764480271312823,0.38298381871251985,0.48581616196080263,0.7982895403973321,0.17662574607076187,0.1616136441537805,286.6910345303858,23.66398319739837,544207.0693111451,0.0072748342071355075,0.5072799027341969,1147,-0.3658666890924035,0.5171962004585653
grid_0059,2,42/84/168,0.9,0.2,20000000.0,2,1000000.0,3053,1.4861354853608146,0.07807087499161436,0.36065122557605256,0.5526039804393162,0.9102961100539639,0.21647195255448012,0.15888065670298407,248.97609592236682,20.550925703385666,492702.87168603565,0.007230113991061743,0.5103603537360919,1058,-0.32170986262238777,0.5185063871601703
grid_0060,2,42/84/168,0.9,0.2,20000000.0,3,1000000.0,3053,1.5734866031329955,0.08114813134902432,0.3505355755766377,0.5752320100739745,0.9468201243674779,0.23149756259556278,0.15709539998864339,230.8994226664759,19.05884523811069,473847.40098231647,0.0068525862789916075,0.5040570933370332,1130,-0.2958974056954906,0.5171962004585653
grid_0061,2,42/84/168,0.9,0.2,50000000.0,1,1000000.0,3053,2.2796503127569356,0.10300457594140511,0.37986959410379884,0.6594672220531704,1.0960712620812367,0.271157727652346,0.1707509986888093,275.48457632832555,22.73898238936719,652492.7618672787,0.007024059819590793,0.5699102750829348,1041,-0.35291264538553024,0.5253848673435965
grid_0062,2,42/84/168,0.9,0.2,50000000.0,2,1000000.0,3053,2.122643295059697,0.09854726817018822,0.4054885421831267,0.6285912816370156,1.034739861537818,0.24303342244793272,0.17343762845955635,239.4168969543095,19.761892575331146,563218.2717500979,0.006947641409951849,0.5790286831660021,1126,-0.3737453862778982,0.524729773992794
grid_0063,2,42/84/168,0.9,0.2,50000000.0,3,1000000.0,3053,2.309025974257037,0.1038167203255751,0.38046932024453284,0.6660921659944165,1.0907000771048236,0.27286489291396915,0.16998192470747867,212.866346651131,17.57036336589748,548509.5111777324,0.00750462941419171,0.57625232747205,1185,-0.3530774698169138,0.5283327874222077
grid_0064,2,42/84/168,0.9,0.25,10000000.0,1,1000000.0,3053,1.2338762844333448,0.06859208895967583,0.37470893981738373,0.4732980160819989,0.7698550461137393,0.18305431675343675,0.17110595751126825,285.117601898029,23.534109295218904,514243.47611601895,0.0074545454455090705,0.48396464550506313,1264,-0.34100502495812834,0.5237471339665902
grid_0065,2,42/84/168,0.9,0.25,10000000.0,2,1000000.0,3053,0.713941057004434,0.045476878403991616,0.43780423334448926,0.3447167919368215,0.5502280099930297,0.10387491700704461,0.17190814602706153,264.04866066360626,21.79504175801794,454850.8678150647,0.007448118297411681,0.4945039817461965,1318,-0.36663745907035716,0.5240746806419915
grid_0066,2,42/84/168,0.9,0.25,10000000.0,3,1000000.0,3053,0.7139114297703573,0.04547538668561746,0.39958864884660017,0.34347913844937245,0.5492428201385368,0.11380550177508972,0.17311684568954122,242.28680948227122,19.99878021275216,397981.53779244015,0.007088386133667803,0.5049109437212479,1298,-0.3295526589097846,0.5168686537831642
grid_0067,2,42/84/168,0.9,0.25,20000000.0,1,1000000.0,3053,1.148140206810841,0.06514573845292371,0.39096044247941564,0.4344608468864436,0.705244671646803,0.16662999980197146,0.1844123981105678,295.4112129795837,24.383762093303336,546726.2791516817,0.007100121355524696,0.5459797618785972,1148,-0.3723432600692598,0.518178840484769
grid_0068,2,42/84/168,0.9,0.25,20000000.0,2,1000000.0,3053,1.410453579465727,0.07532342340735676,0.3889822641744616,0.4912095696761678,0.7990333584951822,0.1936423080039804,0.18132169308437038,255.81166413198534,21.11514554905349,490349.1200731064,0.0076265158341064804,0.5488111077620988,1131,-0.33573646606745366,0.5198165738617753
grid_0069,2,42/84/168,0.9,0.25,20000000.0,3,1000000.0,3053,1.4572741163152676,0.07703230197265509,0.3877371826538427,0.5017346687272228,0.8141532394456962,0.1986714336897286,0.1803250949894664,237.80512247438597,19.628853869487475,464550.84809913085,0.0075312486252484285,0.545920166193369,1145,-0.3154236468468631,0.518178840484769
grid_0070,2,42/84/168,0.9,0.25,50000000.0,1,1000000.0,3053,2.1136534879503452,0.09828587471726169,0.4206220160245445,0.57495204316667,0.9408604750273752,0.23366792743327638,0.1966737610508932,286.15410673381,23.61966423089424,644874.8856909007,0.00656268709803565,0.6158041216598794,1130,-0.3898805373012949,0.5240746806419915
grid_0071,2,42/84/168,0.9,0.25,50000000.0,2,1000000.0,3053,1.9125735702153168,0.09225045381632424,0.45228713560264244,0.542777434170153,0.8794347628779501,0.20396435484154699,0.19906623786527122,245.48023550430452,20.262371224069682,549285.2582713072,0.00671369588850985,0.625554221786238,1213,-0.41237640157997,0.5244022273173927
grid_0072,2,42/84/168,0.9,0.25,50000000.0,3,1000000.0,3053,2.162495357179028,0.0996977812401183,0.4275384107881427,0.5820429055975888,0.941038924334586,0.23319023209243614,0.19641706514029178,218.87182036246858,18.066065748883748,535769.7365744048,0.007327853699676326,0.623372482817914,1189,-0.3880429346428095,0.5280052407468064
grid_0073,2,42/84/168,0.95,0.15,10000000.0,1,1000000.0,3053,0.937971325090164,0.05613188996501295,0.2907346467297809,0.49712852304335986,0.8104462247652876,0.19306914602848804,0.1257861081839719,251.2327885479244,20.737197089445445,441081.28344971413,0.008196816360718378,0.3914669704450035,1125,-0.27446196624167063,0.5211267605633803
grid_0074,2,42/84/168,0.95,0.15,10000000.0,2,1000000.0,3053,0.5642636031118187,0.03762083804096661,0.35549705300353884,0.359122875666868,0.577124811285853,0.10582601943705032,0.1244058615701884,230.70934663587636,19.043156027592808,387533.515391909,0.007645673758181729,0.3968155241522708,1342,-0.3191342674137104,0.5198165738617753
grid_0075,2,42/84/168,0.95,0.15,10000000.0,3,1000000.0,3053,0.7227398187449656,0.04591884886758435,0.2947847392186477,0.42401117825870943,0.6880965721421398,0.15577078036433029,0.12404588610833094,214.30209678212626,17.68887271179031,374734.3158113775,0.007118048611765808,0.4012985052904537,1156,-0.2587836756012968,0.5168686537831642
grid_0076,2,42/84/168,0.95,0.15,20000000.0,1,1000000.0,3053,1.1546255653335247,0.06541080407914235,0.33676370757284935,0.5405254035114619,0.8907164927955338,0.1942335311324857,0.13378393644665545,264.5973516765935,21.840331681133822,531805.2819251354,0.007316707302123147,0.43734267011987027,1058,-0.31555822470542494,0.5201441205371765
grid_0077,2,42/84/168,0.95,0.15,20000000.0,2,1000000.0,3053,1.658571897985663,0.08405477829547459,0.2706603780218001,0.6752568581205006,1.121670202157986,0.3105544258447185,0.13254119812368123,227.39601463358633,18.769667765366442,496187.90316911385,0.007204734646391084,0.44860115476703194,957,-0.24667181851099895,0.5224369472649852
grid_0078,2,42/84/168,0.95,0.15,20000000.0,3,1000000.0,3053,1.3484559250742163,0.07301312398422533,0.31351883142201986,0.5955249966483522,0.9823566740044088,0.23288273834481152,0.13324957042864746,212.38833008482766,17.53090703615348,426391.05974268157,0.007392373474552976,0.44950535535641906,956,-0.2766898147789274,0.5217818539141827
grid_0079,2,42/84/168,0.95,0.15,50000000.0,1,1000000.0,3053,1.9599449355401486,0.0937059668543121,0.3420398358359751,0.7106891178543074,1.1783815471986616,0.273962144278565,0.1398043426655171,252.81187793974667,20.86753791051954,604230.4413592516,0.007154636614309435,0.5022217406488251,959,-0.31419541436158305,0.5224369472649852
grid_0080,2,42/84/168,0.95,0.15,50000000.0,2,1000000.0,3053,1.6337820646517058,0.08321683436861727,0.3878175864086084,0.6326401008779635,1.0381673262717517,0.21457725818792342,0.1423954793733106,216.59210716918034,17.877894204596608,487967.37957264105,0.00742706927429799,0.5115648660306843,1046,-0.36819071877306087,0.5224369472649852
grid_0081,2,42/84/168,0.95,0.15,50000000.0,3,1000000.0,3053,1.930163234253175,0.09279342455228701,0.35591774267446197,0.7034511948503621,1.15246462020277,0.26071592794169846,0.14012559927575377,198.29446597733707,16.367574656498178,498894.5058151106,0.006580139069395139,0.509125469969214,1046,-0.3339824357396989,0.5276776940714052
grid_0082,2,42/84/168,0.95,0.18,10000000.0,1,1000000.0,3053,0.8622960598265632,0.05266527692613443,0.3298617930228134,0.42924148115979527,0.6908053871578108,0.15965861472926657,0.1436372057006091,260.5966668404615,21.510108104748216,439966.74220541207,0.00833279881181656,0.42840151292289097,1141,-0.3122370446108472,0.5211267605633803
