trade_date,cash,positions_value,total_value,daily_return,cash_ratio,risk_weight,gross_traded,transaction_cost,holdings,unattributed_pnl
2014-01-02,1000000.0,0.0,1000000.0,0.0,1.0,0.0,0.0,0.0,,0.0
2014-01-03,1000000.0,0.0,1000000.0,0.0,1.0,0.0,0.0,0.0,,0.0
2014-01-06,5937.98706201982,974465.2784633704,980403.2655253902,-0.019596734474609856,0.0060566781760337165,0.8358854027523097,992771.4101048439,1290.602833136297,SH511880;SZ159901;SZ159902;SZ159915,-7.275957614183426e-12
2014-01-07,5937.98706201982,981143.1671043441,987081.1541663639,0.0068113692352862465,0.0060157030016794585,0.8369288215233308,0.0,0.0,SH511880;SZ159901;SZ159902;SZ159915,3.8198777474462986e-11
2014-01-08,5937.98706201982,991360.3816748725,997298.3687368922,0.010350936726329474,0.005954072771161207,0.8386130047862518,0.0,0.0,SH511880;SZ159901;SZ159902;SZ159915,-1.000444171950221e-10
2014-01-09,5937.98706201982,979474.6770103225,985412.6640723422,-0.011917902442379003,0.006025888725115769,0.8366466223431827,0.0,0.0,SH511880;SZ159901;SZ159902;SZ159915,5.275069270282984e-11
2014-01-10,5937.98706201982,966097.1744081038,972035.1614701236,-0.013575533469332934,0.006108819204687103,0.8343568283903394,0.0,0.0,SH511880;SZ159901;SZ159902;SZ159915,-5.275069270282984e-11
2014-01-13,8694.222976988021,964590.5768762677,973284.7998532557,0.001285589691264022,0.00893286628774935,0.6510786739624514,638925.8236642306,830.6035707634999,SH511880;SZ159902;SZ159915,8.594724931754172e-11
2014-01-14,8694.222976988021,979041.6618661259,987735.884843114,0.014847745482141628,0.008802173850724234,0.6560863807930362,0.0,0.0,SH511880;SZ159902;SZ159915,1.2732925824820995e-10
2014-01-15,8694.222976988021,986340.9845841785,995035.2075611666,0.0073899539644770584,0.008737603364103648,0.6585610032737425,0.0,0.0,SH511880;SZ159902;SZ159915,2.2737367544323206e-11
2014-01-16,8694.222976988021,979863.4732251521,988557.6962021402,-0.006509831320343773,0.008794856395726474,0.6561877730730956,0.0,0.0,SH511880;SZ159902;SZ159915,-9.094947017729282e-11
2014-01-17,8694.222976988021,974611.2630831643,983305.4860601524,-0.00531300313797145,0.00884183308263996,0.6543643579791873,0.0,0.0,SH511880;SZ159902;SZ159915,5.4569682106375694e-11
2014-01-20,8694.222976988021,965631.1514588199,974325.3744358079,-0.009132575533901899,0.008923326031637523,0.651287181705576,0.0,0.0,SH511880;SZ159902;SZ159915,2.1827872842550278e-11
2014-01-21,8694.222976988021,978061.0268440658,986755.2498210538,0.012757417297525997,0.00881092143017704,0.6556061907189423,0.0,0.0,SH511880;SZ159902;SZ159915,-6.366462912410498e-11
2014-01-22,8694.222976988021,990281.3527311158,998975.5757081038,0.012384353556027294,0.008703138683671315,0.6596372947160123,0.0,0.0,SH511880;SZ159902;SZ159915,-1.0913936421275139e-11
2014-01-23,8694.222976988021,1000033.648532515,1008727.8715095031,0.009762296535114512,0.008618997474489942,0.6627936670669533,0.0,0.0,SH511880;SZ159902;SZ159915,4.18367562815547e-11
2014-01-24,8694.222976988021,1010914.8676604864,1019609.0906374744,0.010787070958680145,0.008527015948388873,0.6662595237506523,0.0,0.0,SH511880;SZ159902;SZ159915,1.2732925824820995e-11
2014-01-27,8694.222976988021,1007671.3289156859,1016365.551892674,-0.003181159107528697,0.008554228309684105,0.665145716166496,0.0,0.0,SH511880;SZ159902;SZ159915,-3.637978807091713e-12
2014-01-28,8694.222976988021,1005130.1318871387,1013824.3548641268,-0.002500278589543825,0.008575669873459714,0.6642347272310687,0.0,0.0,SH511880;SZ159902;SZ159915,-5.184119800105691e-11
2014-01-29,8694.222976988021,1013752.8453884472,1022447.0683654352,0.008505135490125548,0.008503347748737051,0.6666368007548888,0.0,0.0,SH511880;SZ159902;SZ159915,-3.8198777474462986e-11
2014-01-30,8694.222976988021,1009685.3690278924,1018379.5920048804,-0.003978177928621207,0.008537310689692568,0.6647962115907384,0.0,0.0,SH511880;SZ159902;SZ159915,-3.001332515850663e-11
2014-02-07,17141.418070041873,1015864.749841294,1033006.167911336,0.014362597229251373,0.016593722866825263,0.70174896103158,74568.17022550321,96.93862129315417,SH511880;SZ159902;SZ159915,1.4370016288012266e-10
2014-02-10,17141.418070041873,1032443.9799655252,1049585.398035567,0.01604949770798858,0.016331608749630307,0.7065096835878186,0.0,0.0,SH511880;SZ159902;SZ159915,-1.4551915228366852e-10
2014-02-11,17141.418070041873,1025190.9186232619,1042332.3366933038,-0.0069104061049612975,0.016445252120279915,0.7044646613201839,0.0,0.0,SH511880;SZ159902;SZ159915,1.709850039333105e-10
2014-02-12,17141.418070041873,1032890.5674355367,1050031.9855055786,0.007386942284359321,0.016324662778523336,0.7065436951906676,0.0,0.0,SH511880;SZ159902;SZ159915,-1.0550138540565968e-10
2014-02-13,17141.418070041873,1013957.4874621717,1031098.9055322136,-0.018030955470607735,0.016624416899360523,0.7010795733093123,0.0,0.0,SH511880;SZ159902;SZ159915,4.729372449219227e-11
2014-02-14,17141.418070041873,1027447.9685317792,1044589.3866018212,0.013083595567046302,0.016409718775532493,0.7046329676650128,0.0,0.0,SH511880;SZ159902;SZ159915,9.094947017729282e-11
2014-02-17,6724.388177765017,1052823.530371944,1059547.918549709,0.014320011422430667,0.006346469149757043,0.7086090153713109,10401.628264012843,15.401628264012842,SH511880;SZ159902;SZ159915,-4.9112713895738125e-11
2014-02-18,6724.388177765017,1048097.2396238989,1054821.627801664,-0.004460667295269061,0.0063749054821517085,0.7071700434736532,0.0,0.0,SH511880;SZ159902;SZ159915,-3.456079866737127e-11
2014-02-19,6724.388177765017,1049950.3287474723,1056674.7169252373,0.0017567796058897134,0.00636372581841644,0.7078648431516721,0.0,0.0,SH511880;SZ159902;SZ159915,6.070877134334296e-11
2014-02-20,6724.388177765017,1036052.3748812585,1042776.7630590235,-0.013152537525128571,0.006448540489182727,0.7041463847694633,0.0,0.0,SH511880;SZ159902;SZ159915,-1.2187229003757238e-10
2014-02-21,6724.388177765017,1034190.0367036804,1040914.4248814455,-0.0017859413860689122,0.006460077809499938,0.7035049319509677,0.0,0.0,SH511880;SZ159902;SZ159915,9.981704351957887e-11
2014-02-24,5184.0850324114435,1040107.5427473194,1045291.6277797308,0.004205151541428531,0.004959462885417714,0.7050044903193096,604396.1886704676,785.7150452716078,SH511010;SZ159902;SZ159915,-2.02817318495363e-10
2014-02-25,5184.0850324114435,1007481.994928919,1012666.0799613304,-0.03121190962535425,0.005119244275081676,0.6948619645795383,0.0,0.0,SH511010;SZ159902;SZ159915,-8.003553375601768e-11
2014-02-26,5184.0850324114435,1008004.2703853085,1013188.35541772,0.000515743014133152,0.0051166054215794204,0.6950192562675633,0.0,0.0,SH511010;SZ159902;SZ159915,1.4779288903810084e-10
2014-02-27,5184.0850324114435,989375.5845726307,994559.6696050421,-0.018386202045322264,0.0052124424414576745,0.6885691307923748,0.0,0.0,SH511010;SZ159902;SZ159915,-1.127773430198431e-10
2014-02-28,5184.0850324114435,998632.1062129117,1003816.191245323,0.00930715564201079,0.00516437678294482,0.6915524243820464,0.0,0.0,SH511010;SZ159902;SZ159915,8.36735125631094e-11
2014-03-03,7364.363239531274,1007583.0730883915,1014947.4363279227,0.011088927614118615,0.007255906045908665,0.6543319503320436,80824.18827915176,105.07144476289729,SH511010;SZ159902;SZ159915,9.822542779147625e-11
2014-03-04,7364.363239531274,1000799.705344457,1008164.0685839882,-0.006683467045817348,0.007304726947742596,0.6532629149335486,0.0,0.0,SH511010;SZ159902;SZ159915,-8.185452315956354e-11
2014-03-05,7364.363239531274,1002054.1065868603,1009418.4698263915,0.001244243155942959,0.007295649385925998,0.6538711326413116,0.0,0.0,SH511010;SZ159902;SZ159915,-6.411937647499144e-11
2014-03-06,7364.363239531274,1000728.4353453473,1008092.7985848786,-0.001313301946754497,0.007305243376273574,0.6531583244813716,0.0,0.0,SH511010;SZ159902;SZ159915,-9.094947017729282e-13
2014-03-07,7364.363239531274,999673.7220996232,1007038.0853391545,-0.0010462461860700767,0.007312894464215893,0.6529797808937574,0.0,0.0,SH511010;SZ159902;SZ159915,4.0472514228895307e-11
2014-03-10,527.1490086656559,978561.2429165964,979088.391925262,-0.02775435588861508,0.0005384079854415181,0.76986212604536,241177.5169468448,313.5307720308982,SH511010;SZ159902;SZ159915,-4.001776687800884e-11
2014-03-11,527.1490086656559,975800.565457326,976327.7144659917,-0.0028196406800838902,0.0005399303951480914,0.7690483830135848,0.0,0.0,SH511010;SZ159902;SZ159915,5.911715561524034e-11
2014-03-12,527.1490086656559,974094.5686583155,974621.7176669812,-0.0017473608233519178,0.0005408754998067646,0.7686275554269943,0.0,0.0,SH511010;SZ159902;SZ159915,-1.1368683772161603e-11
2014-03-13,527.1490086656559,991624.342702804,992151.4917114697,0.017986233763034543,0.0005313190707966576,0.7720925346986628,0.0,0.0,SH511010;SZ159902;SZ159915,3.637978807091713e-11
2014-03-14,527.1490086656559,986608.1542323714,987135.3032410371,-0.005055869504141608,0.0005340190011793525,0.7708386130883087,0.0,0.0,SH511010;SZ159902;SZ159915,7.185008144006133e-11
