scenario,trade_date,observation_date,threshold_observation_date,now,upper,lower,target_weeks,mode,target_shares,actual_shares_after
source-cost-calibration,2019-04-25,2019-04-24,2019-04-19,1.1202447955463652,1.1179687439718786,1.081761938136696,-245.59389525785278,sell,85100,85100
source-cost-calibration,2019-04-29,2019-04-26,2019-04-26,1.104145550554008,1.1178005221003648,1.0815957931374036,50.0,normal,86300,86300
source-cost-calibration,2019-05-09,2019-05-08,2019-04-30,1.0773679052841565,1.1176324655824734,1.0814288213699979,49.06121512447375,buy,87500,87500
source-cost-calibration,2019-05-16,2019-05-15,2019-05-10,1.082426300860772,1.1172961873308944,1.0810941452999199,50.0,normal,88700,88700
source-cost-calibration,2019-05-23,2019-05-22,2019-05-17,1.0759117614827776,1.1166220552942117,1.0804279853244354,48.95499193305751,buy,89900,89900
source-cost-calibration,2019-05-30,2019-05-29,2019-05-24,1.0780941504064108,1.116281681553557,1.0801090963526336,49.53362443825651,buy,91100,91100
source-cost-calibration,2019-06-05,2019-06-04,2019-05-31,1.0722498976135149,1.1161091573050907,1.0799605546061353,48.21506050389208,buy,92300,92300
source-cost-calibration,2019-06-13,2019-06-12,2019-06-06,1.0809870469108873,1.1156013212000122,1.079464675426259,50.0,normal,93400,93400
source-cost-calibration,2019-06-20,2019-06-19,2019-06-14,1.0906107078284066,1.1152618285237939,1.07913666891025,50.0,normal,94500,94500
source-cost-calibration,2019-06-27,2019-06-26,2019-06-21,1.0989896394011773,1.1145833774622216,1.0784732550858984,50.0,normal,95500,95500
source-cost-calibration,2019-07-04,2019-07-03,2019-06-28,1.1075491297446862,1.1140723001298345,1.0779825440240094,50.0,normal,96500,96500
source-cost-calibration,2019-07-11,2019-07-10,2019-07-05,1.0941215958405615,1.1138977747532615,1.0778392773304846,50.0,normal,97500,97500
source-cost-calibration,2019-07-18,2019-07-17,2019-07-12,1.0965624383741355,1.1132129224254959,1.0771952057597312,50.0,normal,98500,98500
source-cost-calibration,2019-07-25,2019-07-24,2019-07-19,1.0989896394011773,1.1128662289900637,1.076892121921605,50.0,normal,99500,99500
source-cost-calibration,2019-08-01,2019-07-31,2019-07-26,1.100370545117563,1.1123461083782196,1.0764347113662913,50.0,normal,100400,100400
source-cost-calibration,2019-08-08,2019-08-07,2019-08-02,1.0759117614827776,1.111825304717458,1.0759775227235715,49.984720582120644,buy,101400,101400
source-cost-calibration,2019-08-15,2019-08-14,2019-08-09,1.082426300860772,1.1114755243161878,1.0756834870389052,50.0,normal,102400,102400
source-cost-calibration,2019-08-22,2019-08-21,2019-08-16,1.0916669575956846,1.1109514778155636,1.0752361058811428,50.0,normal,103300,103300
source-cost-calibration,2019-08-29,2019-08-28,2019-08-23,1.0927206446840991,1.110425156318033,1.074796886284206,50.0,normal,104200,104200
source-cost-calibration,2019-09-05,2019-09-04,2019-08-30,1.1020905255118367,1.1097276232511566,1.0741842094799583,50.0,normal,105100,105100
source-cost-calibration,2019-09-11,2019-09-10,2019-09-06,1.1092409685882032,1.1095404261095412,1.074093898604278,50.0,normal,105900,105900
source-cost-calibration,2019-09-19,2019-09-18,2019-09-12,1.1048284036536553,1.1095251511045854,1.0741702736290573,50.0,normal,106700,106700
source-cost-calibration,2019-09-26,2019-09-25,2019-09-20,1.100370545117563,1.109334023877903,1.0740996131787126,50.0,normal,107500,107500
source-cost-calibration,2019-10-10,2019-10-09,2019-09-30,1.098643725817057,1.109134396036417,1.0740706467391705,50.0,normal,108300,108300
source-cost-calibration,2019-10-17,2019-10-16,2019-10-11,1.1075491297446862,1.1089420665515899,1.074005188516334,50.0,normal,109100,109100
source-cost-calibration,2019-10-24,2019-10-23,2019-10-18,1.104487111312395,1.108910448835184,1.0741632770983638,50.0,normal,109900,109900
source-cost-calibration,2019-10-31,2019-10-30,2019-10-25,1.1058506743851435,1.1088780719218176,1.0743251616651959,50.0,normal,110700,110700
source-cost-calibration,2019-11-07,2019-11-06,2019-11-01,1.1142772965615861,1.1088420997596762,1.0745050224759027,-102.00569916530189,sell,109600,109600
source-cost-calibration,2019-11-14,2019-11-13,2019-11-08,1.1038037209559568,1.1087998975623101,1.0747160334627326,50.0,normal,110400,110400
source-cost-calibration,2019-11-21,2019-11-20,2019-11-15,1.1038037209559568,1.1085850962251094,1.074762124161919,50.0,normal,111200,111200
source-cost-calibration,2019-11-28,2019-11-27,2019-11-22,1.1024337056813363,1.108373334773604,1.0747930154326277,50.0,normal,112000,112000
source-cost-calibration,2019-12-05,2019-12-04,2019-11-29,1.09795107099415,1.108342220938887,1.0749485846062128,50.0,normal,112800,112800
source-cost-calibration,2019-12-12,2019-12-11,2019-12-06,1.1034616220947047,1.1079711527426253,1.0747464703748915,50.0,normal,113600,113600
source-cost-calibration,2019-12-19,2019-12-18,2019-12-13,1.1238516409670858,1.1079464161885728,1.0748701531451532,-34.82963716694352,sell,110300,110300
source-cost-calibration,2019-12-25,2019-12-24,2019-12-20,1.1192558892779367,1.1079202856856993,1.0750008056595204,-48.86904683418893,sell,108000,108000
