scenario,trade_date,cash,shares,positions_value,total_value,external_flow,net_contributions,daily_return,exposure
source-cost-calibration,2012-11-21,130000.0,0,0.0,130000.0,0.0,130000.0,0.0,0.0
source-cost-calibration,2012-11-22,130000.0,0,0.0,130000.0,0.0,130000.0,0.0,0.0
source-cost-calibration,2012-11-23,130000.0,0,0.0,130000.0,0.0,130000.0,0.0,0.0
source-cost-calibration,2012-11-26,130000.0,0,0.0,130000.0,0.0,130000.0,0.0,0.0
source-cost-calibration,2012-11-27,130000.0,0,0.0,130000.0,0.0,130000.0,0.0,0.0
source-cost-calibration,2012-11-28,130000.0,0,0.0,130000.0,0.0,130000.0,0.0,0.0
source-cost-calibration,2012-11-29,130000.0,0,0.0,130000.0,0.0,130000.0,0.0,0.0
source-cost-calibration,2012-11-30,130000.0,0,0.0,130000.0,0.0,130000.0,0.0,0.0
source-cost-calibration,2012-12-03,130000.0,0,0.0,130000.0,0.0,130000.0,0.0,0.0
source-cost-calibration,2012-12-04,130000.0,0,0.0,130000.0,0.0,130000.0,0.0,0.0
source-cost-calibration,2012-12-05,130000.0,0,0.0,130000.0,0.0,130000.0,0.0,0.0
source-cost-calibration,2012-12-06,130000.0,0,0.0,130000.0,0.0,130000.0,0.0,0.0
source-cost-calibration,2012-12-07,130000.0,0,0.0,130000.0,0.0,130000.0,0.0,0.0
source-cost-calibration,2012-12-10,135000.0,0,0.0,135000.0,5000.0,135000.0,0.0,0.0
source-cost-calibration,2012-12-11,135000.0,0,0.0,135000.0,0.0,135000.0,0.0,0.0
source-cost-calibration,2012-12-12,135000.0,0,0.0,135000.0,0.0,135000.0,0.0,0.0
source-cost-calibration,2012-12-13,135000.0,0,0.0,135000.0,0.0,135000.0,0.0,0.0
source-cost-calibration,2012-12-14,135000.0,0,0.0,135000.0,0.0,135000.0,0.0,0.0
source-cost-calibration,2012-12-17,135000.0,0,0.0,135000.0,0.0,135000.0,0.0,0.0
source-cost-calibration,2012-12-18,135000.0,0,0.0,135000.0,0.0,135000.0,0.0,0.0
source-cost-calibration,2012-12-19,135000.0,0,0.0,135000.0,0.0,135000.0,0.0,0.0
source-cost-calibration,2012-12-20,135000.0,0,0.0,135000.0,0.0,135000.0,0.0,0.0
source-cost-calibration,2012-12-21,135000.0,0,0.0,135000.0,0.0,135000.0,0.0,0.0
source-cost-calibration,2012-12-24,135000.0,0,0.0,135000.0,0.0,135000.0,0.0,0.0
source-cost-calibration,2012-12-25,135000.0,0,0.0,135000.0,0.0,135000.0,0.0,0.0
source-cost-calibration,2012-12-26,135000.0,0,0.0,135000.0,0.0,135000.0,0.0,0.0
source-cost-calibration,2012-12-27,135000.0,0,0.0,135000.0,0.0,135000.0,0.0,0.0
source-cost-calibration,2012-12-28,135000.0,0,0.0,135000.0,0.0,135000.0,0.0,0.0
source-cost-calibration,2012-12-31,135000.0,0,0.0,135000.0,0.0,135000.0,0.0,0.0
source-cost-calibration,2013-01-04,135000.0,0,0.0,135000.0,0.0,135000.0,0.0,0.0
source-cost-calibration,2013-01-07,135000.0,0,0.0,135000.0,0.0,135000.0,0.0,0.0
source-cost-calibration,2013-01-08,135000.0,0,0.0,135000.0,0.0,135000.0,0.0,0.0
source-cost-calibration,2013-01-09,135000.0,0,0.0,135000.0,0.0,135000.0,0.0,0.0
source-cost-calibration,2013-01-10,135000.0,0,0.0,135000.0,0.0,135000.0,0.0,0.0
source-cost-calibration,2013-01-11,140000.0,0,0.0,140000.0,5000.0,140000.0,0.0,0.0
source-cost-calibration,2013-01-14,140000.0,0,0.0,140000.0,0.0,140000.0,0.0,0.0
source-cost-calibration,2013-01-15,140000.0,0,0.0,140000.0,0.0,140000.0,0.0,0.0
source-cost-calibration,2013-01-16,140000.0,0,0.0,140000.0,0.0,140000.0,0.0,0.0
source-cost-calibration,2013-01-17,140000.0,0,0.0,140000.0,0.0,140000.0,0.0,0.0
source-cost-calibration,2013-01-18,140000.0,0,0.0,140000.0,0.0,140000.0,0.0,0.0
source-cost-calibration,2013-01-21,140000.0,0,0.0,140000.0,0.0,140000.0,0.0,0.0
source-cost-calibration,2013-01-22,140000.0,0,0.0,140000.0,0.0,140000.0,0.0,0.0
source-cost-calibration,2013-01-23,140000.0,0,0.0,140000.0,0.0,140000.0,0.0,0.0
source-cost-calibration,2013-01-24,140000.0,0,0.0,140000.0,0.0,140000.0,0.0,0.0
source-cost-calibration,2013-01-25,140000.0,0,0.0,140000.0,0.0,140000.0,0.0,0.0
source-cost-calibration,2013-01-28,140000.0,0,0.0,140000.0,0.0,140000.0,0.0,0.0
source-cost-calibration,2013-01-29,140000.0,0,0.0,140000.0,0.0,140000.0,0.0,0.0
source-cost-calibration,2013-01-30,140000.0,0,0.0,140000.0,0.0,140000.0,0.0,0.0
source-cost-calibration,2013-01-31,140000.0,0,0.0,140000.0,0.0,140000.0,0.0,0.0
source-cost-calibration,2013-02-01,140000.0,0,0.0,140000.0,0.0,140000.0,0.0,0.0
source-cost-calibration,2013-02-04,140000.0,0,0.0,140000.0,0.0,140000.0,0.0,0.0
source-cost-calibration,2013-02-05,140000.0,0,0.0,140000.0,0.0,140000.0,0.0,0.0
source-cost-calibration,2013-02-06,140000.0,0,0.0,140000.0,0.0,140000.0,0.0,0.0
source-cost-calibration,2013-02-07,140000.0,0,0.0,140000.0,0.0,140000.0,0.0,0.0
source-cost-calibration,2013-02-08,145000.0,0,0.0,145000.0,5000.0,145000.0,0.0,0.0
source-cost-calibration,2013-02-18,145000.0,0,0.0,145000.0,0.0,145000.0,0.0,0.0
source-cost-calibration,2013-02-19,145000.0,0,0.0,145000.0,0.0,145000.0,0.0,0.0
source-cost-calibration,2013-02-20,145000.0,0,0.0,145000.0,0.0,145000.0,0.0,0.0
source-cost-calibration,2013-02-21,145000.0,0,0.0,145000.0,0.0,145000.0,0.0,0.0
source-cost-calibration,2013-02-22,145000.0,0,0.0,145000.0,0.0,145000.0,0.0,0.0
source-cost-calibration,2013-02-25,145000.0,0,0.0,145000.0,0.0,145000.0,0.0,0.0
source-cost-calibration,2013-02-26,145000.0,0,0.0,145000.0,0.0,145000.0,0.0,0.0
source-cost-calibration,2013-02-27,145000.0,0,0.0,145000.0,0.0,145000.0,0.0,0.0
source-cost-calibration,2013-02-28,145000.0,0,0.0,145000.0,0.0,145000.0,0.0,0.0
source-cost-calibration,2013-03-01,145000.0,0,0.0,145000.0,0.0,145000.0,0.0,0.0
source-cost-calibration,2013-03-04,145000.0,0,0.0,145000.0,0.0,145000.0,0.0,0.0
source-cost-calibration,2013-03-05,145000.0,0,0.0,145000.0,0.0,145000.0,0.0,0.0
source-cost-calibration,2013-03-06,145000.0,0,0.0,145000.0,0.0,145000.0,0.0,0.0
source-cost-calibration,2013-03-07,145000.0,0,0.0,145000.0,0.0,145000.0,0.0,0.0
source-cost-calibration,2013-03-08,150000.0,0,0.0,150000.0,5000.0,150000.0,0.0,0.0
source-cost-calibration,2013-03-11,150000.0,0,0.0,150000.0,0.0,150000.0,0.0,0.0
source-cost-calibration,2013-03-12,150000.0,0,0.0,150000.0,0.0,150000.0,0.0,0.0
source-cost-calibration,2013-03-13,150000.0,0,0.0,150000.0,0.0,150000.0,0.0,0.0
source-cost-calibration,2013-03-14,150000.0,0,0.0,150000.0,0.0,150000.0,0.0,0.0
source-cost-calibration,2013-03-15,150000.0,0,0.0,150000.0,0.0,150000.0,0.0,0.0
source-cost-calibration,2013-03-18,150000.0,0,0.0,150000.0,0.0,150000.0,0.0,0.0
source-cost-calibration,2013-03-19,150000.0,0,0.0,150000.0,0.0,150000.0,0.0,0.0
source-cost-calibration,2013-03-20,150000.0,0,0.0,150000.0,0.0,150000.0,0.0,0.0
source-cost-calibration,2013-03-21,150000.0,0,0.0,150000.0,0.0,150000.0,0.0,0.0
source-cost-calibration,2013-03-22,150000.0,0,0.0,150000.0,0.0,150000.0,0.0,0.0
source-cost-calibration,2013-03-25,150000.0,0,0.0,150000.0,0.0,150000.0,0.0,0.0
source-cost-calibration,2013-03-26,150000.0,0,0.0,150000.0,0.0,150000.0,0.0,0.0
source-cost-calibration,2013-03-27,150000.0,0,0.0,150000.0,0.0,150000.0,0.0,0.0
source-cost-calibration,2013-03-28,150000.0,0,0.0,150000.0,0.0,150000.0,0.0,0.0
source-cost-calibration,2013-03-29,150000.0,0,0.0,150000.0,0.0,150000.0,0.0,0.0
source-cost-calibration,2013-04-01,150000.0,0,0.0,150000.0,0.0,150000.0,0.0,0.0
source-cost-calibration,2013-04-02,150000.0,0,0.0,150000.0,0.0,150000.0,0.0,0.0
source-cost-calibration,2013-04-03,150000.0,0,0.0,150000.0,0.0,150000.0,0.0,0.0
source-cost-calibration,2013-04-08,150000.0,0,0.0,150000.0,0.0,150000.0,0.0,0.0
source-cost-calibration,2013-04-09,150000.0,0,0.0,150000.0,0.0,150000.0,0.0,0.0
source-cost-calibration,2013-04-10,155000.0,0,0.0,155000.0,5000.0,155000.0,0.0,0.0
source-cost-calibration,2013-04-11,155000.0,0,0.0,155000.0,0.0,155000.0,0.0,0.0
source-cost-calibration,2013-04-12,155000.0,0,0.0,155000.0,0.0,155000.0,0.0,0.0
source-cost-calibration,2013-04-15,155000.0,0,0.0,155000.0,0.0,155000.0,0.0,0.0
source-cost-calibration,2013-04-16,155000.0,0,0.0,155000.0,0.0,155000.0,0.0,0.0
source-cost-calibration,2013-04-17,155000.0,0,0.0,155000.0,0.0,155000.0,0.0,0.0
source-cost-calibration,2013-04-18,155000.0,0,0.0,155000.0,0.0,155000.0,0.0,0.0
source-cost-calibration,2013-04-19,155000.0,0,0.0,155000.0,0.0,155000.0,0.0,0.0
source-cost-calibration,2013-04-22,155000.0,0,0.0,155000.0,0.0,155000.0,0.0,0.0
source-cost-calibration,2013-04-23,155000.0,0,0.0,155000.0,0.0,155000.0,0.0,0.0
source-cost-calibration,2013-04-24,155000.0,0,0.0,155000.0,0.0,155000.0,0.0,0.0
source-cost-calibration,2013-04-25,155000.0,0,0.0,155000.0,0.0,155000.0,0.0,0.0
source-cost-calibration,2013-04-26,155000.0,0,0.0,155000.0,0.0,155000.0,0.0,0.0
source-cost-calibration,2013-05-02,155000.0,0,0.0,155000.0,0.0,155000.0,0.0,0.0
source-cost-calibration,2013-05-03,155000.0,0,0.0,155000.0,0.0,155000.0,0.0,0.0
source-cost-calibration,2013-05-06,155000.0,0,0.0,155000.0,0.0,155000.0,0.0,0.0
source-cost-calibration,2013-05-07,155000.0,0,0.0,155000.0,0.0,155000.0,0.0,0.0
source-cost-calibration,2013-05-08,155000.0,0,0.0,155000.0,0.0,155000.0,0.0,0.0
source-cost-calibration,2013-05-09,160000.0,0,0.0,160000.0,5000.0,160000.0,0.0,0.0
source-cost-calibration,2013-05-10,160000.0,0,0.0,160000.0,0.0,160000.0,0.0,0.0
source-cost-calibration,2013-05-13,160000.0,0,0.0,160000.0,0.0,160000.0,0.0,0.0
source-cost-calibration,2013-05-14,160000.0,0,0.0,160000.0,0.0,160000.0,0.0,0.0
source-cost-calibration,2013-05-15,160000.0,0,0.0,160000.0,0.0,160000.0,0.0,0.0
source-cost-calibration,2013-05-16,160000.0,0,0.0,160000.0,0.0,160000.0,0.0,0.0
source-cost-calibration,2013-05-17,160000.0,0,0.0,160000.0,0.0,160000.0,0.0,0.0
source-cost-calibration,2013-05-20,160000.0,0,0.0,160000.0,0.0,160000.0,0.0,0.0
source-cost-calibration,2013-05-21,160000.0,0,0.0,160000.0,0.0,160000.0,0.0,0.0
source-cost-calibration,2013-05-22,160000.0,0,0.0,160000.0,0.0,160000.0,0.0,0.0
source-cost-calibration,2013-05-23,160000.0,0,0.0,160000.0,0.0,160000.0,0.0,0.0
source-cost-calibration,2013-05-24,160000.0,0,0.0,160000.0,0.0,160000.0,0.0,0.0
source-cost-calibration,2013-05-27,160000.0,0,0.0,160000.0,0.0,160000.0,0.0,0.0
source-cost-calibration,2013-05-28,160000.0,0,0.0,160000.0,0.0,160000.0,0.0,0.0
source-cost-calibration,2013-05-29,160000.0,0,0.0,160000.0,0.0,160000.0,0.0,0.0
source-cost-calibration,2013-05-30,160000.0,0,0.0,160000.0,0.0,160000.0,0.0,0.0
source-cost-calibration,2013-05-31,160000.0,0,0.0,160000.0,0.0,160000.0,0.0,0.0
source-cost-calibration,2013-06-03,160000.0,0,0.0,160000.0,0.0,160000.0,0.0,0.0
source-cost-calibration,2013-06-04,160000.0,0,0.0,160000.0,0.0,160000.0,0.0,0.0
source-cost-calibration,2013-06-05,160000.0,0,0.0,160000.0,0.0,160000.0,0.0,0.0
source-cost-calibration,2013-06-06,160000.0,0,0.0,160000.0,0.0,160000.0,0.0,0.0
source-cost-calibration,2013-06-07,160000.0,0,0.0,160000.0,0.0,160000.0,0.0,0.0
source-cost-calibration,2013-06-13,165000.0,0,0.0,165000.0,5000.0,165000.0,0.0,0.0
source-cost-calibration,2013-06-14,165000.0,0,0.0,165000.0,0.0,165000.0,0.0,0.0
source-cost-calibration,2013-06-17,165000.0,0,0.0,165000.0,0.0,165000.0,0.0,0.0
source-cost-calibration,2013-06-18,165000.0,0,0.0,165000.0,0.0,165000.0,0.0,0.0
source-cost-calibration,2013-06-19,165000.0,0,0.0,165000.0,0.0,165000.0,0.0,0.0
source-cost-calibration,2013-06-20,165000.0,0,0.0,165000.0,0.0,165000.0,0.0,0.0
source-cost-calibration,2013-06-21,165000.0,0,0.0,165000.0,0.0,165000.0,0.0,0.0
source-cost-calibration,2013-06-24,165000.0,0,0.0,165000.0,0.0,165000.0,0.0,0.0
source-cost-calibration,2013-06-25,165000.0,0,0.0,165000.0,0.0,165000.0,0.0,0.0
source-cost-calibration,2013-06-26,165000.0,0,0.0,165000.0,0.0,165000.0,0.0,0.0
source-cost-calibration,2013-06-27,165000.0,0,0.0,165000.0,0.0,165000.0,0.0,0.0
source-cost-calibration,2013-06-28,165000.0,0,0.0,165000.0,0.0,165000.0,0.0,0.0
source-cost-calibration,2013-07-01,165000.0,0,0.0,165000.0,0.0,165000.0,0.0,0.0
source-cost-calibration,2013-07-02,165000.0,0,0.0,165000.0,0.0,165000.0,0.0,0.0
source-cost-calibration,2013-07-03,165000.0,0,0.0,165000.0,0.0,165000.0,0.0,0.0
source-cost-calibration,2013-07-04,165000.0,0,0.0,165000.0,0.0,165000.0,0.0,0.0
source-cost-calibration,2013-07-05,165000.0,0,0.0,165000.0,0.0,165000.0,0.0,0.0
source-cost-calibration,2013-07-08,170000.0,0,0.0,170000.0,5000.0,170000.0,0.0,0.0
source-cost-calibration,2013-07-09,170000.0,0,0.0,170000.0,0.0,170000.0,0.0,0.0
source-cost-calibration,2013-07-10,170000.0,0,0.0,170000.0,0.0,170000.0,0.0,0.0
source-cost-calibration,2013-07-11,170000.0,0,0.0,170000.0,0.0,170000.0,0.0,0.0
source-cost-calibration,2013-07-12,170000.0,0,0.0,170000.0,0.0,170000.0,0.0,0.0
source-cost-calibration,2013-07-15,170000.0,0,0.0,170000.0,0.0,170000.0,0.0,0.0
source-cost-calibration,2013-07-16,170000.0,0,0.0,170000.0,0.0,170000.0,0.0,0.0
source-cost-calibration,2013-07-17,170000.0,0,0.0,170000.0,0.0,170000.0,0.0,0.0
source-cost-calibration,2013-07-18,170000.0,0,0.0,170000.0,0.0,170000.0,0.0,0.0
source-cost-calibration,2013-07-19,170000.0,0,0.0,170000.0,0.0,170000.0,0.0,0.0
source-cost-calibration,2013-07-22,170000.0,0,0.0,170000.0,0.0,170000.0,0.0,0.0
source-cost-calibration,2013-07-23,170000.0,0,0.0,170000.0,0.0,170000.0,0.0,0.0
source-cost-calibration,2013-07-24,170000.0,0,0.0,170000.0,0.0,170000.0,0.0,0.0
source-cost-calibration,2013-07-25,170000.0,0,0.0,170000.0,0.0,170000.0,0.0,0.0
source-cost-calibration,2013-07-26,170000.0,0,0.0,170000.0,0.0,170000.0,0.0,0.0
source-cost-calibration,2013-07-29,170000.0,0,0.0,170000.0,0.0,170000.0,0.0,0.0
source-cost-calibration,2013-07-30,170000.0,0,0.0,170000.0,0.0,170000.0,0.0,0.0
source-cost-calibration,2013-07-31,170000.0,0,0.0,170000.0,0.0,170000.0,0.0,0.0
source-cost-calibration,2013-08-01,170000.0,0,0.0,170000.0,0.0,170000.0,0.0,0.0
