generation,config,archetype,objective,params,top_five_positive_day_share,total_return,annualized_return,maximum_drawdown,sharpe,annualized_volatility,turnover,average_cash_ratio,maximum_cash_ratio,longest_underwater_trading_days,yearly_returns,calmar,average_exposure,invested_session_ratio,filled_trade_count,rejected_order_count,maximum_volume_participation,total_turnover,positive_fold_ratio,worst_fold_return,median_fold_return,slippage_10bp_annualized,slippage_20bp_annualized,next_close_annualized,second_next_open_annualized,candidate,pareto,probability_return_above_benchmark,probability_drawdown_below_benchmark,probability_sharpe_above_benchmark,deflated_sharpe_probability
G1,risk-friction__threshold-0p05,risk-friction,risk,"{""kind"": ""risk-core"", ""rebalance_threshold"": 0.05, ""target_vol"": 0.15, ""trend_period"": 200, ""vol_period"": 60}",0.15750696542258055,0.6606394397148099,0.2169363863228726,0.11978153345997611,1.2923529003810685,0.16192732529335033,2.814673923944099,0.6676450081883216,1.0,114,"{'2023': 0.0, '2024': 0.1437475964284758, '2025': 0.30867356931052736, '2026': 0.10946555233111233}",1.8111004263888464,0.3323549918116783,0.706605222734255,31,0,0.0002984691524024141,7.271240970188923,0.6363636363636364,-0.04077954323143962,0.013712816988583176,0.21434332414148094,0.21113080579197807,0.19315802620719613,0.14670631825954472,True,True,0.351,1.0,0.9,0.23254339954136427
G3,production-ensemble__threshold-0p1,production-ensemble,balanced,"{""kind"": ""fixed-ensemble"", ""rebalance_threshold"": 0.1}",0.19855750972816255,0.6418582138778544,0.2115901542870906,0.08040063294733124,1.3945650283702904,0.14501406429354868,3.005629660623028,0.7596374199662541,1.0,101,"{'2023': 0.0, '2024': 0.13439999438915984, '2025': 0.3008791807344424, '2026': 0.11258313131830788}",2.6316976189192296,0.24036258003374586,0.706605222734255,36,0,0.00015128983432792604,7.764543289942823,0.6363636363636364,-0.003231392939949451,0.007935028620099871,0.20887694902600162,0.20550779642805783,0.17730366221897365,0.13004125461110605,True,True,0.342,1.0,0.95,0.2752170440972044
