generation,config_count,candidate_count,best_annualized_return,best_sharpe,lowest_maximum_drawdown,median_annualized_return,median_turnover
G0,12,1,0.2530010602812782,1.309996146307728,0.0987174247793392,0.17630190424036973,4.081420038078914
G1,10,6,0.2169363863228726,1.2923529003810685,0.11289191957459188,0.18063953681830713,2.5554567908524812
G2,10,1,0.24362547826539793,1.6858863891913467,0.05615940166845501,0.22286823419151014,3.392307532709629
G3,6,2,0.2269621645780988,1.4096236247476706,0.08040063294733124,0.17837169709233114,2.1394209998440368
