date,code,amount,avg_cost,last_price,market_value
2015-09-18,511010.XSHG,9500,102.35972365987166,104.731,994944.5
2015-09-18,510880.XSHG,71700,1.6851884049,1.62,116154.00000000001
2015-09-18,510150.XSHG,382700,0.30940179269999996,0.314,120167.8
2015-09-18,159909.XSHE,202600,0.5166709547999999,0.56,113456.00000000001
2015-09-21,511010.XSHG,12800,103.01676174789537,104.75,1340800.0
2015-09-22,511010.XSHG,12800,103.01676174789537,104.68,1339904.0
2015-09-23,511010.XSHG,12800,103.01676174789537,104.696,1340108.8
2015-09-24,511010.XSHG,12800,103.01676174789537,104.69,1340032.0
2015-09-25,511010.XSHG,12800,103.01676174789537,104.654,1339571.2
2015-09-28,511010.XSHG,12800,103.01676174789537,104.676,1339852.8
2015-09-29,511010.XSHG,12800,103.01676174789537,104.8,1341440.0
2015-09-30,511010.XSHG,12800,103.01676174789537,105.053,1344678.4
2015-10-08,511010.XSHG,12800,103.01676174789537,104.945,1343296.0
2015-10-09,511010.XSHG,12800,103.01676174789537,105.219,1346803.2
2015-10-12,511010.XSHG,12800,103.01676174789537,105.785,1354048.0
2015-10-13,511010.XSHG,12800,103.01676174789537,105.65,1352320.0
2015-10-14,511010.XSHG,12800,103.01676174789537,105.963,1356326.4
2015-10-15,511010.XSHG,12800,103.01676174789537,105.796,1354188.8
2015-10-16,511010.XSHG,12800,103.01676174789537,105.371,1348748.8
2015-10-19,511010.XSHG,8200,103.01676174789537,105.418,864427.6000000001
2015-10-19,159915.XSHE,126900,2.3310270984,2.294,291108.6
2015-10-19,518880.XSHG,77100,2.40312072,2.398,184885.80000000002
2015-10-20,511010.XSHG,8200,103.01676174789537,105.93,868626.0
2015-10-20,159915.XSHE,126900,2.3310270984,2.391,303417.9
2015-10-20,518880.XSHG,77100,2.40312072,2.393,184500.3
2015-10-21,511010.XSHG,8200,103.01676174789537,105.842,867904.4
2015-10-21,159915.XSHE,126900,2.3310270984,2.22,281718.0
2015-10-21,518880.XSHG,77100,2.40312072,2.399,184962.9
2015-10-22,511010.XSHG,8200,103.01676174789537,105.752,867166.3999999999
2015-10-22,159915.XSHE,126900,2.3310270984,2.348,297961.2
2015-10-22,518880.XSHG,77100,2.40312072,2.389,184191.9
2015-10-23,511010.XSHG,8200,103.01676174789537,105.881,868224.2
2015-10-23,159915.XSHE,126900,2.3310270984,2.427,307986.3
2015-10-23,518880.XSHG,77100,2.40312072,2.403,185271.3
2015-10-26,511010.XSHG,8400,103.08222812029548,106.003,890425.2
2015-10-26,159915.XSHE,121000,2.3310270984,2.398,290158.0
2015-10-26,518880.XSHG,76000,2.40312072,2.387,181412.0
2015-10-27,511010.XSHG,8400,103.08222812029548,106.185,891954.0
2015-10-27,159915.XSHE,121000,2.3310270984,2.444,295724.0
2015-10-27,518880.XSHG,76000,2.40312072,2.394,181944.0
2015-10-28,511010.XSHG,8400,103.08222812029548,106.37,893508.0
2015-10-28,159915.XSHE,121000,2.3310270984,2.36,285560.0
2015-10-28,518880.XSHG,76000,2.40312072,2.406,182856.0
2015-10-29,511010.XSHG,8400,103.08222812029548,106.085,891114.0
2015-10-29,159915.XSHE,121000,2.3310270984,2.352,284592.0
2015-10-29,518880.XSHG,76000,2.40312072,2.384,181184.0
2015-10-30,511010.XSHG,8400,103.08222812029548,106.141,891584.4
2015-10-30,159915.XSHE,121000,2.3310270984,2.349,284229.0
2015-10-30,518880.XSHG,76000,2.40312072,2.351,178676.0
2015-11-02,511010.XSHG,12600,104.14782379429698,106.171,1337754.6
2015-11-03,511010.XSHG,12600,104.14782379429698,106.11,1336986.0
2015-11-04,511010.XSHG,12600,104.14782379429698,105.752,1332475.2
2015-11-05,511010.XSHG,12600,104.14782379429698,105.738,1332298.8
2015-11-06,511010.XSHG,12600,104.14782379429698,105.572,1330207.2
2015-11-09,511010.XSHG,8700,104.14782379429698,104.589,909924.2999999999
2015-11-09,159915.XSHE,82600,2.5242780562999996,2.583,213355.80000000002
2015-11-09,510180.XSHG,77600,2.6864887048999995,2.709,210218.4
2015-11-10,511010.XSHG,8700,104.14782379429698,104.869,912360.3
2015-11-10,159915.XSHE,82600,2.5242780562999996,2.609,215503.4
2015-11-10,510180.XSHG,77600,2.6864887048999995,2.697,209287.2
2015-11-11,511010.XSHG,8700,104.14782379429698,105.275,915892.5
2015-11-11,159915.XSHE,82600,2.5242780562999996,2.68,221368.0
2015-11-11,510180.XSHG,77600,2.6864887048999995,2.688,208588.80000000002
2015-11-12,511010.XSHG,8700,104.14782379429698,105.368,916701.6
2015-11-12,159915.XSHE,82600,2.5242780562999996,2.648,218724.80000000002
2015-11-12,510180.XSHG,77600,2.6864887048999995,2.657,206183.2
2015-11-13,511010.XSHG,8700,104.14782379429698,105.359,916623.2999999999
2015-11-13,159915.XSHE,82600,2.5242780562999996,2.58,213108.0
2015-11-13,510180.XSHG,77600,2.6864887048999995,2.626,203777.6
2015-11-16,511010.XSHG,9500,104.26354660029301,105.387,1001176.5
2015-11-16,159915.XSHE,127800,2.5249863313165886,2.67,341226.0
2015-11-17,511010.XSHG,9500,104.26354660029301,105.502,1002269.0
2015-11-17,159915.XSHE,127800,2.5249863313165886,2.569,328318.2
2015-11-18,511010.XSHG,9500,104.26354660029301,105.31,1000445.0
2015-11-18,159915.XSHE,127800,2.5249863313165886,2.516,321544.8
2015-11-19,511010.XSHG,9500,104.26354660029301,105.367,1000986.5
2015-11-19,159915.XSHE,127800,2.5249863313165886,2.624,335347.2
2015-11-20,511010.XSHG,9500,104.26354660029301,105.378,1001091.0
2015-11-20,159915.XSHE,127800,2.5249863313165886,2.645,338031.0
2015-11-23,511010.XSHG,9600,104.27655504195663,105.377,1011619.2
2015-11-23,159915.XSHE,124600,2.5249863313165886,2.619,326327.4
2015-11-24,511010.XSHG,9600,104.27655504195663,105.617,1013923.2000000001
2015-11-24,159915.XSHE,124600,2.5249863313165886,2.663,331809.8
2015-11-25,511010.XSHG,9600,104.27655504195663,105.622,1013971.2
2015-11-25,159915.XSHE,124600,2.5249863313165886,2.746,342151.6
2015-11-26,511010.XSHG,9600,104.27655504195663,105.838,1016044.7999999999
2015-11-26,159915.XSHE,124600,2.5249863313165886,2.674,333180.39999999997
2015-11-27,511010.XSHG,9600,104.27655504195663,105.788,1015564.7999999999
2015-11-27,159915.XSHE,124600,2.5249863313165886,2.496,311001.6
2015-11-30,511010.XSHG,7300,104.27655504195663,105.919,773208.7
2015-11-30,159915.XSHE,109800,2.5249863313165886,2.52,276696.0
2015-11-30,510050.XSHG,141600,1.9455264828999999,1.946,275553.6
2015-12-01,511010.XSHG,7300,104.27655504195663,105.778,772179.4
2015-12-01,159915.XSHE,109800,2.5249863313165886,2.507,275268.60000000003
2015-12-01,510050.XSHG,141600,1.9455264828999999,1.954,276686.4
2015-12-02,511010.XSHG,7300,104.27655504195663,105.941,773369.3
2015-12-02,159915.XSHE,109800,2.5249863313165886,2.454,269449.2
2015-12-02,510050.XSHG,141600,1.9455264828999999,2.057,291271.2
2015-12-03,511010.XSHG,7300,104.27655504195663,105.975,773617.5
2015-12-03,159915.XSHE,109800,2.5249863313165886,2.561,281197.8
2015-12-03,510050.XSHG,141600,1.9455264828999999,2.055,290988.0
2015-12-04,511010.XSHG,7300,104.27655504195663,105.957,773486.1
2015-12-04,159915.XSHE,109800,2.5249863313165886,2.53,277794.0
2015-12-04,510050.XSHG,141600,1.9455264828999999,2.004,283766.4
2015-12-07,511010.XSHG,6800,104.27655504195663,106.01,720868.0
2015-12-07,159915.XSHE,65600,2.5249863313165886,2.571,168657.6
2015-12-07,510050.XSHG,123700,1.9455264828999999,1.997,247028.90000000002
2015-12-07,159901.XSHE,94000,2.1768268521999996,2.184,205296.00000000003
2015-12-08,511010.XSHG,6800,104.27655504195663,106.063,721228.4
2015-12-08,159915.XSHE,65600,2.5249863313165886,2.531,166033.6
2015-12-08,510050.XSHG,123700,1.9455264828999999,1.977,244554.90000000002
2015-12-08,159901.XSHE,94000,2.1768268521999996,2.144,201536.0
2015-12-09,511010.XSHG,6800,104.27655504195663,106.049,721133.2000000001
2015-12-09,159915.XSHE,65600,2.5249863313165886,2.51,164656.0
2015-12-09,510050.XSHG,123700,1.9455264828999999,1.979,244802.30000000002
2015-12-09,159901.XSHE,94000,2.1768268521999996,2.163,203321.99999999997
2015-12-10,511010.XSHG,6800,104.27655504195663,106.094,721439.2
2015-12-10,159915.XSHE,65600,2.5249863313165886,2.526,165705.59999999998
2015-12-10,510050.XSHG,123700,1.9455264828999999,1.968,243441.6
2015-12-10,159901.XSHE,94000,2.1768268521999996,2.164,203416.0
2015-12-11,511010.XSHG,6800,104.27655504195663,106.096,721452.8
2015-12-11,159915.XSHE,65600,2.5249863313165886,2.51,164656.0
2015-12-11,510050.XSHG,123700,1.9455264828999999,1.958,242204.6
2015-12-11,159901.XSHE,94000,2.1768268521999996,2.164,203416.0
2015-12-14,511010.XSHG,6800,104.27655504195663,105.97,720596.0
2015-12-14,159915.XSHE,68200,2.5237826207385368,2.555,174251.0
2015-12-14,510050.XSHG,129100,1.9454570668840434,2.018,260523.79999999996
2015-12-14,159901.XSHE,83800,2.1768268521999996,2.229,186790.2
2015-12-15,511010.XSHG,6800,104.27655504195663,106.042,721085.6
2015-12-15,159915.XSHE,68200,2.5237826207385368,2.577,175751.4
2015-12-15,510050.XSHG,129100,1.9454570668840434,1.99,256909.0
2015-12-15,159901.XSHE,83800,2.1768268521999996,2.224,186371.2
2015-12-16,511010.XSHG,6800,104.27655504195663,106.121,721622.7999999999
2015-12-16,159915.XSHE,68200,2.5237826207385368,2.593,176842.6
2015-12-16,510050.XSHG,129100,1.9454570668840434,1.982,255876.2
2015-12-16,159901.XSHE,83800,2.1768268521999996,2.223,186287.4
2015-12-17,511010.XSHG,6800,104.27655504195663,106.156,721860.8
2015-12-17,159915.XSHE,68200,2.5237826207385368,2.674,182366.8
2015-12-17,510050.XSHG,129100,1.9454570668840434,2.006,258974.59999999998
2015-12-17,159901.XSHE,83800,2.1768268521999996,2.284,191399.19999999998
2015-12-18,511010.XSHG,6800,104.27655504195663,106.429,723717.2000000001
2015-12-18,159915.XSHE,68200,2.5237826207385368,2.668,181957.6
2015-12-18,510050.XSHG,129100,1.9454570668840434,2.024,261298.4
2015-12-18,159901.XSHE,83800,2.1768268521999996,2.291,191985.8
2015-12-21,511010.XSHG,6300,104.27655504195663,106.839,673085.7
2015-12-21,159915.XSHE,72100,2.5310391863296564,2.663,192002.3
2015-12-21,510050.XSHG,150200,1.9550318361808257,2.088,313617.60000000003
2015-12-21,159901.XSHE,86200,2.1800438679160092,2.351,202656.2
2015-12-22,511010.XSHG,6300,104.27655504195663,106.779,672707.7
2015-12-22,159915.XSHE,72100,2.5310391863296564,2.656,191497.6
2015-12-22,510050.XSHG,150200,1.9550318361808257,2.08,312416.0
2015-12-22,159901.XSHE,86200,2.1800438679160092,2.364,203776.8
2015-12-23,511010.XSHG,6300,104.27655504195663,106.82,672966.0
2015-12-23,159915.XSHE,72100,2.5310391863296564,2.6,187460.0
2015-12-23,510050.XSHG,150200,1.9550318361808257,2.088,313617.60000000003
2015-12-23,159901.XSHE,86200,2.1800438679160092,2.355,203001.0
2015-12-24,511010.XSHG,6300,104.27655504195663,106.963,673866.8999999999
2015-12-24,159915.XSHE,72100,2.5310391863296564,2.624,189190.4
2015-12-24,510050.XSHG,150200,1.9550318361808257,2.07,310914.0
2015-12-24,159901.XSHE,86200,2.1800438679160092,2.323,200242.6
2015-12-25,511010.XSHG,6300,104.27655504195663,106.916,673570.7999999999
2015-12-25,159915.XSHE,72100,2.5310391863296564,2.62,188902.0
2015-12-25,510050.XSHG,150200,1.9550318361808257,2.077,311965.39999999997
2015-12-25,159901.XSHE,86200,2.1800438679160092,2.332,201018.4
2015-12-28,511010.XSHG,6200,104.27655504195663,107.37,665694.0
2015-12-28,159915.XSHE,76800,2.536892622843336,2.551,195916.80000000002
2015-12-28,510050.XSHG,151700,1.9563012445244565,2.015,305675.5
2015-12-28,159901.XSHE,83200,2.1800438679160092,2.28,189695.99999999997
2015-12-29,511010.XSHG,6200,104.27655504195663,107.305,665291.0
2015-12-29,159915.XSHE,76800,2.536892622843336,2.58,198144.0
2015-12-29,510050.XSHG,151700,1.9563012445244565,2.032,308254.4
2015-12-29,159901.XSHE,83200,2.1800438679160092,2.302,191526.4
2015-12-30,511010.XSHG,6200,104.27655504195663,107.274,665098.8
2015-12-30,159915.XSHE,76800,2.536892622843336,2.605,200064.0
2015-12-30,510050.XSHG,151700,1.9563012445244565,2.025,307192.5
2015-12-30,159901.XSHE,83200,2.1800438679160092,2.301,191443.2
2015-12-31,511010.XSHG,6200,104.27655504195663,107.155,664361.0
2015-12-31,159915.XSHE,76800,2.536892622843336,2.539,194995.2
2015-12-31,510050.XSHG,151700,1.9563012445244565,2.019,306282.30000000005
2015-12-31,159901.XSHE,83200,2.1800438679160092,2.27,188864.0
2016-01-04,511010.XSHG,6000,104.27655504195663,106.824,640944.0
2016-01-04,159915.XSHE,82000,2.536740422370344,2.306,189092.0
2016-01-04,510050.XSHG,158000,1.958713841736456,1.903,300674.0
2016-01-04,159901.XSHE,80500,2.1800438679160092,2.091,168325.50000000003
2016-01-05,511010.XSHG,6000,104.27655504195663,106.76,640560.0
2016-01-05,159915.XSHE,82000,2.536740422370344,2.275,186550.0
2016-01-05,510050.XSHG,158000,1.958713841736456,1.91,301780.0
2016-01-05,159901.XSHE,80500,2.1800438679160092,2.091,168325.50000000003
2016-01-06,511010.XSHG,6000,104.27655504195663,106.794,640764.0
2016-01-06,159915.XSHE,82000,2.536740422370344,2.321,190322.0
2016-01-06,510050.XSHG,158000,1.958713841736456,1.936,305888.0
2016-01-06,159901.XSHE,80500,2.1800438679160092,2.125,171062.5
2016-01-07,511010.XSHG,6000,104.27655504195663,106.908,641448.0
2016-01-07,159915.XSHE,82000,2.536740422370344,2.096,171872.0
2016-01-07,510050.XSHG,158000,1.958713841736456,1.819,287402.0
2016-01-07,159901.XSHE,80500,2.1800438679160092,1.966,158263.0
2016-01-08,511010.XSHG,6000,104.27655504195663,107.16,642960.0
2016-01-08,159915.XSHE,82000,2.536740422370344,2.125,174250.0
2016-01-08,510050.XSHG,158000,1.958713841736456,1.854,292932.0
2016-01-08,159901.XSHE,80500,2.1800438679160092,1.996,160678.0
2016-01-11,511010.XSHG,9600,105.41009945672288,107.209,1029206.4
2016-01-11,159901.XSHE,118800,2.1089570108010838,1.884,223819.19999999998
2016-01-12,511010.XSHG,9600,105.41009945672288,107.494,1031942.4
2016-01-12,159901.XSHE,118800,2.1089570108010838,1.915,227502.0
2016-01-13,511010.XSHG,9600,105.41009945672288,107.623,1033180.8
2016-01-13,159901.XSHE,118800,2.1089570108010838,1.884,223819.19999999998
2016-01-14,511010.XSHG,9600,105.41009945672288,107.487,1031875.2
2016-01-14,159901.XSHE,118800,2.1089570108010838,1.939,230353.2
2016-01-15,511010.XSHG,9600,105.41009945672288,107.588,1032844.7999999999
2016-01-15,159901.XSHE,118800,2.1089570108010838,1.86,220968.0
2016-01-18,511010.XSHG,11600,105.79918875006375,107.471,1246663.6
2016-01-19,511010.XSHG,11600,105.79918875006375,107.19,1243404.0
2016-01-20,511010.XSHG,11600,105.79918875006375,107.153,1242974.8
2016-01-21,511010.XSHG,11600,105.79918875006375,107.401,1245851.5999999999
2016-01-22,511010.XSHG,11600,105.79918875006375,107.416,1246025.5999999999
2016-01-25,511010.XSHG,11600,105.79918875006375,107.274,1244378.4
2016-01-26,511010.XSHG,11600,105.79918875006375,107.334,1245074.4000000001
2016-01-27,511010.XSHG,11600,105.79918875006375,107.14,1242824.0
2016-01-28,511010.XSHG,11600,105.79918875006375,107.069,1242000.4000000001
2016-01-29,511010.XSHG,11600,105.79918875006375,107.117,1242557.2
2016-02-01,511010.XSHG,7000,105.79918875006375,107.115,749805.0
2016-02-01,518880.XSHG,209300,2.3700778100999997,2.383,498761.9
2016-02-02,511010.XSHG,7000,105.79918875006375,107.101,749707.0
2016-02-02,518880.XSHG,209300,2.3700778100999997,2.389,500017.69999999995
2016-02-03,511010.XSHG,7000,105.79918875006375,107.219,750533.0
2016-02-03,518880.XSHG,209300,2.3700778100999997,2.399,502110.7
2016-02-04,511010.XSHG,7000,105.79918875006375,107.184,750288.0
2016-02-04,518880.XSHG,209300,2.3700778100999997,2.421,506715.3
2016-02-05,511010.XSHG,7000,105.79918875006375,107.214,750498.0
2016-02-05,518880.XSHG,209300,2.3700778100999997,2.451,512994.3
2016-02-15,511010.XSHG,7200,105.8438078953342,107.414,773380.8
2016-02-15,518880.XSHG,199600,2.3700778100999997,2.547,508381.2
2016-02-16,511010.XSHG,7200,105.8438078953342,107.41,773352.0
2016-02-16,518880.XSHG,199600,2.3700778100999997,2.512,501395.2
2016-02-17,511010.XSHG,7200,105.8438078953342,107.413,773373.6
2016-02-17,518880.XSHG,199600,2.3700778100999997,2.533,505586.8
2016-02-18,511010.XSHG,7200,105.8438078953342,107.348,772905.6
2016-02-18,518880.XSHG,199600,2.3700778100999997,2.537,506385.2
2016-02-19,511010.XSHG,7200,105.8438078953342,107.442,773582.3999999999
2016-02-19,518880.XSHG,199600,2.3700778100999997,2.574,513770.39999999997
2016-02-22,511010.XSHG,7200,105.8438078953342,107.438,773553.6
2016-02-22,518880.XSHG,200900,2.3714389103830755,2.555,513299.50000000006
2016-02-23,511010.XSHG,7200,105.8438078953342,107.499,773992.7999999999
2016-02-23,518880.XSHG,200900,2.3714389103830755,2.557,513701.3
2016-02-24,511010.XSHG,7200,105.8438078953342,107.664,775180.8
2016-02-24,518880.XSHG,200900,2.3714389103830755,2.577,517719.3
2016-02-25,511010.XSHG,7200,105.8438078953342,107.579,774568.7999999999
2016-02-25,518880.XSHG,200900,2.3714389103830755,2.614,525152.6
2016-02-26,511010.XSHG,7200,105.8438078953342,107.66,775152.0
2016-02-26,518880.XSHG,200900,2.3714389103830755,2.612,524750.8
2016-02-29,511010.XSHG,7200,105.8438078953342,107.67,775224.0
2016-02-29,518880.XSHG,200300,2.3714389103830755,2.587,518176.10000000003
2016-03-01,511010.XSHG,7200,105.8438078953342,107.824,776332.7999999999
2016-03-01,518880.XSHG,200300,2.3714389103830755,2.626,525987.7999999999
2016-03-02,511010.XSHG,7200,105.8438078953342,107.863,776613.6
2016-03-02,518880.XSHG,200300,2.3714389103830755,2.595,519778.50000000006
2016-03-03,511010.XSHG,7200,105.8438078953342,107.792,776102.4
2016-03-03,518880.XSHG,200300,2.3714389103830755,2.617,524185.1
2016-03-04,511010.XSHG,7200,105.8438078953342,107.731,775663.2
2016-03-04,518880.XSHG,200300,2.3714389103830755,2.651,530995.2999999999
2016-03-07,511010.XSHG,7300,105.86974997895976,107.696,786180.7999999999
2016-03-07,518880.XSHG,197100,2.3714389103830755,2.649,522117.9
2016-03-08,511010.XSHG,7300,105.86974997895976,107.717,786334.1
2016-03-08,518880.XSHG,197100,2.3714389103830755,2.662,524680.2
2016-03-09,511010.XSHG,7300,105.86974997895976,107.794,786896.2
2016-03-09,518880.XSHG,197100,2.3714389103830755,2.634,519161.39999999997
2016-03-10,511010.XSHG,7300,105.86974997895976,107.93,787889.0
2016-03-10,518880.XSHG,197100,2.3714389103830755,2.618,516007.8
2016-03-11,511010.XSHG,7300,105.86974997895976,108.221,790013.3
2016-03-11,518880.XSHG,197100,2.3714389103830755,2.651,522512.1
2016-03-14,511010.XSHG,7200,105.86974997895976,107.962,777326.4
2016-03-14,518880.XSHG,199500,2.374509784644131,2.624,523488.0
2016-03-15,511010.XSHG,7200,105.86974997895976,107.927,777074.4
2016-03-15,518880.XSHG,199500,2.374509784644131,2.572,513114.0
2016-03-16,511010.XSHG,7200,105.86974997895976,108.108,778377.6
2016-03-16,518880.XSHG,199500,2.374509784644131,2.591,516904.50000000006
2016-03-17,511010.XSHG,7200,105.86974997895976,108.107,778370.4
2016-03-17,518880.XSHG,199500,2.374509784644131,2.617,522091.5
2016-03-18,511010.XSHG,7200,105.86974997895976,108.106,778363.2
2016-03-18,518880.XSHG,199500,2.374509784644131,2.617,522091.5
2016-03-21,511010.XSHG,4300,105.86974997895976,108.003,464412.9
2016-03-21,518880.XSHG,160100,2.374509784644131,2.576,412417.60000000003
2016-03-21,159915.XSHE,198200,2.1027306300000004,2.116,419391.2
2016-03-22,511010.XSHG,4300,105.86974997895976,108.116,464898.8
2016-03-22,518880.XSHG,160100,2.374509784644131,2.597,415779.7
2016-03-22,159915.XSHE,198200,2.1027306300000004,2.099,416021.80000000005
2016-03-23,511010.XSHG,4300,105.86974997895976,108.233,465401.9
2016-03-23,518880.XSHG,160100,2.374509784644131,2.57,411457.0
2016-03-23,159915.XSHE,198200,2.1027306300000004,2.148,425733.60000000003
2016-03-24,511010.XSHG,4300,105.86974997895976,108.471,466425.3
2016-03-24,518880.XSHG,160100,2.374509784644131,2.534,405693.39999999997
2016-03-24,159915.XSHE,198200,2.1027306300000004,2.1,416220.0
2016-03-25,511010.XSHG,4300,105.86974997895976,108.589,466932.7
2016-03-25,518880.XSHG,160100,2.374509784644131,2.549,408094.89999999997
2016-03-25,159915.XSHE,198200,2.1027306300000004,2.099,416021.80000000005
2016-03-28,511010.XSHG,4300,105.86974997895976,108.63,467109.0
2016-03-28,518880.XSHG,162400,2.376906134368999,2.541,412658.39999999997
2016-03-28,159915.XSHE,194800,2.1027306300000004,2.073,403820.39999999997
2016-03-29,511010.XSHG,4300,105.86974997895976,108.671,467285.30000000005
2016-03-29,518880.XSHG,162400,2.376906134368999,2.547,413632.80000000005
2016-03-29,159915.XSHE,194800,2.1027306300000004,2.039,397197.2
2016-03-30,511010.XSHG,4300,105.86974997895976,108.731,467543.3
2016-03-30,518880.XSHG,162400,2.376906134368999,2.57,417368.0
2016-03-30,159915.XSHE,194800,2.1027306300000004,2.134,415703.19999999995
2016-03-31,511010.XSHG,4300,105.86974997895976,108.702,467418.6
2016-03-31,518880.XSHG,162400,2.376906134368999,2.548,413795.2
2016-03-31,159915.XSHE,194800,2.1027306300000004,2.119,412781.20000000007
2016-04-01,511010.XSHG,4300,105.86974997895976,109.006,468725.8
2016-04-01,518880.XSHG,162400,2.376906134368999,2.564,416393.60000000003
2016-04-01,159915.XSHE,194800,2.1027306300000004,2.097,408495.6
2016-04-05,511010.XSHG,7100,107.16287351484605,108.846,772806.6
2016-04-05,518880.XSHG,203400,2.4120619270497805,2.552,519076.8
2016-04-06,511010.XSHG,7100,107.16287351484605,108.877,773026.7
2016-04-06,518880.XSHG,203400,2.4120619270497805,2.554,519483.6
2016-04-07,511010.XSHG,7100,107.16287351484605,108.792,772423.2
2016-04-07,518880.XSHG,203400,2.4120619270497805,2.553,519280.2
2016-04-08,511010.XSHG,7100,107.16287351484605,108.789,772401.9
2016-04-08,518880.XSHG,203400,2.4120619270497805,2.57,522737.99999999994
2016-04-11,511010.XSHG,7100,107.16287351484605,108.792,772423.2
2016-04-11,518880.XSHG,200900,2.4120619270497805,2.593,520933.7
2016-04-12,511010.XSHG,7100,107.16287351484605,108.766,772238.6000000001
2016-04-12,518880.XSHG,200900,2.4120619270497805,2.607,523746.30000000005
2016-04-13,511010.XSHG,7100,107.16287351484605,108.583,770939.3
2016-04-13,518880.XSHG,200900,2.4120619270497805,2.584,519125.60000000003
2016-04-14,511010.XSHG,7100,107.16287351484605,108.428,769838.7999999999
2016-04-14,518880.XSHG,200900,2.4120619270497805,2.563,514906.7
2016-04-15,511010.XSHG,7100,107.16287351484605,108.423,769803.3
2016-04-15,518880.XSHG,200900,2.4120619270497805,2.562,514705.8
2016-04-18,511010.XSHG,7100,107.16287351484605,108.491,770286.1
2016-04-18,518880.XSHG,201600,2.4126440483348257,2.564,516902.4
2016-04-19,511010.XSHG,7100,107.16287351484605,108.536,770605.6
2016-04-19,518880.XSHG,201600,2.4126440483348257,2.588,521740.8
2016-04-20,511010.XSHG,7100,107.16287351484605,108.408,769696.8
2016-04-20,518880.XSHG,201600,2.4126440483348257,2.594,522950.39999999997
2016-04-21,511010.XSHG,7100,107.16287351484605,107.944,766402.4
2016-04-21,518880.XSHG,201600,2.4126440483348257,2.626,529401.6
2016-04-22,511010.XSHG,7100,107.16287351484605,107.916,766203.6
2016-04-22,518880.XSHG,201600,2.4126440483348257,2.592,522547.2
2016-04-25,511010.XSHG,7100,107.16287351484605,107.336,762085.6
2016-04-25,518880.XSHG,200900,2.4126440483348257,2.578,517920.19999999995
2016-04-26,511010.XSHG,7100,107.16287351484605,107.501,763257.1
2016-04-26,518880.XSHG,200900,2.4126440483348257,2.573,516915.7
2016-04-27,511010.XSHG,7100,107.16287351484605,107.596,763931.6
2016-04-27,518880.XSHG,200900,2.4126440483348257,2.601,522540.9
2016-04-28,511010.XSHG,7100,107.16287351484605,107.935,766338.5
2016-04-28,518880.XSHG,200900,2.4126440483348257,2.613,524951.7
2016-04-29,511010.XSHG,7100,107.16287351484605,107.979,766650.9
2016-04-29,518880.XSHG,200900,2.4126440483348257,2.66,534394.0
2016-05-03,511010.XSHG,7300,107.18913472524204,108.04,788692.0
2016-05-03,518880.XSHG,195300,2.4126440483348257,2.702,527700.6
2016-05-04,511010.XSHG,7300,107.18913472524204,108.019,788538.7000000001
2016-05-04,518880.XSHG,195300,2.4126440483348257,2.677,522818.10000000003
2016-05-05,511010.XSHG,7300,107.18913472524204,108.09,789057.0
2016-05-05,518880.XSHG,195300,2.4126440483348257,2.675,522427.49999999994
2016-05-06,511010.XSHG,7300,107.18913472524204,108.022,788560.6000000001
2016-05-06,518880.XSHG,195300,2.4126440483348257,2.68,523404.00000000006
2016-05-09,511010.XSHG,7300,107.18913472524204,108.108,789188.4
2016-05-09,518880.XSHG,195900,2.413515029299599,2.67,523053.0
2016-05-10,511010.XSHG,7300,107.18913472524204,108.265,790334.5
2016-05-10,518880.XSHG,195900,2.413515029299599,2.657,520506.3
2016-05-11,511010.XSHG,7300,107.18913472524204,108.328,790794.4
2016-05-11,518880.XSHG,195900,2.413515029299599,2.669,522857.10000000003
2016-05-12,511010.XSHG,7300,107.18913472524204,108.518,792181.4
2016-05-12,518880.XSHG,195900,2.413515029299599,2.66,521094.0
2016-05-13,511010.XSHG,7300,107.18913472524204,108.579,792626.7
2016-05-13,518880.XSHG,195900,2.413515029299599,2.682,525403.7999999999
2016-05-16,511010.XSHG,7200,107.18913472524204,108.307,779810.4
2016-05-16,518880.XSHG,196700,2.4146433138779435,2.695,530106.5
2016-05-17,511010.XSHG,7200,107.18913472524204,108.325,779940.0
2016-05-17,518880.XSHG,196700,2.4146433138779435,2.682,527549.4
2016-05-18,511010.XSHG,7200,107.18913472524204,108.216,779155.2
2016-05-18,518880.XSHG,196700,2.4146433138779435,2.681,527352.7
2016-05-19,511010.XSHG,7200,107.18913472524204,108.121,778471.2
2016-05-19,518880.XSHG,196700,2.4146433138779435,2.64,519288.0
2016-05-20,511010.XSHG,7200,107.18913472524204,108.263,779493.6000000001
2016-05-20,518880.XSHG,196700,2.4146433138779435,2.638,518894.6
2016-05-23,511010.XSHG,7200,107.18913472524204,108.171,778831.2000000001
2016-05-23,518880.XSHG,197900,2.416075354420371,2.635,521466.49999999994
2016-05-24,511010.XSHG,7200,107.18913472524204,108.184,778924.7999999999
2016-05-24,518880.XSHG,197900,2.416075354420371,2.623,519091.70000000007
2016-05-25,511010.XSHG,7200,107.18913472524204,108.236,779299.2000000001
2016-05-25,518880.XSHG,197900,2.416075354420371,2.581,510779.89999999997
2016-05-26,511010.XSHG,7200,107.18913472524204,108.168,778809.6000000001
2016-05-26,518880.XSHG,197900,2.416075354420371,2.591,512758.9
2016-05-27,511010.XSHG,7200,107.18913472524204,108.181,778903.2
2016-05-27,518880.XSHG,197900,2.416075354420371,2.58,510582.0
