cash,daily_return,date,market_value,total_value
9584.479545308333,-0.0011296140973494628,2025-06-24,2028011.4,2037595.8795453082
9584.479545308333,0.006580892773984548,2025-06-25,2041420.6,2051005.0795453084
9584.479545308333,0.004160545522340575,2025-06-26,2049953.9,2059538.3795453082
9584.479545308333,-0.014593027398030478,2025-06-27,2019899.0,2029483.4795453083
4592.263201648486,-0.0032150625562726853,2025-06-30,2018366.2999999998,2022958.5632016482
4592.263201648486,0.008121718506185038,2025-07-01,2034796.2000000002,2039388.4632016486
4592.263201648486,0.0032924085436174533,2025-07-02,2041510.7000000002,2046102.9632016486
4592.263201648486,3.9098716652530285e-05,2025-07-03,2041590.7000000002,2046182.9632016486
4592.263201648486,0.009553446759918982,2025-07-04,2061138.8000000003,2065731.0632016486
5334.69021333853,0.00036782474990348923,2025-07-07,2061156.2000000002,2066490.8902133387
5334.69021333853,0.004424505350253849,2025-07-08,2070299.4,2075634.0902133384
5334.69021333853,0.003378630189716736,2025-07-09,2077312.2,2082646.8902133384
5334.69021333853,0.004824053490397828,2025-07-10,2087359.0,2092693.6902133385
5334.69021333853,-0.010515729130791573,2025-07-11,2065352.7999999998,2070687.4902133383
6194.216280868568,-0.0074907362920667575,2025-07-14,2048982.3,2055176.5162808686
6194.216280868568,0.0022736733136947684,2025-07-15,2053655.1,2059849.3162808686
6194.216280868568,-9.675465017033869e-05,2025-07-16,2053455.7999999998,2059650.0162808683
6194.216280868568,0.0036213919554490825,2025-07-17,2060914.5999999999,2067108.8162808684
6194.216280868568,-0.003844161438146587,2025-07-18,2052968.3,2059162.5162808686
2800.932098378602,0.0014278211623726111,2025-07-21,2059301.7,2062102.6320983786
2800.932098378602,-0.005785841991704954,2025-07-22,2047370.7,2050171.6320983786
2800.932098378602,0.0017113689142254085,2025-07-23,2050879.3,2053680.2320983787
2800.932098378602,0.0010528416090320736,2025-07-24,2053041.4999999998,2055842.4320983784
2800.932098378602,-0.000445899931671212,2025-07-25,2052124.8000000003,2054925.732098379
9432.07968566916,0.007932183306033957,2025-07-28,2061793.7,2071225.779685669
9432.07968566916,0.003763085645439812,2025-07-29,2069587.9,2079019.979685669
9432.07968566916,-0.007759665687502859,2025-07-30,2053455.4000000001,2062887.4796856693
9432.07968566916,-0.007275045366161748,2025-07-31,2038447.7999999998,2047879.879685669
9432.07968566916,-0.007455027099706246,2025-08-01,2023180.8,2032612.8796856692
4615.332853629487,0.001603085959223094,2025-08-04,2031256.0,2035871.3328536295
4615.332853629487,0.003287044663387473,2025-08-05,2037948.0,2042563.3328536295
4615.332853629487,0.004043154925562176,2025-08-06,2046206.4,2050821.7328536294
4615.332853629487,0.007104079192552515,2025-08-07,2060775.6,2065390.9328536296
4615.332853629487,-0.0035193337418002457,2025-08-08,2053506.8,2058122.1328536295
2378.9717162296874,0.007596020961556649,2025-08-11,2071376.6999999997,2073755.6717162295
