amount,code,date,fees,price,reason,requested_amount,side,status,value
2300,515700.XSHG,2021-03-15,5.0,1.897101,,2300,sell,filled,4363.3323
254800,512400.XSHG,2021-03-15,82.17865656,1.0750739999999999,,254800,buy,filled,273928.8552
1200,511010.XSHG,2021-03-15,42.83851571999999,118.99587699999998,,1200,buy,filled,142795.0524
548100,159967.XSHE,2021-03-22,96.09535844999999,0.584415,,548100,sell,filled,320317.8615
900,511010.XSHG,2021-03-22,31.988359619999997,118.47540599999999,,900,sell,filled,106627.8654
8900,515700.XSHG,2021-03-22,5.0,1.85185,,8900,buy,filled,16481.465
22700,512400.XSHG,2021-03-22,7.0894824,1.04104,,22700,buy,filled,23631.608
302900,515210.XSHG,2021-03-22,116.06607011999999,1.2772759999999999,,302900,buy,filled,386886.9004
157400,515700.XSHG,2021-03-29,87.7413708,1.8581400000000001,,157400,sell,filled,292471.23600000003
1300,511010.XSHG,2021-03-29,46.26229139999999,118.62125999999999,,1300,sell,filled,154207.63799999998
33900,512400.XSHG,2021-03-29,10.251431189999998,1.0080069999999999,,33900,buy,filled,34171.4373
31400,515210.XSHG,2021-03-29,11.409598199999998,1.21121,,31400,buy,filled,38031.994
219000,515650.XSHG,2021-03-29,108.97376489999998,1.6586569999999998,,219000,buy,filled,363245.883
300,511010.XSHG,2021-04-06,10.703246039999998,118.924956,,300,sell,filled,35677.4868
311400,512400.XSHG,2021-04-06,95.00645843999999,1.016982,,311400,sell,filled,316688.1948
21000,515210.XSHG,2021-04-06,7.791600599999998,1.236762,,21000,sell,filled,25972.001999999997
46800,515650.XSHG,2021-04-06,24.727767479999997,1.761237,,46800,sell,filled,82425.8916
588700,512170.XSHG,2021-04-06,139.30784867999998,0.7887879999999999,,588700,buy,filled,464359.49559999997
500,511010.XSHG,2021-04-12,17.808473699999997,118.723158,,500,sell,filled,59361.579
172200,515650.XSHG,2021-04-12,85.72145274,1.6593390000000001,,172200,sell,filled,285738.1758
14600,512170.XSHG,2021-04-12,5.0,0.766233,,14600,sell,filled,11187.0018
400,515210.XSHG,2021-04-12,5.0,1.333332,,400,buy,filled,533.3328
346900,512400.XSHG,2021-04-12,107.09094395999996,1.0290279999999998,,346900,buy,filled,356969.8131999999
7300,511010.XSHG,2021-04-19,261.12825036,119.236644,,7300,sell,filled,870427.5011999999
2600,512170.XSHG,2021-04-19,5.0,0.75924,,2600,sell,filled,1974.0240000000001
1200,515210.XSHG,2021-04-19,5.0,1.3383369999999999,,1200,buy,filled,1606.0043999999998
8600,512400.XSHG,2021-04-19,5.0,1.0140129999999998,,8600,buy,filled,8720.511799999998
8000,511260.XSHG,2021-04-19,260.0670072,108.36125299999999,,8000,buy,filled,866890.024
21400,512170.XSHG,2021-04-26,5.3874072,0.83916,,21400,sell,filled,17958.024
100,511260.XSHG,2021-04-26,5.0,108.329562,,100,sell,filled,10832.956199999999
7500,515210.XSHG,2021-04-26,5.0,1.3803789999999998,,7500,buy,filled,10352.842499999999
12100,512400.XSHG,2021-04-26,5.0,1.0670659999999998,,12100,buy,filled,12911.498599999999
550100,512170.XSHG,2021-05-06,139.80549456,0.847152,,550100,sell,filled,466018.3152
22100,515210.XSHG,2021-05-06,8.919630719999999,1.3453439999999999,,22100,buy,filled,29732.102399999996
11700,512400.XSHG,2021-05-06,5.0,1.093092,,11700,buy,filled,12789.1764
430000,512690.XSHG,2021-05-06,128.48335499999996,0.9959949999999999,,430000,buy,filled,428277.8499999999
35100,515210.XSHG,2021-05-10,15.589854539999997,1.480518,,35100,sell,filled,51966.1818
12700,512400.XSHG,2021-05-10,5.0,1.153845,,12700,sell,filled,14653.8315
7900,511260.XSHG,2021-05-10,256.20124229999993,108.10179,,7900,sell,filled,854004.141
33700,512690.XSHG,2021-05-10,9.573624059999997,0.9469459999999998,,33700,buy,filled,31912.080199999993
7400,511010.XSHG,2021-05-10,265.75306757999994,119.70858899999999,,7400,buy,filled,885843.5585999999
8400,515210.XSHG,2021-05-17,5.0,1.386612,,8400,sell,filled,11647.540799999999
23700,512690.XSHG,2021-05-17,7.0318610999999995,0.98901,,23700,sell,filled,23439.537
7400,511010.XSHG,2021-05-17,265.54145274,119.61326700000001,,7400,sell,filled,885138.1758000001
16100,512400.XSHG,2021-05-17,5.255460209999999,1.0880869999999998,,16100,buy,filled,17518.200699999998
8300,511260.XSHG,2021-05-17,270.13855868999997,108.489381,,8300,buy,filled,900461.8622999999
301000,515210.XSHG,2021-05-24,118.17470700000001,1.3086900000000001,,301000,sell,filled,393915.69000000006
26000,512400.XSHG,2021-05-24,8.6181732,1.104894,,26000,sell,filled,28727.244000000002
440000,512690.XSHG,2021-05-24,135.56030399999997,1.026972,,440000,sell,filled,451867.68
643200,515220.XSHG,2021-05-24,122.84528255999999,0.636636,,643200,buy,filled,409484.2752
239300,515030.XSHG,2021-05-24,122.38062836999997,1.7047029999999999,,239300,buy,filled,407935.42789999995
500,511260.XSHG,2021-05-24,16.383917549999996,109.22611699999999,,500,buy,filled,54613.05849999999
356700,512400.XSHG,2021-05-31,123.47295344999999,1.153845,,356700,sell,filled,411576.5115
1700,511260.XSHG,2021-05-31,55.57465970999999,108.969921,,1700,sell,filled,185248.8657
29400,515030.XSHG,2021-05-31,16.03313712,1.8178159999999999,,29400,buy,filled,53443.7904
104400,515220.XSHG,2021-05-31,20.629168559999997,0.658658,,104400,buy,filled,68763.8952
648800,159967.XSHE,2021-05-31,144.56730287999997,0.7427419999999999,,648800,buy,filled,481891.00959999993
747600,515220.XSHG,2021-06-07,152.3578896,0.67932,,747600,sell,filled,507859.63200000004
26600,515030.XSHG,2021-06-07,15.12292194,1.895103,,26600,sell,filled,50409.7398
12900,159967.XSHE,2021-06-07,5.0,0.7377369999999999,,12900,buy,filled,9516.807299999999
405500,512690.XSHG,2021-06-07,136.62779129999998,1.123122,,405500,buy,filled,455425.97099999996
800,511260.XSHG,2021-06-07,26.211865679999995,109.216107,,800,buy,filled,87372.8856
1200,511260.XSHG,2021-06-15,39.16947132,108.804087,,1200,sell,filled,130564.9044
6300,515030.XSHG,2021-06-15,5.0,1.9419399999999998,,6300,buy,filled,12234.221999999998
53600,512690.XSHG,2021-06-15,16.933076159999995,1.0530519999999999,,53600,buy,filled,56443.587199999994
76500,159967.XSHE,2021-06-15,17.597279699999998,0.766766,,76500,buy,filled,58657.598999999995
25900,515030.XSHG,2021-06-21,15.01991505,1.933065,,25900,sell,filled,50066.3835
47100,159967.XSHE,2021-06-21,10.685713589999999,0.756243,,47100,sell,filled,35619.0453
15200,512690.XSHG,2021-06-21,5.0,1.0500489999999998,,15200,buy,filled,15960.744799999997
700,511260.XSHG,2021-06-21,22.884301439999998,108.97286399999999,,700,buy,filled,76281.0048
2700,511260.XSHG,2021-06-28,88.21546622999999,108.907983,,2700,sell,filled,294051.5541
474300,512690.XSHG,2021-06-28,148.11791381999998,1.040958,,474300,sell,filled,493726.37940000003
60000,515030.XSHG,2021-06-28,36.07203599999999,2.0040019999999994,,60000,buy,filled,120240.11999999997
134400,159967.XSHE,2021-06-28,32.00573375999999,0.793793,,134400,buy,filled,106685.77919999999
766600,515220.XSHG,2021-06-28,166.90223549999996,0.7257249999999998,,766600,buy,filled,556340.7849999999
88700,515030.XSHG,2021-07-05,55.32003459,2.078919,,88700,sell,filled,184400.1153
254000,159967.XSHE,2021-07-05,60.822916199999995,0.798201,,254000,sell,filled,202743.054
766600,515220.XSHG,2021-07-05,158.06801375999999,0.6873119999999999,,766600,sell,filled,526893.3792
78100,512580.XSHG,2021-07-05,34.35927494999999,1.466465,,78100,buy,filled,114530.91649999999
7300,511260.XSHG,2021-07-05,239.87381417999995,109.53142199999999,,7300,buy,filled,799579.3805999999
3900,511260.XSHG,2021-07-12,128.77467642,110.063826,,3900,sell,filled,429248.92140000005
78100,512580.XSHG,2021-07-12,38.05908282,1.624374,,78100,sell,filled,126863.6094
2300,515030.XSHG,2021-07-12,5.0,2.377375,,2300,buy,filled,5467.9625
62700,159967.XSHE,2021-07-12,15.816200399999998,0.8408399999999999,,62700,buy,filled,52720.668
380200,512400.XSHG,2021-07-12,149.11132235999997,1.3073059999999999,,380200,buy,filled,497037.74119999993
200,515030.XSHG,2021-07-19,5.0,2.251746,,200,sell,filled,450.34919999999994
17500,159967.XSHE,2021-07-19,5.0,0.8191799999999999,,17500,sell,filled,14335.649999999998
14200,512400.XSHG,2021-07-19,5.566507919999999,1.306692,,14200,sell,filled,18555.0264
300,511260.XSHG,2021-07-19,9.955305359999999,110.614504,,300,buy,filled,33184.3512
400,511260.XSHG,2021-07-26,13.277788919999999,110.648241,,400,sell,filled,44259.2964
616700,159967.XSHE,2021-07-26,154.69851663,0.836163,,616700,sell,filled,515661.7221
12700,515030.XSHG,2021-07-26,9.134074949999999,2.397395,,12700,buy,filled,30446.9165
16500,512400.XSHG,2021-07-26,6.991434449999999,1.4124109999999999,,16500,buy,filled,23304.781499999997
673200,515220.XSHG,2021-07-26,151.21714607999996,0.748748,,673200,buy,filled,504057.15359999996
34700,515030.XSHG,2021-08-02,25.167007799999997,2.41758,,34700,sell,filled,83890.026
67900,512400.XSHG,2021-08-02,29.01857238,1.424574,,67900,sell,filled,96728.5746
673200,515220.XSHG,2021-08-02,143.24820839999998,0.70929,,673200,sell,filled,477494.028
575500,512480.XSHG,2021-08-02,132.03650459999997,0.7647639999999999,,575500,buy,filled,440121.6819999999
2000,511260.XSHG,2021-08-02,66.7711044,111.285174,,2000,buy,filled,222570.348
26300,515030.XSHG,2021-08-09,19.902327749999998,2.522475,,26300,sell,filled,66341.0925
5300,512400.XSHG,2021-08-09,5.0,1.387611,,5300,sell,filled,7354.338299999999
8500,512480.XSHG,2021-08-09,5.0,0.6992999999999999,,8500,sell,filled,5944.049999999999
700,511260.XSHG,2021-08-09,23.447664239999995,111.65554399999998,,700,buy,filled,78158.88079999998
1700,511260.XSHG,2021-08-16,56.57580755999999,110.93295599999999,,1700,sell,filled,188586.02519999997
567000,512480.XSHG,2021-08-16,113.5131732,0.667332,,567000,sell,filled,378377.244
15500,515030.XSHG,2021-08-16,11.3107995,2.43243,,15500,buy,filled,37702.665
10100,512400.XSHG,2021-08-16,5.0,1.4424409999999999,,10100,buy,filled,14568.654099999998
612100,515220.XSHG,2021-08-16,154.95489008999996,0.8438429999999999,,612100,buy,filled,516516.30029999994
1000,511260.XSHG,2021-08-23,33.35481179999999,111.182706,,1000,sell,filled,111182.70599999999
600,515030.XSHG,2021-08-23,5.0,2.382615,,600,sell,filled,1429.569
319400,512400.XSHG,2021-08-23,134.01385199999999,1.3985999999999998,,319400,sell,filled,446712.83999999997
30100,515220.XSHG,2021-08-23,7.267380119999999,0.804804,,30100,buy,filled,24224.6004
337300,515210.XSHG,2021-08-23,159.73620662999997,1.5785769999999997,,337300,buy,filled,532454.0221
2900,515030.XSHG,2021-08-30,5.0,2.472525,,2900,sell,filled,7170.3225
76900,515220.XSHG,2021-08-30,20.46567384,0.887112,,76900,sell,filled,68218.9128
337300,515210.XSHG,2021-08-30,176.90541749999997,1.74825,,337300,sell,filled,589684.725
287100,512400.XSHG,2021-08-30,134.92824344999997,1.5665649999999998,,287100,buy,filled,449760.81149999995
1900,511260.XSHG,2021-08-30,63.39146813999999,111.21310199999999,,1900,buy,filled,211304.8938
200,511260.XSHG,2021-09-06,6.685228079999999,111.420468,,200,sell,filled,22284.0936
75500,515220.XSHG,2021-09-06,21.835392749999997,0.964035,,75500,sell,filled,72784.6425
287100,512400.XSHG,2021-09-06,129.75415596,1.506492,,287100,sell,filled,432513.8532
10900,515030.XSHG,2021-09-06,7.587439859999999,2.320318,,10900,buy,filled,25291.4662
280200,515210.XSHG,2021-09-06,152.88975701999996,1.8188169999999997,,280200,buy,filled,509632.5233999999
200,515030.XSHG,2021-09-13,5.0,2.499498,,200,sell,filled,499.8996
81700,515220.XSHG,2021-09-13,26.34638724,1.074924,,81700,sell,filled,87821.2908
27100,515210.XSHG,2021-09-13,15.926987069999997,1.959039,,27100,sell,filled,53089.9569
1200,511260.XSHG,2021-09-13,40.10086079999999,111.39128,,1200,buy,filled,133669.536
1500,515030.XSHG,2021-09-22,5.0,2.44755,,1500,sell,filled,3671.3250000000003
13200,515220.XSHG,2021-09-22,5.0,1.0319669999999999,,13200,sell,filled,13621.964399999999
6000,515210.XSHG,2021-09-22,5.0,1.8078059999999998,,6000,buy,filled,10846.836
100,511260.XSHG,2021-09-22,5.0,111.285174,,100,buy,filled,11128.5174
5900,515030.XSHG,2021-09-27,5.0,2.456541,,5900,sell,filled,14493.591900000001
23500,515220.XSHG,2021-09-27,7.0852077,1.004994,,23500,sell,filled,23617.359
259100,515210.XSHG,2021-09-27,137.36686562999998,1.767231,,259100,sell,filled,457889.5521
143100,510410.XSHG,2021-09-27,51.52454307,1.200199,,143100,buy,filled,171748.4769
2900,511260.XSHG,2021-09-27,96.88341662999999,111.36024899999998,,2900,buy,filled,322944.72209999996
5500,515030.XSHG,2021-10-08,5.0,2.43756,,5500,sell,filled,13406.58
24600,515220.XSHG,2021-10-08,7.497954539999998,1.0159829999999999,,24600,sell,filled,24993.181799999995
2600,510410.XSHG,2021-10-08,5.0,1.1591579999999997,,2600,buy,filled,3013.8107999999993
300,511260.XSHG,2021-10-08,10.041161129999997,111.56845699999998,,300,buy,filled,33470.537099999994
100,511260.XSHG,2021-10-11,5.0,111.12876,,100,sell,filled,11112.876
8100,510410.XSHG,2021-10-11,5.0,1.135863,,8100,sell,filled,9200.490300000001
4700,515220.XSHG,2021-10-11,5.0,0.9649639999999998,,4700,buy,filled,4535.330799999999
6300,515030.XSHG,2021-10-11,5.0,2.3603579999999997,,6300,buy,filled,14870.255399999998
700,511260.XSHG,2021-10-18,23.279557139999998,110.85503399999999,,700,sell,filled,77598.5238
163700,515030.XSHG,2021-10-18,120.78791118,2.4595380000000002,,163700,sell,filled,402626.3706
6800,515220.XSHG,2021-10-18,5.0,0.952047,,6800,sell,filled,6473.9196
6300,510410.XSHG,2021-10-18,5.0,1.1418570000000001,,6300,sell,filled,7193.699100000001
273800,512580.XSHG,2021-10-18,149.64429479999995,1.8218199999999998,,273800,buy,filled,498814.31599999993
11900,515220.XSHG,2021-10-25,5.0,0.91908,,11900,sell,filled,10937.052
23900,510410.XSHG,2021-10-25,8.093997899999998,1.1288699999999998,,23900,sell,filled,26979.992999999995
8600,512580.XSHG,2021-10-25,5.0,1.853145,,8600,sell,filled,15937.047
400,511260.XSHG,2021-10-25,13.298124839999998,110.81770699999998,,400,buy,filled,44327.0828
8100,510410.XSHG,2021-11-01,5.0,1.073925,,8100,sell,filled,8698.7925
16300,512580.XSHG,2021-11-01,9.555275159999999,1.954044,,16300,sell,filled,31850.9172
34300,515220.XSHG,2021-11-01,8.508039539999999,0.8268259999999998,,34300,buy,filled,28360.131799999996
100,511260.XSHG,2021-11-01,5.0,111.18607499999999,,100,buy,filled,11118.607499999998
5100,511260.XSHG,2021-11-08,170.64450468,111.53235600000001,,5100,sell,filled,568815.0156
99300,510410.XSHG,2021-11-08,30.891097979999998,1.036962,,99300,sell,filled,102970.3266
58000,512580.XSHG,2021-11-08,32.84921639999999,1.8878859999999997,,58000,buy,filled,109497.38799999998
47300,515220.XSHG,2021-11-08,11.491189709999999,0.809809,,47300,buy,filled,38303.9657
162300,515700.XSHG,2021-11-08,160.05785795999998,3.2872839999999997,,162300,buy,filled,533526.1932
700,511260.XSHG,2021-11-15,23.366410199999997,111.26862,,700,sell,filled,77888.034
414400,515220.XSHG,2021-11-15,95.50647792,0.768231,,414400,sell,filled,318354.9264
13500,512580.XSHG,2021-11-15,7.776315899999999,1.920078,,13500,sell,filled,25921.053
23100,515700.XSHG,2021-11-15,23.30997669,3.363633,,23100,sell,filled,77699.9223
416300,512670.XSHG,2021-11-15,148.26765953999998,1.1871859999999999,,416300,buy,filled,494225.53179999994
600,512580.XSHG,2021-11-22,5.0,1.887111,,600,sell,filled,1132.2666
14600,512670.XSHG,2021-11-22,5.15448036,1.176822,,14600,sell,filled,17181.6012
4500,515700.XSHG,2021-11-22,5.0,3.2882849999999997,,4500,buy,filled,14797.2825
200,511260.XSHG,2021-11-29,6.72035292,112.005882,,200,sell,filled,22401.1764
17300,512580.XSHG,2021-11-29,9.648931409999998,1.8591389999999999,,17300,sell,filled,32163.104699999996
14700,515700.XSHG,2021-11-29,14.670614699999998,3.32667,,14700,sell,filled,48902.049
401700,512670.XSHG,2021-11-29,137.48479758,1.140858,,401700,sell,filled,458282.65859999997
672100,159967.XSHE,2021-11-29,170.14406408999997,0.8438429999999999,,672100,buy,filled,567146.8803
600,511260.XSHG,2021-12-06,20.12707278,111.817071,,600,sell,filled,67090.2426
672100,159967.XSHE,2021-12-06,172.22125634999995,0.8541449999999999,,672100,sell,filled,574070.8544999999
14400,515700.XSHG,2021-12-06,14.715660959999997,3.4064029999999996,,14400,buy,filled,49052.203199999996
36400,512580.XSHG,2021-12-06,20.626646039999994,1.8888869999999998,,36400,buy,filled,68755.48679999998
430900,512670.XSHG,2021-12-06,156.83191523999997,1.2132119999999997,,430900,buy,filled,522773.0507999999
400,511260.XSHG,2021-12-13,13.427998559999999,111.899988,,400,sell,filled,44759.9952
200,512580.XSHG,2021-12-13,5.0,1.88811,,200,sell,filled,377.622
5800,515700.XSHG,2021-12-13,5.840054219999999,3.356353,,5800,buy,filled,19466.8474
21800,512670.XSHG,2021-12-13,7.607079479999999,1.1631619999999998,,21800,buy,filled,25356.931599999996
13100,512580.XSHG,2021-12-20,7.251451289999999,1.845153,,13100,sell,filled,24171.5043
5600,512670.XSHG,2021-12-20,5.0,1.1508479999999999,,5600,sell,filled,6444.748799999999
4500,515700.XSHG,2021-12-20,5.0,3.179176,,4500,buy,filled,14306.292
100,511260.XSHG,2021-12-20,5.0,112.23111899999999,,100,buy,filled,11223.1119
3800,511260.XSHG,2021-12-27,128.01469716,112.293594,,3800,sell,filled,426715.6572
298600,512580.XSHG,2021-12-27,155.7133308,1.73826,,298600,sell,filled,519044.436
153700,515700.XSHG,2021-12-27,135.33570882,2.9350620000000003,,153700,sell,filled,451119.02940000006
33200,512670.XSHG,2021-12-27,11.395664279999998,1.144143,,33200,buy,filled,37985.5476
826000,512760.XSHG,2021-12-27,188.02023239999994,0.7587579999999999,,826000,buy,filled,626734.1079999999
1748000,515050.XSHG,2021-12-27,223.09286999999995,0.42542499999999994,cash_limited,1750000,buy,partial,743642.8999999999
826000,512760.XSHG,2022-01-04,190.61519399999997,0.76923,,826000,sell,filled,635383.98
1748000,515050.XSHG,2022-01-04,222.12325439999998,0.423576,,1748000,sell,filled,740410.848
14100,512670.XSHG,2022-01-04,5.106481379999998,1.2072059999999998,,14100,buy,filled,17021.604599999995
327200,515790.XSHG,2022-01-04,169.00403519999995,1.7217199999999997,,327200,buy,filled,563346.7839999999
246700,512100.XSHG,2022-01-04,232.03111931999996,3.1351319999999996,,246700,buy,filled,773437.0643999999
100,511260.XSHG,2022-01-04,5.0,112.80869599999998,,100,buy,filled,11280.869599999998
47500,512670.XSHG,2022-01-10,15.388845749999998,1.0799189999999999,,47500,sell,filled,51296.1525
327200,515790.XSHG,2022-01-10,150.0346152,1.52847,,327200,sell,filled,500115.384
23900,512100.XSHG,2022-01-10,21.402320939999996,2.984982,,23900,buy,filled,71341.0698
118200,515900.XSHG,2022-01-10,47.45743001999999,1.3383369999999999,,118200,buy,filled,158191.43339999998
2900,511260.XSHG,2022-01-10,98.14791986999998,112.81370099999998,,2900,buy,filled,327159.73289999994
4100,512100.XSHG,2022-01-17,5.0,2.984013,,4100,sell,filled,12234.4533
7100,515900.XSHG,2022-01-17,5.0,1.290708,,7100,sell,filled,9164.0268
15200,512670.XSHG,2022-01-17,5.0,1.04104,,15200,buy,filled,15823.807999999999
462100,512670.XSHG,2022-01-24,135.02908574999998,0.974025,,462100,sell,filled,450096.9525
266500,512100.XSHG,2022-01-24,228.34847294999997,2.856141,,266500,sell,filled,761161.5765
95300,515900.XSHG,2022-01-24,37.54759007999999,1.3133119999999998,,95300,buy,filled,125158.63359999999
387100,515250.XSHG,2022-01-24,133.79929562999996,1.152151,,387100,buy,filled,445997.65209999995
197700,515080.XSHG,2022-01-24,71.36191061999999,1.2032019999999999,,197700,buy,filled,237873.03539999996
3600,511260.XSHG,2022-01-24,122.99987699999998,113.888775,,3600,buy,filled,409999.58999999997
92000,515900.XSHG,2022-02-07,34.57578959999999,1.252746,,92000,sell,filled,115252.632
35900,515080.XSHG,2022-02-07,12.441008579999997,1.1551539999999998,,35900,buy,filled,41470.02859999999
55200,515250.XSHG,2022-02-07,18.118180079999995,1.0940929999999998,,55200,buy,filled,60393.93359999999
100,511260.XSHG,2022-02-07,5.0,113.67356,,100,buy,filled,11367.356
9900,511260.XSHG,2022-02-14,335.99537828999996,113.129757,,9900,sell,filled,1119984.5943
7500,515900.XSHG,2022-02-14,5.0,1.2987,,7500,sell,filled,9740.25
442300,515250.XSHG,2022-02-14,133.8828831,1.00899,,442300,sell,filled,446276.277
2500,515080.XSHG,2022-02-14,5.0,1.2102089999999999,,2500,buy,filled,3025.5224999999996
522000,515220.XSHG,2022-02-14,142.80526259999996,0.9119109999999999,,522000,buy,filled,476017.54199999996
8800,511010.XSHG,2022-02-14,327.71907167999996,124.136012,,8800,buy,filled,1092396.9056
27200,515080.XSHG,2022-02-21,9.92078928,1.215783,,27200,sell,filled,33069.2976
36100,515220.XSHG,2022-02-21,10.13756229,0.9360630000000001,,36100,sell,filled,33791.8743
1000,515900.XSHG,2022-02-21,5.0,1.3083069999999999,,1000,buy,filled,1308.3069999999998
500,511010.XSHG,2022-02-21,18.605536949999998,124.03691299999998,,500,buy,filled,62018.45649999999
107900,515900.XSHG,2022-02-28,41.29515351,1.275723,,107900,sell,filled,137650.5117
800,515080.XSHG,2022-02-28,5.0,1.185813,,800,sell,filled,948.6504
100,515220.XSHG,2022-02-28,5.0,0.910089,,100,sell,filled,91.0089
9300,511010.XSHG,2022-02-28,345.22661780999994,123.737139,,9300,sell,filled,1150755.3927
209400,518880.XSHG,2022-02-28,238.82895035999996,3.801798,,209400,buy,filled,796096.5011999999
4400,511260.XSHG,2022-02-28,149.47432499999996,113.23812499999998,,4400,buy,filled,498247.74999999994
21700,515080.XSHG,2022-03-07,7.882229879999999,1.210788,,21700,sell,filled,26274.099599999998
43200,515220.XSHG,2022-03-07,13.413133439999998,1.034964,,43200,sell,filled,44710.4448
4400,511260.XSHG,2022-03-07,148.63106015999998,112.599288,,4400,sell,filled,495436.8672
1700,518880.XSHG,2022-03-07,5.0,3.9409369999999995,,1700,buy,filled,6699.592899999999
4500,511010.XSHG,2022-03-07,166.99713029999995,123.70157799999998,,4500,buy,filled,556657.1009999999
186400,515080.XSHG,2022-03-14,64.02023567999998,1.1448539999999998,,186400,sell,filled,213400.78559999997
4500,518880.XSHG,2022-03-14,5.288056649999999,3.9170789999999998,,4500,sell,filled,17626.855499999998
4500,511010.XSHG,2022-03-14,167.1921405,123.84603,,4500,sell,filled,557307.135
7100,515220.XSHG,2022-03-14,5.0,0.9519509999999999,,7100,buy,filled,6758.852099999999
331400,510880.XSHG,2022-03-14,236.45814191999995,2.378376,,331400,buy,filled,788193.8063999999
26800,510880.XSHG,2022-03-21,18.85904208,2.345652,,26800,sell,filled,62863.4736
57000,515220.XSHG,2022-03-21,16.055839799999998,0.9389379999999998,,57000,buy,filled,53519.46599999999
100,518880.XSHG,2022-03-21,5.0,3.8428389999999997,,100,buy,filled,384.28389999999996
13700,515220.XSHG,2022-03-28,5.0,0.996003,,13700,sell,filled,13645.2411
1000,518880.XSHG,2022-03-28,5.0,3.902094,,1000,sell,filled,3902.094
304600,510880.XSHG,2022-03-28,219.73170833999998,2.404593,,304600,sell,filled,732439.0278
224100,515180.XSHG,2022-03-28,70.79668595999998,1.0530519999999999,,224100,buy,filled,235988.95319999996
4600,511260.XSHG,2022-03-28,156.61810163999996,113.49137799999998,,4600,buy,filled,522060.3387999999
4700,515220.XSHG,2022-04-06,5.0,1.016982,,4700,sell,filled,4779.8154
8700,515180.XSHG,2022-04-06,5.0,1.101897,,8700,sell,filled,9586.5039
100,511260.XSHG,2022-04-06,5.0,113.420466,,100,sell,filled,11342.0466
4200,518880.XSHG,2022-04-06,5.0,3.8458419999999998,,4200,buy,filled,16152.536399999999
36300,518880.XSHG,2022-04-11,42.26534234999999,3.881115,,36300,sell,filled,140884.47449999998
215400,515180.XSHG,2022-04-11,71.59191641999999,1.107891,,215400,sell,filled,238639.72139999998
1200,511260.XSHG,2022-04-11,40.993565399999994,113.871015,,1200,sell,filled,136645.218
6400,515220.XSHG,2022-04-11,5.0,1.016015,,6400,buy,filled,6502.495999999999
203300,512200.XSHG,2022-04-11,152.99378093999997,2.5085059999999997,,203300,buy,filled,509979.26979999995
35500,515220.XSHG,2022-04-18,11.1925962,1.050948,,35500,sell,filled,37308.654
9500,518880.XSHG,2022-04-18,11.283255449999999,3.959037,,9500,sell,filled,37610.8515
800,512200.XSHG,2022-04-18,5.0,2.416414,,800,buy,filled,1933.1312
700,511260.XSHG,2022-04-18,23.92315925999999,113.91980599999998,,700,buy,filled,79743.86419999998
4000,515220.XSHG,2022-04-25,5.0,0.973026,,4000,sell,filled,3892.104
2200,511260.XSHG,2022-04-25,74.85091415999999,113.410476,,2200,sell,filled,249503.0472
204100,512200.XSHG,2022-04-25,133.95960629999996,2.18781,,204100,sell,filled,446532.02099999995
17500,518880.XSHG,2022-04-25,20.621601,3.9279239999999995,,17500,buy,filled,68738.67
260000,510880.XSHG,2022-04-25,187.85566799999995,2.408406,,260000,buy,filled,626185.5599999999
41300,515220.XSHG,2022-05-05,12.241456289999999,0.988011,,41300,sell,filled,40804.8543
15300,518880.XSHG,2022-05-05,18.00231966,3.9220740000000003,,15300,sell,filled,60007.732200000006
21100,510880.XSHG,2022-05-05,15.10092396,2.385612,,21100,sell,filled,50336.4132
1300,511260.XSHG,2022-05-05,44.375240909999995,113.78266899999998,,1300,buy,filled,147917.4697
4500,518880.XSHG,2022-05-09,5.3163783,3.9380580000000003,,4500,sell,filled,17721.261000000002
1300,510880.XSHG,2022-05-09,5.0,2.311686,,1300,sell,filled,3005.1918
21600,515220.XSHG,2022-05-09,6.0648588,0.935935,,21600,buy,filled,20216.196
3100,511260.XSHG,2022-05-16,105.85080323999999,113.818068,,3100,sell,filled,352836.0108
237600,510880.XSHG,2022-05-16,168.83587512,2.368629,,237600,sell,filled,562786.2504
19600,515220.XSHG,2022-05-16,5.615129519999999,0.9549539999999999,,19600,buy,filled,18717.0984
14100,518880.XSHG,2022-05-16,16.416109709999997,3.8808769999999995,,14100,buy,filled,54720.365699999995
124400,512890.XSHG,2022-05-16,31.49222075999999,0.8438429999999999,,124400,buy,filled,104974.06919999998
5900,511010.XSHG,2022-05-16,220.64206163999995,124.65653199999998,cash_limited,6000,buy,partial,735473.5387999999
25100,515220.XSHG,2022-05-23,7.6954868099999985,1.021977,,25100,sell,filled,25651.622699999996
5900,511010.XSHG,2022-05-23,220.4805987,124.56531,,5900,sell,filled,734935.329
3500,512890.XSHG,2022-05-23,5.0,0.8408399999999999,,3500,buy,filled,2942.9399999999996
4000,518880.XSHG,2022-05-23,5.0,3.8788749999999994,,4000,buy,filled,15515.499999999998
6600,511260.XSHG,2022-05-23,225.88229663999996,114.08196799999999,,6600,buy,filled,752940.9887999999
16300,515220.XSHG,2022-05-30,5.32965501,1.089909,,16300,sell,filled,17765.5167
4000,512890.XSHG,2022-05-30,5.0,0.845154,,4000,sell,filled,3380.616
500,518880.XSHG,2022-05-30,5.0,3.8968929999999995,,500,buy,filled,1948.4464999999998
100,511260.XSHG,2022-05-30,5.0,114.68156699999999,,100,buy,filled,11468.1567
