amount,code,date,fees,price,reason,requested_amount,side,status,value
9600,510050.XSHG,2017-03-06,5.771525759999998,2.0040019999999994,,9600,buy,filled,19238.419199999993
900,510300.XSHG,2017-03-06,5.0,2.9259229999999996,,900,buy,filled,2633.3306999999995
9100,510500.XSHG,2017-03-06,15.275960699999999,5.59559,,9100,buy,filled,50919.869
300,511880.XSHG,2017-03-13,7.434388169999998,82.60431299999999,,300,sell,filled,24781.293899999997
2000,510050.XSHG,2017-03-13,5.0,1.9949929999999998,,2000,buy,filled,3989.9859999999994
2500,510500.XSHG,2017-03-13,5.0,5.557551999999999,,2500,buy,filled,13893.88
3200,510300.XSHG,2017-03-13,5.0,2.9189159999999994,,3200,buy,filled,9340.531199999998
1800,510300.XSHG,2017-03-20,5.0,2.933064,,1800,sell,filled,5279.5152
300,510050.XSHG,2017-03-20,5.0,2.002995,,300,sell,filled,600.8985
1100,510500.XSHG,2017-03-20,5.0,5.584578999999999,,1100,buy,filled,6143.036899999999
1200,510050.XSHG,2017-03-27,5.0,2.016981,,1200,sell,filled,2420.3772
400,510300.XSHG,2017-03-27,5.0,2.980978,,400,buy,filled,1192.3912
200,510500.XSHG,2017-03-27,5.0,5.65565,,200,buy,filled,1131.1299999999999
63400,510500.XSHG,2017-04-05,105.51244193999999,5.547447,,63400,sell,filled,351708.1398
10100,510050.XSHG,2017-04-05,6.126720599999999,2.02202,,10100,buy,filled,20422.402
100,510300.XSHG,2017-04-05,5.0,2.9679649999999995,,100,buy,filled,296.7964999999999
62100,159901.XSHE,2017-04-05,38.155096979999996,2.048046,,62100,buy,filled,127183.65659999999
2400,511880.XSHG,2017-04-05,59.67777815999998,82.88580299999998,,2400,buy,filled,198925.92719999995
2900,510300.XSHG,2017-04-10,5.0,2.998998,,2900,sell,filled,8697.0942
2100,159901.XSHE,2017-04-10,5.0,2.06793,,2100,sell,filled,4342.653
4200,510050.XSHG,2017-04-10,5.0,2.038036,,4200,buy,filled,8559.7512
100,511880.XSHG,2017-04-10,5.0,82.95787499999999,,100,buy,filled,8295.787499999999
100,511880.XSHG,2017-04-17,5.0,82.842075,,100,sell,filled,8284.207499999999
1000,510300.XSHG,2017-04-17,5.0,2.9719689999999996,,1000,buy,filled,2971.9689999999996
1700,510050.XSHG,2017-04-17,5.0,2.0070049999999995,,1700,buy,filled,3411.908499999999
500,159901.XSHE,2017-04-17,5.0,2.0420399999999996,,500,buy,filled,1021.0199999999999
164400,510300.XSHG,2017-04-24,145.15142328,2.943054,,164400,sell,filled,483838.0776
400,510050.XSHG,2017-04-24,5.0,2.002,,400,buy,filled,800.8
4500,159901.XSHE,2017-04-24,5.0,2.034032,,4500,buy,filled,9153.143999999998
157500,518880.XSHG,2017-04-24,133.61473124999998,2.827825,,157500,buy,filled,445382.43749999994
300,511880.XSHG,2017-04-24,7.476388919999998,83.07098799999999,,300,buy,filled,24921.296399999996
300,510050.XSHG,2017-05-02,5.0,1.9940039999999999,,300,sell,filled,598.2012
500,511880.XSHG,2017-05-02,12.44429325,82.961955,,500,sell,filled,41480.9775
6000,518880.XSHG,2017-05-02,5.030625599999999,2.7947919999999997,,6000,buy,filled,16768.751999999997
12900,159901.XSHE,2017-05-02,7.832965139999997,2.0240219999999995,,12900,buy,filled,26109.883799999992
200,511880.XSHG,2017-05-08,5.0,83.01490199999999,,200,sell,filled,16602.980399999997
400,518880.XSHG,2017-05-08,5.0,2.7477449999999997,,400,buy,filled,1099.098
7200,159901.XSHE,2017-05-08,5.0,1.9829809999999999,,7200,buy,filled,14277.463199999998
5200,510050.XSHG,2017-05-15,5.0,2.024973,,5200,sell,filled,10529.859600000002
400,511880.XSHG,2017-05-15,9.96838164,83.06984700000001,,400,sell,filled,33227.9388
163900,518880.XSHG,2017-05-15,134.59107419999998,2.73726,,163900,sell,filled,448636.914
17900,159901.XSHE,2017-05-15,10.498097609999999,1.954953,,17900,buy,filled,34993.6587
159200,510300.XSHG,2017-05-15,138.30784967999998,2.8958929999999996,,159200,buy,filled,461026.16559999995
7400,159901.XSHE,2017-05-22,5.0,1.976022,,7400,sell,filled,14622.5628
159200,510300.XSHG,2017-05-22,138.60405719999997,2.9020949999999996,,159200,sell,filled,462013.5239999999
1900,510050.XSHG,2017-05-22,5.0,2.0140119999999997,,1900,buy,filled,3826.622799999999
168000,518880.XSHG,2017-05-22,140.50436399999998,2.787785,,168000,buy,filled,468347.88
55800,510050.XSHG,2017-05-31,35.286078599999996,2.10789,,55800,sell,filled,117620.26199999999
95600,159901.XSHE,2017-05-31,57.76106112,2.013984,,95600,sell,filled,192536.8704
1600,511880.XSHG,2017-05-31,39.9272328,83.181735,,1600,sell,filled,133090.776
4400,518880.XSHG,2017-05-31,5.0,2.7887859999999995,,4400,buy,filled,12270.658399999998
146300,510300.XSHG,2017-05-31,131.18659553999996,2.9889859999999997,,146300,buy,filled,437288.65179999993
2200,510050.XSHG,2017-06-05,5.0,2.098899,,2200,sell,filled,4617.5778
300,510300.XSHG,2017-06-05,5.0,2.9719689999999996,,300,buy,filled,891.5906999999999
900,518880.XSHG,2017-06-05,5.0,2.81281,,900,buy,filled,2531.529
2600,510050.XSHG,2017-06-12,5.0,2.141856,,2600,sell,filled,5568.8256
2000,510300.XSHG,2017-06-12,5.0,3.052944,,2000,sell,filled,6105.888
4300,518880.XSHG,2017-06-12,5.0,2.7727699999999995,,4300,buy,filled,11922.910999999998
5100,510050.XSHG,2017-06-19,5.0,2.098899,,5100,sell,filled,10704.3849
200,510300.XSHG,2017-06-19,5.0,3.013983,,200,sell,filled,602.7966
4100,518880.XSHG,2017-06-19,5.0,2.7567539999999995,,4100,buy,filled,11302.691399999998
7900,510050.XSHG,2017-06-26,5.14249236,2.1698280000000003,,7900,sell,filled,17141.641200000002
4400,510300.XSHG,2017-06-26,5.0,3.1088880000000003,,4400,sell,filled,13679.107200000002
11100,518880.XSHG,2017-06-26,9.219990779999998,2.768766,,11100,buy,filled,30733.3026
192800,518880.XSHG,2017-07-03,156.53187144,2.7062910000000002,,192800,sell,filled,521772.9048
32500,510050.XSHG,2017-07-03,21.354332999999997,2.190188,,32500,buy,filled,71181.11
23400,510300.XSHG,2017-07-03,22.099977899999995,3.1481449999999995,,23400,buy,filled,73666.593
71100,159901.XSHE,2017-07-03,46.631304719999996,2.186184,,71100,buy,filled,155437.6824
2600,511880.XSHG,2017-07-03,65.24197679999999,83.64356,,2600,buy,filled,217473.256
7900,510050.XSHG,2017-07-10,5.173271550000001,2.182815,,7900,sell,filled,17244.238500000003
1100,159901.XSHE,2017-07-10,5.0,2.170168,,1100,buy,filled,2387.1848
2300,510300.XSHG,2017-07-10,5.0,3.14314,,2300,buy,filled,7229.222
100,511880.XSHG,2017-07-10,5.0,83.715632,,100,buy,filled,8371.5632
8800,510050.XSHG,2017-07-17,6.007906079999999,2.275722,,8800,sell,filled,20026.3536
3000,159901.XSHE,2017-07-17,5.0,2.161836,,3000,sell,filled,6485.508000000001
100,510300.XSHG,2017-07-17,5.0,3.2062029999999995,,100,buy,filled,320.62029999999993
300,511880.XSHG,2017-07-17,7.539722189999998,83.77469099999999,,300,buy,filled,25132.407299999995
2200,510300.XSHG,2017-07-24,5.0,3.221775,,2200,sell,filled,7087.905
4100,159901.XSHE,2017-07-24,5.0,2.179818,,4100,sell,filled,8937.2538
3900,510050.XSHG,2017-07-24,5.0,2.2852829999999997,,3900,buy,filled,8912.6037
100,511880.XSHG,2017-07-24,5.0,83.827744,,100,buy,filled,8382.7744
7300,159901.XSHE,2017-07-31,5.0,2.176821,,7300,sell,filled,15890.7933
800,510050.XSHG,2017-07-31,5.0,2.289287,,800,buy,filled,1831.4296
200,510300.XSHG,2017-07-31,5.0,3.2262229999999996,,200,buy,filled,645.2445999999999
100,511880.XSHG,2017-07-31,5.0,83.884801,,100,buy,filled,8388.480099999999
11800,510050.XSHG,2017-08-07,8.052519420000001,2.2747230000000003,,11800,sell,filled,26841.731400000004
5400,159901.XSHE,2017-08-07,5.0,2.144853,,5400,sell,filled,11582.206199999999
300,510300.XSHG,2017-08-07,5.0,3.2062029999999995,,300,buy,filled,961.8608999999998
500,511880.XSHG,2017-08-07,12.593380799999997,83.95587199999999,,500,buy,filled,41977.935999999994
2300,510300.XSHG,2017-08-14,5.0,3.1558409999999997,,2300,sell,filled,7258.434299999999
1200,159901.XSHE,2017-08-14,5.0,2.125872,,1200,sell,filled,2551.0464
3700,511880.XSHG,2017-08-14,93.07246436999999,83.849067,,3700,sell,filled,310241.5479
3200,510050.XSHG,2017-08-14,5.0,2.2372349999999996,,3200,buy,filled,7159.151999999999
2900,511010.XSHG,2017-08-14,93.34594268999997,107.29418699999998,,2900,buy,filled,311153.14229999995
51200,159901.XSHE,2017-08-21,33.650795519999996,2.190807,,51200,sell,filled,112169.3184
800,511010.XSHG,2017-08-21,25.71018408,107.12576700000001,,800,sell,filled,85700.61360000001
11800,510050.XSHG,2017-08-21,8.065097039999998,2.2782759999999995,,11800,buy,filled,26883.656799999993
4100,510300.XSHG,2017-08-21,5.0,3.239236,,4100,buy,filled,13280.8676
45300,159902.XSHE,2017-08-21,47.231664479999985,3.4754719999999995,,45300,buy,filled,157438.88159999996
800,510300.XSHG,2017-08-28,5.0,3.2937030000000003,,800,sell,filled,2634.9624000000003
2100,511010.XSHG,2017-08-28,67.54650587999998,107.21667599999999,,2100,sell,filled,225155.01959999997
1300,510050.XSHG,2017-08-28,5.0,2.363361,,1300,buy,filled,3072.3693
3400,159902.XSHE,2017-08-28,5.0,3.4884849999999994,,3400,buy,filled,11860.848999999998
2500,511880.XSHG,2017-08-28,63.093029999999985,84.12404,,2500,buy,filled,210310.09999999998
165100,510300.XSHG,2017-09-04,164.2751604,3.31668,,165100,sell,filled,547583.868
600,159902.XSHE,2017-09-04,5.0,3.567429,,600,sell,filled,2140.4574000000002
17900,510050.XSHG,2017-09-04,12.658996349999997,2.3573549999999996,,17900,buy,filled,42196.6545
45300,159901.XSHE,2017-09-04,30.812131349999998,2.267265,,45300,buy,filled,102707.1045
4900,511880.XSHG,2017-09-04,123.75356993999998,84.18610199999999,,4900,buy,filled,412511.89979999996
1900,510050.XSHG,2017-09-11,5.0,2.3406569999999998,,1900,sell,filled,4447.248299999999
3300,159902.XSHE,2017-09-11,5.0,3.599397,,3300,sell,filled,11878.010100000001
400,159901.XSHE,2017-09-11,5.0,2.280717,,400,sell,filled,912.2868000000001
100,511880.XSHG,2017-09-11,5.0,84.25416999999999,,100,buy,filled,8425.417
15200,510050.XSHG,2017-09-18,10.595953439999999,2.323674,,15200,sell,filled,35319.8448
4900,511880.XSHG,2017-09-18,123.68253365999998,84.137778,,4900,sell,filled,412275.1122
44900,159901.XSHE,2017-09-18,30.936562470000002,2.296701,,44900,sell,filled,103121.87490000001
600,159902.XSHE,2017-09-18,5.0,3.6196159999999997,,600,buy,filled,2171.7695999999996
166500,510300.XSHG,2017-09-18,166.14983384999996,3.3263229999999995,,166500,buy,filled,553832.7795
100,510050.XSHG,2017-09-25,5.0,2.3216759999999996,,100,sell,filled,232.16759999999996
300,511880.XSHG,2017-09-25,7.580851559999999,84.231684,,300,sell,filled,25269.5052
5700,159902.XSHE,2017-09-25,6.199813619999998,3.6256219999999995,,5700,buy,filled,20666.045399999995
2100,510300.XSHG,2017-09-25,5.0,3.3233199999999994,,2100,buy,filled,6978.971999999999
600,159902.XSHE,2017-10-09,5.0,3.697299,,600,sell,filled,2218.3794000000003
200,511880.XSHG,2017-10-09,5.05881612,84.313602,,200,sell,filled,16862.720400000002
3300,510050.XSHG,2017-10-09,5.0,2.3833809999999995,,3300,buy,filled,7865.157299999998
1800,510300.XSHG,2017-10-09,5.0,3.3933899999999997,,1800,buy,filled,6108.102
300,511880.XSHG,2017-10-16,7.59613626,84.401514,,300,sell,filled,25320.4542
1700,510300.XSHG,2017-10-16,5.0,3.4005959999999997,,1700,sell,filled,5781.013199999999
2700,159902.XSHE,2017-10-16,5.0,3.7617579999999995,,2700,buy,filled,10156.746599999999
8900,510050.XSHG,2017-10-16,6.32086455,2.367365,,8900,buy,filled,21069.5485
15500,510050.XSHG,2017-10-23,11.088450449999998,2.384613,,15500,sell,filled,36961.5015
1000,159902.XSHE,2017-10-23,5.0,3.7397359999999997,,1000,buy,filled,3739.736
4000,510300.XSHG,2017-10-23,5.0,3.4064029999999996,,4000,buy,filled,13625.612
200,511880.XSHG,2017-10-23,5.077592519999999,84.62654199999999,,200,buy,filled,16925.308399999998
8900,510050.XSHG,2017-10-30,6.54029316,2.449548,,8900,sell,filled,21800.9772
4500,159902.XSHE,2017-10-30,5.0844105,3.76623,,4500,sell,filled,16948.035
500,511880.XSHG,2017-10-30,12.7002876,84.668584,,500,buy,filled,42334.292
500,511880.XSHG,2017-11-06,12.688548749999999,84.59032499999999,,500,sell,filled,42295.1625
7400,510050.XSHG,2017-11-06,5.399994599999999,2.43243,,7400,buy,filled,17999.982
5300,159902.XSHE,2017-11-06,5.9414054699999985,3.7367329999999996,,5300,buy,filled,19804.684899999997
500,510300.XSHG,2017-11-06,5.0,3.4504469999999996,,500,buy,filled,1725.2234999999998
2800,159902.XSHE,2017-11-13,5.0,3.897099,,2800,sell,filled,10911.877199999999
2000,511880.XSHG,2017-11-13,50.77936979999999,84.632283,,2000,sell,filled,169264.566
1000,510300.XSHG,2017-11-13,5.0,3.564432,,1000,sell,filled,3564.4320000000002
700,510050.XSHG,2017-11-13,5.0,2.4964939999999998,,700,buy,filled,1747.5457999999999
1700,511010.XSHG,2017-11-13,54.53216768999999,106.92581899999999,,1700,buy,filled,181773.89229999998
11200,510050.XSHG,2017-11-20,8.532578879999997,2.5394579999999998,,11200,sell,filled,28441.929599999996
1700,511010.XSHG,2017-11-20,54.31774787999999,106.505388,,1700,sell,filled,181059.15959999998
700,510300.XSHG,2017-11-20,5.0,3.5525489999999995,,700,buy,filled,2486.7843
18900,159902.XSHE,2017-11-20,21.289438169999993,3.7547509999999993,,18900,buy,filled,70964.79389999999
1600,511880.XSHG,2017-11-20,40.73269199999999,84.859775,,1600,buy,filled,135775.63999999998
7300,510300.XSHG,2017-11-27,7.731720539999998,3.5304659999999997,,7300,sell,filled,25772.401799999996
1500,511880.XSHG,2017-11-27,38.1380238,84.751164,,1500,sell,filled,127126.746
18300,510050.XSHG,2017-11-27,13.997013029999998,2.549547,,18300,buy,filled,46656.7101
29700,159902.XSHE,2017-11-27,33.23185865999999,3.7297259999999994,,29700,buy,filled,110772.86219999999
2300,159902.XSHE,2017-12-04,5.0,3.685311,,2300,sell,filled,8476.2153
800,510300.XSHG,2017-12-04,5.0,3.45654,,800,sell,filled,2765.232
100,511880.XSHG,2017-12-04,5.0,84.821094,,100,sell,filled,8482.1094
8900,510050.XSHG,2017-12-04,6.5747681999999985,2.4624599999999996,,8900,buy,filled,21915.893999999997
98500,159902.XSHE,2017-12-11,107.454438,3.6363600000000003,,98500,sell,filled,358181.46
300,510050.XSHG,2017-12-11,5.0,2.4944919999999997,,300,buy,filled,748.3475999999999
6500,510300.XSHG,2017-12-11,6.765458699999999,3.4694659999999997,,6500,buy,filled,22551.529
72900,159905.XSHE,2017-12-11,30.451591169999997,1.392391,,72900,buy,filled,101505.3039
2700,511880.XSHG,2017-12-11,68.89939055999999,85.060976,,2700,buy,filled,229664.6352
2900,510300.XSHG,2017-12-18,5.0,3.434562,,2900,sell,filled,9960.229800000001
100,511880.XSHG,2017-12-18,5.0,84.946968,,100,sell,filled,8494.6968
6100,159905.XSHE,2017-12-18,5.0,1.416415,,6100,buy,filled,8640.1315
2700,510050.XSHG,2017-12-18,5.0,2.4504479999999997,,2700,buy,filled,6616.209599999999
10300,510050.XSHG,2017-12-25,7.723448819999999,2.499498,,10300,sell,filled,25744.8294
7500,510300.XSHG,2017-12-25,7.873868249999999,3.4994970000000003,,7500,sell,filled,26246.2275
79000,159905.XSHE,2017-12-25,34.8515136,1.470528,,79000,sell,filled,116171.712
1700,511880.XSHG,2017-12-25,43.35199460999999,85.003911,,1700,sell,filled,144506.6487
85100,159902.XSHE,2017-12-25,93.66101744999999,3.668665,,85100,buy,filled,312203.39149999997
3100,510050.XSHG,2018-01-02,5.0,2.488509,,3100,sell,filled,7714.3779
1500,510300.XSHG,2018-01-02,5.0,3.484512,,1500,sell,filled,5226.768
6100,159902.XSHE,2018-01-02,6.669164159999999,3.644352,,6100,sell,filled,22230.5472
400,511880.XSHG,2018-01-02,10.232422199999998,85.270185,,400,buy,filled,34108.074
1300,510050.XSHG,2018-01-08,5.0,2.5434539999999997,,1300,sell,filled,3306.4901999999997
400,510300.XSHG,2018-01-08,5.0,3.569427,,400,sell,filled,1427.7708
5700,159902.XSHE,2018-01-08,6.3650885399999995,3.722274,,5700,sell,filled,21216.9618
300,511880.XSHG,2018-01-08,7.685037359999999,85.389304,,300,buy,filled,25616.7912
40500,510050.XSHG,2018-01-15,31.898269799999998,2.625372,,40500,sell,filled,106327.566
27900,510300.XSHG,2018-01-15,30.494864609999997,3.643353,,27900,sell,filled,101649.5487
73300,159902.XSHE,2018-01-15,82.07248536,3.7322640000000002,,73300,sell,filled,273574.9512
45900,510880.XSHG,2018-01-15,30.103753679999997,2.186184,,45900,buy,filled,100345.8456
4500,511880.XSHG,2018-01-15,115.28637119999996,85.39731199999999,,4500,buy,filled,384287.9039999999
2400,510050.XSHG,2018-01-22,5.0,2.696301,,2400,sell,filled,6471.1224
100,510300.XSHG,2018-01-22,5.0,3.685311,,100,sell,filled,368.5311
2300,510880.XSHG,2018-01-22,5.0,2.23223,,2300,buy,filled,5134.129
6100,511880.XSHG,2018-01-29,156.19336029,85.351563,,6100,sell,filled,520644.5343
48200,510880.XSHG,2018-01-29,33.19585092,2.295702,,48200,sell,filled,110652.8364
49300,510050.XSHG,2018-01-29,40.96485392999999,2.7697669999999994,,49300,buy,filled,136549.51309999998
33200,510300.XSHG,2018-01-29,37.796118359999994,3.7947909999999996,,33200,buy,filled,125987.06119999998
65600,159905.XSHE,2018-01-29,32.642369759999994,1.6586569999999998,,65600,buy,filled,108807.89919999999
2400,511010.XSHG,2018-01-29,77.29217495999997,107.35024299999998,,2400,buy,filled,257640.58319999994
3000,510050.XSHG,2018-02-05,5.0,2.6992979999999998,,3000,sell,filled,8097.893999999999
100,511010.XSHG,2018-02-05,5.0,107.18570700000001,,100,sell,filled,10718.5707
8800,159905.XSHE,2018-02-05,5.0,1.5525509999999998,,8800,buy,filled,13662.448799999998
2900,510300.XSHG,2018-02-05,5.0,3.651648,,2900,buy,filled,10589.779199999999
36000,510050.XSHG,2018-02-12,26.2824912,2.433564,,36000,sell,filled,87608.304
22400,510300.XSHG,2018-02-12,22.21424352,3.3056910000000004,,22400,sell,filled,74047.4784
11600,159905.XSHE,2018-02-12,5.0,1.3893879999999998,,11600,buy,filled,16116.900799999998
1300,511010.XSHG,2018-02-12,42.033681689999995,107.77867099999999,,1300,buy,filled,140112.27229999998
1600,510300.XSHG,2018-02-22,5.0,3.460536,,1600,sell,filled,5536.857599999999
15600,159905.XSHE,2018-02-22,6.984928079999999,1.4925059999999999,,15600,sell,filled,23283.093599999997
2700,510050.XSHG,2018-02-22,5.0,2.530528,,2700,buy,filled,6832.4256
200,511010.XSHG,2018-02-22,6.470864399999999,107.84773999999999,,200,buy,filled,21569.548
3700,159905.XSHE,2018-02-26,5.0,1.512486,,3700,sell,filled,5596.1982
200,510050.XSHG,2018-02-26,5.0,2.5855829999999997,,200,buy,filled,517.1166
3500,510300.XSHG,2018-02-26,5.0,3.5385349999999995,,3500,buy,filled,12384.872499999998
1000,510300.XSHG,2018-03-05,5.0,3.468528,,1000,sell,filled,3468.5280000000002
66700,159905.XSHE,2018-03-05,29.305325339999996,1.464534,,66700,sell,filled,97684.4178
1700,511010.XSHG,2018-03-05,55.16604872999999,108.168723,,1700,sell,filled,183886.8291
100,510050.XSHG,2018-03-05,5.0,2.488486,,100,buy,filled,248.8486
116500,159901.XSHE,2018-03-05,84.62859404999999,2.4214189999999998,,116500,buy,filled,282095.3135
145600,510300.XSHG,2018-03-12,155.51984448,3.560436,,145600,sell,filled,518399.4816
26000,159901.XSHE,2018-03-12,19.4805,2.4975,,26000,sell,filled,64935.0
52100,510050.XSHG,2018-03-12,39.67731767999999,2.5385359999999997,,52100,buy,filled,132257.72559999998
4200,511010.XSHG,2018-03-12,136.41535907999997,108.26615799999999,,4200,buy,filled,454717.8636
31400,510050.XSHG,2018-03-19,23.432344200000003,2.4875100000000003,,31400,sell,filled,78107.81400000001
1100,511010.XSHG,2018-03-19,35.652491819999995,108.037854,,1100,sell,filled,118841.6394
25300,159901.XSHE,2018-03-19,18.64514619,2.456541,,25300,sell,filled,62150.4873
69200,159902.XSHE,2018-03-19,75.55884336,3.639636,,69200,buy,filled,251862.8112
22500,510050.XSHG,2018-03-26,16.210773,2.401596,,22500,sell,filled,54035.91
2700,511010.XSHG,2018-03-26,87.65469756,108.215676,,2700,sell,filled,292182.3252
69200,159902.XSHE,2018-03-26,70.55489448,3.3985980000000002,,69200,sell,filled,235182.98160000003
2700,159901.XSHE,2018-03-26,5.0,2.288286,,2700,buy,filled,6178.3722
212100,518880.XSHG,2018-03-26,174.71162708999995,2.7457429999999996,,212100,buy,filled,582372.0902999999
900,159901.XSHE,2018-04-02,5.0,2.3566409999999998,,900,sell,filled,2120.9768999999997
212100,518880.XSHG,2018-04-02,171.50206626,2.695302,,212100,sell,filled,571673.5542
59300,510050.XSHG,2018-04-02,41.97296102999999,2.359357,,59300,buy,filled,139909.8701
4000,511010.XSHG,2018-04-02,130.30497479999997,108.58747899999999,,4000,buy,filled,434349.91599999997
100,511010.XSHG,2018-04-09,5.0,108.50238900000001,,100,sell,filled,10850.2389
2800,159901.XSHE,2018-04-09,5.0,2.3253229999999996,,2800,buy,filled,6510.9043999999985
100,510050.XSHG,2018-04-09,5.0,2.349347,,100,buy,filled,234.9347
69800,159901.XSHE,2018-04-16,48.63681450000001,2.3226750000000003,,69800,sell,filled,162122.71500000003
200,510050.XSHG,2018-04-16,5.0,2.3573549999999996,,200,buy,filled,471.47099999999995
1500,511010.XSHG,2018-04-16,49.21391474999999,109.36425499999999,,1500,buy,filled,164046.38249999998
244700,510050.XSHG,2018-04-23,167.42743496999998,2.280717,,244700,sell,filled,558091.4499
7900,511010.XSHG,2018-04-23,258.99741333,109.281609,,7900,sell,filled,863324.7111000001
14500,511260.XSHG,2018-04-23,426.65663039999987,98.08198399999998,,14500,buy,filled,1422188.7679999997
100,511260.XSHG,2018-05-02,5.0,97.94196000000001,,100,sell,filled,9794.196000000002
14400,511260.XSHG,2018-05-07,423.52788816,98.038863,,14400,sell,filled,1411759.6272
12900,511010.XSHG,2018-05-07,424.52579168999995,109.696587,,12900,buy,filled,1415085.9723
5300,511010.XSHG,2018-05-21,173.62274345999998,109.196694,,5300,sell,filled,578742.4782
189800,159915.XSHE,2018-05-21,99.28866948,1.743742,,189800,buy,filled,330962.2316
50500,159901.XSHE,2018-05-21,35.51678129999999,2.3443419999999997,,50500,buy,filled,118389.27099999998
36200,159902.XSHE,2018-05-21,38.61329471999999,3.5555519999999996,,36200,buy,filled,128710.98239999998
7600,511010.XSHG,2018-05-28,249.86816172,109.59129899999999,,7600,sell,filled,832893.8724
50500,159901.XSHE,2018-05-28,34.34097465,2.266731,,50500,sell,filled,114469.9155
36200,159902.XSHE,2018-05-28,37.52717526,3.455541,,36200,sell,filled,125090.58420000001
139600,159915.XSHE,2018-05-28,71.35103975999999,1.7037019999999998,,139600,buy,filled,237836.79919999998
109100,510500.XSHG,2018-05-28,168.33490673999995,5.1431379999999995,,109100,buy,filled,561116.3557999999
2800,511260.XSHG,2018-05-28,82.43174939999999,98.13303499999999,,2800,buy,filled,274772.49799999996
329400,159915.XSHE,2018-06-04,160.32319632,1.622376,,329400,sell,filled,534410.6544
109100,510500.XSHG,2018-06-04,162.24385374,4.957038,,109100,sell,filled,540812.8458
10900,511260.XSHG,2018-06-04,322.35162959999997,98.57848,,10900,buy,filled,1074505.432
1100,511260.XSHG,2018-08-13,32.89809897,99.691209,,1100,sell,filled,109660.3299
242700,512010.XSHG,2018-08-13,33.16167854999999,0.45545499999999994,,242700,buy,filled,110538.92849999998
300,511260.XSHG,2018-08-20,8.87249862,98.583318,,300,sell,filled,29574.995400000003
57300,512010.XSHG,2018-08-20,7.295848559999999,0.42442399999999997,,57300,buy,filled,24319.495199999998
21500,512010.XSHG,2018-08-27,5.0,0.436563,,21500,sell,filled,9386.1045
100,511260.XSHG,2018-08-27,5.0,99.508409,,100,buy,filled,9950.8409
15600,512010.XSHG,2018-09-03,5.0,0.434565,,15600,sell,filled,6779.214
100,511260.XSHG,2018-09-03,5.0,99.58048099999998,,100,buy,filled,9958.048099999998
262900,512010.XSHG,2018-09-10,34.11655929,0.432567,,262900,sell,filled,113721.8643
1100,511260.XSHG,2018-09-10,32.710928249999995,99.12402499999999,,1100,buy,filled,109036.42749999999
13600,511260.XSHG,2018-09-25,404.55136368,99.154746,,13600,sell,filled,1348504.5456
12200,511010.XSHG,2018-09-25,404.53767353999996,110.52941899999999,cash_limited,12300,buy,partial,1348458.9118
1200,511010.XSHG,2018-10-08,39.88875132,110.802087,,1200,sell,filled,132962.5044
287100,512800.XSHG,2018-10-08,41.72860691999999,0.4844839999999999,,287100,buy,filled,139095.3564
287100,512800.XSHG,2018-10-15,40.526662769999994,0.470529,,287100,sell,filled,135088.87589999998
1200,511010.XSHG,2018-10-15,40.32140111999999,112.00389199999998,,1200,buy,filled,134404.67039999997
4900,511010.XSHG,2018-10-22,164.00102481,111.565323,,4900,sell,filled,546670.0827
199800,518880.XSHG,2018-10-22,163.91983607999995,2.7347319999999997,,199800,buy,filled,546399.4535999999
3100,511010.XSHG,2018-10-29,103.63497129,111.435453,,3100,sell,filled,345449.9043
1500,518880.XSHG,2018-10-29,5.0,2.755242,,1500,sell,filled,4132.863
695700,512800.XSHG,2018-10-29,102.99692402999997,0.49349299999999996,,695700,buy,filled,343323.08009999996
4200,511010.XSHG,2018-11-05,140.39985959999998,111.42846,,4200,sell,filled,467999.532
85900,512800.XSHG,2018-11-05,12.717314609999999,0.49349299999999996,,85900,buy,filled,42391.0487
1000,518880.XSHG,2018-11-05,5.0,2.7337309999999997,,1000,buy,filled,2733.7309999999998
4300,511260.XSHG,2018-11-05,128.61635786999997,99.70260299999998,,4300,buy,filled,428721.1928999999
300,518880.XSHG,2018-11-12,5.0,2.6992979999999998,,300,sell,filled,809.7893999999999
781600,512800.XSHG,2018-11-12,110.79813095999998,0.472527,,781600,sell,filled,369327.10319999995
3600,511260.XSHG,2018-11-12,109.23016103999997,101.13903799999999,,3600,buy,filled,364100.53679999994
700,518880.XSHG,2018-11-26,5.0,2.7242729999999997,,700,sell,filled,1906.9910999999997
200,518880.XSHG,2018-12-03,5.0,2.723721,,200,buy,filled,544.7442
700,518880.XSHG,2018-12-10,5.0,2.755242,,700,sell,filled,1928.6694
100,511260.XSHG,2018-12-10,5.0,102.30420199999999,,100,buy,filled,10230.420199999999
300,518880.XSHG,2018-12-17,5.0,2.746744,,300,buy,filled,824.0232
2100,518880.XSHG,2018-12-24,5.0,2.795202,,2100,sell,filled,5869.9242
300,518880.XSHG,2019-01-02,5.0,2.818179,,300,sell,filled,845.4537
600,518880.XSHG,2019-01-07,5.0,2.83716,,600,sell,filled,1702.296
5400,511260.XSHG,2019-01-07,166.5151182,102.78711,,5400,sell,filled,555050.394
707000,512880.XSHG,2019-01-07,166.45268639999998,0.7847839999999999,,707000,buy,filled,554842.288
5100,512880.XSHG,2019-01-14,5.0,0.784215,,5100,sell,filled,3999.4965
1600,518880.XSHG,2019-01-14,5.0,2.8027999999999995,,1600,buy,filled,4484.48
