symbol,entry_date,exit_date,status,entry_kind,entry_score,entry_gross,exit_gross,gross_pnl,total_costs,net_pnl,net_return,holding_days,had_partial_exit,partial_exit_count,exit_reason
SH600570,2019-01-21,2019-03-14,closed,right,201.91597662588333,89445.00160217285,107447.22629174154,18002.224689568684,0.0,18002.224689568684,0.2012658546269327,52.0,True,1,exit_resonance
SH601012,2019-01-21,2019-03-06,closed,right,207.1619930185574,93659.9967956543,103657.8202528318,9997.82345717751,0.0,9997.82345717751,0.10674592995118912,44.0,True,1,exit_resonance
SZ002439,2019-01-21,2019-01-23,closed,right,204.89246127355636,94800.00305175781,89882.54544277763,-4917.457608980185,0.0,-4917.457608980185,-0.05187191403670534,2.0,False,0,exit_resonance
SZ002916,2019-01-21,2019-03-11,closed,right,202.68022230619377,91000.0,106513.36731147068,15513.367311470676,0.0,15513.367311470676,0.17047656386231513,49.0,True,1,exit_resonance
SH600872,2019-01-28,2019-02-13,closed,right,202.84766076786133,91785.00442504883,90387.82184046925,-1397.182584579583,0.0,-1397.182584579583,-0.015222340439287283,16.0,True,1,exit_resonance
SH600875,2019-01-28,2019-02-21,closed,right,204.86970702318433,94223.99444580078,97781.2276774255,3557.2332316247193,0.0,3557.2332316247193,0.03775294448667106,24.0,True,1,exit_resonance
SH601668,2019-01-28,2019-02-20,closed,right,200.9494873171466,94705.00206947327,94974.66721513416,269.6651456608961,0.0,269.6651456608961,0.0028474224145317727,23.0,True,1,exit_resonance
SH601688,2019-01-28,2019-03-11,closed,right,202.9609517229263,93247.00336456299,100927.27307336021,7680.269708797219,0.0,7680.269708797219,0.08236478848301501,42.0,True,1,exit_resonance
SH603000,2019-01-28,2019-03-20,closed,right,202.62688252808337,94658.00323486328,305022.1217707605,210364.11853589723,0.0,210364.11853589723,2.222359561229562,51.0,True,1,exit_resonance
SZ002223,2019-01-28,2019-02-18,closed,right,205.0519721920802,92879.9934387207,91947.57246985321,-932.4209688674891,0.0,-932.4209688674891,-0.01003898616210251,21.0,True,1,exit_resonance
SZ002366,2019-01-28,2019-03-12,closed,right,200.69633622357438,94000.00762939453,103674.18873207516,9674.181102680624,0.0,9674.181102680624,0.10291681188816662,43.0,True,1,exit_resonance
SZ000600,2019-02-18,2019-03-15,closed,right,209.54770753651732,97188.00029754639,101717.35437166723,4529.354074120842,0.0,4529.354074120842,0.04660404638694053,25.0,True,1,exit_resonance
SZ002714,2019-02-18,2019-03-15,closed,right,213.52440692567146,97404.99649047852,111597.16959530755,14192.173104829038,0.0,14192.173104829038,0.14570272179226806,25.0,True,1,exit_resonance
SH600837,2019-02-25,2019-03-15,closed,right,208.2638251101838,107911.9987487793,109715.76237371555,1803.763624936255,0.0,1803.763624936255,0.016715134978969697,18.0,False,0,exit_resonance
SH601881,2019-02-25,2019-03-13,closed,right,207.8957311040094,107800.0093460083,109696.79569311871,1896.7863471104065,0.0,1896.7863471104065,0.01759541913416951,16.0,True,1,exit_resonance
SH600640,2019-03-11,2019-03-21,closed,right,208.3933971698716,120149.99151229858,120139.1499786305,-10.841533668077318,0.0,-10.841533668077318,-9.023332862214622e-05,10.0,True,1,exit_resonance
SH603160,2019-03-11,2019-03-26,closed,right,208.84337625162013,115200.00915527344,122589.6346840702,7389.625528796765,0.0,7389.625528796765,0.0641460498396019,15.0,False,0,exit_resonance
SZ002273,2019-03-11,2019-03-20,closed,right,213.9124803833589,120183.99620056152,114316.15927963068,-5867.836920930844,0.0,-5867.836920930844,-0.048823779425163,9.0,True,1,exit_resonance
SH600748,2019-03-18,2019-03-25,closed,right,220.0,120959.99755859375,114816.36700659584,-6143.630551997907,0.0,-6143.630551997907,-0.05079059751982795,7.0,False,0,exit_resonance
SZ002444,2019-03-18,2019-03-26,closed,right,211.16095103963502,120442.00897216797,117787.84576282918,-2654.163209338789,0.0,-2654.163209338789,-0.022036856010531337,8.0,False,0,exit_resonance
SH600064,2019-03-25,2019-03-27,closed,right,220.0,120938.99965286255,107831.49426858622,-13107.50538427633,0.0,-13107.50538427633,-0.10838112951074078,2.0,False,0,exit_hard_stop
SH600160,2019-03-25,2019-03-27,closed,right,210.54458458825803,121259.99193191528,117028.52761805848,-4231.464313856806,0.0,-4231.464313856806,-0.03489579907140911,2.0,False,0,exit_resonance
SH600259,2019-03-25,2019-03-28,closed,right,220.0,119814.99290466309,111450.80208929832,-8364.190815364767,0.0,-8364.190815364767,-0.06980921679826967,3.0,True,1,exit_hard_stop
SH600352,2019-03-25,2019-04-18,closed,right,209.94605425715926,121500.0,205561.68003446795,84061.68003446795,0.0,84061.68003446795,0.6918656792960325,24.0,True,1,exit_resonance
SH600895,2019-03-25,2019-03-27,closed,right,220.0,121635.99605560303,109838.0917158296,-11797.90433977342,0.0,-11797.90433977342,-0.09699352759342955,2.0,False,0,exit_hard_stop
SZ002831,2019-03-25,2019-03-28,closed,right,213.60903327775017,121800.00801086426,117587.62243498373,-4212.385575880529,0.0,-4212.385575880529,-0.03458444416115962,3.0,False,0,exit_resonance
SH600655,2019-04-01,2019-04-16,closed,right,208.41616568764485,121793.00193786621,127575.19911437629,5782.197176510075,0.0,5782.197176510075,0.04747561095061861,15.0,True,1,exit_resonance
