year,strategy_return,benchmark_return,excess_return
2019,0.2700154494204354,0.3606961965560913,-0.06664290483442814
2020,0.1753705395007743,0.2721074626520459,-0.07604461571949095
2021,0.06709391581674073,-0.05198716608417131,0.12561125508084103
2022,-0.15290058210088986,-0.21632791414537078,0.08093606138249854
2023,0.03552374956197868,-0.11378155183477212,0.16847460319277174
2024,-0.09466986794350585,0.14683299616951362,-0.21058241689910606
2025,0.03404086022683139,0.17663174838405737,-0.12118565418029481
