trade_date,event,symbol,amount,cash_after
,initial_cash,,10000000.0,10000000.0
2019-01-02,buy,SZ300029,-1000003.2849211693,8999996.71507883
2019-01-02,buy,SZ002200,-999766.8302818394,8000229.884796991
2019-01-02,buy,SZ300489,-1000274.1854494858,6999955.699347505
2019-01-02,buy,SZ002072,-1000208.2706003952,5999747.42874711
2019-01-02,buy,SZ300592,-999666.4480796527,5000080.980667457
2019-01-02,buy,SZ300069,-1000150.2560699082,3999930.724597549
2019-01-02,buy,SZ300106,-999851.8420352697,3000078.8825622792
2019-01-02,buy,SZ300321,-999196.2658876419,2000882.6166746374
2019-01-02,buy,SZ300354,-999793.9325835228,1001088.6840911147
2019-01-02,buy,SZ300405,-1000002.4994778585,1086.1846132561332
2019-02-01,sell,SZ300069,1004803.364825964,1005889.5494392201
2019-02-01,sell,SZ300106,41361.49286155701,1047251.0423007772
2019-02-01,sell,SZ300321,29119.32407283783,1076370.3663736149
2019-02-01,sell,SZ300354,999370.9882284164,2075741.3546020314
2019-02-01,sell,SZ300489,26292.349302721024,2102033.7039047526
2019-02-01,buy,SZ300029,-25113.779633193015,2076919.9242715596
2019-02-01,buy,SZ002072,-163368.3297826624,1913551.5944888971
2019-02-01,buy,SZ002200,-1058.8101196289062,1912492.7843692682
2019-02-01,buy,SZ300592,-19235.76205516815,1893257.0223141
2019-02-01,buy,SZ300405,-13154.803161621094,1880102.219152479
2019-02-01,buy,SZ002633,-939737.3490820122,940364.8700704668
2019-02-01,buy,SZ002890,-939874.4602866555,490.40978381130844
2019-03-01,sell,SZ002072,126630.20624509334,127120.61602890465
2019-03-01,sell,SZ002890,1130048.0503071214,1257168.666336026
2019-03-01,sell,SZ300029,30897.07066672325,1288065.7370027492
2019-03-01,buy,SZ002200,-22696.188795490263,1265369.548207259
2019-03-01,buy,SZ300489,-27787.76335995674,1237581.7848473024
2019-03-01,buy,SZ300592,-5083.5346031188965,1232498.2502441835
2019-03-01,buy,SH600306,-1147783.0438995361,84715.20634464733
2019-03-01,buy,SZ300405,-11605.238990783691,73109.96735386364
2019-03-01,buy,SZ300321,-18241.76782893181,54868.19952493183
2019-03-01,buy,SZ300106,-31959.95494585037,22908.244579081456
2019-03-01,buy,SZ002633,-20066.173056726457,2842.0715223549996
2019-04-01,sell,SZ002633,1409498.683020544,1412340.754542899
2019-04-01,sell,SZ300029,17724.520102787017,1430065.2746456861
2019-04-01,sell,SZ300321,1256439.151051655,2686504.425697341
2019-04-01,sell,SZ300489,60544.160528812405,2747048.5862261537
2019-04-01,sell,SZ300592,33027.04164945603,2780075.62787561
2019-04-01,buy,SZ002072,-195422.4857918644,2584653.1420837454
2019-04-01,buy,SZ002200,-6858.83939743042,2577794.302686315
2019-04-01,buy,SH600306,-44631.69661241531,2533162.6060738997
