trade_date,sh000300,sz399101,sz399006,sh000510
2019-03-29,3872.341,9814.942,1693.547,4279.364
2019-04-01,3973.928,10182.634,1760.892,4405.313
2019-04-02,3971.285,10206.466,1754.156,4407.488
2019-04-03,4022.157,10281.768,1768.178,4455.16
2019-04-04,4062.231,10315.742,1777.263,4498.041
2019-04-08,4057.229,10252.941,1739.655,4489.998
2019-04-09,4075.43,10281.83,1741.171,4503.291
2019-04-10,4085.847,10272.173,1726.636,4517.481
2019-04-11,3997.578,10051.149,1691.104,4418.105
2019-04-12,3988.617,10052.463,1695.729,4407.88
2019-04-15,3975.524,9965.207,1666.897,4390.181
2019-04-16,4085.789,10166.923,1697.529,4506.638
2019-04-17,4087.24,10244.962,1717.437,4519.054
2019-04-18,4072.075,10183.161,1704.547,4498.889
2019-04-19,4120.608,10265.417,1715.795,4551.495
2019-04-22,4025.611,10133.376,1697.512,4460.828
2019-04-23,4019.005,9980.653,1683.8,4437.012
2019-04-24,4030.089,10090.877,1718.846,4460.983
2019-04-25,3941.816,9740.914,1669.978,4346.915
2019-04-26,3889.275,9577.377,1657.824,4289.474
2019-04-29,3900.334,9329.089,1615.616,4285.822
2019-04-30,3913.211,9398.354,1623.782,4299.748
2019-05-06,3684.617,8706.607,1494.886,4034.595
2019-05-07,3720.668,8820.416,1504.164,4071.024
2019-05-08,3667.457,8757.815,1481.873,4015.661
2019-05-09,3599.7,8647.544,1469.475,3948.025
2019-05-10,3730.451,8962.586,1533.871,4096.132
2019-05-13,3668.726,8847.719,1503.065,4030.302
2019-05-14,3645.15,8790.313,1494.603,4002.539
2019-05-15,3727.092,8996.418,1528.691,4096.278
2019-05-16,3743.964,9029.066,1533.67,4114.514
2019-05-17,3648.761,8747.114,1478.748,4006.515
2019-05-20,3617.792,8652.854,1469.311,3975.279
2019-05-21,3666.776,8824.998,1493.716,4031.685
2019-05-22,3649.38,8771.816,1488.627,4012.761
2019-05-23,3583.965,8544.777,1451.245,3932.054
2019-05-24,3593.914,8488.157,1443.747,3932.975
2019-05-27,3637.197,8707.458,1491.952,3991.417
2019-05-28,3672.261,8751.849,1505.163,4025.695
2019-05-29,3663.909,8746.721,1497.892,4021.645
2019-05-30,3641.183,8695.053,1485.242,3996.926
2019-05-31,3629.789,8686.744,1483.658,3982.535
2019-06-03,3632.013,8591.27,1468.982,3978.165
2019-06-04,3598.467,8466.01,1456.268,3937.435
2019-06-05,3597.105,8448.618,1451.177,3931.874
2019-06-06,3564.678,8259.874,1416.055,3886.062
2019-06-10,3610.744,8381.522,1431.337,3940.438
2019-06-11,3719.276,8683.142,1487.35,4064.277
2019-06-12,3691.096,8623.169,1473.901,4034.278
2019-06-13,3685.393,8658.417,1479.83,4032.239
2019-06-14,3654.88,8502.932,1453.958,3991.905
2019-06-17,3654.825,8477.925,1442.348,3989.134
2019-06-18,3667.619,8489.293,1455.746,4004.23
2019-06-19,3715.938,8620.239,1469.987,4058.681
2019-06-20,3828.518,8767.214,1498.014,4171.963
2019-06-21,3833.938,8880.595,1523.809,4189.051
2019-06-24,3841.266,8876.133,1514.465,4197.137
2019-06-25,3801.31,8772.648,1498.465,4151.02
2019-06-26,3794.331,8786.354,1504.549,4149.935
2019-06-27,3834.817,8891.183,1525.244,4194.991
2019-06-28,3825.587,8802.828,1511.507,4177.171
2019-07-01,3935.812,9102.588,1568.16,4304.32
2019-07-02,3937.169,9110.909,1570.512,4305.165
2019-07-03,3893.534,9007.817,1544.357,4254.595
2019-07-04,3873.102,8944.467,1532.744,4232.709
2019-07-05,3893.203,8995.318,1547.737,4256.967
2019-07-08,3802.79,8741.835,1506.661,4147.921
2019-07-09,3793.13,8754.719,1517.793,4138.725
2019-07-10,3786.739,8696.982,1510.435,4130.453
2019-07-11,3785.221,8682.223,1514.199,4131.449
2019-07-12,3808.731,8726.063,1518.074,4155.495
2019-07-15,3824.188,8810.731,1547.468,4178.494
2019-07-16,3806.845,8811.494,1545.273,4159.622
2019-07-17,3804.638,8830.645,1550.217,4155.47
2019-07-18,3768.402,8674.636,1524.479,4108.175
2019-07-19,3807.955,8729.474,1541.981,4143.87
2019-07-22,3781.683,8576.725,1515.965,4109.867
2019-07-23,3789.914,8662.617,1534.926,4126.066
2019-07-24,3819.833,8760.318,1553.718,4163.262
2019-07-25,3851.067,8827.702,1566.077,4195.384
2019-07-26,3858.569,8842.85,1561.855,4205.26
2019-07-29,3854.27,8853.026,1566.524,4202.515
2019-07-30,3870.318,8886.328,1580.129,4218.81
2019-07-31,3835.359,8841.523,1570.393,4184.723
2019-08-01,3803.469,8796.656,1573.866,4154.933
2019-08-02,3747.438,8647.972,1556.744,4096.201
2019-08-05,3675.688,8524.499,1531.372,4022.51
2019-08-06,3636.329,8358.745,1507.911,3968.758
2019-08-07,3621.431,8322.763,1500.251,3951.867
2019-08-08,3669.294,8391.287,1522.974,4003.24
2019-08-09,3633.53,8291.921,1507.706,3964.719
2019-08-12,3699.105,8465.289,1539.913,4036.195
2019-08-13,3665.752,8395.795,1524.357,4002.583
2019-08-14,3682.402,8444.703,1536.66,4026.503
2019-08-15,3694.001,8491.269,1555.773,4043.21
2019-08-16,3710.539,8543.466,1567.993,4062.017
2019-08-19,3791.095,8794.18,1622.844,4154.22
2019-08-20,3787.732,8801.986,1611.593,4152.426
2019-08-21,3781.758,8793.469,1609.833,4149.376
2019-08-22,3793.506,8827.831,1613.458,4163.489
2019-08-23,3820.864,8832.629,1615.559,4190.781
2019-08-26,3765.911,8764.016,1600.795,4132.893
2019-08-27,3816.946,8935.909,1628.121,4189.864
2019-08-28,3802.584,8916.96,1625.188,4174.983
2019-08-29,3790.187,8903.023,1620.861,4168.304
2019-08-30,3799.586,8815.023,1610.898,4174.192
2019-09-02,3848.32,9000.551,1652.288,4238.809
2019-09-03,3853.611,9087.555,1660.427,4248.029
2019-09-04,3886.001,9137.311,1669.41,4280.145
2019-09-05,3925.323,9222.004,1689.054,4318.541
2019-09-06,3948.508,9247.374,1692.239,4345.309
2019-09-09,3972.948,9430.506,1733.23,4386.387
2019-09-10,3959.265,9436.219,1725.308,4367.541
2019-09-11,3930.1,9349.14,1703.538,4329.694
2019-09-12,3972.38,9399.249,1710.572,4372.002
2019-09-16,3957.715,9435.646,1714.368,4364.118
2019-09-17,3891.221,9242.758,1677.987,4286.153
2019-09-18,3910.084,9268.858,1679.306,4302.392
2019-09-19,3924.382,9358.948,1705.599,4324.173
2019-09-20,3935.651,9383.763,1705.047,4338.752
2019-09-23,3890.662,9313.675,1684.324,4293.417
2019-09-24,3901.076,9329.008,1694.596,4311.231
2019-09-25,3870.984,9156.146,1672.646,4270.123
2019-09-26,3841.139,8936.774,1623.791,4221.482
2019-09-27,3852.653,9035.421,1647.533,4238.257
2019-09-30,3814.528,8936.713,1627.545,4194.303
2019-10-08,3837.679,8943.046,1616.584,4211.324
2019-10-09,3843.239,9002.354,1622.415,4215.4
2019-10-10,3874.639,9125.857,1666.966,4258.351
2019-10-11,3911.725,9136.749,1666.834,4290.535
2019-10-14,3953.241,9269.88,1679.378,4338.284
2019-10-15,3936.25,9145.894,1660.887,4310.483
2019-10-16,3922.685,9111.903,1656.372,4294.307
2019-10-17,3925.222,9128.251,1658.259,4300.515
2019-10-18,3869.378,9030.784,1648.625,4242.411
2019-10-21,3880.84,9033.47,1644.508,4245.418
2019-10-22,3895.881,9130.534,1666.869,4267.643
2019-10-23,3871.085,9067.383,1650.29,4238.532
2019-10-24,3870.668,9060.16,1653.865,4232.786
2019-10-25,3896.792,9150.828,1675.34,4259.789
2019-10-28,3926.585,9315.295,1704.417,4308.238
2019-10-29,3910.226,9231.283,1686.58,4286.049
2019-10-30,3891.226,9146.716,1684.078,4261.903
2019-10-31,3886.752,9059.868,1671.312,4254.438
2019-11-01,3952.387,9157.857,1686.998,4323.528
2019-11-04,3978.122,9204.283,1699.919,4355.975
2019-11-05,4002.813,9261.131,1713.289,4380.423
2019-11-06,3984.882,9174.011,1703.017,4360.044
2019-11-07,3991.875,9234.809,1715.575,4370.704
2019-11-08,3973.011,9215.016,1711.216,4355.001
2019-11-11,3902.978,9028.904,1673.129,4273.38
2019-11-12,3903.689,9052.39,1671.442,4271.486
2019-11-13,3899.982,9039.625,1681.794,4275.13
2019-11-14,3905.857,9098.354,1692.583,4286.831
2019-11-15,3877.089,8982.473,1674.784,4255.576
2019-11-18,3907.929,9053.483,1682.492,4288.426
2019-11-19,3947.039,9221.678,1729.078,4341.517
2019-11-20,3907.864,9150.316,1719.665,4303.918
2019-11-21,3889.598,9136.047,1713.202,4283.911
2019-11-22,3849.995,9007.851,1679.803,4235.193
2019-11-25,3878.206,8944.717,1661.774,4258.627
2019-11-26,3891.653,8964.536,1679.082,4269.139
2019-11-27,3875.619,8958.637,1674.389,4259.801
2019-11-28,3862.303,8934.172,1673.795,4245.419
2019-11-29,3828.671,8930.061,1664.896,4210.605
2019-12-02,3836.059,8947.304,1669.536,4213.742
2019-12-03,3851.087,8984.743,1675.385,4230.775
2019-12-04,3849.819,8994.957,1673.779,4233.035
2019-12-05,3879.364,9105.873,1709.826,4270.32
2019-12-06,3902.385,9185.064,1726.801,4297.805
2019-12-09,3895.447,9179.764,1721.071,4290.476
2019-12-10,3900.384,9216.794,1734.022,4304.707
2019-12-11,3902.749,9176.913,1718.26,4300.367
2019-12-12,3891.024,9162.271,1720.986,4289.569
2019-12-13,3968.221,9293.242,1755.413,4366.569
2019-12-16,3987.546,9447.112,1780.333,4399.728
2019-12-17,4041.8,9566.268,1801.616,4453.173
2019-12-18,4032.783,9579.512,1792.418,4442.095
2019-12-19,4027.15,9592.195,1790.438,4439.91
2019-12-20,4017.253,9521.288,1771.707,4414.529
2019-12-23,3967.096,9345.146,1736.624,4359.056
2019-12-24,3992.958,9482.618,1769.869,4400.625
2019-12-25,3990.867,9519.099,1784.395,4406.824
2019-12-26,4025.988,9579.894,1793.635,4438.233
2019-12-27,4022.028,9531.59,1767.582,4428.958
2019-12-30,4081.633,9604.762,1790.239,4485.411
2019-12-31,4096.582,9675.55,1798.118,4501.891
2020-01-02,4152.241,9890.104,1832.742,4571.48
2020-01-03,4144.965,9933.885,1836.012,4568.615
2020-01-06,4129.295,10016.667,1859.921,4564.161
2020-01-07,4160.227,10140.325,1893.214,4604.037
2020-01-08,4112.317,10004.07,1862.699,4554.89
2020-01-09,4164.37,10172.542,1913.142,4616.929
2020-01-10,4163.185,10153.328,1904.194,4614.161
2020-01-13,4203.988,10315.253,1935.072,4664.773
2020-01-14,4189.886,10306.27,1922.557,4650.236
2020-01-15,4166.734,10298.806,1924.238,4631.123
2020-01-16,4149.043,10276.58,1929.961,4617.909
2020-01-17,4154.853,10226.66,1932.511,4621.531
2020-01-20,4185.83,10376.384,1982.176,4668.431
2020-01-21,4114.309,10255.321,1967.027,4594.169
2020-01-22,4131.931,10347.133,1993.899,4623.692
2020-01-23,4003.901,10006.169,1927.742,4478.956
2020-02-03,3688.358,9161.788,1795.774,4132.445
2020-02-04,3785.638,9331.426,1882.691,4251.512
2020-02-05,3828.527,9574.648,1939.62,4316.922
2020-02-06,3899.775,9863.877,2012.249,4414.65
2020-02-07,3899.869,9893.113,2015.799,4423.361
2020-02-10,3916.005,9993.521,2042.177,4445.847
2020-02-11,3952.464,9994.733,2028.444,4470.358
2020-02-12,3984.433,10150.053,2085.278,4523.974
2020-02-13,3959.919,10067.529,2064.596,4492.563
2020-02-14,3987.734,10100.085,2069.219,4508.895
2020-02-17,4077.424,10421.843,2146.177,4617.699
2020-02-18,4057.511,10530.491,2170.949,4619.006
2020-02-19,4051.311,10481.518,2139.437,4599.995
2020-02-20,4144.656,10704.748,2186.737,4697.733
2020-02-21,4149.49,10849.844,2226.639,4721.951
2020-02-24,4132.839,11020.473,2263.972,4723.184
2020-02-25,4123.854,11115.366,2287.312,4722.041
2020-02-26,4073.015,10790.754,2180.701,4636.168
2020-02-27,4084.876,10812.264,2196.714,4651.515
2020-02-28,3940.049,10286.545,2071.566,4464.306
2020-03-02,4069.666,10663.261,2135.415,4610.669
2020-03-03,4091.362,10751.844,2173.346,4644.189
2020-03-04,4115.052,10765.91,2169.443,4655.948
2020-03-05,4206.725,10942.23,2209.588,4747.114
2020-03-06,4138.507,10882.444,2192.936,4685.277
2020-03-09,3997.133,10460.722,2093.063,4505.872
2020-03-10,4082.732,10700.779,2148.81,4615.492
2020-03-11,4028.429,10536.378,2101.463,4552.755
2020-03-12,3950.911,10297.588,2045.926,4464.016
2020-03-13,3895.313,10192.391,2030.58,4408.27
2020-03-16,3727.84,9695.416,1910.767,4212.208
2020-03-17,3709.682,9659.981,1917.702,4201.396
2020-03-18,3636.257,9533.439,1887.042,4124.131
2020-03-19,3589.093,9601.004,1894.943,4084.847
2020-03-20,3653.224,9702.463,1915.046,4153.493
2020-03-23,3530.306,9276.544,1827.052,4002.317
2020-03-24,3625.115,9436.449,1876.91,4104.118
2020-03-25,3722.518,9713.964,1937.855,4214.953
2020-03-26,3698.047,9612.713,1927.275,4183.422
2020-03-27,3710.061,9553.202,1903.881,4186.072
2020-03-30,3674.111,9362.605,1860.484,4129.109
2020-03-31,3686.155,9430.272,1871.917,4142.132
2020-04-01,3675.076,9399.161,1864.8,4131.477
2020-04-02,3734.531,9621.553,1916.951,4213.284
2020-04-03,3713.218,9580.405,1906.675,4185.836
2020-04-07,3798.021,9893.415,1969.782,4292.3
2020-04-08,3780.345,9874.985,1964.757,4279.016
2020-04-09,3792.811,9949.142,1997.136,4299.624
2020-04-10,3769.178,9729.233,1949.885,4255.316
2020-04-13,3753.257,9640.415,1923.081,4230.625
2020-04-14,3825.699,9876.488,1985.426,4318.695
2020-04-15,3797.362,9836.143,1977.515,4290.35
2020-04-16,3802.381,9880.677,2008.388,4307.37
2020-04-17,3839.487,9913.418,2020.77,4348.101
2020-04-20,3853.455,10024.014,2043.437,4374.673
2020-04-21,3808.047,9942.531,2023.942,4326.242
2020-04-22,3839.383,10050.9,2043.171,4361.69
2020-04-23,3829.753,10003.164,2029.524,4346.14
2020-04-24,3796.972,9842.426,2003.748,4301.286
2020-04-27,3822.769,9849.986,2018.666,4322.078
2020-04-28,3849.147,9819.23,2030.724,4340.128
2020-04-29,3867.032,9807.413,2030.477,4354.036
2020-04-30,3912.577,10004.897,2069.432,4420.994
2020-05-06,3936.254,10159.865,2110.267,4467.84
2020-05-07,3924.895,10136.423,2106.842,4455.387
2020-05-08,3963.622,10231.161,2125.243,4499.55
2020-05-11,3960.18,10201.085,2102.825,4496.082
2020-05-12,3960.238,10226.154,2124.15,4505.196
2020-05-13,3968.253,10300.058,2140.681,4517.114
2020-05-14,3925.218,10186.098,2117.647,4471.887
2020-05-15,3912.816,10196.342,2124.311,4464.983
2020-05-18,3922.912,10131.799,2114.858,4464.684
2020-05-19,3956.25,10275.4,2144.121,4514.586
2020-05-20,3935.222,10176.44,2118.119,4487.414
2020-05-21,3913.795,10062.774,2099.432,4455.336
2020-05-22,3824.064,9889.089,2046.596,4352.625
2020-05-25,3829.325,9855.157,2052.302,4353.583
2020-05-26,3872.77,10066.759,2112.973,4417.793
2020-05-27,3845.614,10006.019,2071.473,4380.415
2020-05-28,3856.632,9970.582,2054.964,4383.293
2020-05-29,3867.023,10072.72,2086.666,4403.383
2020-06-01,3971.34,10386.143,2158.223,4527.804
2020-06-02,3983.568,10403.112,2145.286,4536.742
2020-06-03,3983.648,10439.788,2143.117,4538.897
2020-06-04,3982.185,10456.435,2151.385,4540.248
2020-06-05,4001.251,10477.692,2166.375,4563.91
2020-06-08,4021.955,10469.63,2153.564,4578.995
2020-06-09,4047.029,10545.254,2181.589,4609.26
2020-06-10,4039.705,10580.665,2201.988,4608.796
2020-06-11,3995.885,10519.377,2195.638,4570.374
2020-06-12,4003.083,10535.621,2206.764,4578.722
2020-06-15,3954.988,10514.597,2219.55,4528.086
2020-06-16,4014.57,10698.563,2260.458,4607.551
2020-06-17,4017.594,10761.508,2263.961,4615.953
2020-06-18,4044.384,10792.732,2266.032,4637.773
2020-06-19,4098.71,10881.993,2319.449,4695.524
2020-06-22,4102.046,10917.411,2342.88,4695.879
2020-06-23,4121.794,10972.691,2382.047,4722.539
2020-06-24,4138.99,10966.383,2382.473,4738.668
2020-06-29,4109.716,10918.297,2372.536,4708.422
2020-06-30,4163.964,11140.61,2438.197,4770.208
2020-07-01,4247.784,11229.129,2419.629,4835.924
2020-07-02,4335.845,11364.895,2424.393,4911.839
2020-07-03,4419.596,11494.879,2462.563,4987.837
2020-07-06,4670.095,11958.975,2529.487,5232.283
2020-07-07,4698.126,12169.646,2591.263,5298.135
2020-07-08,4774.004,12400.497,2651.969,5383.168
2020-07-09,4840.771,12738.14,2757.653,5479.558
2020-07-10,4753.133,12665.097,2778.457,5406.722
2020-07-13,4852.961,13151.785,2889.427,5548.964
2020-07-14,4806.69,13038.355,2858.672,5488.312
2020-07-15,4744.469,12715.231,2813.061,5406.621
2020-07-16,4516.253,12060.148,2646.26,5137.606
2020-07-17,4544.701,12172.854,2662.402,5180.164
2020-07-20,4680.305,12530.441,2697.301,5333.051
2020-07-21,4691.043,12595.772,2736.512,5356.676
2020-07-22,4714.445,12696.653,2769.028,5389.178
2020-07-23,4712.436,12665.452,2799.674,5394.06
2020-07-24,4505.591,12030.146,2627.843,5143.914
2020-07-27,4528.45,12098.411,2631.762,5170.21
2020-07-28,4568.258,12275.202,2666.521,5214.284
2020-07-29,4679.008,12611.957,2767.402,5347.068
2020-07-30,4656.151,12570.638,2743.634,5321.45
2020-07-31,4695.046,12748.277,2795.4,5372.543
2020-08-03,4771.311,13088.435,2868.882,5473.656
2020-08-04,4775.802,12996.543,2832.845,5460.433
2020-08-05,4777.109,13134.813,2860.241,5478.603
2020-08-06,4762.764,13079.854,2814.374,5456.165
2020-08-07,4707.926,12935.743,2749.953,5398.3
2020-08-10,4724.87,12949.769,2735.256,5408.441
2020-08-11,4681.784,12767.505,2688.7,5347.465
2020-08-12,4647.645,12647.91,2635.502,5299.255
2020-08-13,4635.713,12670.549,2622.64,5286.89
2020-08-14,4704.629,12808.064,2668.712,5357.815
2020-08-17,4815.226,13047.469,2696.392,5465.047
2020-08-18,4812.756,13120.142,2701.061,5470.707
2020-08-19,4740.678,12883.961,2612.835,5373.739
2020-08-20,4679.154,12726.631,2587.861,5312.217
2020-08-21,4718.843,12879.463,2632.452,5355.432
2020-08-24,4755.849,13020.118,2684.629,5408.402
2020-08-25,4761.951,12937.047,2701.604,5408.276
2020-08-26,4706.13,12710.623,2644.144,5337.067
2020-08-27,4731.345,12773.666,2689.17,5375.689
2020-08-28,4844.265,13021.167,2757.839,5488.529
2020-08-31,4816.215,12942.867,2728.313,5461.868
2020-09-01,4842.122,13021.265,2750.424,5497.318
2020-09-02,4843.887,13029.169,2771.85,5505.74
2020-09-03,4817.095,12889.094,2746.953,5469.787
2020-09-04,4770.219,12816.48,2732.155,5421.34
2020-09-07,4669.368,12492.398,2641.202,5307.006
2020-09-08,4694.389,12494.294,2650.629,5336.6
2020-09-09,4584.589,12131.255,2523.396,5199.371
2020-09-10,4581.978,11966.701,2483.031,5173.558
2020-09-11,4627.283,12163.89,2536.618,5237.35
2020-09-14,4651.051,12231.548,2572.601,5277.348
2020-09-15,4688.483,12344.078,2595.154,5322.996
2020-09-16,4657.358,12228.966,2554.8,5282.264
2020-09-17,4632.714,12234.333,2557.321,5267.814
2020-09-18,4737.089,12430.744,2596.082,5367.503
2020-09-21,4691.428,12378.773,2569.219,5321.309
2020-09-22,4635.761,12232.591,2555.544,5253.902
2020-09-23,4652.327,12294.681,2599.885,5281.51
2020-09-24,4563.066,12034.114,2535.868,5168.304
2020-09-25,4570.022,12023.341,2540.426,5168.061
2020-09-28,4581.909,11952.726,2521.246,5167.092
2020-09-29,4591.799,12076.756,2563.379,5194.416
2020-09-30,4587.395,12080.113,2574.758,5195.332
2020-10-09,4681.141,12441.061,2672.934,5324.931
2020-10-12,4823.158,12779.678,2777.388,5486.055
2020-10-13,4839.201,12891.244,2784.717,5504.175
2020-10-14,4807.102,12807.0,2764.244,5471.938
2020-10-15,4798.736,12734.474,2737.963,5453.183
2020-10-16,4791.676,12644.362,2724.497,5435.458
2020-10-19,4755.488,12559.926,2689.669,5394.386
2020-10-20,4793.467,12696.818,2740.583,5449.035
2020-10-21,4792.828,12543.148,2700.533,5424.733
2020-10-22,4777.985,12469.869,2673.585,5401.811
2020-10-23,4718.488,12256.616,2600.843,5326.089
2020-10-26,4691.236,12344.777,2617.743,5321.129
2020-10-27,4699.279,12411.318,2650.764,5330.24
2020-10-28,4737.272,12499.461,2670.481,5374.095
2020-10-29,4772.92,12526.799,2699.923,5409.417
2020-10-30,4695.334,12239.678,2655.865,5326.331
2020-11-02,4720.831,12324.128,2708.388,5367.019
2020-11-03,4777.561,12476.228,2744.314,5433.065
2020-11-04,4813.656,12532.36,2750.554,5471.581
2020-11-05,4885.112,12746.408,2787.878,5557.561
2020-11-06,4885.718,12663.204,2733.072,5546.89
2020-11-09,4981.35,12878.518,2813.998,5659.175
2020-11-10,4953.876,12740.979,2773.218,5620.691
2020-11-11,4904.898,12516.723,2681.524,5548.954
2020-11-12,4908.463,12560.187,2700.51,5562.485
2020-11-13,4856.851,12524.299,2706.813,5522.1
2020-11-16,4904.172,12611.572,2712.409,5572.113
2020-11-17,4894.786,12497.445,2658.092,5541.168
2020-11-18,4891.672,12459.907,2620.672,5532.72
2020-11-19,4927.989,12554.214,2645.161,5566.206
2020-11-20,4943.288,12625.575,2667.093,5598.925
2020-11-23,5005.027,12669.411,2686.358,5661.671
2020-11-24,4974.286,12658.225,2674.798,5636.438
2020-11-25,4910.7,12444.6,2615.531,5554.243
2020-11-26,4919.591,12398.476,2609.386,5554.535
2020-11-27,4980.765,12466.589,2618.991,5603.617
2020-11-30,4960.252,12440.598,2631.889,5582.731
2020-12-01,5067.098,12620.641,2698.443,5696.531
2020-12-02,5067.145,12617.875,2682.972,5694.804
2020-12-03,5057.06,12629.958,2712.518,5683.714
2020-12-04,5065.916,12724.379,2730.837,5709.025
2020-12-07,5022.235,12692.957,2726.483,5673.183
2020-12-08,5009.879,12687.697,2746.281,5665.39
2020-12-09,4942.699,12468.241,2697.826,5586.105
2020-12-10,4940.525,12443.087,2718.545,5588.709
2020-12-11,4889.629,12232.193,2687.781,5524.977
2020-12-14,4934.835,12317.298,2726.601,5578.262
2020-12-15,4945.1,12359.064,2758.854,5602.606
2020-12-16,4953.867,12299.208,2760.64,5610.842
2020-12-17,5017.478,12387.082,2785.615,5676.675
2020-12-18,4999.968,12360.781,2780.73,5662.235
2020-12-21,5046.84,12573.707,2882.443,5741.238
2020-12-22,4964.773,12388.976,2811.749,5643.714
2020-12-23,5007.124,12495.755,2842.97,5696.604
2020-12-24,5000.015,12397.295,2820.753,5675.969
2020-12-25,5042.014,12511.685,2840.801,5728.045
2020-12-28,5064.415,12443.471,2842.81,5739.371
2020-12-29,5042.936,12391.562,2812.997,5710.8
2020-12-30,5113.711,12513.788,2900.538,5804.121
2020-12-31,5211.289,12727.767,2966.256,5910.319
2021-01-04,5267.718,13020.043,3078.111,6008.255
2021-01-05,5368.505,13310.264,3097.977,6104.184
2021-01-06,5417.668,13264.606,3115.091,6152.599
2021-01-07,5513.657,13314.411,3162.398,6250.9
2021-01-08,5495.431,13298.025,3150.78,6244.36
2021-01-11,5441.158,13164.9,3092.861,6183.553
2021-01-12,5596.353,13367.054,3180.35,6342.783
2021-01-13,5577.971,13245.621,3130.298,6316.856
2021-01-14,5470.456,13043.344,3089.177,6200.974
2021-01-15,5458.081,13066.273,3089.945,6193.471
2021-01-18,5518.521,13304.869,3149.2,6271.028
2021-01-19,5437.523,13182.138,3084.488,6172.688
2021-01-20,5476.434,13273.449,3204.932,6236.96
2021-01-21,5564.969,13497.183,3283.721,6338.65
2021-01-22,5569.776,13554.237,3358.238,6367.402
2021-01-25,5625.923,13540.787,3355.24,6417.91
2021-01-26,5512.968,13334.778,3258.355,6279.298
2021-01-27,5528.003,13420.729,3281.031,6300.498
2021-01-28,5377.143,13030.98,3161.863,6118.353
2021-01-29,5351.965,12912.376,3128.865,6078.874
2021-02-01,5417.648,13094.156,3159.993,6155.645
2021-02-02,5501.092,13318.162,3228.698,6250.853
2021-02-03,5485.201,13142.507,3223.766,6228.093
2021-02-04,5473.948,12975.583,3200.549,6213.223
2021-02-05,5483.414,12819.888,3193.707,6192.757
2021-02-08,5564.562,12987.059,3278.06,6305.531
2021-02-09,5686.25,13293.572,3334.242,6444.834
2021-02-10,5807.719,13553.681,3413.81,6577.13
2021-02-18,5768.381,13569.51,3320.144,6545.174
2021-02-19,5778.842,13660.912,3285.535,6558.11
2021-02-22,5597.333,13454.283,3138.672,6373.411
2021-02-23,5579.668,13343.852,3112.357,6350.444
2021-02-24,5437.568,13068.938,3007.456,6188.314
2021-02-25,5469.558,13007.419,2977.176,6208.007
2021-02-26,5336.761,12778.336,2914.113,6059.904
2021-03-01,5418.784,13091.523,2994.751,6175.395
2021-03-02,5349.63,13034.548,2966.892,6100.191
2021-03-03,5452.213,13191.276,2997.749,6208.986
2021-03-04,5280.706,12847.734,2851.873,6015.654
2021-03-05,5262.796,12869.213,2871.972,5988.563
2021-03-08,5080.025,12488.621,2728.844,5780.11
2021-03-09,4970.999,12139.194,2633.45,5655.173
2021-03-10,5003.612,12121.127,2676.702,5688.277
2021-03-11,5128.216,12340.914,2746.575,5833.896
2021-03-12,5146.379,12339.697,2756.813,5852.403
2021-03-15,5035.544,12131.746,2644.015,5728.326
2021-03-16,5079.362,12221.219,2672.117,5775.381
2021-03-17,5100.858,12345.392,2704.136,5803.252
2021-03-18,5141.768,12417.392,2748.726,5852.633
2021-03-19,5007.091,12173.148,2671.518,5699.517
2021-03-22,5057.152,12313.42,2698.261,5754.95
2021-03-23,5009.246,12148.688,2668.082,5686.201
2021-03-24,4928.685,11954.717,2634.614,5586.291
2021-03-25,4926.347,11972.715,2655.999,5592.304
2021-03-26,5037.99,12220.721,2745.4,5725.547
2021-03-29,5046.877,12219.11,2733.963,5734.193
2021-03-30,5094.729,12259.728,2771.322,5791.658
2021-03-31,5048.361,12185.048,2758.501,5747.409
2021-04-01,5110.777,12327.852,2815.413,5823.454
2021-04-02,5161.557,12393.959,2852.229,5874.104
2021-04-06,5140.342,12428.773,2831.598,5852.777
2021-04-07,5103.743,12388.277,2807.201,5819.226
2021-04-08,5112.209,12371.281,2826.99,5828.236
2021-04-09,5035.337,12254.606,2783.327,5747.936
2021-04-12,4947.746,11955.527,2719.953,5644.619
2021-04-13,4939.644,11937.982,2742.852,5637.589
2021-04-14,4980.628,12088.782,2804.409,5701.806
2021-04-15,4948.974,12057.244,2790.644,5666.875
2021-04-16,4966.181,12133.887,2783.373,5689.234
2021-04-19,5087.017,12470.538,2898.729,5832.822
2021-04-20,5083.365,12457.431,2896.108,5825.425
2021-04-21,5098.745,12460.475,2916.975,5832.456
2021-04-22,5089.244,12522.54,2939.395,5830.748
2021-04-23,5135.453,12544.324,2994.488,5889.834
2021-04-26,5077.237,12483.337,2969.405,5830.563
2021-04-27,5090.52,12461.233,2986.034,5842.145
2021-04-28,5119.242,12549.535,3050.585,5879.914
2021-04-29,5164.169,12574.648,3051.417,5922.541
2021-04-30,5123.489,12542.516,3091.395,5897.595
2021-05-06,5061.124,12463.127,3014.812,5833.785
2021-05-07,4996.053,12293.664,2910.411,5755.947
2021-05-10,4992.422,12279.013,2921.721,5764.587
2021-05-11,5023.06,12259.098,2921.343,5779.369
2021-05-12,5044.548,12367.806,2960.355,5807.616
2021-05-13,4992.974,12269.267,2943.617,5736.589
2021-05-14,5110.59,12422.825,3033.806,5853.307
2021-05-17,5184.985,12536.387,3112.741,5947.214
