split,train_blocks,test_blocks,selected_trial,is_sharpe,oos_sharpe,oos_percentile,logit,below_oos_median
1,0;1;2;3,4;5;6;7,S_top3_r21_weak1_d5_rank4,1.0314747095108032,0.9591074585914612,0.9427083333333334,2.800601758467456,False
2,0;1;2;4,3;5;6;7,S_top1_r20_weak0_d5_rank4,0.8873640298843384,-0.1620461642742157,0.13020833333333334,-1.8991179875485542,True
3,0;1;2;5,3;4;6;7,S_top3_r21_weak1_d5_rank4,0.8893036842346191,1.0623893737792969,0.9947916666666666,5.252273428046623,False
4,0;1;2;6,3;4;5;7,S_top3_r21_weak1_d5_rank4,0.8432994484901428,1.0955877304077148,0.921875,2.468099531471619,False
5,0;1;2;7,3;4;5;6,S_top3_r21_weak1_d5_rank4,1.357010841369629,0.6117887496948242,0.8072916666666666,1.432507204275022,False
6,0;1;3;4,2;5;6;7,S_top1_r21_weak0_d20_rank4,1.1353715658187866,0.6127119660377502,0.7447916666666666,1.0710243321492805,False
7,0;1;3;5,2;4;6;7,S_top3_r21_weak1_d5_rank4,1.0577377080917358,0.923189640045166,0.9947916666666666,5.252273428046623,False
8,0;1;3;6,2;4;5;7,S_top3_r21_weak1_d5_rank4,1.0081393718719482,0.9537774324417114,0.9739583333333334,3.6216707044204877,False
9,0;1;3;7,2;4;5;6,S_top3_r21_weak1_d5_rank4,1.4887412786483765,0.4384458661079407,0.7135416666666666,0.9126477405956538,False
10,0;1;4;5,2;3;6;7,S_top1_r21_weak0_d20_rank4,0.9334847927093506,0.795104444026947,0.890625,2.097141118779237,False
11,0;1;4;6,2;3;5;7,S_top1_r21_weak0_d20_rank4,0.7738648653030396,0.9412598013877869,0.921875,2.468099531471619,False
12,0;1;4;7,2;3;5;6,S_top3_r21_weak1_d5_rank4,1.2340656518936157,0.6925365328788757,0.9947916666666666,5.252273428046623,False
13,0;1;5;6,2;3;4;7,S_top3_r21_weak1_d5_rank4,0.8818928003311157,1.0652211904525757,0.9739583333333334,3.6216707044204877,False
14,0;1;5;7,2;3;4;6,S_top3_r21_weak1_d5_rank4,1.3730562925338745,0.5595802068710327,0.9010416666666666,2.208852615331338,False
15,0;1;6;7,2;3;4;5,S_top3_r21_weak1_d5_rank4,1.3235920667648315,0.5819112062454224,0.7447916666666666,1.0710243321492805,False
16,0;2;3;4,1;5;6;7,S_top1_r21_weak0_d20_rank2,0.9735201001167297,0.7045361399650574,0.7239583333333334,0.9641820195785701,False
17,0;2;3;5,1;4;6;7,S_top1_r21_weak1_d5_rank4,1.050233244895935,0.6515756249427795,0.6510416666666666,0.6236211179113349,False
18,0;2;3;6,1;4;5;7,S_top3_r21_weak1_d5_rank4,0.9496223330497742,1.0042577981948853,0.890625,2.097141118779237,False
19,0;2;3;7,1;4;5;6,S_top3_r21_weak1_d5_rank4,1.4232105016708374,0.47743839025497437,0.671875,0.7166776779701394,False
20,0;2;4;5,1;3;6;7,S_top1_r20_weak1_d10_rank4,0.893866777420044,-0.11412858963012695,0.11979166666666667,-1.9944044989939238,True
21,0;2;4;6,1;3;5;7,S_top3_r21_weak1_d20_rank4,0.715136706829071,0.5803311467170715,0.4427083333333333,-0.2301775779715899,True
22,0;2;4;7,1;3;5;6,S_top3_r21_weak1_d5_rank4,1.1789355278015137,0.7439492344856262,0.9947916666666666,5.252273428046623,False
23,0;2;5;6,1;3;4;7,S_top3_r21_weak1_d5_rank4,0.8281090259552002,1.1193233728408813,0.9427083333333334,2.800601758467456,False
24,0;2;5;7,1;3;4;6,S_top3_r21_weak1_d5_rank4,1.3112120628356934,0.6032456159591675,0.9322916666666666,2.6224364483792177,False
25,0;2;6;7,1;3;4;5,S_top3_r21_weak1_d5_rank4,1.2670793533325195,0.6301931738853455,0.609375,0.44468582126144574,False
26,0;3;4;5,1;2;6;7,S_top1_r21_weak0_d20_rank4,1.0477524995803833,0.6684574484825134,0.8385416666666666,1.6474171604993166,False
27,0;3;4;6,1;2;5;7,S_top1_r21_weak0_d20_rank4,0.8933841586112976,0.8177080750465393,0.8385416666666666,1.6474171604993166,False
28,0;3;4;7,1;2;5;6,S_top3_r21_weak1_d5_rank4,1.3102755546569824,0.5585585832595825,0.9427083333333334,2.800601758467456,False
29,0;3;5;6,1;2;4;7,S_top3_r21_weak1_d5_rank4,0.9838460087776184,0.9708744883537292,0.984375,4.143134726391533,False
30,0;3;5;7,1;2;4;6,S_top3_r21_weak1_d5_rank4,1.439676284790039,0.41533687710762024,0.7239583333333334,0.9641820195785701,False
31,0;3;6;7,1;2;4;5,S_top3_r21_weak1_d5_rank4,1.394349455833435,0.43431514501571655,0.5260416666666666,0.10426101032440926,False
32,0;4;5;6,1;2;3;7,S_top3_r21_weak1_d20_rank4,0.8302878141403198,0.4591994881629944,0.390625,-0.44468582126144557,True
33,0;4;5;7,1;2;3;6,S_top3_r21_weak1_d5_rank4,1.2053996324539185,0.6972019076347351,0.984375,4.143134726391533,False
34,0;4;6;7,1;2;3;5,S_top3_r21_weak1_d5_rank4,1.170153260231018,0.7378144860267639,0.953125,3.0122615755052013,False
35,0;5;6;7,1;2;3;4,S_top3_r21_weak1_d5_rank4,1.290595531463623,0.5759395956993103,0.7239583333333334,0.9641820195785701,False
36,1;2;3;4,0;5;6;7,S_top1_r21_weak0_d20_rank4,0.9561960101127625,0.7840536236763,0.8177083333333334,1.5008977438588946,False
37,1;2;3;5,0;4;6;7,S_top1_r21_weak1_d5_rank4,0.8100482225418091,0.8736310005187988,0.8489583333333334,1.7264543708202886,False
38,1;2;3;6,0;4;5;7,S_top3_r20_weak1_d5_rank4,0.7037470936775208,0.6983036994934082,0.453125,-0.1880522315029396,True
39,1;2;3;7,0;4;5;6,S_top3_r21_weak1_d5_rank4,1.240035057067871,0.7414678335189819,0.9635416666666666,3.2744456760230105,False
