window_start,window_end,trading_days,total_return,annualized_return,annualized_volatility,sharpe,maximum_drawdown,turnover,annualized_turnover,transaction_cost,average_cash_ratio,average_exposure,longest_underwater_trading_days,worst_rolling_three_year_return
2018-01-15,2021-02-26,756,0.12949047473404085,0.041423861691053165,0.21450220632367728,0.29692861592071407,0.26115326430007346,206.14608459770747,68.71536153256916,68915.4769249266,0.009922722739011057,0.990077277260989,152,
2018-02-22,2021-03-31,756,0.16064114325475343,0.050911119444195574,0.21495658171435067,0.3389524890781141,0.28529617072588287,205.27725961733427,68.4257532057781,68903.67210620825,0.009658322999356431,0.9903416770006436,175,
2018-03-23,2021-04-30,756,0.1833292971812861,0.057714697169759965,0.21452780234689323,0.36930170102093907,0.2852961707258831,211.33713167775025,70.44571055925009,71190.63762050189,0.0091344824315552,0.9908655175684449,196,
2018-04-20,2021-05-31,756,0.13808887335161835,0.044059843921963715,0.21767727077159743,0.3073872918785016,0.30959569158892064,211.8809988519824,70.62699961732747,71573.84261247891,0.008946778371153022,0.9910532216288469,214,
2018-05-23,2021-06-30,756,0.161631692295507,0.05121000108862961,0.21898607975801362,0.33802433630676704,0.3095956915889204,213.82924974511727,71.27641658170576,72471.45740387708,0.008840330821933898,0.9911596691780662,235,
2018-06-25,2021-07-30,756,0.2690747280205317,0.08266907503735288,0.22520743461973494,0.4657191438726063,0.30959569158892064,215.6076775040456,71.86922583468187,73521.01787165171,0.00843417308092401,0.9915658269190761,257,
2018-07-25,2021-08-31,756,0.2724614663140743,0.08363131411670843,0.22741563989882624,0.4672721168115186,0.3095956915889201,220.90566245421334,73.63522081807112,75833.1620226072,0.008438876673144146,0.9915611233268559,279,
2018-08-22,2021-09-30,756,0.27630782019418465,0.08472207062768722,0.22767967607243048,0.4714078783748412,0.3095956915889192,221.43912752993273,73.81304250997758,76524.22758723405,0.01097831657474412,0.9890216834252559,299,
2018-09-13,2021-10-29,756,0.2621288384530258,0.08069024190625584,0.23068475707968644,0.4521420793911177,0.30959569158891986,220.1475229374379,73.38250764581264,76415.41795034333,0.011576165661638807,0.9884238343383612,315,
2018-10-23,2021-11-30,756,0.25312338974593174,0.07811381731727574,0.2296518817148092,0.4427009169260551,0.309595691588921,221.6542834214022,73.8847611404674,77386.27681873296,0.011557366893185117,0.9884426331068149,337,
2018-11-23,2021-12-31,756,0.24688301856679007,0.07632122202596947,0.22945099959416232,0.4356366722915052,0.30959569158892086,222.48070527174943,74.16023509058314,78133.10361873296,0.01156277427001649,0.9884372257299835,360,
2018-12-20,2022-01-28,756,0.377842456098622,0.11275576827875966,0.23300686416534475,0.57536023429079,0.3095956915889202,221.90781755902435,73.96927251967479,78486.88351832,0.01155133639116875,0.9884486636088312,379,
2019-01-15,2022-02-28,756,0.4201356416748496,0.12402665220793696,0.23457212728555718,0.6160508195943712,0.30959569158892064,221.13194462746287,73.71064820915429,78716.24696566422,0.01144350799081484,0.9885564920091853,395,
2019-02-22,2022-03-31,756,0.25291397544106853,0.07805375804585779,0.2351676930410795,0.4374659721602822,0.3095956915889201,219.87990467042206,73.29330155680735,78921.96443731734,0.015755648913462806,0.9842443510865373,418,
2019-03-21,2022-04-29,756,0.025525496480612198,0.008437113740271451,0.23358071656171348,0.153119663819148,0.30959569158891964,219.89567774127724,73.29855924709241,79081.07127406105,0.015978166959592012,0.984021833040408,437,
2019-04-18,2022-05-31,756,-0.011155427612168367,-0.0037323892687408655,0.23364321973003446,0.10120466520193773,0.3107893308965223,222.87469753655034,74.29156584551679,80160.79970757797,0.01609171373562517,0.9839082862643748,456,
2019-05-22,2022-06-30,756,0.18721567433327935,0.05887137329194836,0.23918933216307284,0.35912258805505365,0.3107893308965224,222.59065643231875,74.19688547743958,80307.06931683028,0.01564861735417365,0.9843513826458264,477,
2019-06-21,2022-07-29,756,0.0862139888649518,0.027949541569217473,0.2407148927032825,0.2352286083954016,0.31078933089652305,226.25204989254874,75.41734996418292,81867.59705061902,0.009314693239631093,0.9906853067603689,498,
2019-07-24,2022-08-31,756,0.04864284144436115,0.01595825975147669,0.24275763802689435,0.18694140836849946,0.31078933089652294,225.86065030036042,75.28688343345347,81971.76237832746,0.009310755740531685,0.9906892442594685,521,
2019-08-22,2022-09-30,756,0.013314355087703511,0.004418565882488901,0.24336945287039932,0.1401586163950958,0.3107893308965224,228.20212575775776,76.06737525258592,82887.5880678224,0.01070287924133657,0.9892971207586633,542,
2019-09-16,2022-10-31,756,-0.0764170942586484,-0.02615023893295243,0.24483699316674631,0.01452200856906265,0.3107893308965235,230.5226716257019,76.84089054190063,83659.4063678224,0.012656824794799685,0.9873431752052003,558,
2019-10-23,2022-11-30,756,-0.0059358967681366614,-0.0019825602034919676,0.24855755661398082,0.11660468321818225,0.3107893308965224,231.81219308174497,77.27073102724832,84090.4557630512,0.012600793092887108,0.9873992069071128,580,
2019-11-22,2022-12-30,756,0.03859879267246291,0.012704184452095424,0.25183848241709816,0.17622392017572552,0.31078933089652494,229.8763497937441,76.62544993124804,83472.67121809401,0.016803134227255028,0.983196865772745,602,
2019-12-16,2023-01-31,756,0.0015473521633289078,0.0005155182497094124,0.25231103175650177,0.12836043593771682,0.31078933089652305,229.3457085231275,76.44856950770917,83373.13039395567,0.016570836979519648,0.9834291630204804,618,
2020-01-14,2023-02-28,756,-0.06939460133289577,-0.02368823553405197,0.2509625169327995,0.03013670337439656,0.31078933089652416,230.6479202687185,76.88264008957283,83810.0362662558,0.016616442577102968,0.983383557422897,638,
2020-02-24,2023-03-31,756,-0.09386094162503378,-0.03232033031384085,0.24703760041576608,-0.009601014673067003,0.31078933089652283,235.98967397214906,78.66322465738303,85498.30705822165,0.01664754172768932,0.9833524582723105,661,
2020-03-20,2023-04-28,756,-0.012626831359689561,-0.004226784320762511,0.2460870352796034,0.105481412105323,0.31078933089652294,233.95787669658063,77.9859588988602,84699.7241971436,0.016611490599162473,0.9833885094008374,680,
2020-04-20,2023-05-31,756,0.06599006621040937,0.02152982861742392,0.2441323439181768,0.20896850421503088,0.31078933089652205,231.5043797659055,77.16812658863516,83850.93788322347,0.020805529045193123,0.9791944709548068,700,
2020-05-21,2023-06-30,756,0.05457959100116305,0.017871889769451643,0.24233330790644286,0.19399741264239162,0.3107893308965223,228.77003418332228,76.25667806110742,83044.76748322346,0.02080303446977787,0.9791969655302222,720,
2020-06-19,2023-07-31,756,0.04184786509851146,0.013759107079148958,0.24034366036624835,0.17673257093513128,0.3107893308965223,229.440898497734,76.48029949924467,83451.50078322346,0.020805152596436186,0.9791948474035637,741,
2020-07-24,2023-08-31,756,-0.1037724037954485,-0.03586147337859402,0.23593766626248705,-0.03706642250528332,0.29922469724399947,229.25876406058651,76.4195880201955,83222.58741090767,0.020882122938403434,0.9791178770615966,754,
2020-08-21,2023-09-28,756,-0.06621850184052003,-0.02257879921380257,0.23425655287498473,0.019363141603499293,0.2846342400312383,225.97408123126553,75.32469374375518,81844.68301090768,0.02088270787186097,0.979117292128139,747,
2020-09-15,2023-10-31,756,-0.053080882175538524,-0.018016263881846073,0.23209280612224578,0.03742029967483925,0.23663744805377995,224.45181841043046,74.81727280347683,81118.43974808633,0.021053683484000118,0.978946316516,632,
2020-10-23,2023-11-30,756,0.0160515936809853,0.005322155635760106,0.23037292346516108,0.13793646952630442,0.23663744805378073,223.40303830183555,74.46767943394518,80695.36101175734,0.020899353992072905,0.979100646007927,632,
2020-11-23,2023-12-29,756,0.026658768975085678,0.008808439900010345,0.225980510471388,0.1515603136712598,0.23654226286038482,215.65460897709713,71.88486965903238,77925.59611175735,0.020911901740483747,0.9790880982595163,587,
2020-12-23,2024-01-31,756,0.13877676618164192,0.04427015457104133,0.2261056807754096,0.3044017589327935,0.23654226286038382,212.69511357613976,70.89837119204658,77059.39831175734,0.02091951123863753,0.9790804887613624,587,
2021-01-14,2024-02-29,756,0.11799346836895386,0.037878276808219535,0.2252060713392481,0.27744370451828937,0.23253341841764819,208.89986343775445,69.63328781258481,75908.28481175733,0.02091328629387518,0.9790867137061247,577,
2021-02-19,2024-03-29,756,0.17408292716297802,0.054952545251500284,0.22437546733883815,0.35030759199500433,0.21479216570393356,207.1173639856239,69.0391213285413,75643.51640107068,0.02091030586144869,0.9790896941385514,419,
2021-03-19,2024-04-30,756,0.24677911827497923,0.07629132529047733,0.22283142689688457,0.4410494403869349,0.2147921657039351,210.7331692312369,70.24438974374563,77520.0144020968,0.02090626965498273,0.9790937303450172,419,
2021-04-19,2024-05-31,756,0.3498413638830846,0.105166157492528,0.22382836595418024,0.5583978812460025,0.21479216570393422,211.52495285841331,70.5083176194711,78457.8067758908,0.020741042237184367,0.9792589577628157,419,
2021-05-19,2024-06-28,756,0.4904618555784217,0.14228275933532353,0.22224195032038727,0.7094689002908245,0.21479216570393422,208.04903300694187,69.34967766898062,77896.47687589079,0.020742946875391712,0.9792570531246083,419,
2021-06-22,2024-07-31,756,0.4497928654174219,0.13179729787340388,0.22196688797060354,0.6685307765576086,0.21479216570393478,205.5762017825409,68.5254005941803,77944.53261134305,0.020659712712783256,0.9793402872872168,419,
2021-07-22,2024-08-30,756,0.17380049518282026,0.0548679469595128,0.21671696713192107,0.35465134925964126,0.21479216570393356,204.49423451913808,68.1647448397127,78089.08230344541,0.020966367196877344,0.9790336328031227,419,
2021-08-18,2024-09-30,756,0.5567969458774191,0.15898368818643305,0.22588238707060745,0.7656151622411126,0.21479216570393367,202.5914146558436,67.53047155194787,77782.71100344542,0.020964867432250293,0.9790351325677498,419,
2021-09-13,2024-10-31,756,0.3268585050594506,0.09885790691635021,0.23102089175876267,0.5230108990037573,0.214792165703934,204.41224658631174,68.13741552877057,79309.9086650108,0.020964553762626993,0.9790354462373729,419,
2021-10-21,2024-11-29,756,0.4507822905267549,0.13205470798176822,0.23646501077513116,0.6422241952638352,0.21013769982079422,206.96435732136794,68.98811910712264,81219.50325857574,0.01765885921991644,0.9823411407800836,232,
2021-11-22,2024-12-31,756,0.4253415789840995,0.12539846401581012,0.2386040927434237,0.613897671387993,0.210137699820794,209.93918218435508,69.97972739478503,83362.28125857575,0.017663295373203644,0.9823367046267963,232,
2021-12-16,2025-01-27,756,0.34956493695598034,0.10509071195026931,0.24330973627077676,0.5320144089760599,0.21013769982079422,208.01678053567463,69.33892684522488,83312.38585857573,0.01766049328656703,0.982339506713433,232,
2022-01-12,2025-02-28,756,0.3490349142212037,0.10494602337194481,0.2448537498779019,0.5296558054449694,0.2197229449366691,210.6846703957109,70.22822346523697,84985.26926517309,0.017656766839287994,0.9823432331607121,232,
2022-02-17,2025-03-31,756,0.2433430084139223,0.07530166645838587,0.24534247453772773,0.4182554824434151,0.21972294493666877,218.7393834654961,72.91312782183203,88949.39296517309,0.01765220065278456,0.9823477993472154,232,
2022-03-18,2025-04-30,756,0.12314986171137221,0.03947145903282001,0.25484737088254994,0.2790970990793725,0.30321117888293736,219.0674740463722,73.02249134879074,89374.02336307624,0.015044427398070399,0.9849555726019296,232,
2022-04-18,2025-05-30,756,0.15247289704090217,0.04843998028835528,0.25315979484270756,0.31318922958921525,0.3335759209491641,219.24318682447208,73.08106227482402,89656.91168628776,0.013268613577026267,0.9867313864229738,232,
2022-05-19,2025-06-30,756,0.23585850839595324,0.07313967296207258,0.2569515197874491,0.4029039059451445,0.34362135517197423,219.72900565145832,73.24300188381945,90316.27589775913,0.012993745324603324,0.9870062546753967,232,
2022-06-22,2025-07-31,756,0.26651671056778437,0.08194115644920208,0.2567498396135399,0.43481073056972946,0.34362135517197445,219.95342268556038,73.31780756185346,91063.55923001075,0.012988909153253528,0.9870110908467465,232,
2022-07-21,2025-08-29,756,0.6430837051683373,0.18001237781910628,0.2614155133612392,0.7635039385029696,0.3436213551719741,218.06438955821375,72.68812985273792,91107.27179622202,0.0128352837759187,0.9871647162240813,197,
2022-08-22,2025-09-30,756,0.6707645385281356,0.1866020190575628,0.2654435914713088,0.7767798096868646,0.3436213551719747,225.70645331038483,75.23548443679495,95816.24382160393,0.012835528457004346,0.9871644715429957,197,
2022-09-15,2025-10-31,756,0.7918472857901415,0.21460108402860145,0.268872371601146,0.8571669815698727,0.343621355171975,226.21386388719426,75.40462129573142,97326.01747787873,0.01272698896261167,0.9872730110373884,197,
2022-10-20,2025-11-28,756,0.8555826560316502,0.22883461037383057,0.2706716200397335,0.8963345669625955,0.3436213551719739,227.74171213419837,75.91390404473279,99604.5394327933,0.0094761586646858,0.9905238413353143,197,
2022-11-22,2025-12-31,756,0.6670026130925444,0.18571075785106528,0.2661765989807845,0.7726727741463361,0.3436213551719748,225.55882382764787,75.18627460921596,100421.2477327933,0.009481178659563862,0.9905188213404363,197,
2022-12-20,2026-01-30,756,1.0237128509428244,0.2648808859380083,0.26880326825567774,1.008331922616243,0.3436213551719741,224.70949447780356,74.90316482593452,102026.48696348495,0.009476545271056258,0.9905234547289438,197,
2023-01-10,2026-02-27,756,0.949603788929176,0.24924835642102794,0.27006410275462756,0.9588210712918973,0.3436213551719751,228.1524650310314,76.05082167701046,104988.43934518036,0.00514449032403049,0.9948555096759695,197,
2023-02-16,2026-03-31,756,0.8397709364533872,0.22533428310480508,0.26905362634747704,0.8895063365754696,0.3436213551719739,226.748235433602,75.582745144534,106415.94833170302,0.009482538856009514,0.9905174611439905,197,
2023-03-17,2026-04-30,756,1.2287176594573403,0.30622608246697935,0.27027708815229556,1.1233604611766117,0.34362135517197445,230.89572133621616,76.96524044540539,110552.03508629004,0.009410013870531937,0.990589986129468,197,
2023-04-13,2026-05-29,756,1.2325743670585014,0.3069791057678992,0.26893945766606214,1.1298219466567319,0.34362135517197423,225.66755417311415,75.22251805770472,110377.19969695286,0.009406085292696648,0.9905939147073032,197,
2023-05-17,2026-06-30,756,1.7009447454864892,0.39263904300014985,0.2766240884307366,1.335673896427668,0.3436213551719748,225.83201337556494,75.27733779185498,113492.93219860794,0.009486126341911476,0.9905138736580886,197,
2023-06-12,2026-07-24,756,1.4632466114718086,0.3505250105168949,0.28122214045757543,1.2090323230314985,0.3436213551719741,231.12142946126377,77.04047648708793,119174.66109860796,0.0073078586626035055,0.9926921413373965,197,
