window_start,window_end,trading_days,total_return,annualized_return,annualized_volatility,sharpe,maximum_drawdown,turnover,annualized_turnover,transaction_cost,average_cash_ratio,average_exposure,longest_underwater_trading_days,worst_rolling_three_year_return
2015-01-22,2018-02-28,756,0.4951308088266231,0.1434742704400942,0.18315947247998682,0.8242919271348504,0.2187760908453773,168.89493838729524,56.29831279576508,45585.40600947656,0.02507980206608052,0.9749201979339194,551,
2015-03-02,2018-03-30,756,0.4056224679251894,0.12018451146084663,0.18369933836982308,0.7103476198453471,0.21877609084537675,165.74260354459867,55.247534514866224,45200.56400272234,0.02539451504600884,0.9746054849539911,573,
2015-03-26,2018-04-27,756,0.18358674362971983,0.05779139747277373,0.17960343407321216,0.4032308833918359,0.21877609084537597,166.16025033999384,55.38675011333128,45569.10630008578,0.025710030990698515,0.9742899690093015,591,
2015-04-28,2018-05-31,756,0.1153147682858282,0.037048698914113665,0.17817388403943216,0.293869068313075,0.21877609084537675,165.68669336338743,55.22889778779581,45604.595647075206,0.02158455250581631,0.9784154474941837,613,
2015-05-27,2018-06-29,756,-0.013062373731481558,-0.004373221766389768,0.17204790352675783,0.06115807297076472,0.21877609084537664,165.29132589431237,55.09710863143746,45601.89050262336,0.021730539242170336,0.9782694607578295,633,
2015-06-29,2018-07-31,756,0.02168166219387202,0.007175608222124152,0.1648604156714176,0.12640677560610833,0.21877609084537697,159.77167717867093,53.257225726223645,44088.12697058816,0.021492616814305955,0.9785073831856941,655,
2015-07-30,2018-08-31,756,0.06835231802330588,0.0222838476461078,0.16511731379224345,0.21664614382872385,0.21877609084537653,165.98567543564292,55.32855847854764,45867.70789549766,0.021053544289563655,0.9789464557104364,678,
2015-08-26,2018-09-28,756,0.04014828885064903,0.013207555455879927,0.15735606650433,0.1624421978317377,0.2187760908453772,164.98194085103307,54.99398028367769,45623.246169809274,0.017796837409402647,0.9822031625905974,697,
2015-09-23,2018-10-31,756,-0.007677652169119975,-0.002565795063544818,0.16063532624302312,0.06476076228037315,0.21877609084537664,166.5941753844034,55.53139179480113,46066.06208478971,0.017503190195170926,0.982496809804829,715,
2015-10-30,2018-11-30,756,-0.0883766105782674,-0.03037198894686044,0.15786834531251684,-0.116117987455413,0.21877609084537752,166.39827758694034,55.46609252898011,45961.21984065739,0.017301894017253062,0.9826981059827469,737,
2015-11-27,2018-12-28,756,-0.10270525015672805,-0.03547895304512316,0.15318674710070343,-0.15885616565823593,0.1494538406096012,163.17583556435676,54.39194518811892,44946.52605675999,0.017206979115075804,0.9827930208849243,360,
2015-12-29,2019-01-31,756,-0.03699565996965215,-0.012487166956591023,0.14959587663625082,-0.00905706662568113,0.14318053604208392,165.84343523464278,55.28114507821426,45614.33799356438,0.016578535288655157,0.983421464711345,310,
2016-01-20,2019-02-28,756,0.1666182298823462,0.052712030638843776,0.14740661596116855,0.4219765595565886,0.14318053604208425,166.0097365430833,55.33657884769443,45737.038213116306,0.016543376599056595,0.9834566234009434,310,
2016-02-25,2019-03-29,756,0.11086277907025144,0.035667000363030166,0.15182352697358745,0.30651755505703115,0.11858216371573294,168.4634428964272,56.154480965475734,46607.30944594082,0.0163903363301029,0.983609663669897,152,
2016-03-25,2019-04-30,756,0.2624317872506068,0.08077670101884982,0.1498647272068472,0.5930293229429481,0.11858216371573538,172.40030451803818,57.466768172679394,47989.44075059882,0.013434949533021705,0.9865650504669784,152,
2016-04-25,2019-05-31,756,0.2158271170137498,0.06731007362147245,0.14540118056229154,0.5205239310664698,0.11858216371573427,172.81536018630013,57.60512006210004,48353.79215312702,0.016487604655376832,0.9835123953446231,152,
2016-05-23,2019-06-28,756,0.3278843538336478,0.09914102468321495,0.14578845604322765,0.7211627226628606,0.11858216371573449,169.27016806284288,56.423389354280964,47664.30247203664,0.015749941404954847,0.9842500585950451,152,
2016-06-27,2019-07-31,756,0.32026279977377614,0.09703410393475131,0.14151607472082867,0.7251057714594972,0.1185821637157346,164.74139799134355,54.91379933044785,46813.1566768433,0.013732390730401006,0.9862676092695991,152,
2016-07-27,2019-08-30,756,0.24961001474322764,0.07710530699484797,0.14054470717427672,0.5987352176467907,0.11858216371573382,164.61500376241239,54.87166792080413,47071.04024478522,0.013733086352033961,0.9862669136479661,128,
2016-08-24,2019-09-30,756,0.2951875066732541,0.09004446881766981,0.14332678121868586,0.6731903271690832,0.11858216371573438,167.00751113577775,55.66917037859258,48117.61447473848,0.013743860435950592,0.9862561395640494,116,
2016-09-21,2019-10-31,756,0.2843858729919213,0.08700574656360405,0.14306388715919566,0.6546455577523601,0.1185821637157346,169.38386060473,56.46128686824333,49120.54830415505,0.013484259334052399,0.9865157406659475,116,
2016-10-27,2019-11-29,756,0.3409289722211588,0.10272848063553308,0.1459879240125246,0.7428302361641466,0.11858216371573416,167.1550536869408,55.71835122898026,48894.46440090017,0.013342533981785842,0.9866574660182142,116,
2016-11-28,2019-12-31,756,0.3407616852323636,0.10268262193046529,0.14786808869220194,0.7349604561401957,0.11858216371573438,171.0477078709569,57.0159026236523,50461.62197195366,0.013577173582745811,0.9864228264172542,116,
2016-12-20,2020-01-23,756,0.44745754291345863,0.13118927259233693,0.15185626692513002,0.8876989556208519,0.11858216371573493,170.8541617252242,56.9513872417414,50803.97367355968,0.013526748103812438,0.9864732518961876,116,
2017-01-18,2020-02-28,756,0.3868999795524848,0.11518875247086902,0.17186282529750177,0.7209165842629924,0.11858216371573416,173.0830948969388,57.694364965646265,51984.99465207662,0.010243881510838717,0.9897561184891613,116,
2017-02-24,2020-03-31,756,0.3703304908476104,0.11072984245535089,0.1749283400422063,0.6884058118936078,0.11858216371573393,178.31272108580183,59.437573695267275,54102.16662737632,0.010284436186981672,0.9897155638130183,116,
2017-03-27,2020-04-30,756,0.2679696557146991,0.08235473183281239,0.17588802986799904,0.5384414769057029,0.12318402477165313,177.46724324539656,59.15574774846552,54250.45130510333,0.010281914513281091,0.9897180854867188,116,
2017-04-24,2020-05-29,756,0.3063928247527996,0.09317895430324863,0.18390630167282768,0.5768993360776656,0.1231840247716538,182.3366056614138,60.77886855380461,56116.581451314094,0.010269746318026574,0.9897302536819734,116,
2017-05-23,2020-06-30,756,0.42958756703601675,0.12651484937367674,0.1852523320289389,0.7362738946362294,0.12318402477165358,179.25742843340254,59.752476144467515,55674.21932114281,0.010070389791649306,0.9899296102083507,116,
2017-06-27,2020-07-31,756,0.5397486321596869,0.1547375157752695,0.19052254817609715,0.8510019266052156,0.12318402477165347,180.8705643437748,60.290188114591594,56997.48761723113,0.010068017919610981,0.9899319820803889,116,
2017-07-26,2020-08-31,756,0.5407423519159953,0.15498587638282935,0.1935051393042007,0.8419843756293894,0.12318402477165313,182.88735477636885,60.96245159212295,58335.98921633175,0.01005401208508507,0.9899459879149148,116,
2017-08-25,2020-09-30,756,0.3834513570391975,0.11426365400773997,0.1957033412322005,0.6512372904059206,0.1596202202526701,189.16383438143143,63.05461146047714,60992.564065237275,0.01011801063376407,0.9898819893662361,116,
2017-09-18,2020-10-30,756,0.30096806529397124,0.09166372342633466,0.19749148582170542,0.5433145111804114,0.19041441863809994,192.2719704673938,64.0906568224646,62354.2010684273,0.010212287173164561,0.9897877128268354,116,
2017-10-24,2020-11-30,756,0.3603704491866364,0.10803223838985354,0.20309255653206978,0.6071099053758207,0.19041441863809982,194.8784107618844,64.95947025396147,63767.30717671469,0.009974030778014224,0.9900259692219859,116,
2017-11-24,2020-12-31,756,0.30135359137068196,0.09177154653583885,0.20483770986802857,0.5314661929220502,0.20669211896873718,200.37487497594836,66.79162499198279,66070.5213983763,0.00996439515555578,0.9900356048444443,117,
2017-12-22,2021-01-29,756,0.32066182391074416,0.09714461198264512,0.2093093869583804,0.548009677796553,0.2066921189687373,202.19948849483666,67.39982949827889,67258.65503103507,0.00994760087173226,0.9900523991282677,137,
