trial,top_k,universe,lookback,r2_threshold,score_max,buffer_ratio,ordinal_rank_buffer_extra,rebalance_interval_days,rebalance_phase,regime_use_hysteresis,cost_bp,initial_cash,adv_participation,trading_days,total_return,annualized_return,annualized_volatility,sharpe,maximum_drawdown,turnover,annualized_turnover,transaction_cost,average_cash_ratio,average_exposure,longest_underwater_trading_days,worst_rolling_three_year_return,use_r2,use_ordinary_filters,use_buffer,use_regime,weak_pool_switch,use_mainline,use_retention,regime_filter_relaxation,regime_dynamic_lookback,regime_buffer_disable,excluded_symbols,cagr_retention
exclude_top1_contributors,3,original_like,25,0.4,5.0,0.9,2,5,0,False,10.0,200000.0,,2808,2.992261948181052,0.13228447830129308,0.23165436381821097,0.6523503134026117,0.33657432002996235,782.5755978906029,70.23114340043873,264446.0824651853,0.019021752629366322,0.9809782473706337,949,-0.19167714976966554,False,True,True,True,True,False,False,False,False,False,SH513100,0.8778072921283778
exclude_top3_contributors,3,original_like,25,0.4,5.0,0.9,2,5,0,False,10.0,200000.0,,2808,2.0384566465613965,0.10487975709265052,0.23322773677441258,0.5444646796233695,0.38433185502437806,763.4434393088543,68.51415480976898,214568.177917617,0.01940197799553379,0.9805980220044663,1024,-0.2882251446181052,False,True,True,True,True,False,False,False,False,False,SH513100;SH513500;SZ159851,0.6959562962700337
exclude_top5_contributors,3,original_like,25,0.4,5.0,0.9,2,5,0,False,10.0,200000.0,,2808,0.7145711945176993,0.04957615902155377,0.23801674993120145,0.32270334560991365,0.5298266850549391,729.976597246981,65.51072026575471,154059.78546001902,0.017480384463358364,0.9825196155366417,2536,-0.38198242898087476,False,True,True,True,True,False,False,False,False,False,SH513100;SH513500;SZ159851;SH518880;SZ159516,0.3289752090620791
