test_year,selected_trial,training_sharpe,test_return,test_sharpe
2019,S_top3_r21_weak1_d5_rank4,0.7820218801498413,0.3621199131011963,1.849725365638733
2020,S_top3_r21_weak1_d5_rank4,1.011725902557373,0.2039046287536621,0.9317548274993896
2021,S_top3_r21_weak1_d5_rank4,0.9849406480789185,0.000606536865234375,0.11296318471431732
2022,S_top1_r21_weak0_d20_rank4,1.103261113166809,-0.24960386753082275,-1.0175635814666748
2023,S_top1_r21_weak0_d20_rank4,0.8579583168029785,0.138991117477417,0.6278780102729797
2024,S_top1_r21_weak0_d20_rank4,0.8330641984939575,0.08588099479675293,0.41421952843666077
2025,S_top3_r21_weak1_d5_rank4,0.7910862565040588,0.3327805995941162,1.1750719547271729
2026,S_top1_r21_weak0_d20_rank4,0.865975558757782,0.11391031742095947,0.7080567479133606
