trial,top_k,universe,lookback,r2_threshold,score_max,buffer_ratio,ordinal_rank_buffer_extra,rebalance_interval_days,rebalance_phase,regime_use_hysteresis,cost_bp,initial_cash,adv_participation,trading_days,total_return,annualized_return,annualized_volatility,sharpe,maximum_drawdown,turnover,annualized_turnover,transaction_cost,average_cash_ratio,average_exposure,longest_underwater_trading_days,worst_rolling_three_year_return,use_r2,use_ordinary_filters,use_buffer,use_regime,weak_pool_switch,use_mainline,use_retention,regime_filter_relaxation,regime_dynamic_lookback,regime_buffer_disable
T0,3,original_like,25,0.4,5.0,0.9,0,1,0,False,10.0,200000.0,,2808,-0.7813098436760098,-0.12752316337288594,0.2655806505804257,-0.38019376810765126,0.8941068722179086,2059.226512242961,184.80237930385547,262501.31407012185,0.014723701240465167,0.9852762987595349,2655,-0.7151613849147649,False,True,True,False,False,False,False,False,False,False
T1,3,original_like,25,0.4,5.0,0.9,0,1,0,False,10.0,200000.0,,2808,0.20653788379940674,0.016992566881143478,0.22877621746494334,0.18802494157685207,0.6225859715066029,2267.445771034788,203.48872304158354,417446.42081892124,0.02489485547439741,0.9751051445256025,2597,-0.463878010836402,False,True,True,True,True,False,False,False,False,False
T2,3,original_like,25,0.4,5.0,0.9,2,1,0,False,10.0,200000.0,,2808,0.15275622589345228,0.012839296144892431,0.22445803272543297,0.16912755438135288,0.6208392261493361,2156.6622343625368,193.5466107761251,380224.64060294675,0.023623563608468765,0.9763764363915312,2597,-0.4187701876345439,False,True,True,True,True,False,False,False,False,False
T3_primary,3,original_like,25,0.4,5.0,0.9,2,5,0,False,10.0,200000.0,,2808,3.7784488345768663,0.15069876895252166,0.23499829814747336,0.7150834853515078,0.3436213551719747,785.7128145460065,70.51268848489802,290127.29506114917,0.01675366219453713,0.9832463378054629,875,-0.14541358041886276,False,True,True,True,True,False,False,False,False,False
