trade_date,SH518880,SH513100,SZ159915,SH510180
2014-01-02,-0.12724463166217717,0.19633965770326026,0.013003704779234166,
2014-01-03,-0.08326675910091434,0.24434353590638364,0.15354934058154757,
2014-01-06,-0.04022810570373921,0.25817201873463996,0.8236702188595767,
2014-01-07,-0.010880693517099718,0.25901723658737524,0.9840436044865148,
2014-01-08,-0.009575381003963669,0.2888582956499708,1.400336607450264,
2014-01-09,-0.008831054116301758,0.3099539769556789,1.728199364719182,
2014-01-10,-0.0026711752123055694,0.31730190592902724,1.601984008274967,
2014-01-13,-0.00016903545247336056,0.3103138061720775,1.5181572110451556,
2014-01-14,9.346695857347658e-05,0.2903385743873066,1.7487161777312994,
2014-01-15,0.0030530398368586787,0.31280553007963524,1.9219772937248487,
2014-01-16,0.024830123813375432,0.3316620358533009,2.0831195858744858,
2014-01-17,0.07488448011318485,0.2937626504798755,2.3728243107693556,
2014-01-20,0.12383742606927899,0.24664394533301612,2.383308847863524,
2014-01-21,0.17552998308054998,0.19835566740786476,2.6878507231315645,
2014-01-22,0.2714452088400394,0.157952153580211,2.882119142626875,
2014-01-23,0.3220373284174675,0.1283881396457776,3.0776060442727147,
2014-01-24,0.3887542329934556,0.10109452800114246,3.36256672589401,
2014-01-27,0.36902642424490123,0.031058100060656138,3.4289315357324255,-0.21212577977826894
2014-01-28,0.34488781000171786,0.006248245773388537,3.2013907716698156,-0.19641534018995563
2014-01-29,0.29781953326767957,0.00841652174992907,3.185470315748322,-0.16505381449396617
2014-01-30,0.26613068104772486,0.0058138472318883475,3.2343752460941273,-0.14532714382086362
2014-02-07,0.2550601493376471,0.0031514983665712005,3.2298204234175203,-0.13760777822666312
2014-02-10,0.2867418719682101,0.007710343348628736,3.4381787248214373,-0.06687461705695662
2014-02-11,0.2915311507713118,0.004273679862226976,3.4059411649725027,-0.013091020873731802
2014-02-12,0.2914598635487343,0.006210541678386109,3.290610075161551,-3.0357800229043275e-06
2014-02-13,0.3065176490358849,0.007672383552384454,2.8284436480884545,0.012416667077923214
2014-02-14,0.37403841658987386,0.007509167870327479,2.718073840591977,0.08630908831399318
2014-02-17,0.4912857427827128,0.006414494298660689,2.612790999491887,0.17637044567684027
2014-02-18,0.6267141399674304,0.0033054221710627457,2.4781066901677704,0.24628923860442348
2014-02-19,0.6847585246469764,0.0114568238460308,2.658832290121029,0.3941467185508262
2014-02-20,0.7110755882521596,0.017870638252275927,2.335198925695368,0.48569940180606713
2014-02-21,0.7787079054486272,0.035792978339200913,1.83879312549176,0.4583809532774315
2014-02-24,0.9111044639724419,0.052115133111084906,1.5448728026230363,0.28542341040515784
2014-02-25,1.0759101966366815,0.06386207429859646,0.9647015747192645,0.08887768943082326
2014-02-26,1.217861612833639,0.09996439781833863,0.5786469261053695,0.018879836318219406
2014-02-27,1.2409720444090921,0.17648083478811472,0.16572457089418277,0.0019269033880868955
2014-02-28,1.2685661115950209,0.30801653964344466,0.028473824945031017,-1.2412987770562093e-05
2014-03-03,1.4040976580605091,0.4361687265806138,0.00035994998128949745,-0.004650505046216504
2014-03-04,1.4561753653801301,0.5418828702860428,-0.0024193229468789795,-0.023139082026910333
2014-03-05,1.354148854841422,0.6982199716882197,-0.027677421668364104,-0.039880273317276276
2014-03-06,1.2038103032426781,0.8971360041870154,-0.06959438181594248,-0.06264720209636686
2014-03-07,1.1696264772376004,1.0496282729951252,-0.10534504489749144,-0.08425968615880798
2014-03-10,1.0282427087375292,0.9501423835149776,-0.20322312227759876,-0.16254745783075958
2014-03-11,0.9294189863202267,0.8288889358238929,-0.32858175555168023,-0.24686704679791535
2014-03-12,0.8579421533811822,0.7232234359256452,-0.41465645447008664,-0.3189385119221997
2014-03-13,0.8195042346583072,0.5876038160366025,-0.4612156131950168,-0.40586516071352785
2014-03-14,0.778481979392955,0.33825577098366033,-0.4590916442950028,-0.4942605813764311
2014-03-17,0.7843727373490565,0.15619146310132662,-0.37020633376697,-0.5045427513821327
2014-03-18,0.729006837267129,0.08248917242821188,-0.29343706073966247,-0.4803598764961878
2014-03-19,0.6519420503159312,0.06583224384542156,-0.2305920622959548,-0.4638249087399763
