date,side,symbol,price,units,gross,commission
2016-06-14,buy,SZ159915,1.958,135600.0,265504.8,53.10096
2016-06-24,sell,SZ159915,2.047,135600.0,277573.2,55.51464000000001
2016-06-24,buy,SH518880,2.703,102600.0,277327.8,55.46556
2016-07-18,sell,SH518880,2.864,102600.0,293846.39999999997,58.769279999999995
2016-07-18,buy,SZ159915,2.162,135900.0,293815.8,58.76316
2016-07-20,sell,SZ159915,2.174,135900.0,295446.6,59.08932
2016-07-20,buy,SH510180,8.015784820452689,36800.0,294980.881392659,58.9961762785318
2016-07-26,sell,SH510180,7.9427608522215145,36800.0,292293.59936175175,58.45871987235035
2016-07-26,buy,SH513100,1.642,178200.0,292604.39999999997,58.52088
2016-08-26,sell,SH513100,1.695,178200.0,302049.0,60.409800000000004
2016-08-26,buy,SH510180,8.17868444189146,36900.0,301793.4559057949,60.35869118115899
2016-09-01,sell,SH510180,8.206770583518836,36900.0,302829.83453184506,60.56596690636901
2016-09-01,buy,SZ159915,2.099,144300.0,302885.7,60.57714000000001
2016-09-20,sell,SZ159915,2.07,144300.0,298701.0,59.7402
2016-09-20,buy,SH513100,1.709,174700.0,298562.3,59.71246
2016-10-25,sell,SH513100,1.754,174700.0,306423.8,61.28476
2016-10-25,buy,SZ159915,2.111,145100.0,306306.10000000003,61.26122000000001
2016-10-26,sell,SZ159915,2.106,145100.0,305580.6,61.116119999999995
2016-10-26,buy,SH510180,8.296646236726435,36800.0,305316.58151153283,61.06331630230657
2016-11-14,sell,SH510180,8.448311401514257,36800.0,310897.85957572464,62.17957191514493
2016-11-14,buy,SH518880,2.675,116200.0,310835.0,62.167
2016-11-15,sell,SH518880,2.712,116200.0,315134.4,63.026880000000006
2016-11-15,buy,SH510180,8.48763199979258,37100.0,314891.1471923047,62.97822943846095
2016-12-13,sell,SH510180,8.560655968023754,37100.0,317600.3364136813,63.52006728273626
2016-12-13,buy,SH513100,1.793,177200.0,317719.6,63.54392
2017-01-16,sell,SH513100,1.839,177200.0,325870.8,65.17416
2017-01-16,buy,SH518880,2.667,122100.0,325640.69999999995,65.12813999999999
2017-02-07,sell,SH518880,2.712,122100.0,331135.2,66.22704
2017-02-07,buy,SH510180,8.482014771467107,39000.0,330798.57608721714,66.15971521744343
2017-02-09,sell,SH510180,8.518526755582693,39000.0,332222.54346772505,66.44450869354502
2017-02-09,buy,SH513100,1.889,175900.0,332275.1,66.45502
2017-03-28,sell,SH513100,1.94,175900.0,341246.0,68.2492
2017-03-28,buy,SZ159915,1.863,183100.0,341115.3,68.22306
2017-03-30,sell,SZ159915,1.841,183100.0,337087.1,67.41741999999999
2017-03-30,buy,SH518880,2.785,121000.0,336985.0,67.397
2017-05-03,sell,SH518880,2.79,121000.0,337590.0,67.518
2017-05-03,buy,SH513100,2.043,165200.0,337503.60000000003,67.50072000000002
2017-06-07,sell,SH513100,2.117,165200.0,349728.4,69.94568000000001
2017-06-07,buy,SH510180,8.729172817788003,40000.0,349166.9127115201,69.83338254230402
2017-08-14,sell,SH510180,9.28246980784728,40000.0,371298.7923138912,74.25975846277824
2017-08-14,buy,SH518880,2.761,134500.0,371354.5,74.2709
2017-08-17,sell,SH518880,2.764,134500.0,371758.0,74.3516
2017-08-17,buy,SZ159915,1.728,215100.0,371692.8,74.33856
2017-09-29,sell,SZ159915,1.764,215100.0,379436.4,75.88728
2017-09-29,buy,SH513100,2.064,183800.0,379363.2,75.87264
2017-11-21,sell,SH513100,2.197,183800.0,403808.60000000003,80.76172000000001
2017-11-21,buy,SH510180,10.357587608200204,38900.0,402910.1579589879,80.58203159179759
2017-11-30,sell,SH510180,10.162381315724982,38900.0,395316.6331817018,79.06332663634036
2017-11-30,buy,SH513100,2.218,178500.0,395913.0,79.18260000000001
2018-01-08,sell,SH513100,2.263,178500.0,403945.5,80.7891
2018-01-08,buy,SH518880,2.73,147900.0,403767.0,80.7534
2018-01-17,sell,SH518880,2.783,147900.0,411605.7,82.32114
2018-01-17,buy,SH510180,10.61980501600274,38700.0,410986.45411930606,82.19729082386121
2018-02-22,sell,SH510180,10.051667299097245,38700.0,388999.5244750634,77.79990489501267
2018-02-22,buy,SH518880,2.707,143800.0,389266.6,77.85332
2018-02-28,sell,SH518880,2.695,143800.0,387541.0,77.5082
2018-02-28,buy,SH513100,2.283,169700.0,387425.1,77.48502
2018-03-06,sell,SH513100,2.298,169700.0,389970.60000000003,77.99412000000001
2018-03-06,buy,SZ159915,1.693,230200.0,389728.60000000003,77.94572000000001
2018-04-13,sell,SZ159915,1.736,230200.0,399627.2,79.92544000000001
2018-04-13,buy,SH518880,2.717,147000.0,399399.0,79.8798
2018-05-02,sell,SH518880,2.681,147000.0,394107.0,78.8214
2018-05-02,buy,SH513100,2.235,176300.0,394030.5,78.8061
2018-09-19,sell,SH513100,2.695,176300.0,475128.5,95.0257
2018-09-19,buy,SH518880,2.646,179500.0,474957.0,94.9914
2018-10-08,sell,SH518880,2.65,179500.0,475675.0,95.135
2018-10-08,buy,SH510180,9.00862472139382,52700.0,474754.52281745436,94.95090456349088
2018-10-12,sell,SH510180,8.312291827340417,52700.0,438057.77930084,87.611555860168
2018-10-12,buy,SH518880,2.7,162400.0,438480.0,87.696
2018-11-13,sell,SH518880,2.696,162400.0,437830.4,87.56608000000001
2018-11-13,buy,SZ159915,1.293,338600.0,437809.8,87.56196
2018-12-07,sell,SZ159915,1.284,338600.0,434762.4,86.95248000000001
2018-12-07,buy,SH518880,2.739,158700.0,434679.3,86.93586
2019-01-23,sell,SH518880,2.808,158700.0,445629.6,89.12592
2019-01-23,buy,SH513100,2.364,188400.0,445377.6,89.07552
2019-02-01,sell,SH513100,2.406,188400.0,453290.4,90.65808000000001
2019-02-01,buy,SH510180,8.624039189950098,52500.0,452762.05747238017,90.55241149447603
2019-02-25,sell,SH510180,9.358247931797202,52500.0,491308.0164193531,98.26160328387063
2019-02-25,buy,SZ159915,1.432,343200.0,491462.39999999997,98.29248
2019-03-29,sell,SZ159915,1.564,343200.0,536764.8,107.35296000000001
2019-03-29,buy,SH513100,2.558,209700.0,536412.6,107.28252
2019-04-15,sell,SH513100,2.66,209700.0,557802.0,111.5604
2019-04-15,buy,SH510180,10.532399213401895,52900.0,557163.9183889603,111.43278367779206
2019-04-26,sell,SH510180,10.264354752092634,52900.0,542984.3663857004,108.59687327714009
2019-04-26,buy,SH513100,2.762,196700.0,543285.4,108.65708000000001
2019-05-17,sell,SH513100,2.707,196700.0,532466.9,106.49338000000002
2019-05-17,buy,SH518880,2.841,187300.0,532119.3,106.42386000000002
2019-07-03,sell,SH518880,3.172,187300.0,594115.6,118.82312
2019-07-03,buy,SH510180,10.433339303787603,56900.0,593657.0063855146,118.73140127710293
2019-07-12,sell,SH510180,10.086629620137582,56900.0,573929.2253858284,114.78584507716569
2019-07-12,buy,SH513100,2.819,203600.0,573948.4,114.78968
2019-08-06,sell,SH513100,2.702,203600.0,550127.2,110.02543999999999
2019-08-06,buy,SH518880,3.332,165100.0,550113.2,110.02264
2019-09-05,sell,SH518880,3.542,165100.0,584784.2,116.95684
2019-09-05,buy,SZ159915,1.618,361200.0,584421.6000000001,116.88432000000003
2019-09-30,sell,SZ159915,1.585,361200.0,572502.0,114.5004
2019-09-30,buy,SH513100,2.845,201200.0,572414.0,114.48280000000001
2019-10-14,sell,SH513100,2.876,201200.0,578651.2,115.73024
2019-10-14,buy,SH510180,10.474128678334665,55200.0,578171.9030440735,115.63438060881471
2019-10-17,sell,SH510180,10.433339303787603,55200.0,575920.3295690757,115.18406591381515
2019-10-17,buy,SH513100,2.9,198600.0,575940.0,115.188
2019-12-19,sell,SH513100,3.135,198600.0,622611.0,124.52220000000001
2019-12-19,buy,SZ159915,1.725,360700.0,622207.5,124.4415
2020-01-20,sell,SZ159915,1.862,360700.0,671623.4,134.32468
2020-01-20,buy,SH513100,3.482,192800.0,671329.6000000001,134.26592000000002
2020-01-21,sell,SH513100,3.424,192800.0,660147.2,132.02944
2020-01-21,buy,SZ159915,1.9,347400.0,660060.0,132.012
2020-02-04,sell,SZ159915,1.716,347400.0,596138.4,119.22768
2020-02-04,buy,SH513100,3.357,177500.0,595867.5,119.1735
2020-02-25,sell,SH513100,3.485,177500.0,618587.5,123.7175
2020-02-25,buy,SZ159915,2.145,288200.0,618189.0,123.63780000000001
2020-03-12,sell,SZ159915,1.996,288200.0,575247.2,115.04943999999999
2020-03-12,buy,SH518880,3.622,158800.0,575173.6,115.03472000000001
2020-04-24,sell,SH518880,3.741,158800.0,594070.8,118.81416000000002
2020-04-24,buy,SZ159915,1.951,304300.0,593689.3,118.73786000000001
2020-04-29,sell,SZ159915,1.943,304300.0,591254.9,118.25098000000001
2020-04-29,buy,SH513100,3.652,161800.0,590893.6,118.17872
2020-05-29,sell,SH513100,3.744,161800.0,605779.2000000001,121.15584000000003
2020-05-29,buy,SH518880,3.857,157000.0,605549.0,121.1098
2020-06-10,sell,SH518880,3.823,157000.0,600211.0,120.04220000000001
2020-06-10,buy,SH513100,3.827,156800.0,600073.6,120.01472
2020-06-16,sell,SH513100,3.742,156800.0,586745.6,117.34912
2020-06-16,buy,SZ159915,2.169,270400.0,586497.6,117.29952
2020-08-04,sell,SZ159915,2.772,270400.0,749548.7999999999,149.90976
2020-08-04,buy,SH518880,4.213,177800.0,749071.4,149.81428000000002
2020-08-18,sell,SH518880,4.202,177800.0,747115.6,149.42312
2020-08-18,buy,SH513100,4.076,183300.0,747130.7999999999,149.42615999999998
2020-09-30,sell,SH513100,4.555,183300.0,834931.5,166.9863
2020-09-30,buy,SH510180,11.765737073419855,70900.0,834190.7585054677,166.83815170109355
2020-10-14,sell,SH510180,12.236125331608859,70900.0,867541.2860110682,173.50825720221363
2020-10-14,buy,SZ159915,2.682,323500.0,867627.0,173.52540000000002
2020-11-13,sell,SZ159915,2.591,323500.0,838188.5000000001,167.63770000000002
2020-11-13,buy,SH510180,12.245171259650956,68400.0,837569.7141601254,167.51394283202507
2020-12-18,sell,SH510180,12.73539874569095,68400.0,871101.274205261,174.22025484105222
2020-12-18,buy,SZ159915,2.699,322700.0,870967.2999999999,174.19346
2021-02-09,sell,SZ159915,3.171,322700.0,1023281.7,204.65634
2021-02-09,buy,SH513100,4.549,224800.0,1022615.2000000001,204.52304000000004
2021-03-02,sell,SH513100,4.428,224800.0,995414.4,199.08288000000002
2021-03-02,buy,SH510180,13.566234821782007,73300.0,994405.0124366211,198.88100248732422
2021-03-17,sell,SH510180,12.922413508205912,73300.0,947212.9101514934,189.4425820302987
2021-03-17,buy,SH513100,4.385,216100.0,947598.5,189.5197
2021-04-28,sell,SH513100,4.635,216100.0,1001623.5,200.3247
2021-04-28,buy,SZ159915,2.884,347200.0,1001324.7999999999,200.26496
2021-06-21,sell,SZ159915,3.127,347200.0,1085694.4,217.13888
2021-06-21,buy,SH513100,4.639,233900.0,1085062.1,217.01242000000002
2021-07-20,sell,SH513100,4.851,233900.0,1134648.9,226.92978
2021-07-20,buy,SZ159915,3.318,341900.0,1134424.2,226.88484
2021-07-27,sell,SZ159915,3.259,341900.0,1114252.0999999999,222.85041999999999
2021-07-27,buy,SH513100,5.03,221400.0,1113642.0,222.72840000000002
2021-09-16,sell,SH513100,5.117,221400.0,1132903.8,226.58076000000003
2021-09-16,buy,SH510180,12.508528378049851,90500.0,1132021.8182135115,226.40436364270232
2021-10-13,sell,SH510180,12.560647246291726,90500.0,1136738.5757894013,227.34771515788026
2021-10-13,buy,SZ159915,3.04,374000.0,1136960.0,227.39200000000002
2021-11-08,sell,SZ159915,3.24,374000.0,1211760.0,242.352
2021-11-08,buy,SH513100,5.377,225200.0,1210900.4,242.18008
2021-11-30,sell,SH513100,5.377,225200.0,1210900.4,242.18008
2021-11-30,buy,SZ159915,3.395,356600.0,1210657.0,242.1314
2021-12-10,sell,SZ159915,3.335,356600.0,1189261.0,237.8522
2021-12-10,buy,SH510180,12.989861455342457,91500.0,1188572.3231638349,237.71446463276698
2022-01-04,sell,SH510180,12.652621719659738,91500.0,1157714.887348866,231.54297746977323
2022-01-04,buy,SH518880,3.618,319900.0,1157398.2,231.47964
2022-03-28,sell,SH518880,3.906,319900.0,1249529.4000000001,249.90588000000005
2022-03-28,buy,SH513100,4.795,260500.0,1249097.5,249.8195
2022-04-20,sell,SH513100,4.615,260500.0,1202207.5,240.44150000000002
2022-04-20,buy,SH518880,3.897,308400.0,1201834.8,240.36696000000003
2022-05-20,sell,SH518880,3.87,308400.0,1193508.0,238.7016
2022-05-20,buy,SZ159915,2.317,514900.0,1193023.3,238.60466000000002
2022-07-21,sell,SZ159915,2.674,514900.0,1376842.5999999999,275.36852
2022-07-21,buy,SH513100,4.305,319700.0,1376308.5,275.2617
2022-09-01,sell,SH513100,4.295,319700.0,1373111.5,274.6223
2022-09-01,buy,SH518880,3.737,367200.0,1372226.4000000001,274.44528
2022-11-07,sell,SH518880,3.834,367200.0,1407844.8,281.56896
2022-11-07,buy,SH513100,4.015000000000001,350500.0,1407257.5000000002,281.45150000000007
2022-11-11,sell,SH513100,4.28,350500.0,1500140.0,300.028
2022-11-11,buy,SH518880,3.977,377100.0,1499726.7,299.94534
2022-11-14,sell,SH518880,3.948,377100.0,1488790.8,297.75816000000003
2022-11-14,buy,SH513100,4.28,347700.0,1488156.0,297.63120000000004
2022-11-15,sell,SH513100,4.24,347700.0,1474248.0,294.8496
2022-11-15,buy,SH518880,3.927,375300.0,1473803.1,294.76062
2022-11-25,sell,SH518880,3.96,375300.0,1486188.0,297.2376
2022-11-25,buy,SH510180,10.264351227870318,144700.0,1485251.622672835,297.050324534567
2022-12-29,sell,SH510180,10.51574812174289,144700.0,1521628.753216196,304.32575064323925
2022-12-29,buy,SH518880,3.97,383200.0,1521304.0,304.2608
2023-01-17,sell,SH518880,4.07,383200.0,1559624.0,311.9248
2023-01-17,buy,SZ159915,2.465,632500.0,1559112.5,311.8225
2023-02-10,sell,SZ159915,2.493,632500.0,1576822.5,315.3645
2023-02-10,buy,SH513100,4.3149999999999995,365200.0,1575837.9999999998,315.1676
2023-03-07,sell,SH513100,4.37,365200.0,1595924.0,319.1848
2023-03-07,buy,SH510180,11.122779645971779,143400.0,1595006.6012323531,319.00132024647064
2023-03-10,sell,SH510180,10.828461331194136,143400.0,1552801.3548932392,310.56027097864785
2023-03-10,buy,SH518880,4.059,382500.0,1552567.5,310.5135
2023-04-06,sell,SH518880,4.329,382500.0,1655842.5,331.1685
2023-04-06,buy,SH513100,4.535,365000.0,1655275.0,331.055
2023-04-20,sell,SH513100,4.565,365000.0,1666225.0000000002,333.24500000000006
2023-04-20,buy,SZ159915,2.337,712700.0,1665579.9000000001,333.11598000000004
2023-04-21,sell,SZ159915,2.318,712700.0,1652038.6,330.40772000000004
2023-04-21,buy,SH510180,11.217819935118726,147200.0,1651263.0944494766,330.2526188898953
2023-04-27,sell,SH510180,10.788605726067997,147200.0,1588082.762877209,317.61655257544186
2023-04-27,buy,SH518880,4.322,367300.0,1587470.6,317.49412
2023-05-15,sell,SH518880,4.382,367300.0,1609508.5999999999,321.90172
2023-05-15,buy,SH513100,4.715,341200.0,1608758.0,321.7516
