model,total_return,annualized_return,maximum_drawdown,sharpe,annualized_volatility,longest_underwater_trading_days,yearly_returns,benchmark_total_return,benchmark_annualized_return,annualized_excess_return,positive_excess_year_ratio
growth-momentum,1.0394414525943025,0.11108156826720594,0.6002037390920598,0.4953750132203685,0.311146304801919,1240,"{'2015': 0.5647504944437991, '2016': -0.19008293795840903, '2017': 0.05694767439829285, '2018': -0.307525969504575, '2019': 0.405834323927464, '2020': 0.5262573651039195, '2021': 0.024723516685295044}",0.3585696220397949,0.046332181242259685,0.06474938702494626,0.7142857142857143
quality-growth-momentum,2.1106979052916865,0.18261852408030288,0.5457156193257047,0.7172874451462653,0.2950823896901265,1196,"{'2015': 0.3578700976624407, '2016': -0.001069453481223337, '2017': 0.17715567218745876, '2018': -0.30022396071189816, '2019': 0.5101001606541049, '2020': 0.7298016085439627, '2021': 0.06578425604009652}",0.3585696220397949,0.046332181242259685,0.1362863428380432,0.7142857142857143
growth-acceleration-momentum,1.0370185022945742,0.1108863702863272,0.5955668291017873,0.49941534686795025,0.3036963961891071,1240,"{'2015': 0.5948646360241014, '2016': -0.15940342560557574, '2017': 0.04529739579572056, '2018': -0.3012442937486628, '2019': 0.33360889258170956, '2020': 0.6147710624812743, '2021': -0.03399615962119262}",0.3585696220397949,0.046332181242259685,0.06455418904406751,0.8571428571428571
