trade_date,observation_date,rebalance,cash_before,drift_l1,available_count,weights_json,volatilities_json
2016-01-29,2016-01-28,True,7940.401261872371,0.13987893580079755,8,"{""SH511010"": 0.620321271567145, ""SH512010"": 0.036839122123802026, ""SH513100"": 0.059930612049841056, ""SH513500"": 0.05286047602101026, ""SH518880"": 0.05421216379394273, ""SZ159928"": 0.048984397881317504, ""SZ161005"": 0.08352483292139808, ""SZ163412"": 0.04332712364154337}","{""SH511010"": 2.4497198145718246, ""SH512010"": 31.788505881077267, ""SH513100"": 21.583955013168357, ""SH513500"": 16.2508039479434, ""SH518880"": 11.719022251535616, ""SZ159928"": 30.82129423163144, ""SZ161005"": 18.283004908653925, ""SZ163412"": 29.311957528172737}"
2016-02-05,2016-02-04,True,9992.501261872372,0.12422406059709903,8,"{""SH511010"": 0.6296868152572527, ""SH512010"": 0.0333321092138922, ""SH513100"": 0.05834496266614701, ""SH513500"": 0.046872363606557145, ""SH518880"": 0.06413124065837708, ""SZ159928"": 0.05090206360387984, ""SZ161005"": 0.07553400487612676, ""SZ163412"": 0.04119644011776725}","{""SH511010"": 2.461013243777487, ""SH512010"": 33.825548894098084, ""SH513100"": 22.14140619434209, ""SH513500"": 17.46760882547502, ""SH518880"": 10.905772347490926, ""SZ159928"": 30.602969020216825, ""SZ161005"": 19.459676959999882, ""SZ163412"": 30.426108256702435}"
2016-02-19,2016-02-18,True,856.2077267869934,0.05950209971417792,8,"{""SH511010"": 0.640576854650043, ""SH512010"": 0.03387541817281748, ""SH513100"": 0.06290545081683101, ""SH513500"": 0.051142052666044595, ""SH518880"": 0.04087151716900745, ""SZ159928"": 0.05455735564974715, ""SZ161005"": 0.076256333511797, ""SZ163412"": 0.03981501736371244}","{""SH511010"": 2.472653487758835, ""SH512010"": 34.00216326674175, ""SH513100"": 21.609035005186335, ""SH513500"": 16.946321333822077, ""SH518880"": 13.84374206919616, ""SZ159928"": 29.95554540448266, ""SZ161005"": 19.62644097536175, ""SZ163412"": 31.363565318692928}"
2016-02-26,2016-02-25,True,2625.1077267869928,0.09577123659520961,8,"{""SH511010"": 0.6840114854255922, ""SH512010"": 0.033451062328902555, ""SH513100"": 0.055141247505221216, ""SH513500"": 0.04825240242124944, ""SH518880"": 0.03203761151364227, ""SZ159928"": 0.0561244131938063, ""SZ161005"": 0.06039541949895998, ""SZ163412"": 0.030586358112626062}","{""SH511010"": 2.2314745406913272, ""SH512010"": 31.909402787660557, ""SH513100"": 21.523652482712887, ""SH513500"": 16.269709427166887, ""SH518880"": 14.58171365867641, ""SZ159928"": 27.542460368464443, ""SZ161005"": 20.56611518991904, ""SZ163412"": 33.37027217013016}"
2016-03-04,2016-03-03,True,7854.307726786992,0.19024548152246185,8,"{""SH511010"": 0.7515747832680214, ""SH512010"": 0.026642170887016342, ""SH513100"": 0.03944204006452233, ""SH513500"": 0.03655455838919743, ""SH518880"": 0.02353178659159405, ""SZ159928"": 0.047820074825662764, ""SZ161005"": 0.050362378020762474, ""SZ163412"": 0.02407220795322312}","{""SH511010"": 1.9699166975809763, ""SH512010"": 33.08637264126996, ""SH513100"": 23.54967447550746, ""SH513500"": 17.297320186681212, ""SH518880"": 15.744233019290544, ""SZ159928"": 27.611108489610288, ""SZ161005"": 20.840660505637242, ""SZ163412"": 34.807753787102364}"
2016-03-11,2016-03-10,True,5131.309266391767,0.08145838327084846,8,"{""SH511010"": 0.7739040641853335, ""SH512010"": 0.02215539239811901, ""SH513100"": 0.03173921362891516, ""SH513500"": 0.029962070868166508, ""SH518880"": 0.01875068252732129, ""SZ159928"": 0.04579623359053881, ""SZ161005"": 0.049530879084479534, ""SZ163412"": 0.028161463717126082}","{""SH511010"": 1.7086522904945163, ""SH512010"": 31.934309763185404, ""SH513100"": 23.106268053936144, ""SH513500"": 16.81616566615106, ""SH518880"": 15.524002866364986, ""SZ159928"": 24.833468527553105, ""SZ161005"": 18.496513359350796, ""SZ163412"": 28.324982149334467}"
2016-03-18,2016-03-17,True,7748.009266391766,0.06178262031725407,8,"{""SH511010"": 0.7265505363758694, ""SH512010"": 0.037699838372519355, ""SH513100"": 0.034837948998056575, ""SH513500"": 0.03416523443603104, ""SH518880"": 0.017234447869551944, ""SZ159928"": 0.05148978220500205, ""SZ161005"": 0.06323202882563612, ""SZ163412"": 0.034790182917333594}","{""SH511010"": 1.810143372820655, ""SH512010"": 25.129054274669972, ""SH513100"": 22.638634646510784, ""SH513500"": 16.164762189104707, ""SH518880"": 16.6211932505808, ""SZ159928"": 24.040326826983566, ""SZ161005"": 16.80381772158279, ""SZ163412"": 26.15878283248168}"
2016-03-25,2016-03-24,True,2176.5092663917653,0.04478916264601125,8,"{""SH511010"": 0.7294155377263091, ""SH512010"": 0.034094714710642904, ""SH513100"": 0.036318974862177264, ""SH513500"": 0.038473432127166945, ""SH518880"": 0.01251090636389266, ""SZ159928"": 0.06029582503833937, ""SZ161005"": 0.05789198663739203, ""SZ163412"": 0.030998622534079735}","{""SH511010"": 1.670310329891236, ""SH512010"": 24.430994261478894, ""SH513100"": 20.4997475562158, ""SH513500"": 14.083799727228966, ""SH518880"": 18.036625296818045, ""SZ159928"": 20.539792768778963, ""SZ161005"": 16.237010712234014, ""SZ163412"": 25.622026392205242}"
2016-04-01,2016-03-31,True,2408.0092663917644,0.06789315933699665,8,"{""SH511010"": 0.6887880570544356, ""SH512010"": 0.03502910518756947, ""SH513100"": 0.04803716468049976, ""SH513500"": 0.0458486241965517, ""SH518880"": 0.010078420988641291, ""SZ159928"": 0.0641391393916861, ""SZ161005"": 0.0757378752301996, ""SZ163412"": 0.032341613270416465}","{""SH511010"": 1.521793953725563, ""SH512010"": 21.339494952417425, ""SH513100"": 15.78122119590321, ""SH513500"": 11.422236239931571, ""SH518880"": 17.79169842358139, ""SZ159928"": 17.6316152680386, ""SZ161005"": 12.568189825412718, ""SZ163412"": 22.208427999445533}"
2016-04-08,2016-04-07,True,9168.214442840555,0.1295957892414587,8,"{""SH511010"": 0.5947361872086908, ""SH512010"": 0.052018938082288586, ""SH513100"": 0.06531647036569997, ""SH513500"": 0.07204775169686556, ""SH518880"": 0.01118833137803603, ""SZ159928"": 0.07332101996923125, ""SZ161005"": 0.09416812363358354, ""SZ163412"": 0.037203177665604166}","{""SH511010"": 1.7084087417451506, ""SH512010"": 18.26725225438656, ""SH513100"": 14.118002189411685, ""SH513500"": 9.505158968025993, ""SH518880"": 17.615148329282057, ""SZ159928"": 17.202625098813165, ""SZ161005"": 11.757977922795908, ""SZ163412"": 21.600507206650548}"
2016-04-15,2016-04-14,True,8478.232919766891,0.0667576630040284,8,"{""SH511010"": 0.548786441085997, ""SH512010"": 0.05773563111436426, ""SH513100"": 0.0677407533881067, ""SH513500"": 0.08069578688230354, ""SH518880"": 0.015650584841226545, ""SZ159928"": 0.07964492705858489, ""SZ161005"": 0.10766505421233354, ""SZ163412"": 0.04208082141708355}","{""SH511010"": 1.785928191631047, ""SH512010"": 17.411802021972495, ""SH513100"": 13.921027765849855, ""SH513500"": 9.018947993331057, ""SH518880"": 14.95599775967498, ""SZ159928"": 16.5745454257966, ""SZ161005"": 11.042284418792349, ""SZ163412"": 20.394993670039778}"
2016-04-22,2016-04-21,True,3208.2329197668914,0.1935858865450718,8,"{""SH511010"": 0.44937695497407604, ""SH512010"": 0.06151643728409611, ""SH513100"": 0.07860649115202002, ""SH513500"": 0.08877265367439019, ""SH518880"": 0.01839598504143308, ""SZ159928"": 0.09127529865528897, ""SZ161005"": 0.1578738071109706, ""SZ163412"": 0.05418237210772506}","{""SH511010"": 2.0485061473826014, ""SH512010"": 17.508425091143128, ""SH513100"": 13.41356124371465, ""SH513500"": 8.925215331302931, ""SH518880"": 14.318454509290332, ""SZ159928"": 16.07019124995403, ""SZ161005"": 9.464948620425606, ""SZ163412"": 18.655790790102454}"
2016-04-29,2016-04-28,True,1419.1490243401154,0.35261879109337835,8,"{""SH511010"": 0.2761637080793476, ""SH512010"": 0.09756090997199537, ""SH513100"": 0.11302442615155264, ""SH513500"": 0.13122775213652008, ""SH518880"": 0.019248848958491386, ""SZ159928"": 0.08968295378112778, ""SZ161005"": 0.19976282545850566, ""SZ163412"": 0.07332857546245956}","{""SH511010"": 2.5913408918280814, ""SH512010"": 13.787004896339065, ""SH513100"": 11.093084658337052, ""SH513500"": 7.279652360168611, ""SH518880"": 13.880990804331717, ""SZ159928"": 16.077107130286876, ""SZ161005"": 8.344131633007281, ""SZ163412"": 15.90271321108945}"
2016-05-06,2016-05-05,True,1715.1970301583979,0.09472093299445863,8,"{""SH511010"": 0.2868109336917916, ""SH512010"": 0.0945662672728792, ""SH513100"": 0.13122426405567705, ""SH513500"": 0.10483269585911152, ""SH518880"": 0.017799276057307148, ""SZ159928"": 0.0783489681876847, ""SZ161005"": 0.21017379960672286, ""SZ163412"": 0.0762437952688259}","{""SH511010"": 2.5836640353348463, ""SH512010"": 14.228717867023654, ""SH513100"": 10.46062058837797, ""SH513500"": 8.275631581427199, ""SH518880"": 14.667217087244481, ""SZ159928"": 17.477216145611234, ""SZ161005"": 8.265616194450832, ""SZ163412"": 15.846437360957422}"
2016-05-13,2016-05-12,True,3327.797030158398,0.1355493536392242,8,"{""SH511010"": 0.3402266404920401, ""SH512010"": 0.07053136675407505, ""SH513100"": 0.13396054347371686, ""SH513500"": 0.08707068773341944, ""SH518880"": 0.02309613800445467, ""SZ159928"": 0.07275921864794574, ""SZ161005"": 0.20152009769666385, ""SZ163412"": 0.07083530719768419}","{""SH511010"": 2.399190244677497, ""SH512010"": 16.663172700187186, ""SH513100"": 10.471069124492297, ""SH513500"": 9.183928453957149, ""SH518880"": 13.022493825072928, ""SZ159928"": 18.342555359815645, ""SZ161005"": 8.537295118971945, ""SZ163412"": 16.627385062603402}"
2016-05-20,2016-05-19,True,9838.6970301584,0.1468336919774777,8,"{""SH511010"": 0.299541322716171, ""SH512010"": 0.0690785092706226, ""SH513100"": 0.11664174539384178, ""SH513500"": 0.07716627833788531, ""SH518880"": 0.02384141224225051, ""SZ159928"": 0.06699626723709774, ""SZ161005"": 0.26229779378340684, ""SZ163412"": 0.08443667101872414}","{""SH511010"": 2.509304481372034, ""SH512010"": 16.523812390805034, ""SH513100"": 11.012485781159343, ""SH513500"": 9.573783234136974, ""SH518880"": 12.578554710106355, ""SZ159928"": 18.75907575462847, ""SZ161005"": 7.343702022768631, ""SZ163412"": 14.945697314843956}"
2016-05-27,2016-05-26,True,4513.8970301583995,0.08252841452407027,8,"{""SH511010"": 0.2953840245049818, ""SH512010"": 0.07509456047563465, ""SH513100"": 0.10438214038566868, ""SH513500"": 0.06887665079226166, ""SH518880"": 0.022660536486309363, ""SZ159928"": 0.07964516504131319, ""SZ161005"": 0.2666041673258903, ""SZ163412"": 0.08735275498794043}","{""SH511010"": 2.4558006159839545, ""SH512010"": 15.402186072070728, ""SH513100"": 11.313686447458714, ""SH513500"": 9.848412462454412, ""SH518880"": 12.53910415084572, ""SZ159928"": 16.72098679275862, ""SZ161005"": 7.079193290646418, ""SZ163412"": 14.280660753267343}"
2016-06-03,2016-06-02,True,4347.9970301584,0.13283464066923834,8,"{""SH511010"": 0.34377377973263495, ""SH512010"": 0.0697829035917024, ""SH513100"": 0.10742389394830333, ""SH513500"": 0.05794790871095927, ""SH518880"": 0.02237743530230757, ""SZ159928"": 0.07845041431318918, ""SZ161005"": 0.24320198990973857, ""SZ163412"": 0.07704167449116475}","{""SH511010"": 2.2898918461708653, ""SH512010"": 16.072255481089446, ""SH513100"": 11.218415770338684, ""SH513500"": 10.800605301916011, ""SH518880"": 12.692909629869146, ""SZ159928"": 16.947620519689178, ""SZ161005"": 7.455871507846519, ""SZ163412"": 15.296373817209977}"
2016-06-17,2016-06-16,True,11017.2970301584,0.15601394298632695,8,"{""SH511010"": 0.36918200342530627, ""SH512010"": 0.07295320433191158, ""SH513100"": 0.11675312185021765, ""SH513500"": 0.05644309692365702, ""SH518880"": 0.016348409982364767, ""SZ159928"": 0.061888370891300684, ""SZ161005"": 0.2383493756406137, ""SZ163412"": 0.06808241695462823}","{""SH511010"": 2.259518661359028, ""SH512010"": 16.07363149831151, ""SH513100"": 11.003543745472344, ""SH513500"": 11.190420602149974, ""SH518880"": 15.184952275080397, ""SZ159928"": 19.51132103500825, ""SZ161005"": 7.701225071730273, ""SZ163412"": 16.63867393924195}"
2016-06-24,2016-06-23,True,3199.9259329312827,0.3686405929980351,8,"{""SH511010"": 0.5478001451704717, ""SH512010"": 0.06153646686887154, ""SH513100"": 0.07875804387193426, ""SH513500"": 0.03678353187770208, ""SH518880"": 0.009379944054630359, ""SZ159928"": 0.044273369509017134, ""SZ161005"": 0.17207189995823216, ""SZ163412"": 0.0493965986891408}","{""SH511010"": 1.4892820903477237, ""SH512010"": 14.051469970634692, ""SH513100"": 10.756505647375537, ""SH513500"": 11.129533440871874, ""SH518880"": 16.095442174289996, ""SZ159928"": 18.521312389796467, ""SZ161005"": 7.277189647430757, ""SZ163412"": 15.683374590746386}"
2016-07-01,2016-06-30,True,3294.4857776470853,0.06335490286648547,8,"{""SH511010"": 0.5516673995937419, ""SH512010"": 0.050680361867302036, ""SH513100"": 0.07530942748966454, ""SH513500"": 0.032573686166706625, ""SH518880"": 0.007379889607297995, ""SZ159928"": 0.05457550452370896, ""SZ161005"": 0.1786659274271332, ""SZ163412"": 0.0491478033244448}","{""SH511010"": 1.4251087565528566, ""SH512010"": 14.868488292179052, ""SH513100"": 10.563130067924902, ""SH513500"": 11.357136583703284, ""SH518880"": 17.42515836984059, ""SZ159928"": 16.01927274170365, ""SZ161005"": 6.85798343008021, ""SZ163412"": 15.098528147585464}"
2016-07-08,2016-07-07,True,4337.285777647085,0.17148805715290105,8,"{""SH511010"": 0.463462924983548, ""SH512010"": 0.062284378782884744, ""SH513100"": 0.07360708479083489, ""SH513500"": 0.03692682608920119, ""SH518880"": 0.006023007504928079, ""SZ159928"": 0.048968397066160706, ""SZ161005"": 0.24319814202603768, ""SZ163412"": 0.06552923875640465}","{""SH511010"": 1.5236078185599862, ""SH512010"": 13.142897567390719, ""SH513100"": 10.470116510694847, ""SH513500"": 10.45262416249265, ""SH518880"": 18.901183019880733, ""SZ159928"": 16.572107972927576, ""SZ161005"": 5.760115569244887, ""SZ163412"": 12.813363014872667}"
2016-07-15,2016-07-14,True,4485.9143745693,0.14228798289230507,8,"{""SH511010"": 0.5181081234989078, ""SH512010"": 0.04396567581188921, ""SH513100"": 0.06692965785157061, ""SH513500"": 0.029365891071431796, ""SH518880"": 0.004759613926746378, ""SZ159928"": 0.03887268801808335, ""SZ161005"": 0.233549971746471, ""SZ163412"": 0.06444837807489981}","{""SH511010"": 1.3183557705141165, ""SH512010"": 14.311526158284318, ""SH513100"": 10.04532875595044, ""SH513500"": 10.72350768675216, ""SH518880"": 19.452344838100263, ""SZ159928"": 17.01670795355001, ""SZ161005"": 5.377538736611491, ""SZ163412"": 11.820526724083305}"
2016-07-22,2016-07-21,True,1235.02312612298,0.07645933608844191,8,"{""SH511010"": 0.5521543657119441, ""SH512010"": 0.04224258542121103, ""SH513100"": 0.0716663195252772, ""SH513500"": 0.021261323123840024, ""SH518880"": 0.005097808657527301, ""SZ159928"": 0.03549312522412884, ""SZ161005"": 0.20752376121655172, ""SZ163412"": 0.0645607111195198}","{""SH511010"": 1.2568841787673906, ""SH512010"": 14.369784964210258, ""SH513100"": 9.55429388048051, ""SH513500"": 12.403550084746245, ""SH518880"": 18.499021079317632, ""SZ159928"": 17.527032845640235, ""SZ161005"": 5.614644085145515, ""SZ163412"": 11.623618888062165}"
2016-07-29,2016-07-28,True,5247.92312612298,0.054843042273793184,8,"{""SH511010"": 0.5641453972228443, ""SH512010"": 0.04140910837355566, ""SH513100"": 0.07297812984316931, ""SH513500"": 0.019691816699259852, ""SH518880"": 0.005031950216423163, ""SZ159928"": 0.03330674693044451, ""SZ161005"": 0.19982021052709137, ""SZ163412"": 0.06361664018721189}","{""SH511010"": 1.232396617783439, ""SH512010"": 14.384609702439496, ""SH513100"": 9.383833408171572, ""SH513500"": 12.773760346996804, ""SH518880"": 18.45409926164148, ""SZ159928"": 17.9322555879356, ""SZ161005"": 5.670964752017966, ""SZ163412"": 11.605414541864837}"
2016-08-05,2016-08-04,True,6487.62312612298,0.0679949541172175,8,"{""SH511010"": 0.5631422987490893, ""SH512010"": 0.038660738518211876, ""SH513100"": 0.06981403763838893, ""SH513500"": 0.014621776075795368, ""SH518880"": 0.005422145762222294, ""SZ159928"": 0.03198431973912027, ""SZ161005"": 0.21355204284852303, ""SZ163412"": 0.06280264066864902}","{""SH511010"": 1.2708307655480606, ""SH512010"": 15.337752372447385, ""SH513100"": 9.884530562431342, ""SH513500"": 15.272578438654968, ""SH518880"": 18.315812896498816, ""SZ159928"": 18.853120446710534, ""SZ161005"": 5.651653938723093, ""SZ163412"": 12.033940013402528}"
2016-08-12,2016-08-11,True,6616.523126122979,0.17613925331837113,8,"{""SH511010"": 0.4593098798438504, ""SH512010"": 0.03927793908119184, ""SH513100"": 0.06750753816576435, ""SH513500"": 0.013408107376545178, ""SH518880"": 0.0059835674201960684, ""SZ159928"": 0.03964837428646317, ""SZ161005"": 0.277075750415352, ""SZ163412"": 0.09778884341063702}","{""SH511010"": 1.3400852378429473, ""SH512010"": 14.491420900365396, ""SH513100"": 9.572818242701823, ""SH513500"": 15.188581327555156, ""SH518880"": 16.60428656942284, ""SZ159928"": 16.126036222591157, ""SZ161005"": 4.725161855146378, ""SZ163412"": 9.18418581788482}"
2016-08-19,2016-08-18,True,4416.431479994925,0.0452721382514618,8,"{""SH511010"": 0.450980749038979, ""SH512010"": 0.03996525133982914, ""SH513100"": 0.07691992142813406, ""SH513500"": 0.014632764339779489, ""SH518880"": 0.009525997847943363, ""SZ159928"": 0.03924184946473681, ""SZ161005"": 0.270987889187651, ""SZ163412"": 0.09774557735294719}","{""SH511010"": 1.4028420282108471, ""SH512010"": 14.902066465590973, ""SH513100"": 9.302485164777655, ""SH513500"": 15.081349865304034, ""SH518880"": 13.65046760580641, ""SZ159928"": 16.81388385627629, ""SZ161005"": 4.956138804973366, ""SZ163412"": 9.52882195494539}"
2016-08-26,2016-08-25,True,3582.231479994924,0.057069718539833836,8,"{""SH511010"": 0.45768822087997174, ""SH512010"": 0.043149899159753854, ""SH513100"": 0.07221402514394482, ""SH513500"": 0.014915731475759456, ""SH518880"": 0.00958967760148137, ""SZ159928"": 0.034290701535931965, ""SZ161005"": 0.2632819095375608, ""SZ163412"": 0.10486983466559606}","{""SH511010"": 1.354090944338376, ""SH512010"": 13.94577997222401, ""SH513100"": 9.335821871433275, ""SH513500"": 14.525331649076211, ""SH518880"": 13.229569005616359, ""SZ159928"": 17.490391183417163, ""SZ161005"": 4.889369100494913, ""SZ163412"": 8.9455574628639}"
2016-09-02,2016-09-01,True,4056.531479994924,0.03328635281841361,8,"{""SH511010"": 0.4347491934588681, ""SH512010"": 0.049978047645214484, ""SH513100"": 0.0708337020771715, ""SH513500"": 0.014452903990881123, ""SH518880"": 0.012143166263654736, ""SZ159928"": 0.04292518284441422, ""SZ161005"": 0.2658396409348768, ""SZ163412"": 0.10907816278491908}","{""SH511010"": 1.364299708493668, ""SH512010"": 12.724465116410652, ""SH513100"": 9.256351545709665, ""SH513500"": 14.489962243533377, ""SH518880"": 11.544581817176642, ""SZ159928"": 15.350697318214076, ""SZ161005"": 4.778041743797008, ""SZ163412"": 8.613115510813854}"
2016-09-09,2016-09-08,True,1176.731479994924,0.12775250490670795,8,"{""SH511010"": 0.38705208632176896, ""SH512010"": 0.06341561452802486, ""SH513100"": 0.08211023909154365, ""SH513500"": 0.01352131417031146, ""SH518880"": 0.010627791077417662, ""SZ159928"": 0.05225784680897678, ""SZ161005"": 0.2986733089243898, ""SZ163412"": 0.09234179907756673}","{""SH511010"": 1.3715151627898043, ""SH512010"": 10.714877667346585, ""SH513100"": 8.154874710423345, ""SH513500"": 14.209915705096607, ""SH518880"": 11.705199317903862, ""SZ159928"": 13.196676495204104, ""SZ161005"": 4.275803561493356, ""SZ163412"": 8.87945179582579}"
2016-09-23,2016-09-22,True,6512.355821989243,0.20447030403950206,8,"{""SH511010"": 0.32892598604586964, ""SH512010"": 0.054723322834765796, ""SH513100"": 0.030105564146256664, ""SH513500"": 0.012193039803533553, ""SH518880"": 0.009963543587943406, ""SZ159928"": 0.05941397027253283, ""SZ161005"": 0.39592960272780575, ""SZ163412"": 0.10874497058129232}","{""SH511010"": 1.450343012515914, ""SH512010"": 11.2443301723737, ""SH513100"": 13.128861484956214, ""SH513500"": 14.587452593486052, ""SH518880"": 11.784954357937703, ""SZ159928"": 12.065089247068263, ""SZ161005"": 3.6202741909215375, ""SZ163412"": 7.976552528458577}"
2016-09-30,2016-09-29,True,10217.618721593783,0.18104152997766743,8,"{""SH511010"": 0.34054985892524886, ""SH512010"": 0.06699190750267703, ""SH513100"": 0.02017055724119256, ""SH513500"": 0.017437230902608822, ""SH518880"": 0.010814407190130592, ""SZ159928"": 0.08633677372072882, ""SZ161005"": 0.3544485595490203, ""SZ163412"": 0.10325070496839299}","{""SH511010"": 1.3753095885202486, ""SH512010"": 9.805723688161553, ""SH513100"": 15.476134901857113, ""SH513500"": 11.769762458139633, ""SH518880"": 10.914515504176208, ""SZ159928"": 9.657126534619321, ""SZ161005"": 3.6918567982735073, ""SZ163412"": 7.898494324524756}"
2016-10-14,2016-10-13,True,11076.418721593785,0.24061608315973326,8,"{""SH511010"": 0.41814477588507853, ""SH512010"": 0.06415545531866941, ""SH513100"": 0.0184881307798159, ""SH513500"": 0.013991458744131992, ""SH518880"": 0.012661759540478016, ""SZ159928"": 0.07941172850043239, ""SZ161005"": 0.3138438493919259, ""SZ163412"": 0.07930284183946791}","{""SH511010"": 1.2237145987432527, ""SH512010"": 9.87931158665874, ""SH513100"": 15.93777194564209, ""SH513500"": 12.954707585985709, ""SH518880"": 9.945152472339606, ""SZ159928"": 9.927871806910012, ""SZ161005"": 3.868274630602368, ""SZ163412"": 8.88585257197601}"
2016-10-21,2016-10-20,True,10289.892723543839,0.10399819193970856,8,"{""SH511010"": 0.3816687182058553, ""SH512010"": 0.07223932598410861, ""SH513100"": 0.015372560203613488, ""SH513500"": 0.012013306069036353, ""SH518880"": 0.010614137845793242, ""SZ159928"": 0.07209031240371437, ""SZ161005"": 0.35129314988403365, ""SZ163412"": 0.08470848940384505}","{""SH511010"": 1.1681185725497147, ""SH512010"": 8.490697523438232, ""SH513100"": 15.939978918357934, ""SH513500"": 12.75012889307595, ""SH518880"": 9.906103205959264, ""SZ159928"": 9.502694446076058, ""SZ161005"": 3.3344637722321204, ""SZ163412"": 7.840914960834616}"
2016-10-28,2016-10-27,True,5705.192723543837,0.090089711680108,8,"{""SH511010"": 0.3589464586820163, ""SH512010"": 0.06786429279538207, ""SH513100"": 0.013276884898600055, ""SH513500"": 0.010868758859244033, ""SH518880"": 0.010095946374760013, ""SZ159928"": 0.12464690621904452, ""SZ161005"": 0.3330427162413392, ""SZ163412"": 0.08125803592961377}","{""SH511010"": 1.1677144758596865, ""SH512010"": 8.492407725235227, ""SH513100"": 16.627771093599446, ""SH513500"": 12.995026149946625, ""SH518880"": 9.846751567390902, ""SZ159928"": 7.00592937948333, ""SZ161005"": 3.3199547337348716, ""SZ163412"": 7.7610117355358845}"
2016-11-04,2016-11-03,True,2974.3927235438396,0.055115746215278455,8,"{""SH511010"": 0.3275672933189954, ""SH512010"": 0.06824512568392489, ""SH513100"": 0.01306560833211569, ""SH513500"": 0.011021620314744136, ""SH518880"": 0.010479029070616852, ""SZ159928"": 0.1276262731936679, ""SZ161005"": 0.3603255989512942, ""SZ163412"": 0.0816694511346409}","{""SH511010"": 1.2348900314914912, ""SH512010"": 8.55544752662148, ""SH513100"": 16.933407706230856, ""SH513500"": 13.036813774481981, ""SH518880"": 9.764118155657632, ""SZ159928"": 6.9946101477377995, ""SZ161005"": 3.224494377627116, ""SZ163412"": 7.820755927065013}"
2016-11-11,2016-11-10,True,10181.00528642815,0.13044185038703646,8,"{""SH511010"": 0.35769401413273905, ""SH512010"": 0.0632029147308949, ""SH513100"": 0.009145282401267572, ""SH513500"": 0.007478742704109433, ""SH518880"": 0.006828189602423563, ""SZ159928"": 0.11696007139649227, ""SZ161005"": 0.35575286226298375, ""SZ163412"": 0.0829379227690894}","{""SH511010"": 1.1993532869816836, ""SH512010"": 9.02265626423052, ""SH513100"": 20.54163638003487, ""SH513500"": 16.062173166077454, ""SH518880"": 12.276234559414315, ""SZ159928"": 7.415478158731302, ""SZ161005"": 3.2935131073410937, ""SZ163412"": 7.876375070868062}"
2016-11-18,2016-11-17,True,2544.8378196625044,0.29456954779055833,8,"{""SH511010"": 0.20695706192331068, ""SH512010"": 0.08100076535586764, ""SH513100"": 0.009261624637937074, ""SH513500"": 0.007532706724616969, ""SH518880"": 0.003665704110261083, ""SZ159928"": 0.15675970720973045, ""SZ161005"": 0.4440269957375555, ""SZ163412"": 0.09079543430072053}","{""SH511010"": 1.4949291909040818, ""SH512010"": 7.556421694108617, ""SH513100"": 19.35297748237393, ""SH513500"": 15.174026972787921, ""SH518880"": 15.885359289517332, ""SZ159928"": 6.072933591773976, ""SZ161005"": 2.795031402720347, ""SZ163412"": 7.1372143868731985}"
2016-11-25,2016-11-24,True,5292.08008508889,0.06174985057554743,8,"{""SH511010"": 0.1700639965526224, ""SH512010"": 0.07241015733771329, ""SH513100"": 0.012034148825694055, ""SH513500"": 0.005480419671796984, ""SH518880"": 0.003543562453762099, ""SZ159928"": 0.16951542433799283, ""SZ161005"": 0.46659185892368776, ""SZ163412"": 0.1003604318967305}","{""SH511010"": 1.6759238606583255, ""SH512010"": 8.12195780781351, ""SH513100"": 17.253746675041747, ""SH513500"": 18.078783345123448, ""SH518880"": 16.419329820635813, ""SZ159928"": 5.93486535606242, ""SZ161005"": 2.770910688194785, ""SZ163412"": 6.898889896548416}"
2016-12-02,2016-12-01,True,11986.436715561167,0.23411874026027374,8,"{""SH511010"": 0.12344268024589149, ""SH512010"": 0.05156752171391525, ""SH513100"": 0.013196942523929459, ""SH513500"": 0.004951867461750776, ""SH518880"": 0.0036943488077619074, ""SZ159928"": 0.1199014324414035, ""SZ161005"": 0.5607863637931294, ""SZ163412"": 0.12245884301221828}","{""SH511010"": 2.0315211934524187, ""SH512010"": 9.93953114059553, ""SH513100"": 17.015628607191374, ""SH513500"": 19.64197511806628, ""SH518880"": 16.607340029137386, ""SZ159928"": 7.287806775238029, ""SZ161005"": 2.610273041759624, ""SZ163412"": 6.449988685530837}"
2016-12-09,2016-12-08,True,6444.336715561163,0.13834716766572308,8,"{""SH511010"": 0.12874944730225246, ""SH512010"": 0.04675128048985403, ""SH513100"": 0.012928992098803509, ""SH513500"": 0.0038430283155633837, ""SH518880"": 0.005441274264396332, ""SZ159928"": 0.07725219589390432, ""SZ161005"": 0.5803956878890184, ""SZ163412"": 0.14463809374620748}","{""SH511010"": 2.0358470120685723, ""SH512010"": 10.683684893999024, ""SH513100"": 17.59406217165297, ""SH513500"": 22.819003096951505, ""SH518880"": 14.004980711944897, ""SZ159928"": 9.292175754886488, ""SZ161005"": 2.625949493282186, ""SZ163412"": 6.074023682921842}"
