trade_date,cash,positions_value,total_value,cash_ratio,daily_return
2020-08-17,7352.621577140445,193236.21985805777,200588.8414351982,0.036655187419863365,0.002944207175991087
2020-08-18,7352.621577140445,193659.89142044343,201012.51299758386,0.0365779297392736,0.0021121392364316094
2020-08-19,7352.621577140445,193224.58407686494,200577.20565400537,0.03665731384165197,-0.002165573362011175
2020-08-20,7352.621577140445,191973.6638368732,199326.28541401363,0.03688736566714507,-0.0062366021897302115
2020-08-21,5712.181763702307,194625.17620997835,200337.35797368066,0.028512813693254084,0.0050724497151339865
2020-08-24,5712.181763702307,196556.20209463593,202268.38385833823,0.028240606142890434,0.009638870673892352
2020-08-25,5712.181763702307,197902.95937392887,203615.14113763117,0.02805381629179152,0.00665826884856191
2020-08-26,5712.181763702307,196935.08154241095,202647.26330611325,0.02818780609473934,-0.00475346688910383
2020-08-27,5712.181763702307,198131.2952928683,203843.4770565706,0.02802239172027596,0.005902935627857042
2020-08-28,10613.232480102308,194813.6003987818,205426.8328788841,0.05166429492859716,0.007767507919196559
2020-08-31,10613.232480102308,195327.1170572861,205940.3495373884,0.05153546890613332,0.0024997545418374845
2020-09-01,10613.232480102308,195365.36506145174,205978.59754155405,0.05152589932534713,0.00018572370228353563
2020-09-02,10613.232480102308,195987.96389823296,206601.19637833527,0.051370624498548345,0.003022638488717755
2020-09-03,10613.232480102308,196581.2970376965,207194.5295177988,0.051223516879535136,0.002871876590573974
2020-09-04,10627.796165808075,193987.67094502252,204615.4671108306,0.05194033626036441,-0.012447541028088094
2020-09-07,10627.796165808075,191663.76718598997,202291.56335179805,0.05253702126630785,-0.011357419807241587
2020-09-08,10627.796165808075,192092.29539708514,202720.0915628932,0.052425963721069245,0.0021183691697015394
2020-09-09,10627.796165808075,190154.351822334,200782.14798814207,0.052931977629982016,-0.009559701556024147
2020-09-10,10627.796165808075,190338.1493122343,200965.94547804238,0.052883567614042705,0.0009154075287169938
2020-09-11,12974.411365808073,188515.44837247615,201489.85973828423,0.06439237876616012,0.0026069802970627443
2020-09-14,12974.411365808073,188552.36248108227,201526.77384689034,0.06438058387053505,0.0001832057883908167
2020-09-15,12974.411365808073,189225.17125725572,202199.5826230638,0.06416636076838347,0.0033385577674389655
2020-09-16,12974.411365808073,188793.38599032827,201767.79735613635,0.06430367747389935,-0.0021354409407083885
