trade_date,event,symbol,amount,cash_after
,initial_cash,,10000000.0,10000000.0
2019-01-02,buy,SZ000929,-999943.5706240082,9000056.429375991
2019-01-02,buy,SZ002072,-1000208.2706003952,7999848.158775596
2019-01-02,buy,SZ002200,-999766.8302818394,7000081.328493756
2019-01-02,buy,SZ300069,-1000150.2560699082,5999931.072423848
2019-01-02,buy,SZ300106,-999851.8420352697,5000079.230388579
2019-01-02,buy,SZ300321,-999196.2658876419,4000882.964500937
2019-01-02,buy,SZ300354,-999793.9325835228,3001089.0319174146
2019-01-02,buy,SZ300405,-1000002.4994778585,2001086.532439556
2019-01-02,buy,SZ300489,-1000274.1854494858,1000812.3469900702
2019-01-02,buy,SZ300592,-999666.4480796527,1145.8989104174543
2019-02-01,sell,SZ000929,9074.448678970337,10220.347589387791
2019-02-01,sell,SZ300069,1004803.364825964,1015023.7124153518
2019-02-01,sell,SZ300106,37225.343575401304,1052249.055990753
2019-02-01,sell,SZ300321,24460.232221183778,1076709.2882119368
2019-02-01,sell,SZ300354,999370.9882284164,2076080.2764403531
2019-02-01,sell,SZ300489,22536.299402332304,2098616.5758426855
2019-02-01,buy,SZ002072,-167246.50971815587,1931370.0661245296
2019-02-01,buy,SZ002200,-4747.145538330078,1926622.9205861995
2019-02-01,buy,SZ002633,-943374.1035289239,983248.8170572756
2019-02-01,buy,SZ002890,-944029.5197927856,39219.29726448993
2019-02-01,buy,SZ300405,-17064.321862792967,22154.97540169696
2019-02-01,buy,SZ300592,-21744.774497146605,410.2009045503546
2019-03-01,sell,SZ002072,133847.4718860054,134257.67279055575
2019-03-01,sell,SZ002890,1135043.841864624,1269301.5146551798
2019-03-01,buy,SH603286,-1145734.57454731,123566.94010786992
2019-03-01,buy,SZ000929,-30089.062272892,93477.87783497792
2019-03-01,buy,SZ002200,-16391.775875091553,77086.10195988636
2019-03-01,buy,SZ002633,-13959.890441894531,63126.21151799183
2019-03-01,buy,SZ300106,-25199.19524576664,37927.01627222519
2019-03-01,buy,SZ300321,-9824.544506072998,28102.471766152194
2019-03-01,buy,SZ300405,-4731.023292541504,23371.44847361069
2019-03-01,buy,SZ300489,-21513.107117385865,1858.3413562248243
2019-04-01,sell,SH603286,1250225.2252432252,1252083.56659945
