trade_date,symbol,side,requested_shares,filled_shares,price,gross_value,commission,tax,reason
2012-07-02,SH600887,buy,55800,55800,5.590115361213684,311928.4371557236,93.57853114671707,0.0,filled
2012-07-02,SH601166,buy,51400,51400,6.07175429868698,312088.1709525108,93.62645128575323,0.0,filled
2012-07-02,SZ000537,buy,49000,49000,6.364877119064331,311878.9788341522,93.56369365024565,0.0,filled
2012-07-02,SZ000552,buy,94000,94000,3.320686353206634,312144.5172014236,93.64335516042706,0.0,filled
2012-07-02,SZ000596,buy,7200,7200,42.85326195907592,308543.48610534664,92.56304583160399,0.0,filled
2012-07-02,SZ000656,buy,118600,118600,2.633361359596252,312316.6572481155,93.69499717443465,0.0,filled
2012-07-02,SZ000970,buy,1500,1500,18.74827513885498,28122.412708282467,8.43672381248474,0.0,filled
2012-07-02,SZ000982,buy,600,600,4.660055676460265,2796.033405876159,5.0,0.0,filled
2012-07-02,SZ002051,buy,22700,22700,13.735862452507018,311804.0776719093,93.54122330157278,0.0,filled
2012-07-02,SZ002304,buy,4000,4000,77.1320705795288,308528.2823181152,92.55848469543454,0.0,filled
2012-07-02,SZ002344,buy,25700,25700,12.128642175674438,311706.10391483305,93.51183117444991,0.0,filled
2012-07-02,SZ300005,buy,1000,300,7.602677365303038,2280.8032095909116,5.0,0.0,partial_volume_or_cash
2012-07-03,SH600039,sell,149200,149200,2.098348159790039,313073.5454406738,93.92206363220214,313.07354544067385,filled
2012-07-03,SH600066,sell,54600,54600,5.539403629302979,302451.4381599426,90.73543144798278,302.45143815994265,filled
2012-07-03,SH600077,sell,55300,55300,5.847911722183228,323389.5182367325,97.01685547101975,323.3895182367325,filled
2012-07-03,SH600111,sell,12300,12300,26.284019107818605,323293.4350261688,96.98803050785064,323.2934350261688,filled
2012-07-03,SH600157,sell,92200,92200,3.2853306605815886,302907.48690562247,90.87224607168673,302.9074869056225,filled
2012-07-03,SH600366,sell,30200,30200,10.55514245223999,318765.30205764767,95.6295906172943,318.76530205764766,filled
2012-07-03,SH600887,sell,55800,55800,5.476307799339295,305577.97520313266,91.67339256093979,305.57797520313267,filled
2012-07-03,SH601166,sell,51400,51400,6.031863023757935,310037.7594211578,93.01132782634734,310.03775942115783,filled
2012-07-03,SZ000537,sell,49000,49000,6.343863790512085,310849.32573509216,93.25479772052763,310.8493257350922,filled
2012-07-03,SZ000552,sell,94000,94000,3.29568887758255,309794.7544927597,92.9384263478279,309.7947544927597,filled
2012-07-03,SZ000656,sell,118600,118600,2.6309406731128693,312029.5638311863,93.60886914935587,312.0295638311863,filled
2012-07-03,SZ002236,sell,100,100,6.105015296459198,610.5015296459198,5.0,0.6105015296459199,filled
2012-07-03,SZ002344,sell,25700,25700,12.048855031013488,309655.57429704664,92.89667228911398,309.65557429704666,filled
2012-07-06,SZ000596,sell,7200,7200,41.60937665176392,299587.5118927002,89.87625356781005,299.5875118927002,filled
2012-07-06,SZ000799,sell,100,100,56.170252098083495,5617.025209808349,5.0,5.617025209808349,filled
2012-07-24,SH600422,sell,36900,36900,7.630275790214538,281557.17665891646,84.46715299767493,281.5571766589165,filled
2012-07-24,SZ000970,sell,16600,16600,19.555444816589354,324620.38395538327,97.38611518661497,324.62038395538326,filled
2012-07-24,SZ002081,sell,31400,31400,9.545823534965516,299738.8589979172,89.92165769937516,299.7388589979172,filled
2012-07-26,SZ000049,sell,20900,20900,14.234802995681763,297507.38260974886,89.25221478292465,297.50738260974884,filled
2012-07-27,SH600199,sell,12800,12800,23.142346572875976,296222.0361328125,88.86661083984374,296.2220361328125,filled
2012-07-30,SZ000982,sell,67000,67000,4.617307239532471,309359.58504867554,92.80787551460266,309.35958504867557,filled
2012-07-31,SZ002304,sell,4000,4000,80.17712786865235,320708.5114746094,96.2125534423828,320.7085114746094,filled
2012-08-01,SH600779,sell,13500,13500,23.362261173248292,315390.5258388519,94.61715775165557,315.39052583885194,filled
2012-08-01,SZ002004,sell,4100,4100,5.3053301711082455,21751.853701543805,6.525556110463141,21.751853701543805,filled
2012-08-01,SZ002051,sell,700,700,14.640676280021667,10248.473396015166,5.0,10.248473396015166,filled
2012-08-01,SZ002236,sell,3400,3400,6.550641802310944,22272.18212785721,6.681654638357163,22.27218212785721,filled
2012-08-01,SZ300005,sell,800,800,8.156125185012817,6524.900148010253,5.0,6.5249001480102535,filled
2012-08-01,SH600016,buy,108500,108500,2.9779054553508755,323102.74190557,96.93082257167099,0.0,filled
2012-08-01,SH600077,buy,55000,55000,5.872582146644592,322992.0180654526,96.89760541963577,0.0,filled
2012-08-01,SH600111,buy,14100,14100,22.92597733879089,323256.28047695156,96.97688414308546,0.0,filled
2012-08-01,SH600366,buy,34800,34800,9.28370375061035,323072.8905212402,96.92186715637204,0.0,filled
2012-08-01,SH600381,buy,9900,9900,32.6489913444519,323225.0143100738,96.96750429302213,0.0,filled
2012-08-01,SH600422,buy,42800,42800,7.547162406444548,323018.55099582666,96.90556529874799,0.0,filled
2012-08-01,SH600763,buy,29900,29900,10.794089427947997,322743.2738956451,96.82298216869353,0.0,filled
2012-08-01,SZ000049,buy,25500,25500,12.649537802696226,322563.21396875376,96.76896419062612,0.0,filled
2012-08-01,SZ000537,buy,66100,66100,4.887313938617706,323051.4513426304,96.9154354027891,0.0,filled
2012-08-01,SZ000552,buy,106600,106600,3.031077041149139,323112.8125864982,96.93384377594946,0.0,filled
2012-08-01,SZ000590,buy,28800,28800,11.200191993713378,322565.5294189453,96.76965882568359,0.0,filled
2012-08-01,SZ000596,buy,9100,9100,35.34660966873169,321654.1479854584,96.4962443956375,0.0,filled
2012-08-01,SZ000799,buy,1000,1000,46.42047383117675,46420.47383117675,13.926142149353025,0.0,filled
2012-08-01,SZ000963,buy,41000,41000,7.871187489509581,322718.6870698928,96.81560612096784,0.0,filled
2012-08-01,SZ000970,buy,18600,18600,17.36618191719055,323010.9836597442,96.90329509792325,0.0,filled
2012-08-01,SZ000982,buy,70300,70300,4.593202123641968,322902.10929203033,96.8706327876091,0.0,filled
2012-08-01,SZ002081,buy,31700,31700,10.195356298446654,323192.7946607589,96.95783839822766,0.0,filled
