trade_date,event,symbol,amount,cash_after
,initial_cash,,10000000.0,10000000.0
2019-01-02,buy,SZ000636,-500998.1544363956,9499001.845563604
2019-01-02,buy,SH600230,-500127.9653554716,8998873.880208133
2019-01-02,buy,SH600525,-501093.63306605344,8497780.24714208
2019-01-02,buy,SZ002440,-500921.54044193967,7996858.706700141
2019-01-02,buy,SH600382,-501034.5943837894,7495824.112316351
2019-01-02,buy,SH600596,-501039.1734232766,6994784.938893075
2019-01-02,buy,SH600114,-500623.39789003157,6494161.541003044
2019-01-02,buy,SZ000581,-500965.68722120125,5993195.853781843
2019-01-02,buy,SH600585,-499049.9146748209,5494145.939107021
2019-01-02,buy,SZ002517,-500791.2574989972,4993354.681608024
2019-01-02,buy,SH600995,-500599.9664026639,4492754.71520536
2019-01-02,buy,SH600516,-501138.35250603734,3991616.362699323
2019-01-02,buy,SZ300145,-500974.8559820042,3490641.5067173187
2019-01-02,buy,SH601006,-500534.52292459086,2990106.983792728
2019-01-02,buy,SZ002033,-500674.50936498214,2489432.4744277457
2019-01-02,buy,SH600097,-500660.8183671681,1988771.6560605776
2019-01-02,buy,SH600567,-500869.2402969155,1487902.4157636622
2019-01-02,buy,SH600668,-500448.3875256047,987454.0282380575
2019-01-02,buy,SZ002884,-500850.7357373171,486603.2925007404
2019-01-02,buy,SZ000789,-486227.30737983226,375.9851209081244
2019-02-01,sell,SH600097,8707.102233545875,9083.087354453999
2019-02-01,sell,SH600114,45226.73821158165,54309.82556603565
2019-02-01,sell,SH600516,48195.48570882134,102505.311274857
2019-02-01,sell,SH600567,22991.589994628677,125496.90126948568
2019-02-01,sell,SH600585,551815.6621640212,677312.5634335069
2019-02-01,sell,SH600995,1863.920932480812,679176.4843659877
2019-02-01,sell,SH601006,520917.1298851575,1200093.6142511452
2019-02-01,sell,SZ000581,33520.318006016576,1233613.9322571617
2019-02-01,sell,SZ002033,509404.7158270803,1743018.648084242
2019-02-01,sell,SZ002440,22609.73851018704,1765628.386594429
2019-02-01,buy,SZ000636,-30299.86345395092,1735328.523140478
2019-02-01,buy,SH600230,-15532.614374160767,1719795.9087663172
2019-02-01,buy,SH600382,-21323.093873069975,1698472.814893247
2019-02-01,buy,SZ002517,-92870.23821035743,1605602.5766828896
2019-02-01,buy,SH600525,-18566.563909874152,1587036.0127730155
2019-02-01,buy,SH600596,-7665.336517715454,1579370.6762553002
2019-02-01,buy,SZ000055,-504567.8208536939,1074802.8554016063
2019-02-01,buy,SZ300145,-42448.35808022353,1032354.4973213827
2019-02-01,buy,SH600668,-15554.822569847109,1016799.6747515356
2019-02-01,buy,SZ002884,-2556.1555500030518,1014243.5192015326
2019-02-01,buy,SZ000789,-7946.759140396118,1006296.7600611364
2019-02-01,buy,SH600062,-504265.27418620494,502031.4858749315
2019-02-01,buy,SZ000922,-501639.7917650363,391.6941098952084
2019-03-01,sell,SH600062,612151.0078973002,612542.7020071954
2019-03-01,sell,SH600230,40087.744792071535,652630.446799267
2019-03-01,sell,SH600525,205131.2798281517,857761.7266274187
2019-03-01,sell,SH600995,574715.6210983928,1432477.3477258114
2019-03-01,sell,SZ000055,11190.766030860425,1443668.1137566718
2019-03-01,sell,SZ000636,74545.60196000565,1518213.7157166775
2019-03-01,sell,SZ002517,689074.8196473285,2207288.5353640057
