trade_date,event,symbol,amount,cash_after
,initial_cash,,10000000.0,10000000.0
2019-01-02,buy,SZ000636,-500998.1544363956,9499001.845563604
2019-01-02,buy,SH600097,-500660.8183671681,8998341.027196435
2019-01-02,buy,SH600230,-500127.9653554716,8498213.061840964
2019-01-02,buy,SH600596,-501039.1734232766,7997173.888417688
2019-01-02,buy,SZ300061,-500894.93924736464,7496278.949170323
2019-01-02,buy,SZ000910,-501109.5023922265,6995169.446778096
2019-01-02,buy,SZ000791,-500937.3354971427,6494232.1112809535
2019-01-02,buy,SH603980,-500623.7920901348,5993608.319190819
2019-01-02,buy,SH600382,-501034.5943837894,5492573.72480703
2019-01-02,buy,SH600383,-500999.24646818015,4991574.47833885
2019-01-02,buy,SH601126,-501038.1948052706,4490536.283533579
2019-01-02,buy,SZ002396,-499669.44984219375,3990866.833691385
2019-01-02,buy,SZ002884,-500850.7357373171,3490016.097954068
2019-01-02,buy,SZ000415,-501043.36053284776,2988972.73742122
2019-01-02,buy,SZ000519,-500532.9090364864,2488439.8283847338
2019-01-02,buy,SZ002530,-501073.2406664846,1987366.5877182493
2019-01-02,buy,SH603669,-501111.2556459349,1486255.3320723143
2019-01-02,buy,SZ002541,-500965.06189213344,985290.2701801809
2019-01-02,buy,SZ300145,-500974.8559820042,484315.4141981767
2019-01-02,buy,SZ002394,-484176.36960179167,139.04459638503613
2019-02-01,sell,SH600097,13547.15902996025,13686.203626345286
2019-02-01,sell,SH600383,77591.78150528113,91277.98513162642
2019-02-01,sell,SH601126,537045.4861690392,628323.4713006655
2019-02-01,sell,SH603980,11584.192110234071,639907.6634108996
2019-02-01,sell,SZ000519,2476.106247046661,642383.7696579462
2019-02-01,sell,SZ000910,20984.240429306315,663368.0100872525
2019-02-01,sell,SZ002396,6867.136286212159,670235.1463734646
2019-02-01,sell,SZ002541,498990.24005631794,1169225.3864297825
2019-02-01,sell,SZ002884,3168.037906267643,1172393.4243360502
2019-02-01,sell,SZ300061,562047.7290572285,1734441.1533932788
2019-02-01,buy,SZ000636,-25412.788703313676,1709028.3646899653
2019-02-01,buy,SH600230,-9321.56862449646,1699706.7960654688
2019-02-01,buy,SH600596,-2558.4455059051515,1697148.3505595636
2019-02-01,buy,SH600382,-15902.199152374267,1681246.1514071894
2019-02-01,buy,SZ000791,-8308.768162727356,1672937.383244462
2019-02-01,buy,SZ002530,-74557.03652359429,1598380.3467208678
2019-02-01,buy,SH600668,-498780.5663662192,1099599.7803546486
2019-02-01,buy,SH603669,-21553.801108458996,1078045.9792461896
2019-02-01,buy,SZ300145,-36768.64819624995,1041277.3310499396
2019-02-01,buy,SZ000415,-29901.00463961197,1011376.3264103277
2019-02-01,buy,SZ002394,-15629.119139862061,995747.2072704657
2019-02-01,buy,SZ000922,-499111.3653952528,496635.84187521285
2019-02-01,buy,SZ002517,-496558.714740901,77.12713431182783
2019-03-01,sell,SH600230,32070.195833657224,32147.322967969052
2019-03-01,sell,SH603669,607794.158862921,639941.4818308899
2019-03-01,sell,SZ000415,53967.34682090097,693908.828651791
2019-03-01,sell,SZ000519,636718.991657547,1330627.820309338
2019-03-01,sell,SZ000636,67889.74464214798,1398517.564951486
2019-03-01,sell,SZ000910,6212.976759199142,1404730.541710685
2019-03-01,sell,SZ002394,544989.3377104941,1949719.8794211792
