year,strategy_return,benchmark_return,excess_return
2019,0.317619353019283,0.3606961965560913,-0.0316579436657759
2020,0.5647746495489339,0.2721074626520459,0.23006482981142606
2021,0.06330157580180762,-0.05198716608417131,0.12161095057096571
2022,-0.23005409949225664,-0.21632791414537078,-0.017515215349181212
2023,-0.09867359265861553,-0.11378155183477212,0.01704766946280034
2024,0.011642258735364397,0.14683299616951362,-0.11788179960438339
2025,0.6049449133856117,0.17663174838405737,0.3640163250649864
